"offPlayer","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Zach Ertz","112","27","0.3","67","1.21","51.8","-18","Germaine Pratt","105","9","0.11","67","0.52","61.9"
"Kyle Pitts","127","16","0.18","55","0.95","60.8","-5","Christian Harris","86","13","0.19","82","0.88","55.9"
"Mark Andrews","89","20","0.54","78","1.8","70.8","-3","Cole Holcomb","125","8","0.16","80","0.92","64.4"
"Dawson Knox","101","12","0.2","67","0.57","49.3","3","Foyesade Oluokun","143","12","0.18","82","0.82","67.5"
"Hayden Hurst","117","13","0.2","67","0.68","48.2","-7","Malcolm Rodriguez","37","22","0.26","62","1.27","43.8"
"Cole Kmet","111","22","0.44","75","1.7","71.9","-30","Jamin Davis","83","16","0.23","85","1.02","67.9"
"Irv Smith Jr.","58","16","0.13","56","0.47","40.9","7","Ezekiel Turner","19","11","0.19","100","0.89","52.8"
"Jake Ferguson","88","27","0.43","71","1.67","77.7","9","Fred Warner","163","13","0.2","73","1.04","71"
"Adam Trautman","112","8","0.07","56","0.3","43.9","-33","C.J. Mosley","145","12","0.2","72","1.11","65.7"
"Sam LaPorta","105","26","0.5","81","2.3","78.8","33","Kamu Grugier-Hill","55","13","0.24","100","1.15","53.7"
"Luke Musgrave","98","16","0.25","75","1.28","61.1","3","Divine Deablo","100","11","0.21","82","0.62","64.3"
"Dalton Schultz","123","13","0.2","62","0.72","54.3","-24","Nate Landman","43","7","0.1","100","0.33","76.6"
"Kylen Granson","108","18","0.24","58","0.81","53.9","-58","Jack Gibbens","89","4","0.03","50","0.09","83.2"
"Evan Engram","140","21","0.34","86","1.66","72.1","3","Terrel Bernard","111","17","0.29","79","1.52","68.3"
"Travis Kelce","84","31","0.53","65","1.85","73.9","36","Ivan Pace Jr.","58","7","0.11","100","0.43","79.1"
"Tyler Higbee","158","15","0.23","70","1.24","66.1","-2","Zach Cunningham","144","15","0.17","76","0.58","70.3"
"Austin Hooper","87","6","0.1","80","0.59","54.5","-11","Quay Walker","118","19","0.29","86","1.29","67.7"
"Durham Smythe","109","13","0.21","79","1.13","53.4","-32","Isaiah Simmons","37","16","0.23","83","0.97","73.1"
"T.J. Hockenson","140","21","0.41","83","1.45","72.7","19","Drue Tranquill","82","15","0.23","83","1.1","68"
"Hunter Henry","133","17","0.35","74","1.32","71.6","-5","Demario Davis","142","6","0.09","56","0.15","82.5"
"Jimmy Graham","40","3","0.2","100","0.2","58.6","-35","Ja'Whaun Bentley","117","9","0.09","60","0.43","69.9"
"Darren Waller","133","17","0.23","68","1.15","64.1","-2","David Long Jr.","79","13","0.44","100","2.38","63.7"
"Tyler Conklin","99","17","0.27","76","1.37","64.8","16","Drew Sanders","43","14","0.45","100","1.67","39.3"
"Dallas Goedert","140","14","0.16","68","0.63","62.3","0","Ernest Jones","112","12","0.15","62","0.76","72.1"
"Darnell Washington","40","3","0.05","100","0.25","51.5","-41","Patrick Queen","149","13","0.22","74","0.87","72.4"
"George Kittle","103","18","0.28","74","1.44","76.5","27","Jayron Kearse","122","10","0.16","75","0.89","52.6"
"Chigoziem Okonkwo","92","14","0.19","77","0.77","52.2","-16","Zaire Franklin","151","15","0.25","87","1.18","68.5"
"Logan Thomas","92","14","0.28","69","1.15","62.6","-10","Tremaine Edmunds","126","14","0.34","94","1.09","55.1"
