player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Davante Adams,8688,WR,LV,4,50,0,23,10.8,1,58.8,60.0,3,5,9.1,1,7,0,78.0,86.3,0,32,0.0,0,42,10,88.1,37,120.8,17,34.0,3,123,22,2.2,12.3,3.32,0,11.5,2,86.4,0.0,0,2,0.0,0,13,0,83.6,85.5,0,26,0.0,0,77,19,96.1,74,109.5,22,44.0,0,226,43,2.3,11.9,3.05
Puka Nacua,100632,WR,LA,4,50,0,26,5.0,0,66.7,0.0,0,2,0.0,0,3,0,73.4,65.1,0,20,0.0,0,36,4,91.7,33,84.7,6,12.0,0,39,29,7.3,9.8,1.18,0,10.4,3,80.0,0.0,0,1,5.9,2,20,0,69.5,90.7,1,37,1.6,2,124,32,93.5,116,110.5,40,80.0,1,441,134,4.2,13.8,3.8
Justin Jefferson,61398,WR,MIN,4,46,0,18,12.0,2,80.0,0.0,0,1,0.0,0,7,1,76.5,91.0,0,42,0.0,0,27,8,100.0,27,152.1,10,21.7,1,136,49,6.1,17.0,5.04,0,12.1,1,74.1,50.0,1,2,0.0,0,15,0,84.1,86.7,0,52,0.0,0,112,20,94.6,106,139.0,27,58.7,2,327,96,4.8,16.4,3.08
Keenan Allen,7857,WR,LAC,4,43,0,27,6.6,1,83.3,75.0,3,4,0.0,0,8,0,81.1,83.7,0,22,1.7,1,60,15,90.0,54,139.1,18,41.9,2,153,78,5.2,10.2,2.83,0,12.2,0,81.0,0.0,0,1,0.0,0,9,1,82.7,74.4,0,42,1.2,1,86,17,94.2,81,116.7,21,48.8,0,252,77,4.5,14.8,3.11
A.J. Brown,48327,WR,PHI,4,41,0,24,8.8,2,68.8,0.0,0,1,8.3,1,7,0,63.2,83.0,0,28,0.0,0,46,11,91.3,42,91.9,16,39.0,0,125,54,4.9,11.4,2.98,0,16.6,3,69.6,28.6,2,7,0.0,0,12,0,82.2,84.5,0,59,0.0,0,95,16,96.8,92,138.5,23,56.1,2,273,95,5.9,17.1,2.97
Ja'Marr Chase,84270,WR,CIN,4,40,0,7,6.3,1,75.0,100.0,1,1,0.0,0,5,0,74.6,68.7,0,17,0.0,0,48,6,93.8,45,94.3,8,20.0,0,57,37,6.2,9.5,1.27,0,7.0,5,71.4,0.0,0,1,9.1,2,8,0,59.2,71.7,0,16,0.0,0,97,20,94.8,92,86.5,28,70.0,0,167,92,4.6,8.4,1.82
Tyreek Hill,10799,WR,MIA,4,39,0,17,19.0,0,75.0,,0,0,0.0,0,5,0,74.6,82.9,0,47,0.0,0,38,6,94.7,36,156.3,8,20.5,1,117,27,4.5,19.5,3.25,0,12.4,3,72.2,33.3,1,3,0.0,0,11,0,80.6,88.6,1,28,0.0,0,59,13,94.9,56,77.5,18,46.2,0,166,48,3.7,12.8,2.96
Stefon Diggs,9579,WR,BUF,4,38,0,4,10.7,2,83.3,50.0,2,4,0.0,0,5,0,78.7,80.7,0,55,0.0,0,46,10,95.7,44,158.3,12,31.6,2,154,50,5.0,15.4,3.5,0,9.1,1,80.0,33.3,1,3,0.0,0,10,0,81.7,79.7,0,30,0.0,0,74,16,94.6,70,123.3,20,52.6,1,192,52,3.3,12.0,2.74
Chris Olave,84355,WR,NO,4,38,0,20,12.5,0,60.0,50.0,1,2,0.0,0,5,0,74.6,81.8,0,45,0.0,0,31,6,100.0,31,100.0,10,26.3,0,115,51,8.5,19.2,3.71,0,15.1,0,60.0,28.6,2,7,0.0,0,10,0,81.1,83.7,2,42,0.0,0,93,15,93.5,87,47.9,25,65.8,0,175,66,4.4,11.7,2.01
Michael Pittman Jr.,29049,WR,IND,4,36,0,14,8.2,0,69.2,50.0,2,4,0.0,0,4,1,78.0,73.7,0,34,0.0,0,47,9,95.7,45,88.6,13,36.1,0,90,36,4.0,10.0,2.0,0,4.6,0,77.8,50.0,2,4,6.7,1,6,0,65.6,60.9,0,39,0.9,1,106,14,94.3,100,113.7,18,50.0,1,123,67,4.8,8.8,1.23
Tutu Atwell,77965,WR,LA,4,34,0,26,13.3,0,54.5,50.0,2,4,0.0,0,5,0,75.6,81.0,0,44,0.0,0,38,6,92.1,35,82.8,11,32.4,0,93,18,3.0,15.5,2.66,0,10.5,0,73.7,50.0,1,2,0.0,0,9,0,80.6,66.7,1,37,0.0,0,120,14,95.8,115,75.5,19,55.9,0,155,45,3.2,11.1,1.35
DJ Moore,48267,WR,CHI,5,34,0,6,20.3,3,60.0,66.7,2,3,14.3,1,6,0,49.2,84.9,0,58,0.0,0,45,6,100.0,45,137.5,10,29.4,1,236,135,22.5,39.3,5.24,0,11.5,4,89.5,85.7,6,7,0.0,0,12,0,82.2,79.9,0,33,0.0,0,112,17,97.3,109,153.8,19,55.9,2,256,90,5.3,15.1,2.35
Amon-Ra St. Brown,84470,WR,DET,4,33,0,11,5.4,0,100.0,,0,0,0.0,0,5,0,76.5,77.8,0,19,0.0,0,36,8,94.4,34,107.3,8,24.2,0,78,35,4.4,9.8,2.29,0,11.4,2,75.0,100.0,2,2,0.0,0,8,1,79.4,79.1,2,39,0.0,0,67,12,97.0,65,93.0,16,48.5,1,181,43,3.6,15.1,2.78
Adam Thielen,8288,WR,CAR,4,33,0,5,8.5,0,71.4,0.0,0,2,0.0,0,8,0,78.7,85.4,0,25,0.0,0,45,10,86.7,39,120.8,14,42.4,1,119,55,5.5,11.9,3.05,0,7.8,0,94.1,100.0,1,1,0.0,0,10,0,81.7,75.9,0,23,0.0,0,104,16,97.1,101,126.0,17,51.5,1,162,43,2.7,10.1,1.6
Garrett Wilson,97405,WR,NYJ,4,33,0,22,7.4,0,60.0,100.0,2,2,0.0,0,2,0,49.2,61.9,1,15,0.0,0,43,6,93.0,40,29.2,10,30.3,0,40,7,1.2,6.7,1.0,0,10.2,2,70.0,0.0,0,3,6.7,1,6,0,64.4,73.7,1,68,0.0,0,82,14,97.6,80,94.2,20,60.6,1,182,83,5.9,13.0,2.28
Christian Kirk,47546,WR,JAX,4,33,0,15,7.0,0,55.6,100.0,1,1,0.0,0,3,0,73.4,73.3,0,16,0.0,0,27,5,96.3,26,70.1,9,27.3,0,47,17,3.4,9.4,1.81,0,8.0,3,84.2,0.0,0,1,5.9,1,8,0,66.7,69.9,0,45,0.0,0,93,16,96.8,90,126.1,19,57.6,1,191,57,3.6,11.9,2.12
Marquise Brown,61568,WR,ARZ,4,32,0,1,9.5,0,54.5,60.0,3,5,0.0,0,6,0,74.6,81.7,0,23,0.0,0,41,6,90.2,37,104.0,11,34.4,1,69,13,2.2,11.5,1.86,0,13.9,1,66.7,0.0,0,3,7.7,1,8,0,63.5,69.1,0,41,0.0,0,90,12,88.9,80,93.1,18,56.3,0,153,38,3.2,12.8,1.91
Nico Collins,61441,WR,HST,4,32,0,13,9.4,4,87.5,,0,0,0.0,0,6,0,75.6,92.1,0,52,0.0,0,27,7,100.0,27,158.3,8,25.0,1,163,99,14.1,23.3,6.04,0,14.2,6,61.1,0.0,0,1,8.3,1,8,0,61.8,81.7,0,42,0.0,0,82,11,95.1,78,120.1,18,56.3,1,210,92,8.4,19.1,2.69
Romeo Doubs,84329,WR,GB,4,32,0,12,10.6,0,42.9,40.0,2,5,0.0,0,2,0,70.5,62.4,0,13,0.0,0,39,3,89.7,35,90.5,7,21.9,1,22,8,2.7,7.3,0.63,0,12.5,0,66.7,50.0,2,4,0.0,0,10,0,81.7,78.6,2,30,0.0,0,83,16,96.4,80,70.5,24,75.0,1,194,31,1.9,12.1,2.43
Terry McLaurin,48229,WR,WAS,5,31,0,32,17.1,0,50.0,66.7,2,3,0.0,0,3,0,72.1,70.7,0,32,0.0,0,55,4,85.5,47,77.6,8,25.8,0,65,20,5.0,16.3,1.38,0,11.5,0,87.5,66.7,2,3,0.0,0,8,0,80.6,66.8,0,30,0.0,0,120,14,93.3,112,123.7,16,51.6,1,139,10,0.7,9.9,1.24
Michael Thomas,10681,WR,NO,4,31,0,20,7.6,0,62.5,0.0,0,1,0.0,0,3,0,73.4,67.5,0,13,0.0,0,30,5,100.0,30,75.5,8,25.8,0,41,9,1.8,8.2,1.37,0,11.2,1,81.3,66.7,2,3,0.0,0,6,0,80.0,67.2,0,25,0.0,0,94,13,96.8,91,106.0,16,51.6,0,151,22,1.7,11.6,1.66
CeeDee Lamb,61570,WR,DAL,4,30,0,9,10.8,1,70.0,0.0,0,1,0.0,0,5,0,75.6,74.3,0,49,0.0,0,49,7,87.8,43,143.3,10,33.3,1,119,48,6.9,17.0,2.77,0,9.6,2,76.5,50.0,1,2,0.0,0,9,1,80.6,77.7,0,32,0.0,0,82,13,95.1,78,111.2,17,56.7,0,185,64,4.9,14.2,2.37
