player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Mac Jones,60323,QB,NE,4,159,64.5,31,32,9.2,2.05,1,0,0.0,62.5,20,12,0.0,35,22.0,0,11,,78.3,35.7,76.7,37.5,,,0,1,35,25.0,67.4,8.6,3,0,0,0,0,3,8.6,202,6.3,0,19,68.9,59.2,57.2,68.0,72.5,109,114,8.5,2.6,1,5,4.2,64.0,73,48,7.6,124,78.0,6,34,,61.5,67.8,81.5,65.6,,69.9,2,3,130,8.3,84.5,3.2,4,6,0,2,5,7,5.4,696,6.1,78.5,93,95,7.4,2.12,2,4,4.1,72.6,69,0,5.5,99,62.3,4,28,,85.0,65.4,80.6,65.6,,55.4,0,3,101,,91.1,0.0,0,4,0,0,4,5,5.0,630,6.6,1,55.3,47,51,11.2,3.08,0,1,1.9,47.1,24,60,7.7,60,37.7,2,17,,39.9,50.2,78.9,46.2,,78.1,2,1,64,11.7,61.6,11.7,7,2,0,2,1,5,7.8,268,5.3
Josh Allen,46601,QB,BUF,4,153,85.3,34,34,7.9,2.75,0,2,5.7,85.3,29,15,0.0,39,25.5,0,20,,79.3,82.5,77.3,77.7,,74.8,0,0,42,26.7,139.5,10.3,4,1,0,0,3,1,2.4,354,10.4,0,4,63.9,81.5,79.5,68.1,81.7,93,101,7.8,2.96,3,7,6.7,71.3,72,32,5.3,114,74.5,4,37,,86.1,78.2,81.2,76.1,,67.7,0,4,119,15.6,93.4,4.4,5,8,1,4,6,5,4.2,694,6.9,86.9,99,104,6.6,2.46,3,6,5.6,78.8,82,0,4.7,106,69.3,4,40,,85.6,89.4,80.9,88.7,,52.0,0,2,110,,107.3,0.0,0,2,1,1,5,2,1.8,814,7.8,0,67.9,28,31,12.1,3.93,0,3,9.4,61.3,19,47,0.0,47,30.7,0,17,,80.5,62.2,78.0,52.8,,81.9,0,2,51,19.1,97.3,19.1,9,7,0,3,4,4,7.8,234,7.5
Jalen Hurts,40291,QB,PHI,4,152,74.6,59,65,10.3,2.9,0,4,6.0,64.6,42,30,4.5,77,50.7,2,26,,83.3,72.4,79.7,68.8,,73.9,1,2,79,20.0,90.0,7.8,6,6,0,5,3,4,5.1,491,7.6,0,24,54.5,72.9,73.7,60.4,84.7,59,65,9.0,3.3,0,4,5.7,70.8,46,22,8.0,75,49.3,4,17,,83.6,72.6,79.8,74.2,,51.1,2,1,82,22.7,94.9,6.7,5,5,0,4,2,2,2.4,468,7.2,82.1,95,95,8.1,2.56,0,5,5.0,76.8,73,0,6.4,100,65.8,5,31,,85.4,77.2,80.8,78.9,,45.5,0,2,107,,97.5,0.0,0,5,0,0,3,3,2.8,676,7.1,1,69.6,23,35,16.4,4.14,0,3,8.3,42.9,15,52,6.3,52,34.2,1,12,,80.9,64.1,78.3,57.1,,79.4,3,1,54,21.2,78.6,21.2,11,6,0,9,2,3,5.6,283,8.1
Jordan Love,40306,QB,GB,4,149,54.3,35,36,11.4,2.68,0,4,10.0,47.2,17,14,10.5,42,28.2,2,12,,23.8,72.4,77.7,70.2,,66.0,1,0,46,21.4,89.5,7.1,3,2,0,0,2,2,4.3,255,7.1,0,12,53.9,67.2,64.8,72.9,65.9,91,96,10.2,2.85,2,2,2.0,59.4,57,29,5.0,107,71.8,3,32,,85.8,61.8,81.0,60.8,,64.9,1,3,113,17.2,87.4,4.7,5,5,0,2,6,2,1.8,646,6.7,67.3,101,102,9.6,2.48,1,5,4.5,62.7,64,0,5.9,106,71.1,4,38,,85.8,77.2,81.0,75.5,,63.1,0,1,114,,104.8,0.0,0,3,0,0,7,2,1.8,775,7.6,2,44.0,25,30,14.4,3.6,1,1,3.1,33.3,10,43,9.1,43,28.9,1,6,,23.8,41.0,77.6,38.7,,67.7,2,2,45,18.6,30.7,18.6,8,4,0,2,1,2,4.4,126,4.2
Russell Wilson,7077,QB,DEN,4,149,81.5,27,34,8.3,2.96,1,2,5.4,61.8,21,22,4.5,39,26.2,1,10,,28.8,63.4,77.4,68.9,,39.5,0,0,43,18.2,99.1,10.3,4,1,0,6,1,1,2.3,292,8.6,0,10,46.6,79.8,77.6,67.5,77.8,90,98,8.9,3.04,1,7,6.7,69.4,68,36,2.9,110,73.8,2,35,,58.8,80.4,81.1,77.9,,69.4,2,2,117,19.4,109.3,6.4,7,5,2,3,8,3,2.6,722,7.4,79.0,81,87,7.6,2.58,0,5,5.4,71.3,62,0,3.1,91,61.1,2,27,,84.7,79.7,80.4,77.6,,66.3,0,1,97,,107.5,0.0,0,4,2,4,5,2,2.1,661,7.6,0,77.8,36,45,11.3,3.69,2,4,8.2,60.0,27,58,3.6,58,38.9,1,18,,24.7,68.2,78.8,70.9,,45.1,2,1,63,19.0,105.1,19.0,11,2,0,5,4,2,3.2,353,7.8
Dak Prescott,10769,QB,DAL,4,149,84.2,38,41,6.1,2.15,2,1,2.2,75.6,31,16,3.1,46,30.9,1,19,,80.4,72.3,78.0,68.2,,74.8,1,0,50,12.5,103.5,4.3,2,2,0,0,1,0,0.0,298,7.3,0,9,67.9,73.2,68.9,85.9,80.2,91,95,6.3,2.51,0,4,4.0,69.5,66,26,9.6,103,69.1,7,32,,56.8,69.9,80.9,67.2,,74.5,1,1,109,15.4,92.8,3.9,4,2,0,3,3,3,2.8,609,6.4,84.3,102,104,5.9,2.08,1,4,3.7,75.0,78,0,9.3,107,71.8,8,41,,85.6,73.1,80.9,71.9,,,0,1,110,,99.5,0.0,0,0,0,1,3,2,1.8,732,7.0,2,70.4,27,32,7.6,3.23,1,1,2.6,59.4,19,42,0.0,42,28.2,0,10,,30.0,66.6,77.9,59.2,,85.2,2,0,49,14.3,84.8,14.3,6,4,0,2,1,1,2.0,175,5.5
Tua Tagovailoa,60326,QB,MIA,4,146,80.0,40,44,7.3,2.14,1,3,6.4,68.2,30,13,6.3,45,30.8,2,22,,79.9,90.7,77.8,89.1,,,2,0,48,7.7,122.1,2.2,1,0,0,1,4,0,0.0,347,7.9,0,17,66.4,88.3,89.0,45.6,78.4,88,92,9.8,2.43,3,5,5.2,72.8,67,22,2.9,101,69.2,2,45,,85.4,83.6,80.8,82.1,,60.7,0,3,107,18.2,110.7,4.0,4,4,0,1,5,4,3.7,959,10.4,84.8,105,108,8.2,2.13,2,5,4.3,78.7,85,0,4.5,111,76.0,4,57,,86.1,94.1,81.2,92.8,,64.2,0,2,119,,129.5,0.0,0,2,0,1,9,2,1.7,1109,10.3,1,52.2,23,28,12.7,3.0,2,3,10.7,42.9,12,35,0.0,35,24.0,0,10,,78.3,48.9,76.8,49.8,,57.0,2,1,36,14.3,52.2,14.3,5,2,0,1,0,2,5.6,197,7.0
Desmond Ridder,55086,QB,ATL,4,143,75.0,36,38,8.2,2.75,1,2,4.9,68.4,26,26,3.7,48,33.6,1,16,,80.5,81.1,78.0,83.9,,47.7,0,0,51,23.1,117.9,12.5,6,4,0,1,3,0,0.0,296,7.8,0,2,45.7,39.5,40.2,52.1,67.1,76,81,7.6,2.61,1,0,0.0,59.3,48,30,5.9,95,66.4,3,22,,28.9,26.1,80.6,26.5,,63.0,0,3,101,33.3,59.1,10.5,10,3,0,4,0,10,9.9,448,5.5,73.5,83,85,7.0,2.26,1,1,1.1,68.2,58,0,4.9,87,60.8,3,27,,84.4,39.6,80.3,41.2,,58.3,0,2,93,,85.6,0.0,0,1,0,1,2,6,6.5,584,6.9,1,58.6,29,34,9.9,3.29,1,1,2.8,47.1,16,56,5.9,56,39.2,1,11,,24.2,45.7,78.6,46.8,,54.6,0,1,59,28.6,58.5,28.6,16,6,0,4,1,4,6.8,160,4.7
Kenny Pickett,60515,QB,PIT,4,141,54.8,31,32,9.7,2.62,0,1,2.9,50.0,16,16,5.9,33,23.4,1,10,,78.4,56.0,76.8,56.2,,,0,1,36,6.3,86.2,3.0,1,0,0,1,2,2,5.6,266,8.3,0,25,88.2,53.8,51.1,71.5,72.4,87,95,6.5,2.94,2,0,0.0,64.2,61,50,3.2,108,76.6,2,20,,85.7,53.3,81.0,50.5,,78.8,1,3,112,20.0,73.0,9.3,10,3,1,4,2,3,2.7,537,5.7,69.9,73,75,6.2,2.37,1,0,0.0,65.3,49,0,3.9,75,53.2,2,15,,83.3,52.0,79.7,52.4,,,0,3,79,,70.6,0.0,0,0,1,0,2,3,3.8,393,5.2,0,64.4,45,52,9.2,3.43,1,1,1.9,53.8,28,66,3.4,66,46.8,1,15,,82.4,57.1,79.2,52.7,,78.8,1,1,69,16.7,84.6,16.7,11,3,0,5,2,2,2.9,410,7.9
Baker Mayfield,46518,QB,TB,4,141,82.4,34,39,10.7,2.47,2,2,4.9,69.2,27,13,3.6,41,29.1,1,18,,79.5,78.1,77.4,77.4,,58.7,0,0,43,0.0,126.5,0.0,0,2,0,3,3,0,0.0,385,9.9,0,30,88.5,76.7,73.4,75.3,76.5,81,86,7.0,3.08,1,1,1.1,69.8,60,33,3.2,100,70.9,2,26,,85.3,70.6,4.8,68.0,57.6,74.3,0,2,105,12.1,90.6,4.0,4,10,0,4,4,4,3.8,508,5.9,77.0,87,90,8.2,2.39,3,1,1.1,71.1,64,0,4.5,95,67.4,3,32,,84.9,75.4,80.5,71.9,57.6,77.3,0,2,99,,92.8,0.0,0,5,0,0,4,3,3.0,559,6.2,2,82.1,28,35,7.8,3.94,0,2,5.3,65.7,23,46,0.0,46,32.6,0,12,,80.3,69.1,0.0,70.6,,61.6,0,0,49,8.7,125.2,8.7,4,7,0,7,3,1,2.0,334,9.5
Zach Wilson,82096,QB,NYJ,4,140,71.4,35,39,7.7,3.05,1,1,2.5,59.0,23,25,8.0,45,32.1,2,14,,79.9,56.6,77.7,55.1,,66.0,0,1,46,16.0,79.4,8.9,4,2,0,3,1,1,2.2,284,7.3,0,22,65.7,56.4,54.6,64.3,75.7,70,84,8.3,3.01,2,3,3.4,58.3,49,39,7.5,95,67.9,4,20,,84.9,58.3,80.5,55.6,,72.0,3,3,99,15.4,68.9,6.3,6,5,2,7,3,3,3.0,428,5.1,76.1,71,75,8.3,2.46,1,3,3.9,69.3,52,0,3.7,76,54.3,2,22,,83.2,63.1,79.6,61.2,,65.6,0,3,78,,88.3,0.0,0,1,2,1,4,3,3.8,491,6.5,0,70.6,34,48,7.6,3.69,2,1,2.0,41.7,20,64,16.7,64,45.7,4,12,,82.2,51.0,79.0,47.6,,69.0,3,1,67,15.6,47.3,15.6,10,6,0,9,0,1,1.5,221,4.6
