player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Sam Howell,97599,QB,WAS,5,236,76.1,46,53,7.7,2.72,3,2,3.4,58.5,31,29,11.4,65,27.5,4,15,,82.7,53.5,79.3,55.0,,52.3,0,2,72,31.0,63.0,13.8,9,3,0,4,1,3,4.2,275,5.2,0,32,73.5,64.7,62.0,70.2,81.1,127,138,8.2,2.97,3,7,4.8,72.5,100,61,2.9,171,72.5,3,51,,65.7,68.6,82.9,65.1,,74.7,1,4,185,32.8,94.9,11.7,20,12,0,7,5,5,2.7,1074,7.8,80.3,132,139,8.0,2.62,4,7,4.8,72.7,101,0,4.7,146,61.9,5,44,,88.0,73.3,82.2,71.3,,67.9,0,2,154,,97.4,0.0,0,7,0,3,4,3,1.9,1039,7.5,0,78.0,41,52,8.1,3.36,2,2,3.4,57.7,30,90,6.3,90,38.1,2,22,,48.7,48.6,80.6,45.6,,67.4,1,4,103,32.2,55.8,32.2,29,8,0,8,2,5,4.9,310,6.0
Justin Fields,82118,QB,CHI,5,187,72.1,43,51,8.8,2.85,2,1,1.9,56.9,29,32,6.5,65,34.8,2,20,,42.1,65.0,79.1,59.8,,79.7,1,1,68,25.0,100.2,12.3,8,5,0,5,4,2,2.9,401,7.9,0,6,40.7,74.4,66.8,84.9,73.6,91,101,8.8,3.42,2,6,5.8,64.4,65,58,3.0,122,65.2,2,39,,34.6,74.1,81.4,69.6,,77.9,2,4,125,19.0,93.0,9.0,11,10,0,6,7,3,2.4,743,7.4,76.9,91,94,7.9,2.59,3,5,5.3,70.2,66,0,5.7,97,51.9,4,36,,84.8,76.9,80.5,75.2,,63.5,0,4,98,,104.6,0.0,0,2,0,0,7,1,1.0,832,8.9,3,65.1,43,58,10.6,3.9,1,2,3.3,48.3,28,90,0.0,90,48.1,0,23,,23.8,63.4,80.3,53.9,,85.5,3,1,95,21.1,80.5,21.1,19,13,0,11,4,4,4.2,312,5.4
Matthew Stafford,4924,QB,LA,4,183,66.0,47,50,8.6,2.39,0,3,5.7,62.0,31,23,0.0,54,29.5,0,21,,81.4,71.6,78.6,70.5,,,0,2,59,17.4,74.2,7.4,4,0,0,3,1,1,1.7,365,7.3,0,26,89.9,80.7,79.6,62.8,75.5,106,116,9.2,2.74,4,9,7.5,62.1,72,40,10.0,129,70.5,8,43,,87.0,81.5,81.6,80.3,,61.6,1,3,133,12.5,80.0,3.9,5,8,1,4,2,3,2.3,870,7.5,79.3,111,114,8.9,2.48,2,8,6.7,71.9,82,0,6.8,120,65.6,6,52,,86.5,91.0,81.4,90.0,,66.1,0,3,125,,94.7,0.0,0,6,1,0,3,2,1.6,955,8.4,3,54.8,42,52,9.2,2.94,2,4,7.4,40.4,21,63,8.7,63,34.4,2,12,,82.2,51.0,79.0,52.3,,54.2,1,2,67,14.3,42.1,14.3,9,2,0,7,0,2,3.0,280,5.4
C.J. Stroud,129759,QB,HST,4,172,68.2,44,45,7.3,2.46,0,0,0.0,60.0,27,24,10.0,51,29.7,3,17,,80.9,61.0,78.3,60.7,,,1,0,54,20.8,107.5,9.8,5,0,0,0,3,1,1.9,358,8.0,0,13,51.4,73.3,70.2,72.5,76.8,95,106,8.9,2.74,0,3,2.7,63.2,67,39,8.2,121,70.3,6,42,,35.2,75.7,81.4,73.2,,70.4,1,0,127,15.4,97.8,5.0,6,8,5,5,3,3,2.4,854,8.1,79.4,97,104,8.4,2.34,0,3,2.8,67.3,70,0,9.1,109,63.4,7,45,,85.7,90.8,81.0,88.5,,72.6,0,0,114,,117.1,0.0,0,3,5,2,6,0,0.0,990,9.5,1,61.9,42,47,8.4,3.2,0,0,0.0,51.1,24,63,7.7,63,36.6,2,14,,25.3,36.3,79.1,35.8,,62.5,2,0,67,17.5,64.3,17.5,11,5,0,3,0,4,6.0,222,4.7
Daniel Jones,39395,QB,NYG,4,170,68.4,38,41,6.4,2.97,1,0,0.0,61.0,25,33,3.8,57,33.5,1,15,,24.3,37.5,78.6,32.8,,67.6,1,1,59,18.2,63.5,10.5,6,10,0,1,0,5,8.5,204,5.0,0,21,35.9,59.1,51.9,76.2,81.0,84,90,6.3,2.82,1,2,2.2,72.2,65,46,4.4,113,66.5,3,27,,59.7,73.7,81.3,66.2,58.9,88.7,1,5,121,34.8,72.9,14.2,16,7,0,4,2,3,2.5,569,6.3,80.2,86,87,6.1,2.27,1,2,2.3,75.9,66,0,4.3,91,53.5,3,29,,84.4,75.1,80.3,71.9,,72.7,0,3,93,,87.2,0.0,0,4,0,0,2,3,3.2,597,6.9,0,69.4,36,44,6.8,3.56,1,0,0.0,54.5,24,79,4.0,79,46.5,1,13,,23.2,41.4,80.1,29.5,58.9,82.0,2,3,87,27.8,35.8,27.8,22,13,0,5,0,5,5.7,176,4.0
Kirk Cousins,7102,QB,MIN,4,169,80.4,46,52,7.3,2.61,0,1,1.8,69.2,36,24,2.7,59,34.9,1,21,,24.7,68.0,78.8,67.8,,57.9,2,0,62,25.0,128.0,10.2,6,1,0,4,7,2,3.2,357,6.9,0,18,31.3,73.8,74.5,40.5,75.7,103,105,8.8,2.86,0,3,2.7,68.6,72,29,7.7,110,65.1,6,37,,86.1,76.0,81.2,74.9,,58.3,1,4,118,13.8,90.1,3.6,4,1,0,1,4,1,0.8,857,8.2,83.9,112,114,7.5,2.68,0,3,2.5,77.2,88,0,6.4,116,68.6,6,45,,86.4,86.0,81.3,84.7,,54.2,0,3,123,,101.2,0.0,0,2,0,2,4,1,0.8,931,8.2,1,56.8,37,43,10.9,2.98,0,1,2.1,46.5,20,53,4.8,53,31.4,1,13,,24.0,49.4,78.5,50.0,,,3,1,57,18.9,98.2,18.9,10,0,0,3,7,2,3.5,283,6.6
Justin Herbert,28237,QB,LAC,4,167,82.3,62,63,8.2,2.37,0,2,3.0,79.4,50,25,2.0,69,41.3,1,25,,45.5,72.9,79.4,69.7,58.4,74.8,0,1,73,16.0,119.0,5.8,4,2,0,1,5,3,4.1,492,7.8,0,27,52.6,76.3,71.7,79.6,70.1,77,82,9.8,2.83,1,5,5.8,64.6,53,27,1.9,98,58.7,1,32,,56.0,74.5,80.6,69.9,,79.2,0,0,103,18.5,95.2,5.1,5,8,0,4,2,3,2.9,613,7.5,79.2,106,109,7.8,2.33,1,3,2.6,76.1,83,0,1.2,115,68.9,1,41,,86.2,73.3,81.3,70.2,58.4,77.6,0,0,120,,108.6,0.0,0,3,0,2,4,3,2.5,806,7.4,1,63.6,33,36,13.2,3.32,0,4,10.3,55.6,20,52,4.8,52,31.1,1,16,,24.0,75.0,78.4,69.4,,77.9,0,1,56,17.3,99.2,17.3,9,7,0,3,3,3,5.4,299,8.3
Trevor Lawrence,77632,QB,JAX,4,164,71.4,35,36,8.7,2.36,0,2,5.0,55.6,20,17,20.0,40,24.4,5,10,,79.6,74.1,77.6,72.5,60.0,64.2,0,1,44,11.8,81.0,5.0,2,2,0,1,2,1,2.3,222,6.2,0,15,70.5,84.9,84.1,66.4,79.2,101,107,6.7,2.48,3,7,6.3,71.0,76,32,5.0,124,75.6,4,42,,61.4,86.3,81.5,84.7,,64.7,1,1,128,18.8,91.8,4.8,6,9,0,2,2,2,1.6,723,6.8,82.9,105,108,6.2,2.15,2,7,6.3,74.1,80,0,8.0,115,70.1,7,38,,86.1,89.4,81.2,87.3,60.0,65.2,0,0,119,,97.3,0.0,0,5,0,1,2,1,0.8,708,6.6,2,58.1,31,35,10.7,3.15,1,2,5.1,45.7,16,49,11.1,49,29.9,2,14,,33.2,69.4,78.2,68.1,,64.0,1,2,53,16.3,63.6,16.3,8,6,0,2,2,2,3.8,237,6.8
Joe Burrow,28022,QB,CIN,4,162,63.4,41,47,8.3,2.18,0,1,2.1,53.2,25,22,3.8,53,32.7,1,12,,80.8,60.2,78.3,63.4,,45.3,3,0,54,13.6,73.5,5.7,3,3,0,3,1,0,0.0,226,4.8,0,7,89.1,61.7,63.4,48.4,75.3,93,104,5.8,2.34,3,2,1.8,59.6,62,25,11.4,109,67.3,8,25,,86.0,63.2,81.1,62.7,,,3,2,116,20.0,67.1,4.6,5,0,1,4,1,2,1.7,502,4.8,74.1,108,114,6.4,2.07,3,3,2.5,64.0,73,0,8.8,115,71.0,7,32,,86.2,70.1,81.2,69.8,,56.3,0,2,120,,73.9,0.0,0,1,1,2,1,2,1.7,625,5.5,2,61.5,26,37,7.4,2.83,0,0,0.0,37.8,14,47,12.5,47,29.0,2,5,,80.3,44.5,78.0,47.3,,50.1,6,0,50,17.0,55.1,17.0,8,2,0,5,1,0,0.0,103,2.8
Patrick Mahomes,11765,QB,KC,4,162,68.2,22,23,7.7,2.35,0,1,4.2,56.5,13,9,13.3,24,14.8,2,9,,76.3,66.9,75.8,66.1,,,1,0,25,11.1,93.9,4.2,1,0,0,0,1,2,8.0,167,7.3,0,16,70.1,82.0,74.5,89.8,71.9,114,121,8.0,3.18,0,4,3.1,64.5,78,47,4.9,138,85.2,4,47,,87.7,85.2,82.0,74.8,,92.1,3,4,147,2.1,90.2,0.7,1,16,0,4,7,4,2.7,840,6.9,74.2,97,97,6.0,2.59,0,1,1.0,69.1,67,0,6.9,106,65.4,5,37,,85.5,78.7,80.9,70.7,,90.7,0,2,108,,101.4,0.0,0,9,0,0,7,3,2.8,612,6.3,0,64.1,39,47,12.6,3.93,0,4,7.5,51.1,24,56,4.0,56,34.6,1,19,,81.9,82.4,78.9,74.3,,86.2,4,2,64,3.6,69.0,3.6,2,7,0,4,1,3,4.7,395,8.4
