team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
DAL,9,4,152,6,18,152,90.8,26,2
MIA,17,4,148,4,18,148,89.9,26,4
PHI,24,4,152,5,26,152,88.5,33,2
IND,14,4,161,6,29,161,88.5,36,1
TB,30,4,142,2,23,142,88.4,29,4
LAC,27,4,168,7,21,168,88.1,34,6
DET,11,4,137,11,18,137,88.0,31,2
BUF,4,4,152,3,32,152,87.2,37,2
DEN,10,4,147,6,26,147,87.1,35,3
GB,12,4,149,5,25,149,86.6,35,5
LV,23,4,149,6,17,149,86.2,32,9
HST,13,4,168,10,29,168,86.0,43,4
KC,16,4,167,14,31,167,85.9,46,1
JAX,15,4,167,5,26,167,85.9,39,8
SF,28,4,124,5,22,124,85.1,32,5
CLV,8,4,164,8,32,164,84.8,45,5
ARZ,1,4,138,11,23,138,84.8,38,4
BLT,3,4,134,6,22,134,84.3,35,7
CIN,7,4,162,14,24,162,84.0,45,7
MIN,18,4,169,18,22,169,84.0,47,7
WAS,32,5,236,12,44,236,83.5,67,11
LA,26,4,182,11,41,182,82.4,58,6
ATL,2,4,143,8,24,143,81.8,42,10
NO,20,4,160,7,26,160,81.6,46,13
SEA,29,4,139,5,36,139,80.9,47,6
CAR,5,4,185,12,49,185,80.3,67,6
CHI,6,5,187,12,50,187,78.6,71,9
NYJ,22,4,140,8,40,140,78.6,54,6
NE,19,4,169,10,49,169,78.4,66,7
PIT,25,4,145,13,45,145,77.9,61,3
TEN,31,4,131,9,23,131,77.1,46,14
NYG,21,4,175,7,49,175,77.1,68,12
