player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Thomas Morstead,5088,P,NYJ,4,22,22,4.49,43.0,47.23,8.8,0,0,1,11,22,77.2,8,58,2,0,27.3,53,6,22,98.86,946,2,1039
Bryan Anger,7072,P,DAL,4,10,10,4.54,46.4,51.5,6.2,0,0,1,3,9,73.3,4,57,0,0,50.0,31,5,10,45.44,464,1,515
Johnny Hekker,7252,P,CAR,4,20,20,4.31,44.5,49.0,7.8,0,0,3,6,5,57.3,8,69,1,0,45.0,70,9,20,86.29,890,1,980
Sam Martin,7947,P,BUF,4,7,7,4.2,38.0,50.29,22.0,0,0,1,1,4,73.0,3,64,1,0,42.9,66,3,7,29.4,266,1,352
Brad Wing,8256,P,PIT,1,5,5,4.63,40.8,47.6,7.0,0,0,0,1,25,64.4,1,52,1,0,40.0,14,2,5,23.15,204,1,238
Tress Way,8358,P,WAS,5,19,19,4.32,39.42,47.37,12.6,0,0,3,4,32,55.9,5,66,0,0,63.2,151,12,19,82.07,749,0,900
Bradley Pinion,9598,P,ATL,4,19,19,4.69,47.58,49.89,6.3,0,0,1,7,2,91.4,8,62,4,0,36.8,44,7,19,89.03,904,0,948
Riley Dixon,10862,P,DEN,4,14,14,4.44,40.29,43.64,7.8,0,0,1,6,10,71.3,7,61,1,0,42.9,47,6,14,62.2,564,0,611
Rigoberto Sanchez,12130,P,IND,4,21,21,4.2,38.48,45.05,11.5,0,0,3,3,14,62.2,7,54,3,0,57.1,138,12,21,88.22,808,0,946
Corey Bojorquez,27626,P,CLV,4,23,23,4.25,41.87,47.0,12.3,0,0,1,6,8,63.7,8,67,7,0,34.8,98,8,23,97.68,963,1,1081
Logan Cooke,29214,P,JAX,4,15,15,4.28,44.8,48.0,5.6,0,0,2,4,15,67.2,10,59,3,0,33.3,28,5,15,64.14,672,1,720
Tommy Townsend,33007,P,KC,4,12,12,4.66,46.75,49.42,8.0,0,0,3,4,16,68.0,6,58,1,0,33.3,32,4,12,55.97,561,0,593
Jake Bailey,33963,P,MIA,4,8,8,4.67,44.13,46.0,5.0,0,0,0,4,17,70.5,0,55,1,0,37.5,15,3,8,37.34,353,0,368
Jack Fox,34735,P,DET,4,16,16,4.66,41.75,45.56,7.6,0,0,3,5,11,66.8,9,62,0,0,50.0,61,8,16,74.5,668,0,729
Michael Dickson,35381,P,SEA,4,13,13,4.55,48.85,53.54,3.5,0,0,3,1,29,75.1,5,73,1,0,46.2,21,6,13,59.11,635,2,696
AJ Cole,36038,P,LV,4,14,14,4.24,49.0,52.07,4.6,0,0,2,5,23,69.4,6,70,1,0,35.7,23,5,14,59.4,686,1,729
JK Scott,38809,P,LAC,4,16,16,4.68,38.69,40.69,4.0,0,0,3,8,27,61.8,5,62,1,0,18.8,12,3,16,74.8,619,1,651
Mitch Wishnowsky,44663,P,SF,4,11,11,4.52,42.55,45.82,5.3,0,0,2,3,28,81.3,8,67,2,0,27.3,16,3,11,49.7,468,1,504
Braden Mann,44664,P,PHI,2,4,4,4.26,38.5,42.0,14.0,0,0,0,3,24,55.2,2,48,0,0,25.0,14,1,4,17.02,154,0,168
Nolan Cooney,44995,P,ARZ,4,13,13,4.56,40.38,45.54,6.7,0,0,1,3,1,58.4,2,56,1,0,53.8,47,7,13,59.26,525,1,592
Ryan Stonehouse,52045,P,TEN,4,17,17,4.15,43.41,51.76,9.1,0,0,0,1,31,66.6,7,74,4,0,52.9,82,9,17,70.56,738,3,880
Daniel Whelan,57639,P,GB,4,18,18,4.64,36.56,47.78,17.8,0,0,0,7,12,75.9,3,68,0,0,44.4,142,8,18,83.55,658,3,860
Jordan Stout,57649,P,BLT,4,21,21,4.22,39.62,49.0,22.1,0,0,2,8,3,64.5,9,67,2,0,38.1,177,8,21,88.7,832,1,1029
Bryce Baringer,60274,P,NE,4,22,22,4.18,38.0,43.86,10.9,0,0,1,9,19,54.8,11,65,1,0,45.5,109,10,22,91.98,836,1,965
