id,player,team,opponent,position,salary,ownership
95480-72846,A.J. Brown,PHI,DAL,WR,9000,28.2
95480-69531,Jalen Hurts,PHI,DAL,QB,9000,27.6
95480-87467,Chuba Hubbard,CAR,IND,RB,6500,25.6
95480-72731,Josh Jacobs,LV,NYG,RB,7500,22.8
95480-91419,Nico Collins,HOU,TB,WR,6800,20.6
95480-42104,Alvin Kamara,NO,CHI,RB,9200,20.6
95480-136855,Bijan Robinson,ATL,MIN,RB,7100,17.6
95480-63115,Lamar Jackson,BAL,SEA,QB,8600,16.6
95480-45889,Davante Adams,LV,NYG,WR,8000,15.2
95480-63759,Tony Pollard,DAL,PHI,RB,6600,15.2
95480-111876,Demario Douglas,NE,WAS,WR,5400,14.7
95480-91598,D'Andre Swift,PHI,DAL,RB,7200,14.4
95480-32384,Mike Evans,TB,HOU,WR,7400,14.3
95480-111540,Rhamondre Stevenson,NE,WAS,RB,6200,14.2
95480-94579,Emari Demercado,ARI,CLE,RB,5800,14.2
95480-86631,CeeDee Lamb,DAL,PHI,WR,8800,14.0
95480-69213,Michael Pittman Jr.,IND,CAR,WR,7300,14.0
95480-39716,Adam Thielen,CAR,IND,WR,8300,13.9
95480-112295,Zay Flowers,BAL,SEA,WR,6100,13.8
95480-87770,Chris Olave,NO,CHI,WR,6900,13.4
95480-129291,Tank Dell,HOU,TB,WR,5800,13.4
95480-55042,Dalton Schultz,HOU,TB,TE,5400,13.1
95480-40442,Aaron Jones,GB,LAR,RB,6400,12.3
95480-90576,DeVonta Smith,PHI,DAL,WR,7000,12.1
95480-52436,Mark Andrews,BAL,SEA,TE,7500,11.9
95480-89675,Jonathan Taylor,IND,CAR,RB,8000,11.2
95480-64401,Saquon Barkley,NYG,LV,RB,8600,11.0
95480-90533,Jerome Ford,CLE,ARI,RB,7000,11.0
95480-79970,Cooper Kupp,LAR,GB,WR,8700,10.9
95480-137902,Rachaad White,TB,HOU,RB,6900,10.1
95480-56250,Terry McLaurin,WAS,NE,WR,7200,9.9
95480-12543,New York Giants,NYG,LV,D,4000,9.5
95480-12525,Atlanta Falcons,ATL,MIN,D,5000,9.3
95480-103539,Wan'Dale Robinson,NYG,LV,WR,5300,9.1
95480-27050,Tyler Lockett,SEA,BAL,WR,6900,8.5
95480-31001,Amari Cooper,CLE,ARI,WR,6800,8.4
95480-89680,Jake Ferguson,DAL,PHI,TE,5100,8.3
95480-12555,Baltimore Ravens,BAL,SEA,D,4300,8.0
95480-90562,Brian Robinson Jr.,WAS,NE,RB,6600,7.8
95480-31716,Dak Prescott,DAL,PHI,QB,8200,7.8
95480-71706,T.J. Hockenson,MIN,ATL,TE,6700,7.8
95480-45859,Derek Carr,NO,CHI,QB,7100,7.6
95480-55335,David Njoku,CLE,ARI,TE,5500,7.6
95480-12546,Arizona Cardinals,ARI,CLE,D,3400,7.0
95480-63634,Jakobi Meyers,LV,NYG,WR,7000,7.0
95480-12540,Minnesota Vikings,MIN,ATL,D,3600,6.9
95480-12541,New England Patriots,NE,WAS,D,3700,6.8
95480-70157,Darrell Henderson Jr.,LAR,GB,RB,6100,6.7
95480-55635,Chris Godwin,TB,HOU,WR,6700,6.6
95480-12538,Los Angeles Rams,LAR,GB,D,3300,6.5
95480-129210,Jordan Addison,MIN,ATL,WR,7100,6.5
95480-83074,Dallas Goedert,PHI,DAL,TE,5800,6.3
95480-12533,Green Bay Packers,GB,LAR,D,3900,6.3
95480-70603,Devin Singletary,HOU,TB,RB,5300,5.7
95480-12537,Las Vegas Raiders,LV,NYG,D,4800,5.7
95480-129305,Josh Downs,IND,CAR,WR,6400,5.7
95480-91750,Trey McBride,ARI,CLE,TE,5300,5.6
95480-12535,Indianapolis Colts,IND,CAR,D,3900,5.3
95480-40167,Gus Edwards,BAL,SEA,RB,7100,5.3
95480-12556,Houston Texans,HOU,TB,D,4200,5.2
95480-26483,Geno Smith,SEA,BAL,QB,6600,5.1
95480-103020,Puka Nacua,LAR,GB,WR,7500,5.1
95480-12552,Washington Commanders,WAS,NE,D,4100,5.0
95480-63043,D.J. Moore,CHI,NO,WR,7600,4.9
95480-61798,Gardner Minshew,IND,CAR,QB,6500,4.9
95480-86229,Jahan Dotson,WAS,NE,WR,5900,4.9
95480-73048,DK Metcalf,SEA,BAL,WR,7200,4.9
95480-12529,Cleveland Browns,CLE,ARI,D,4700,4.8
95480-70027,Zack Moss,IND,CAR,RB,6700,4.7
95480-129471,C.J. Stroud,HOU,TB,QB,7000,4.6
95480-103342,Kenneth Walker III,SEA,BAL,RB,7600,4.5
95480-63519,Daniel Jones,NYG,LV,QB,7000,4.5
95480-112745,Drake London,ATL,MIN,WR,6500,4.3
95480-12542,New Orleans Saints,NO,CHI,D,4600,4.3
95480-12527,Chicago Bears,CHI,NO,D,3800,4.3
95480-45565,Taysom Hill,NO,CHI,TE,6500,4.2
95480-55830,D'Onta Foreman,CHI,NO,RB,6800,4.1
95480-28573,Michael Thomas,NO,CHI,WR,5900,4.1
95480-104576,Sam Howell,WAS,NE,QB,7400,3.9
95480-86687,Marquise Brown,ARI,CLE,WR,6700,3.7
95480-94370,Romeo Doubs,GB,LAR,WR,6600,3.6
95480-86080,Kyle Pitts,ATL,MIN,TE,5200,3.3
95480-91047,Cole Kmet,CHI,NO,TE,5700,3.1
