DFS ID,Name,Pos,Team,Opp,Status,Salary,Actual,SS Proj,My Proj,Value,My Own,Adj Own,Min Exp,Max Exp,Saber Team,Saber Total,dk_points,dk_25_percentile,dk_50_percentile,dk_75_percentile,dk_85_percentile,dk_95_percentile,dk_99_percentile,fd_points,fd_25_percentile,fd_50_percentile,fd_75_percentile,fd_85_percentile,fd_95_percentile,fd_99_percentile,yahoo_points,yahoo_25_percentile,yahoo_50_percentile,yahoo_75_percentile,yahoo_85_percentile,yahoo_95_percentile,yahoo_99_percentile,ob_points,ob_25_percentile,ob_50_percentile,ob_75_percentile,ob_85_percentile,ob_95_percentile,ob_99_percentile,dk_std,fd_std,yahoo_std,ob_std,Pass Att,Completions,Pass Yds,Pass TD,Pass Int,Rec,Rec Yds,Rec TD,Rush Att,Rush Yds,Rush TD
30657369,Jalen Hurts,QB,PHI,DAL,,8000,,23.39,23.39,2.92375,11.230000000000219,10.982178721026983,0,100,25.2058,46.882000000000005,23.3871,17.22,22.69,28.8,32.343,38.54,46.3901,22.5348,17.04,21.96,27.3625,30.54,36.4038,43.2208,22.5348,17.04,21.96,27.3625,30.54,36.4038,43.2208,23.3871,17.22,22.69,28.8,32.343,38.54,46.3901,8.50648,7.80458,7.80458,8.50648,33.6975,21.8364,262.119,1.59235,0.862262,0,0,0,8.71149,37.1424,0.496681
30657368,Lamar Jackson,QB,BAL,SEA,,8200,,22.12,22.12,2.6975609756097563,7.310000000000107,7.262004400225477,0,100,25.298,43.909,22.1198,16.16,21.14,27,30.663,37.04,45.2216,21.6209,16.12,21,26.38,29.47,34.981,42.4012,21.6209,16.12,21,26.38,29.47,34.981,42.4012,22.1198,16.16,21.14,27,30.663,37.04,45.2216,8.20088,7.59427,7.59427,8.20088,29.0308,20.1632,222.047,1.52016,0.522,0,0,0,9.25775,50.2522,0.3925
30657437,Josh Jacobs,RB/FLEX,LV,NYG,,6900,,19.84,19.84,2.8753623188405797,31.24999999999819,32.69552739032555,0,100,19.5429,38.051199999999994,19.8439,13.2,18.5,25.2,29.1,36.3,44.7,17.1282,11.4,16.1,21.6125,25,31.3025,38.902,17.1282,11.4,16.1,21.6125,25,31.3025,38.902,19.8439,13.2,18.5,25.2,29.1,36.3,44.7,8.79882,7.62978,7.62978,8.79882,0,0,0,0,0,3.61416,29.9246,0.0822188,20.398,83.8854,0.602575
30657673,A.J. Brown,WR/FLEX,PHI,DAL,,8600,,19.73,19.73,2.294186046511628,24.44999999999894,27.25083154911335,0,100,25.2058,46.882000000000005,19.726,11.875,18.5,26.8,30.8,38.205,47.202,15.5582,9.4,14.5,20.6,24.1,30.8,38.85,15.5582,9.4,14.5,20.6,24.1,30.8,38.85,19.726,11.875,18.5,26.8,30.8,38.205,47.202,10.2261,8.24864,8.24864,10.2261,0,0,0,0,0,6.0136,91.1744,0.576231,0,0,0
30657433,Saquon Barkley,RB/FLEX,NYG,LV,,7900,,19.7,19.7,2.493670886075949,18.849999999999557,19.101191059426522,0,100,18.5083,38.051199999999994,19.703,13.5,18.6,24.7,28.5,35.0513,44.1505,16.7412,11.4,15.8,20.9,24.2,30,38.101,16.7412,11.4,15.8,20.9,24.2,30,38.101,19.703,13.5,18.6,24.7,28.5,35.0513,44.1505,8.36185,7.19091,7.19091,8.36185,0,0,0,0,0,4.25269,29.6478,0.119769,19.7392,81.9614,0.472338
30657431,Alvin Kamara,RB/FLEX,NO,CHI,,8100,,19.29,19.29,2.3814814814814813,27.379999999998617,28.109269666382993,0,100,25.331,40.3795,19.2947,13.1,18.2,24.2125,27.9,34.6,42.8055,16.4827,10.9,15.5,20.9,24.1,29.8025,37.1519,16.4827,10.9,15.5,20.9,24.1,29.8025,37.1519,19.2947,13.1,18.2,24.2125,27.9,34.6,42.8055,8.28408,7.27781,7.27781,8.28408,0,0,0,0,0,4.75081,35.4292,0.219333,16.9177,65.4723,0.46075
30657681,Adam Thielen,WR/FLEX,CAR,IND,,7500,,18.57,18.57,2.476,26.80999999999868,29.552871885073603,0,100,21.269,44.19499999999999,18.5675,11.7,16.9,24.3,28.7,35.3525,43.901,14.3007,9,13.3,18.6,21.9,27.6,35.3,14.3007,9,13.3,18.6,21.9,27.6,35.3,18.5675,11.7,16.9,24.3,28.7,35.3525,43.901,9.1718,7.21456,7.21456,9.1718,0,0,0,0,0,6.80736,80.993,0.456933,0.0942222,0.428439,0.00566667
30657372,Dak Prescott,QB,DAL,PHI,,6500,,18.17,18.17,2.795384615384616,8.560000000000143,8.565314046683802,0,100,21.6762,46.882000000000005,18.172,12.915,17.47,22.82,25.9115,31.142,37.9004,17.5383,12.82,17.08,21.74,24.463,29.161,35.1202,17.5383,12.82,17.08,21.74,24.463,29.161,35.1202,18.172,12.915,17.47,22.82,25.9115,31.142,37.9004,7.26055,6.59765,6.59765,7.26055,37.0252,24.0064,251.806,1.54761,0.994237,0,0,0,4.33529,16.7243,0.12385
30657677,CeeDee Lamb,WR/FLEX,DAL,PHI,,8200,,18.16,18.16,2.214634146341463,16.849999999999778,17.998294411535717,0,100,21.6762,46.882000000000005,18.1616,11.2,16.4,23.9,28.4,35.4,43.204,14.1213,8.6,13,18.5,21.8,27.9,35.201,14.1213,8.6,13,18.5,21.8,27.9,35.201,18.1616,11.2,16.4,23.9,28.4,35.4,43.204,9.24658,7.32983,7.32983,9.24658,0,0,0,0,0,6.45433,78.864,0.451481,0.546125,2.20862,0.0155625
30657378,Derek Carr,QB,NO,CHI,,5700,,17.3,17.3,3.0350877192982457,6.060000000000071,6.054945947410295,0,100,25.331,40.3795,17.3044,12.5,16.62,21.36,24.203,29.24,34.9204,16.6836,12.42,16.2,20.385,22.9,27.26,32.501,16.6836,12.42,16.2,20.385,22.9,27.26,32.501,17.3044,12.5,16.62,21.36,24.203,29.24,34.9204,6.57599,5.94822,5.94822,6.57599,30.8689,23.1542,253.25,1.57792,0.717833,0,0,0,2.46417,7.09224,0.0659167
