player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Nick Gates,29476,C,WAS,5,0,32,65.7,3,4,236,100.0,100.0,96.8,1,11,4,257,257,54.2,2,4,135,100.0,100.0,95.6,9,3,147,147
Charles Leno Jr.,8880,T,WAS,5,0,32,77.7,2,8,236,100.0,100.0,97.5,1,11,1,257,257,72.5,0,7,135,100.0,100.0,96.7,8,1,147,147
Saahdiq Charles,59820,G,WAS,5,0,32,60.7,1,15,236,100.0,100.0,95.8,1,18,2,257,257,53.0,0,12,135,100.0,100.0,94.1,14,2,147,147
Andrew Wylie,12333,T,WAS,5,1,32,63.3,3,11,236,100.0,100.0,95.3,2,18,4,257,257,53.2,3,10,135,100.0,100.0,92.2,17,4,147,147
Sam Cosmi,60114,G,WAS,5,0,32,70.8,3,6,234,100.0,100.0,98.1,1,9,0,254,254,67.5,2,6,135,100.0,100.0,97.0,8,0,146,146
Chandler Zavala,144009,G,CAR,4,0,5,7.2,7,18,185,100.0,100.0,91.6,0,28,3,199,199,7.9,6,15,108,100.0,100.0,88.4,23,2,117,117
Taylor Moton,11819,T,CAR,4,0,5,74.1,0,12,185,100.0,100.0,96.8,0,12,0,199,199,69.8,0,10,108,100.0,100.0,95.4,10,0,117,117
Ikem Ekwonu,98286,T,CAR,4,1,5,54.3,3,4,185,100.0,100.0,97.0,2,9,2,199,199,44.9,2,3,108,100.0,100.0,95.8,7,2,117,117
Bradley Bozeman,27934,C,CAR,4,0,5,41.8,1,6,185,100.0,100.0,97.6,1,8,1,199,199,32.8,1,6,108,100.0,100.0,95.8,8,1,117,117
Darnell Wright,98480,T,CHI,5,0,6,63.9,1,11,187,100.0,100.0,94.7,0,16,4,193,193,73.8,0,6,88,100.0,100.0,96.6,6,0,89,89
Steve Avila,77319,G,LA,4,0,26,61.4,1,8,182,100.0,100.0,97.0,0,10,1,192,192,50.1,0,7,93,100.0,100.0,95.2,8,1,100,100
Rob Havenstein,9490,T,LA,4,0,26,58.6,1,5,182,100.0,100.0,98.4,0,6,0,192,192,59.1,1,4,93,100.0,100.0,97.3,5,0,100,100
Coleman Shelton,39316,C,LA,4,1,26,54.9,3,8,182,100.0,100.0,97.0,1,11,0,192,192,50.5,2,5,93,100.0,100.0,96.2,7,0,100,100
Cody Whitehair,10690,G,CHI,5,0,6,50.0,4,6,184,100.0,100.0,96.2,0,12,2,190,190,49.6,3,4,86,100.0,100.0,93.6,9,2,87,87
Evan Neal,99063,T,NYG,4,1,21,40.6,4,15,173,100.0,100.0,93.9,2,20,1,184,184,26.6,3,11,74,100.0,100.0,90.5,14,0,83,83
Jarrett Patterson,81775,C,HST,4,0,13,64.3,1,3,168,100.0,100.0,98.8,0,4,0,182,182,69.5,1,2,75,100.0,100.0,98.0,3,0,79,79
Shaq Mason,9564,G,HST,4,0,13,62.2,0,9,168,100.0,100.0,96.7,1,10,1,182,182,45.3,0,8,75,100.0,100.0,94.7,8,0,79,79
Ezra Cleveland,41973,G,MIN,4,0,18,75.5,2,5,169,100.0,100.0,97.9,1,7,0,180,180,62.4,2,4,75,100.0,100.0,96.0,6,0,81,81
Ed Ingram,59819,G,MIN,4,1,18,50.5,7,4,169,100.0,100.0,95.0,1,14,3,180,180,31.8,7,2,75,100.0,100.0,91.3,11,2,81,81
Brian O'Neill,46854,T,MIN,4,0,18,75.2,1,3,169,100.0,100.0,98.2,1,5,1,180,180,70.7,1,2,75,100.0,100.0,96.7,4,1,81,81
Creed Humphrey,59996,C,KC,4,0,16,69.7,1,1,167,100.0,100.0,98.8,0,3,1,178,178,69.7,1,0,83,100.0,100.0,98.2,2,1,92,92
Trey Smith,62960,G,KC,4,1,16,59.5,3,5,167,100.0,100.0,97.6,3,8,0,178,178,41.5,3,5,83,100.0,100.0,95.2,8,0,92,92
Joe Thuney,10712,G,KC,4,0,16,73.4,2,9,167,100.0,100.0,96.7,0,11,0,178,178,59.3,1,8,83,100.0,100.0,94.6,9,0,92,92
Zion Johnson,99681,G,LAC,4,0,27,61.8,1,3,168,100.0,100.0,97.6,0,6,2,177,177,59.2,0,3,73,100.0,100.0,95.2,5,2,77,77
Donovan Smith,9467,T,KC,4,1,16,64.7,3,11,166,100.0,100.0,95.8,3,14,0,177,177,53.0,2,9,82,100.0,100.0,93.3,11,0,91,91
Rashawn Slater,59971,T,LAC,4,0,27,82.3,2,5,168,100.0,100.0,97.9,1,7,0,177,177,80.1,1,3,73,100.0,100.0,97.3,4,0,77,77
Jamaree Salyer,81656,G,LAC,4,0,27,65.3,2,2,168,100.0,100.0,97.6,0,6,2,177,177,69.1,1,0,73,100.0,100.0,97.9,2,1,77,77
Trey Pipkins III,91462,T,LAC,4,1,27,62.8,1,5,168,100.0,99.4,97.0,1,8,2,176,177,55.0,1,4,73,100.0,100.0,93.8,7,2,77,77
Jedrick Wills Jr.,58467,T,CLV,4,0,8,53.8,4,12,164,100.0,100.0,93.9,1,18,2,175,175,48.7,2,8,82,100.0,100.0,92.7,11,1,88,88
Joel Bitonio,8670,G,CLV,4,0,8,74.1,0,8,164,100.0,100.0,97.6,0,8,0,175,175,60.2,0,8,82,100.0,100.0,95.1,8,0,88,88
Luke Fortner,42028,C,JAX,4,0,15,47.5,1,6,167,100.0,100.0,96.7,1,9,2,175,175,21.6,1,3,67,100.0,100.0,94.0,6,2,69,69
Walker Little,52287,T,JAX,4,0,15,76.5,0,4,167,100.0,100.0,98.2,1,5,1,175,175,73.3,0,3,67,100.0,100.0,96.3,4,1,69,69
Wyatt Teller,46131,G,CLV,4,1,8,74.8,2,1,164,100.0,100.0,97.9,2,5,2,175,175,66.5,2,1,82,100.0,100.0,95.7,5,2,88,88
David Andrews,9948,C,NE,4,1,19,55.3,2,5,169,100.0,100.0,97.9,1,7,0,175,175,51.6,1,4,94,100.0,100.0,97.3,5,0,95,95
Austin Schlottmann,30097,C,MIN,4,0,18,71.6,1,5,164,100.0,100.0,97.6,1,7,1,175,175,66.2,1,4,73,100.0,100.0,96.6,5,0,79,79
Lucas Patrick,11435,C,CHI,5,0,6,63.4,1,9,167,100.0,100.0,97.0,0,10,0,173,173,59.0,1,6,80,100.0,100.0,95.6,7,0,81,81
Jonah Williams,41651,T,CIN,4,0,7,62.2,2,4,162,100.0,100.0,96.9,0,8,2,171,171,54.0,0,3,69,100.0,100.0,94.9,5,2,74,74
Alex Cappa,66578,G,CIN,4,0,7,58.7,3,6,162,100.0,100.0,97.2,0,9,0,171,171,68.6,0,5,69,100.0,100.0,96.4,5,0,74,74
Cordell Volson,30614,G,CIN,4,0,7,9.2,1,9,162,100.0,100.0,96.3,0,11,1,171,171,17.9,0,5,69,100.0,100.0,94.9,6,1,74,74
Ted Karras,10855,C,CIN,4,0,7,53.9,3,1,162,100.0,100.0,96.9,1,7,3,171,171,44.1,1,1,69,100.0,100.0,94.2,5,3,74,74
Orlando Brown Jr.,46227,T,CIN,4,0,7,64.9,5,4,162,100.0,100.0,96.6,0,10,1,171,171,53.9,4,3,69,100.0,100.0,93.5,8,1,74,74
Jawaan Taylor,41665,T,KC,4,1,16,57.2,3,5,159,100.0,100.0,97.5,6,8,0,170,170,48.7,3,4,79,100.0,100.0,95.6,7,0,88,88
Braden Smith,46794,T,IND,4,1,14,63.6,2,5,161,100.0,100.0,97.8,2,7,0,169,169,65.4,2,2,77,100.0,100.0,97.4,4,0,81,81
Quenton Nelson,12954,G,IND,4,0,14,80.8,1,3,160,100.0,100.0,98.7,1,4,0,168,168,81.8,1,1,77,100.0,100.0,98.7,2,0,81,81
James Hurst,9001,G,NO,4,1,20,31.3,2,5,160,100.0,100.0,96.6,2,9,2,167,167,11.6,2,5,84,100.0,100.0,93.5,9,2,89,89
Ryan Ramczyk,11787,T,NO,4,0,20,78.0,0,3,160,100.0,100.0,97.2,0,6,3,167,167,74.3,0,3,84,100.0,100.0,94.6,6,3,89,89
Trevor Penning,59963,T,NO,4,1,20,63.4,2,8,160,100.0,100.0,95.0,1,13,3,167,167,50.4,2,7,84,100.0,100.0,92.3,11,2,89,89
Erik McCoy,37347,C,NO,4,0,20,49.3,1,6,160,100.0,100.0,95.9,0,10,3,167,167,53.2,1,5,84,100.0,100.0,95.2,7,1,89,89
George Fant,11282,T,HST,4,0,13,71.0,1,8,153,100.0,100.0,96.4,1,10,1,167,167,76.1,1,4,66,100.0,100.0,96.2,5,0,70,70
Terence Steele,39461,T,DAL,4,1,9,52.3,2,3,152,100.0,100.0,97.7,1,6,1,163,163,41.1,1,2,42,100.0,100.0,94.0,4,1,47,47
O'Cyrus Torrence,102821,G,BUF,4,1,4,69.2,1,5,152,100.0,100.0,98.0,1,6,0,161,161,55.4,1,5,70,100.0,100.0,95.7,6,0,75,75
Kolton Miller,47013,T,LV,4,0,23,82.0,1,4,149,100.0,100.0,97.0,0,7,2,161,161,86.4,0,3,84,100.0,100.0,97.0,4,1,92,92
Jason Kelce,6343,C,PHI,4,0,24,56.0,1,1,152,100.0,100.0,99.3,0,2,0,161,161,56.7,0,1,66,100.0,100.0,99.2,1,0,72,72
Connor McGovern,41714,G,BUF,4,0,4,80.6,0,5,152,100.0,100.0,97.7,0,6,1,161,161,71.5,0,5,70,100.0,100.0,95.0,6,1,75,75
Andre James,47058,C,LV,4,0,23,62.6,2,2,149,100.0,100.0,98.0,0,5,1,161,161,61.8,0,1,84,100.0,100.0,98.2,2,1,92,92
Jordan Mailata,66916,T,PHI,4,0,24,76.6,0,9,152,100.0,100.0,96.4,1,10,1,161,161,67.8,0,7,66,100.0,100.0,93.2,8,1,72,72
Dion Dawkins,11818,T,BUF,4,0,4,80.2,0,6,152,100.0,100.0,98.0,0,6,0,161,161,68.2,0,5,70,100.0,100.0,96.4,5,0,75,75
Dylan Parham,60953,G,LV,4,0,23,69.1,2,4,149,100.0,100.0,98.0,1,6,0,161,161,65.2,1,4,84,100.0,100.0,97.0,5,0,92,92
Lane Johnson,7786,T,PHI,4,0,24,79.4,2,5,152,100.0,100.0,97.7,0,7,0,161,161,69.7,2,4,66,100.0,100.0,95.5,6,0,72,72
Spencer Brown,42296,T,BUF,4,0,4,60.1,1,8,152,100.0,100.0,96.4,1,10,1,161,161,42.6,1,5,70,100.0,100.0,94.3,7,1,75,75
Garett Bolles,11775,T,DEN,4,0,10,80.5,0,5,147,100.0,100.0,97.6,0,6,1,160,160,72.3,0,4,74,100.0,100.0,95.9,5,1,80,80
Greg Van Roten,7746,G,LV,4,0,23,83.3,0,1,148,100.0,100.0,99.0,0,2,1,160,160,76.2,0,1,83,100.0,100.0,98.2,2,1,91,91
Lloyd Cushenberry III,41924,C,DEN,4,0,10,67.9,1,1,147,100.0,100.0,99.3,0,2,0,160,160,57.7,1,0,74,100.0,100.0,99.3,1,0,80,80
Quinn Meinerz,112915,G,DEN,4,0,10,58.9,3,3,147,100.0,100.0,98.0,0,6,0,160,160,54.9,1,3,74,100.0,100.0,97.3,4,0,80,80
Brandon Scherff,9438,G,JAX,4,0,15,71.3,0,7,152,100.0,100.0,97.7,1,7,0,160,160,52.4,0,6,60,100.0,100.0,95.0,6,0,62,62
Ben Powers,41482,G,DEN,4,0,10,53.4,0,8,147,100.0,100.0,97.3,0,8,0,160,160,40.2,0,8,74,100.0,100.0,94.6,8,0,80,80
Will Fries,41530,G,IND,4,1,14,63.8,1,6,151,100.0,100.0,97.7,1,7,0,159,159,58.6,1,6,73,100.0,100.0,95.2,7,0,77,77
Mitch Morse,9482,C,BUF,4,0,4,77.9,1,8,150,100.0,100.0,97.0,0,9,0,159,159,69.7,1,6,70,100.0,100.0,95.0,7,0,75,75
Josh Myers,59992,C,GB,4,0,12,68.2,1,2,149,100.0,100.0,98.3,0,4,1,159,159,51.7,1,2,66,100.0,100.0,97.7,3,0,68,68
Zach Tom,55443,T,GB,4,0,12,74.7,1,7,149,100.0,100.0,97.3,0,8,0,159,159,69.3,0,7,66,100.0,100.0,94.7,7,0,68,68
Jon Runyan,36661,G,GB,4,1,12,63.1,2,4,149,100.0,100.0,97.3,1,7,1,159,159,58.8,1,3,66,100.0,100.0,95.5,5,1,68,68
Mike McGlinchey,46275,T,DEN,4,1,10,58.0,2,9,145,100.0,100.0,94.8,1,13,2,158,158,60.2,1,7,73,100.0,100.0,93.2,9,1,79,79
Austin Jackson,60816,T,MIA,4,0,17,65.4,2,5,148,100.0,100.0,97.0,0,8,1,157,157,51.6,0,3,43,100.0,100.0,94.2,4,1,45,45
Isaiah Wynn,46048,G,MIA,4,0,17,72.0,0,2,147,100.0,100.0,99.3,0,2,0,156,156,50.4,0,1,43,100.0,100.0,98.8,1,0,45,45
Robert Hunt,46139,G,MIA,4,0,17,69.3,1,2,147,100.0,100.0,99.0,1,3,0,156,156,57.7,0,1,42,100.0,100.0,98.8,1,0,44,44
Anton Harrison,122929,T,JAX,4,0,15,51.6,0,3,148,100.0,100.0,97.0,0,6,3,156,156,34.7,0,2,55,100.0,100.0,92.7,5,3,57,57
Will Hernandez,46180,G,ARZ,4,0,1,62.0,3,3,138,100.0,100.0,97.1,1,7,1,154,154,62.2,0,2,49,100.0,100.0,95.9,3,1,55,55
Joe Noteboom,46249,G,LA,4,0,26,24.7,4,8,146,100.0,100.0,95.2,1,13,1,154,154,26.0,2,6,71,100.0,100.0,93.0,9,1,77,77
