player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Calais Campbell,4364,ED,ATL,4,2,1.5,0,0,2,57.7,76.0,84.4,60.0,82.7,30.4,14.3,2,0,66,68,15.2,10,10
Brandon Graham,5538,ED,PHI,4,0,4.5,0,0,24,73.4,80.8,82.3,70.2,72.4,74.1,0.0,0,0,23,24,4.3,1,2
Kareem Jackson,5545,S,DEN,4,5,8.9,0,0,10,64.1,58.0,0.0,,53.6,71.6,7.1,1,3,102,104,0.0,0,8
Jerry Hughes,5556,ED,HST,4,0,2.7,0,0,13,60.0,53.8,38.3,58.8,54.4,29.7,14.3,1,1,41,43,7.3,3,6
Al Woods,5646,DI,NYJ,3,1,1.0,0,0,22,,54.8,80.0,54.4,55.6,71.1,0.0,0,0,53,56,5.7,3,3
Patrick Peterson,6157,CB,PIT,4,3,6.6,1,0,25,64.3,63.7,82.1,59.5,57.8,28.1,11.1,1,1,116,119,1.7,2,5
Cameron Jordan,6176,ED,NO,4,6,4.9,0,0,20,78.5,76.0,85.3,64.1,77.1,79.2,0.0,0,0,66,70,4.5,3,7
Cameron Heyward,6183,DI,PIT,1,0,,0,0,25,,56.9,72.7,62.2,54.5,,,0,0,4,5,0.0,0,0
Justin Houston,6222,ED,CAR,4,1,2.0,0,0,5,76.7,60.8,35.5,65.6,48.5,35.1,40.0,2,1,43,44,0.0,0,2
Lawrence Guy Sr.,6385,DI,NE,4,4,2.4,0,0,19,,40.2,81.2,46.8,43.2,73.1,0.0,0,0,63,66,7.9,5,5
Stephon Gilmore,7016,CB,DAL,4,0,7.3,1,0,9,68.9,69.4,81.1,,66.0,71.1,25.0,1,2,79,79,0.0,0,3
Fletcher Cox,7018,DI,PHI,4,2,3.1,0,0,24,,70.7,50.2,67.3,69.6,73.5,0.0,0,1,49,50,4.1,2,7
Bobby Wagner,7050,LB,SEA,4,6,1.9,0,0,29,62.8,86.9,80.4,69.2,93.2,89.7,4.0,1,0,98,99,16.3,16,18
Lavonte David,7060,LB,TB,4,3,2.2,0,0,30,65.9,63.2,80.7,55.3,57.7,54.5,20.0,3,0,86,86,5.8,5,9
Demario Davis,7079,LB,NO,4,3,6.0,1,0,20,69.0,82.4,82.3,64.0,90.3,89.2,0.0,0,1,85,91,4.7,4,10
Rodney McLeod,7271,S,CLV,4,1,5.0,0,0,8,55.3,59.4,80.1,,71.1,54.9,16.7,1,0,39,40,5.1,2,4
Tashaun Gipson Sr.,7288,S,SF,4,4,4.5,0,0,28,75.7,75.3,83.6,54.5,57.2,64.4,25.0,2,0,56,60,1.8,1,2
Harrison Smith,7641,S,MIN,4,2,4.6,0,0,18,76.3,70.9,82.2,65.5,48.2,55.9,28.6,4,0,114,116,1.8,2,8
Justin Bethel,7654,CB,MIA,3,1,1.7,0,0,17,69.4,74.2,77.6,90.9,65.4,84.8,0.0,0,0,32,33,6.3,2,3
Darius Slay,7817,CB,PHI,4,0,6.0,0,0,24,49.4,51.9,82.8,,68.9,68.7,0.0,0,1,67,68,1.5,1,3
Johnathan Hankins,7830,DI,DAL,4,5,3.3,0,0,9,75.4,43.6,22.8,60.7,40.1,28.8,20.0,2,1,47,48,4.3,2,3
Tyrann Mathieu,7850,S,NO,4,4,5.3,1,0,20,69.9,71.5,81.4,55.5,67.8,61.0,22.2,2,1,85,91,1.2,1,3
John Jenkins,7863,DI,LV,4,2,1.6,0,0,23,60.0,64.4,82.1,69.1,57.8,74.2,0.0,0,0,83,86,10.8,9,10
William Gholston,7908,DI,TB,4,0,1.6,0,0,30,,57.5,78.8,64.3,52.5,71.0,0.0,0,0,35,35,8.6,3,5
Micah Hyde,7941,S,BUF,4,1,29.5,0,0,4,81.8,84.2,83.2,60.0,65.1,79.1,0.0,0,0,65,67,0.0,0,4
Jordan Poyer,8000,S,BUF,3,2,6.8,0,0,4,58.7,55.6,78.6,55.1,51.2,71.7,0.0,0,0,49,50,4.1,2,5
Nick Williams,8006,DI,LAC,4,4,2.3,0,0,27,66.0,50.1,81.5,59.8,42.2,40.0,12.5,1,0,60,62,3.3,2,3
Mike Purcell,8530,DI,DEN,3,3,,1,0,10,60.0,52.6,17.5,65.5,57.1,24.2,40.0,2,1,40,43,0.0,0,0
Jadeveon Clowney,8636,ED,BLT,4,1,1.6,0,0,3,64.5,73.5,86.1,67.9,68.3,27.6,11.1,1,0,39,40,12.8,5,7
Khalil Mack,8640,ED,LAC,4,2,1.9,0,0,27,64.2,83.1,85.4,80.9,67.9,49.4,16.7,2,0,78,82,9.0,7,8
Aaron Donald,8648,DI,LA,4,3,1.4,1,0,26,60.0,91.3,53.0,92.3,66.4,35.8,16.7,2,1,72,74,9.7,7,7
C.J. Mosley,8652,LB,NYJ,4,7,4.0,0,0,22,63.4,66.0,24.4,75.0,65.2,83.4,4.8,1,1,130,133,4.6,6,13
Jimmie Ward,8665,S,HST,2,2,7.7,0,0,13,66.2,66.5,76.2,59.1,60.9,57.6,16.7,1,1,40,41,2.5,1,3
DeMarcus Lawrence,8669,ED,DAL,4,3,-1.6,0,0,9,61.0,92.6,83.1,81.6,93.1,52.4,0.0,0,0,33,34,15.2,5,5
Kyle Van Noy,8675,ED,BLT,1,0,,0,0,3,60.0,62.0,75.3,75.8,41.8,25.0,,0,0,6,7,0.0,0,0
Jerick McKinnon,8731,HB,KC,1,0,,0,0,16,,60.0,60.4,,60.0,,,0,0,1,1,0.0,0,0
DaQuan Jones,8747,DI,BUF,4,3,1.4,0,0,4,60.0,90.5,80.7,89.9,78.1,40.2,0.0,0,0,31,31,12.9,4,5
Brent Urban,8769,DI,BLT,4,1,6.0,0,0,3,,59.9,78.3,66.3,52.9,30.5,25.0,1,0,20,21,5.0,1,2
Shelby Harris,8869,DI,CLV,4,1,0.6,0,0,8,58.0,68.5,79.4,60.7,70.3,53.9,10.0,1,0,43,43,18.6,8,8
Denico Autry,8982,ED,TEN,4,0,0.4,0,0,31,60.9,67.9,84.4,67.8,55.8,76.5,16.7,1,0,41,42,12.2,5,5
Shaquil Barrett,9000,ED,TB,4,1,3.5,0,0,30,79.9,75.5,10.4,79.4,57.1,78.0,0.0,0,2,47,47,0.0,0,4
Kerry Hyder Jr.,9045,ED,SF,4,0,,0,0,28,,54.4,81.5,63.6,35.8,69.6,,0,0,12,13,0.0,0,0
Adrian Phillips,9177,S,NE,4,1,3.0,0,0,19,55.4,61.8,75.9,53.0,76.1,80.0,0.0,0,0,14,15,7.1,1,2
C.J. Goodwin,9243,CB,DAL,2,0,,0,0,9,69.3,69.2,82.1,,60.0,75.4,,0,0,3,3,0.0,0,0
Dante Fowler Jr.,9436,ED,DAL,4,0,4.0,0,0,9,61.0,70.0,26.4,73.9,54.6,25.8,50.0,1,1,15,15,0.0,0,1
