"","Name","ID","Salary","AvgPointsPerGame","fpts","proj_own","ceil","floor","make_cut","first_round_lead","top_30","top_20","top_10","top_5","top_3","win","observed_finish","ownership","total_pts","odds_per_dollar","residuals","own_change","adj_own","date","tournament"
"11","Sungjae Im",22890820,8900,80.66,71.44,11.9,90,33,0.7802,0.0174,0.4968,0.3732,0.2162,0.1199,0.0776,0.0286,10,0.1413,66.5,3.21,0.82,0.12,12,2022-06-05,"Memorial Tournament"
"12","Cameron Young",22890821,8800,70.94,67.21,19.2,87.5,28.5,0.7274,0.0178,0.4143,0.2953,0.163,0.0861,0.0538,0.0175,60,0.1581,54.5,1.99,-0.31,-0.05,19,2022-06-05,"Memorial Tournament"
"13","Max Homa",22890822,8700,74.46,65.46,17.2,85.58,28,0.7272,0.0167,0.4114,0.2955,0.1608,0.084,0.051,0.0174,5,0.1513,94.5,2,-0.21,-0.03,17,2022-06-05,"Memorial Tournament"
"14","Davis Riley",22890823,8600,66.28,58.71,12.4,82,26,0.6428,0.0083,0.2871,0.1894,0.0895,0.0413,0.0243,0.007,13,0.1041,73,0.81,-1.31,-0.2,12,2022-06-05,"Memorial Tournament"
"15","Daniel Berger",22890824,8500,71.75,67.92,6.9,87.5,30,0.7176,0.0137,0.3917,0.2746,0.1428,0.073,0.0432,0.0142,5,0.0667,84,1.67,-0.36,-0.05,7,2022-06-05,"Memorial Tournament"
"16","Corey Conners",22890825,8400,67.56,69.56,10.3,88,31,0.754,0.0148,0.4497,0.3291,0.1822,0.0966,0.0595,0.0204,13,0.0936,81.5,2.43,0.48,0.07,10,2022-06-05,"Memorial Tournament"
"17","Joaquin Niemann",22890826,8300,74.87,71.22,16.6,89.5,32.5,0.7534,0.0168,0.4433,0.3214,0.1782,0.0945,0.0583,0.0188,3,0.2205,94,2.27,0.41,0.06,17,2022-06-05,"Memorial Tournament"
"18","Abraham Ancer",22890827,8200,62.82,58.65,8.3,81,26,0.6895,0.0124,0.3424,0.2312,0.1138,0.0554,0.0316,0.0102,32,0.0427,65,1.24,-0.52,-0.08,8,2022-06-05,"Memorial Tournament"
"19","Keegan Bradley",22890828,8100,68.9,66.5,11.4,86,28,0.7361,0.0168,0.4228,0.3036,0.1646,0.0891,0.0553,0.019,37,0.0934,61,2.35,0.68,0.1,12,2022-06-05,"Memorial Tournament"
"20","Mito Pereira",22890829,8000,70.62,70.99,19.4,89.5,31,0.7261,0.0118,0.4036,0.2861,0.1497,0.0756,0.0455,0.0146,13,0.1952,82,1.83,0.26,0.04,19,2022-06-05,"Memorial Tournament"
"21","Seamus Power",22890830,8000,71.31,62.24,6.1,83.5,27,0.7185,0.0146,0.3932,0.2749,0.1455,0.0734,0.0434,0.0142,100,0.0928,22,1.78,0.21,0.03,6,2022-06-05,"Memorial Tournament"
"22","Billy Horschel",22890831,7900,72.42,60.53,5.9,82.5,27,0.7257,0.0152,0.4072,0.2895,0.152,0.0766,0.045,0.0156,1,0.0717,113,1.97,0.49,0.07,6,2022-06-05,"Memorial Tournament"
"23","Patrick Reed",22890832,7900,62.1,52.35,15.3,77,24,0.6402,0.0073,0.2834,0.184,0.0854,0.0402,0.0219,0.0062,53,0.1783,48.5,0.78,-0.7,-0.1,15,2022-06-05,"Memorial Tournament"
"24","Matt Kuchar",22890833,7800,72.6,54.99,10.7,77.5,25.5,0.7011,0.0094,0.3609,0.2487,0.1262,0.0603,0.0349,0.011,45,0.1258,52.5,1.41,0.03,0,11,2022-06-05,"Memorial Tournament"
"25","Bryson DeChambeau",22890834,7800,53.1,58.85,1.2,82,26.5,0.5326,0.0047,0.1765,0.1036,0.043,0.0184,0.0098,0.0028,100,0.0376,16,0.36,-1.02,-0.15,1,2022-06-05,"Memorial Tournament"
"26","Adam Scott",22890835,7700,70.85,61.68,6.6,84,27,0.6716,0.0108,0.3226,0.2152,0.1037,0.05,0.0293,0.0094,67,0.087,48.5,1.22,-0.07,-0.01,7,2022-06-05,"Memorial Tournament"
"27","Chris Kirk",22890836,7700,64.15,65.69,15.1,85.5,28.5,0.7286,0.0126,0.4038,0.284,0.1504,0.0794,0.0474,0.0152,53,0.1385,60,1.97,0.68,0.1,15,2022-06-05,"Memorial Tournament"
"28","Jason Day",22890837,7600,60.79,55.29,5.7,79,25,0.641,0.0106,0.2875,0.1882,0.0898,0.0427,0.0244,0.0076,31,0.0594,62,1,-0.2,-0.03,6,2022-06-05,"Memorial Tournament"
"29","Si Woo Kim",22890838,7600,66.48,58.24,9.4,81,26,0.6899,0.0104,0.3491,0.2397,0.1217,0.0599,0.0351,0.0111,13,0.0759,66,1.46,0.26,0.04,9,2022-06-05,"Memorial Tournament"
"30","Marc Leishman",22890839,7500,75.03,59.31,7.9,81,26.5,0.6454,0.0098,0.2916,0.1902,0.0895,0.0421,0.0243,0.0071,100,0.0873,22.5,0.95,-0.16,-0.02,8,2022-06-05,"Memorial Tournament"
"31","Alex Noren",22890840,7500,68.53,61.98,10.6,83,27,0.675,0.0085,0.3319,0.2245,0.1113,0.0541,0.0318,0.0094,100,0.0991,23.5,1.25,0.14,0.02,11,2022-06-05,"Memorial Tournament"
"32","Aaron Wise",22890841,7500,69.59,62.98,11.2,84,27,0.7009,0.0102,0.3682,0.2557,0.1304,0.0658,0.0385,0.012,2,0.1574,92,1.6,0.49,0.07,11,2022-06-05,"Memorial Tournament"
"33","Gary Woodland",22890842,7400,54.74,59.52,8.6,81.5,26.5,0.6555,0.0078,0.304,0.2009,0.0964,0.0458,0.0263,0.0079,100,0.0416,19,1.07,0.04,0.01,9,2022-06-05,"Memorial Tournament"
"34","Tom Hoge",22890843,7400,67.9,55.98,7.5,80,25.5,0.667,0.0125,0.317,0.2088,0.101,0.0491,0.0289,0.0088,100,0.0633,24,1.19,0.16,0.02,8,2022-06-05,"Memorial Tournament"
"35","Cameron Tringale",22890844,7400,65.86,57.62,2.3,80,26,0.6612,0.0077,0.3046,0.201,0.0963,0.0445,0.0246,0.0069,48,0.0287,53.5,0.93,-0.1,-0.01,2,2022-06-05,"Memorial Tournament"
"36","Keith Mitchell",22890846,7300,67.88,56.67,5.3,80,25.5,0.6324,0.0102,0.274,0.1746,0.0828,0.0386,0.0214,0.0059,18,0.051,71,0.81,-0.13,-0.02,5,2022-06-05,"Memorial Tournament"
"37","Sepp Straka",22890847,7300,58,50.04,2.2,75.5,24,0.6056,0.0085,0.2417,0.1511,0.0677,0.0307,0.0166,0.005,45,0.0209,51.5,0.68,-0.26,-0.04,2,2022-06-05,"Memorial Tournament"
"38","Anirban Lahiri",22890849,7200,52.6,51.04,5,75.5,24.5,0.6373,0.0092,0.2772,0.1801,0.0833,0.0386,0.0211,0.0056,100,0.0453,21.5,0.78,-0.08,-0.01,5,2022-06-05,"Memorial Tournament"
"39","C.T. Pan",22890850,7200,63.28,54.28,3.5,77.5,25,0.6483,0.0077,0.2885,0.1857,0.086,0.0388,0.0222,0.0063,53,0.0439,59,0.88,0.02,0,4,2022-06-05,"Memorial Tournament"
"40","Rickie Fowler",22890851,7200,53.27,49.73,6.3,75.5,24,0.5877,0.0074,0.2281,0.1453,0.0642,0.0288,0.0158,0.0046,64,0.0707,47.5,0.64,-0.22,-0.03,6,2022-06-05,"Memorial Tournament"
"41","Lanto Griffin",22890852,7100,65.13,55.71,1.4,78.5,25.5,0.6122,0.006,0.2496,0.1577,0.0687,0.032,0.017,0.005,51,0.0415,62.5,0.7,-0.09,-0.01,1,2022-06-05,"Memorial Tournament"
"42","Harris English",22890853,7100,64.08,52.82,0.29,77,24.5,0.592,0.0066,0.2322,0.1482,0.0666,0.0301,0.0171,0.0049,100,0.0189,14.5,0.69,-0.1,-0.01,0,2022-06-05,"Memorial Tournament"
"43","Brian Harman",22890854,7100,59.38,60.09,4.7,81.5,26.5,0.6555,0.0069,0.2976,0.192,0.086,0.0372,0.02,0.0053,18,0.0519,67.5,0.75,-0.04,-0.01,5,2022-06-05,"Memorial Tournament"
"44","Luke List",22890855,7100,57.53,56.73,5.3,80.5,25.5,0.6359,0.0088,0.2746,0.1756,0.0807,0.0365,0.0216,0.0063,26,0.0284,72,0.89,0.1,0.01,5,2022-06-05,"Memorial Tournament"
"45","Stewart Cink",22890856,7000,53.75,51.05,1.2,77,24,0.5898,0.0063,0.2339,0.1468,0.0649,0.0286,0.0168,0.0051,100,0.0191,22,0.73,0.01,0,1,2022-06-05,"Memorial Tournament"
"46","Lucas Herbert",22890857,7000,54.04,49.17,1.3,75,24,0.57,0.0076,0.2059,0.1249,0.0535,0.0243,0.0133,0.0037,48,0.0188,59.5,0.53,-0.19,-0.03,1,2022-06-05,"Memorial Tournament"
"47","Russell Knox",22890858,7000,57.55,53.47,6.8,78,24.5,0.6499,0.0069,0.293,0.1898,0.0862,0.0379,0.0219,0.0065,100,0.0316,15.5,0.93,0.21,0.03,7,2022-06-05,"Memorial Tournament"
"48","Denny McCarthy",22890859,7000,64.52,49.33,1.9,74.5,23.5,0.6173,0.0057,0.2534,0.1573,0.0681,0.029,0.0158,0.0047,5,0.0399,80,0.67,-0.05,-0.01,2,2022-06-05,"Memorial Tournament"
"49","Joel Dahmen",22890860,6900,62.14,50.01,1.4,75,24,0.5888,0.0067,0.2188,0.1331,0.0586,0.0243,0.0127,0.0033,32,0.0179,61,0.48,-0.19,-0.03,1,2022-06-05,"Memorial Tournament"
"50","Troy Merritt",22890861,6900,66.21,53.08,2,78,24.5,0.6333,0.0086,0.2713,0.1752,0.0809,0.037,0.0205,0.0053,53,0.0333,47.5,0.77,0.1,0.01,2,2022-06-05,"Memorial Tournament"
"51","Ryan Palmer",22890862,6900,55.4,57.99,2.2,81,26,0.5749,0.0054,0.2136,0.133,0.057,0.0251,0.0136,0.0037,100,0.0386,13,0.54,-0.13,-0.02,2,2022-06-05,"Memorial Tournament"
"52","Aaron Rai",22890863,6900,57.18,52.62,0.78,76.5,24.5,0.6047,0.008,0.2368,0.1465,0.0643,0.0273,0.0143,0.0036,26,0.0113,69,0.52,-0.15,-0.02,1,2022-06-05,"Memorial Tournament"
"53","Scott Stallings",22890864,6900,57.21,53.98,3.2,78,25,0.6108,0.0087,0.2495,0.1591,0.0735,0.0328,0.0175,0.0052,100,0.0254,17,0.75,0.08,0.01,3,2022-06-05,"Memorial Tournament"
"54","Cameron Champ",22890865,6800,54,45.79,1.1,72.5,23,0.5253,0.0058,0.1669,0.0999,0.0424,0.0172,0.0091,0.0024,100,0.0189,25,0.35,-0.28,-0.04,1,2022-06-05,"Memorial Tournament"
"55","Kevin Streelman",22890866,6800,52.72,56.71,7.2,80,25.5,0.6335,0.0067,0.2657,0.1691,0.0772,0.0332,0.018,0.0053,100,0.0404,23.5,0.78,0.15,0.02,7,2022-06-05,"Memorial Tournament"
"56","Adam Hadwin",22890867,6800,65.24,55.16,5.9,79,25.5,0.6375,0.0102,0.2795,0.1806,0.0836,0.0384,0.0211,0.0069,18,0.0543,85.5,1.01,0.38,0.06,6,2022-06-05,"Memorial Tournament"
"57","Patrick Rodgers",22890868,6800,57.56,53.24,3.6,77.58,24.5,0.5676,0.0063,0.1951,0.1146,0.047,0.0195,0.01,0.0023,100,0.0364,14.5,0.34,-0.29,-0.04,4,2022-06-05,"Memorial Tournament"
"58","Doug Ghim",22890869,6800,52.42,52.19,1.6,76,24.5,0.6218,0.0063,0.2554,0.1625,0.0736,0.0323,0.0177,0.0051,60,0.0058,50,0.75,0.12,0.02,2,2022-06-05,"Memorial Tournament"
"59","David Lipsky",22890870,6700,55.12,54.49,0.95,78,25.5,0.5871,0.0064,0.2243,0.1399,0.0602,0.0266,0.0146,0.0039,37,0.0111,62.5,0.58,0,0,1,2022-06-05,"Memorial Tournament"
"60","Jhonattan Vegas",22890871,6700,66.62,57.28,4.6,80,26,0.6152,0.0077,0.2443,0.1524,0.067,0.0286,0.0153,0.004,37,0.0478,60.5,0.6,0.02,0,5,2022-06-05,"Memorial Tournament"
"61","Mackenzie Hughes",22890872,6700,56.09,45.26,0.52,71.5,22.5,0.56,0.0043,0.1889,0.1104,0.0472,0.0196,0.0101,0.0028,37,0.0105,57.5,0.42,-0.16,-0.02,0,2022-06-05,"Memorial Tournament"
"62","Matt Jones",22890873,6700,57.08,55.37,2.4,79,25.5,0.5982,0.0073,0.2362,0.1455,0.061,0.0267,0.0155,0.004,100,0.0145,22,0.6,0.02,0,2,2022-06-05,"Memorial Tournament"
"63","Adam Long",22890874,6700,57.98,48.83,3.2,74.5,23.5,0.6311,0.0079,0.2745,0.1777,0.0834,0.0394,0.0226,0.0063,100,0.0241,20.5,0.94,0.36,0.05,3,2022-06-05,"Memorial Tournament"
"64","Francesco Molinari",22890876,6600,54.31,49.43,0.71,74.5,23.5,0.5414,0.0062,0.1843,0.1095,0.0454,0.0185,0.01,0.0026,26,0.0088,67.5,0.39,-0.14,-0.02,1,2022-06-05,"Memorial Tournament"
"65","Pat Perez",22890877,6600,55.72,52.17,2.3,77,24.5,0.5801,0.0062,0.2102,0.1243,0.0522,0.0211,0.0111,0.0029,26,0.0258,72,0.44,-0.09,-0.01,2,2022-06-05,"Memorial Tournament"
"66","Brendan Steele",22890878,6600,54.59,53.96,12.4,78,25,0.6297,0.0072,0.2717,0.1764,0.0801,0.0374,0.021,0.006,10,0.1068,72.5,0.91,0.38,0.06,12,2022-06-05,"Memorial Tournament"
"67","Min Woo Lee",22890880,6500,38.56,46.75,0.23,73.5,23.5,0.5236,0.0051,0.1614,0.0932,0.0384,0.015,0.0077,0.0019,100,0.0024,22.5,0.29,-0.17,-0.03,0,2022-06-05,"Memorial Tournament"
"68","Taylor Moore",22890881,6500,49.83,45.62,0.28,72.5,23,0.5544,0.0043,0.1845,0.1084,0.044,0.0181,0.0091,0.0024,100,0.0012,15,0.37,-0.09,-0.01,0,2022-06-05,"Memorial Tournament"
"69","Hudson Swafford",22890882,6500,56.82,45.52,0.51,73,23,0.494,0.0033,0.1411,0.0804,0.0307,0.0114,0.006,0.0017,100,0.0014,23,0.26,-0.2,-0.03,0,2022-06-05,"Memorial Tournament"
"70","Sahith Theegala",22890883,6500,64.83,52.1,3.1,77,24.5,0.5432,0.005,0.1804,0.1053,0.0424,0.0176,0.0097,0.0021,5,0.0425,85.5,0.32,-0.14,-0.02,3,2022-06-05,"Memorial Tournament"
"71","Matthew Wolff",22890884,6500,55.04,35.52,0.85,62.5,20.5,0.3739,0.002,0.0671,0.0343,0.01,0.0033,0.0012,4e-04,100,0.0082,26.5,0.06,-0.4,-0.06,1,2022-06-05,"Memorial Tournament"
"72","Lucas Glover",22890885,6500,61.44,53.84,2.8,78,25,0.6186,0.0089,0.2587,0.1636,0.0756,0.0351,0.0196,0.0056,60,0.0633,44.5,0.86,0.4,0.06,3,2022-06-05,"Memorial Tournament"
"73","Patton Kizzire",22890886,6400,59.05,54.43,1.5,79,25,0.5419,0.0049,0.1749,0.1039,0.0427,0.0173,0.0094,0.0024,100,0.0103,11,0.37,-0.03,0,2,2022-06-05,"Memorial Tournament"
"74","Alex Smalley",22890887,6400,57.4,54.92,1.6,79,25,0.5866,0.0077,0.2255,0.1399,0.06,0.025,0.0138,0.004,100,0.0124,18,0.62,0.22,0.03,2,2022-06-05,"Memorial Tournament"
"75","Rafa Cabrera Bello",22890888,6400,43.61,42.65,0.42,69.5,22,0.3854,0.0015,0.072,0.0354,0.0114,0.0042,0.0018,4e-04,100,0.0015,21.5,0.06,-0.34,-0.05,0,2022-06-05,"Memorial Tournament"
"76","Charles Howell III",22890889,6400,58.12,56.7,1.1,79,26,0.5825,0.0071,0.2188,0.1348,0.0587,0.0265,0.014,0.0042,18,0.0127,65.5,0.66,0.26,0.04,1,2022-06-05,"Memorial Tournament"
"77","J.T. Poston",22890890,6400,45.37,45.27,0.82,71.5,23,0.556,0.0054,0.196,0.1175,0.0498,0.0221,0.0118,0.0033,37,0.0036,62.5,0.52,0.12,0.02,1,2022-06-05,"Memorial Tournament"
"78","Matthew NeSmith",22890891,6400,57.85,51.59,4.7,77,24.5,0.6198,0.0066,0.2582,0.1638,0.0737,0.0331,0.0188,0.0052,37,0.0257,55.5,0.81,0.41,0.06,5,2022-06-05,"Memorial Tournament"
"79","Kurt Kitayama",22890893,6300,53.16,53.75,3.4,79,25,0.4896,0.0037,0.1417,0.0811,0.032,0.0124,0.0063,0.0016,100,0.0251,30.5,0.25,-0.08,-0.01,3,2022-06-05,"Memorial Tournament"
"80","Peter Malnati",22890894,6300,58.24,43.86,0.65,71,22.5,0.5095,0.0042,0.1488,0.0841,0.0323,0.013,0.0062,0.0018,100,0.0086,23.5,0.29,-0.04,-0.01,1,2022-06-05,"Memorial Tournament"
"81","Carlos Ortiz",22890895,6300,57.08,48.12,0.86,74.5,23.5,0.4905,0.0036,0.1357,0.0764,0.0295,0.0121,0.0064,0.0015,64,0.0058,51,0.24,-0.09,-0.01,1,2022-06-05,"Memorial Tournament"
"82","Adam Svensson",22890896,6300,52.98,47.84,0.55,74,23.5,0.5319,0.0064,0.1659,0.0965,0.0388,0.0157,0.0087,0.0021,45,0.0085,65,0.33,0,0,1,2022-06-05,"Memorial Tournament"
"83","Garrick Higgo",22890897,6300,44.32,43.32,0.34,71,22.5,0.3735,0.0016,0.0636,0.0319,0.0096,0.0029,0.0013,3e-04,18,8e-04,70.5,0.05,-0.28,-0.04,0,2022-06-05,"Memorial Tournament"
"84","Martin Laird",22890898,6300,53.81,49.11,1.2,75,23.5,0.5334,0.0053,0.1722,0.0997,0.0405,0.0155,0.0076,0.0023,37,0.0045,54.5,0.37,0.04,0.01,1,2022-06-05,"Memorial Tournament"
"85","Chan Kim",22890899,6200,53.33,44.64,0.16,71,23,0.3684,0.0023,0.0629,0.0309,0.0099,0.003,0.0013,3e-04,67,0.0017,46,0.05,-0.2,-0.03,0,2022-06-05,"Memorial Tournament"
"86","Danny Willett",22890900,6200,51.03,50.45,1.8,75.5,24,0.5308,0.0048,0.1699,0.0976,0.0378,0.0143,0.0072,0.0016,100,0.0266,18.5,0.26,0.01,0,2,2022-06-05,"Memorial Tournament"
"87","Emiliano Grillo",22890901,6200,51.58,52.74,0.83,77.5,25,0.5254,0.005,0.1638,0.094,0.0377,0.0146,0.0078,0.002,32,0.0111,55.5,0.32,0.07,0.01,1,2022-06-05,"Memorial Tournament"
"88","Beau Hossler",22890902,6200,54.34,44.16,2.2,71,22.5,0.4832,0.0036,0.1346,0.0762,0.0289,0.0116,0.0058,0.0014,32,0.0243,71.5,0.23,-0.02,0,2,2022-06-05,"Memorial Tournament"
"89","Danny Lee",22890903,6200,49.84,44.91,0.73,71.5,23,0.4582,0.0039,0.1171,0.0632,0.0233,0.0086,0.0043,0.0012,100,0.0038,22.5,0.19,-0.06,-0.01,1,2022-06-05,"Memorial Tournament"
"90","Justin Lower",22890904,6200,59.25,37.86,0.4,65.5,21,0.4645,0.0024,0.1189,0.064,0.0242,0.009,0.0043,0.0012,100,0.0065,18.5,0.19,-0.06,-0.01,0,2022-06-05,"Memorial Tournament"
"91","Nate Lashley",22890905,6200,58.15,48.73,2.5,74,24,0.5578,0.0063,0.1951,0.1169,0.0501,0.0204,0.0105,0.003,100,0.0068,27.5,0.48,0.23,0.03,3,2022-06-05,"Memorial Tournament"
"92","Ryan Moore",22890906,6200,48.38,49.99,0.9,75,24,0.5262,0.0056,0.1749,0.1057,0.0435,0.0182,0.0097,0.0022,70,0.0056,31,0.35,0.1,0.01,1,2022-06-05,"Memorial Tournament"
"93","Andrew Putnam",22890907,6200,53,45.89,0.96,71.5,23,0.5871,0.0082,0.221,0.1364,0.0574,0.0246,0.0125,0.0032,100,0.0068,19.5,0.52,0.27,0.04,1,2022-06-05,"Memorial Tournament"
"94","Jason Dufner",22890908,6100,34.79,44.43,0.17,71,22.5,0.3776,0.0018,0.0687,0.0335,0.0106,0.0036,0.0018,5e-04,100,0.0033,21,0.08,-0.09,-0.01,0,2022-06-05,"Memorial Tournament"
"95","William McGirt",22890909,6100,41.96,40.05,0.05,67.5,21.5,0.411,0.0022,0.0859,0.0436,0.0148,0.0051,0.0025,4e-04,100,6e-04,24.5,0.07,-0.1,-0.01,0,2022-06-05,"Memorial Tournament"
"96","Jediah Morgan",22890910,6100,0,25.58,0.02,56.27,14.07,0.1211,1e-04,0.0048,0.0019,4e-04,1e-04,0,0,100,0,15.5,0,-0.17,-0.03,0,2022-06-05,"Memorial Tournament"
"97","Adam Schenk",22890911,6100,46.83,46,0.3,72,23,0.4957,0.0047,0.1378,0.0774,0.0289,0.0111,0.0059,0.0017,26,0.0044,62.5,0.28,0.11,0.02,0,2022-06-05,"Memorial Tournament"
"98","Nick Watney",22890912,6100,46.47,35.72,0.08,62.5,20,0.3457,0.002,0.0545,0.0249,0.0079,0.0026,0.0011,3e-04,100,9e-04,10,0.05,-0.12,-0.02,0,2022-06-05,"Memorial Tournament"
"99","Brandt Snedeker",22890913,6100,44.41,44.52,0.41,71,23,0.4459,0.0021,0.1037,0.0541,0.0186,0.0068,0.0033,6e-04,60,0.0031,48,0.1,-0.07,-0.01,0,2022-06-05,"Memorial Tournament"
"100","Wyndham Clark",22890914,6100,53.37,41.1,0.29,69,21.5,0.4496,0.0027,0.1072,0.0581,0.0193,0.0071,0.0032,9e-04,37,0.003,63,0.15,-0.02,0,0,2022-06-05,"Memorial Tournament"
"101","Brandon Hagy",22890915,6100,43.43,43.76,0.19,71,22.5,0.3675,0.0023,0.0646,0.0315,0.0098,0.0036,0.0019,4e-04,100,4e-04,19,0.07,-0.1,-0.01,0,2022-06-05,"Memorial Tournament"
"102","Brandon Wu",22890916,6100,50.86,45.95,0.5,72.5,23,0.4868,0.0034,0.1367,0.0765,0.0295,0.012,0.0063,0.0016,69,0.002,54,0.26,0.09,0.01,1,2022-06-05,"Memorial Tournament"
"103","Sam Ryder",22890917,6000,52.82,47.23,0.36,73.08,23.5,0.5176,0.0038,0.1571,0.0892,0.0341,0.0136,0.0069,0.0018,100,0.0063,23,0.3,0.22,0.03,0,2022-06-05,"Memorial Tournament"
"104","Ryan Brehm",22890918,6000,55.08,31.78,0.09,56.5,18.5,0.3213,0.0019,0.0464,0.023,0.0066,0.0021,8e-04,1e-04,100,0.0014,10.5,0.02,-0.06,-0.01,0,2022-06-05,"Memorial Tournament"
"105","John Pak",22890919,6000,47.25,31.81,0.05,57,19,0.2931,0.0012,0.0376,0.0169,0.0049,0.0014,6e-04,1e-04,100,1e-04,16.5,0.02,-0.06,-0.01,0,2022-06-05,"Memorial Tournament"
"106","Camilo Villegas",22890920,6000,45.74,43.01,0.14,69.5,22.5,0.3991,0.0034,0.0843,0.0436,0.0146,0.0054,0.0024,6e-04,53,0.0012,41,0.1,0.02,0,0,2022-06-05,"Memorial Tournament"
"107","Luke Donald",22890921,6000,50.16,46.42,0.46,72,23.5,0.4652,0.0036,0.1183,0.0661,0.0242,0.0091,0.0043,0.0011,100,0.0035,29,0.18,0.1,0.01,0,2022-06-05,"Memorial Tournament"
"108","Charley Hoffman",22890922,6000,46.97,50.72,0.77,76,24,0.3996,0.0023,0.0795,0.0407,0.0142,0.0048,0.0024,5e-04,100,0.0045,26,0.08,0,0,1,2022-06-05,"Memorial Tournament"
"109","Bo Hoag",22890923,6000,44.71,45.2,0.22,71.5,22.5,0.3872,0.0025,0.0714,0.0357,0.0121,0.004,0.0021,4e-04,100,0.0053,18.5,0.07,-0.01,0,0,2022-06-05,"Memorial Tournament"
"110","David Lingmerth",22890924,6000,49.67,40.28,0.28,67,21.5,0.4411,0.0029,0.1067,0.0562,0.0214,0.008,0.004,0.001,48,0.0022,55,0.17,0.09,0.01,0,2022-06-05,"Memorial Tournament"
"111","Robert Streb",22890925,6000,47.21,40.91,0.44,68,22,0.4751,0.0041,0.1264,0.0707,0.025,0.0093,0.0046,0.001,100,0.0048,26,0.17,0.09,0.01,0,2022-06-05,"Memorial Tournament"
"112","Curtis Luck",22890926,6000,59.32,32.54,0.21,58.5,19,0.2551,9e-04,0.0256,0.0108,0.003,0.001,4e-04,0,100,0.0019,21,0,-0.08,-0.01,0,2022-06-05,"Memorial Tournament"
"113","James Piot",22890927,6000,18.12,29.26,0.02,48.5,17.5,0.1491,4e-04,0.0067,0.0024,5e-04,1e-04,0,0,100,4e-04,21,0,-0.08,-0.01,0,2022-06-05,"Memorial Tournament"
