player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Andy Lee,1906,P,ARZ,4,15,15,4.01,37.67,48.07,10.5,0,0,0,0,1,65.5,3,62,2,0,73.3,116,11,15,60.12,565,2,721
Kevin Huber,5066,P,CIN,4,15,15,4.36,40.33,46.33,14.0,0,0,2,7,7,69.8,6,63,0,0,33.3,70,5,15,65.46,605,1,695
Thomas Morstead,5088,P,MIA,4,13,13,4.37,43.15,48.69,10.3,0,0,4,2,17,67.5,6,66,0,0,53.8,72,7,14,56.75,561,0,633
Bryan Anger,7072,P,DAL,4,20,20,4.48,41.4,45.2,7.0,0,0,3,7,9,63.8,10,58,1,0,40.0,56,8,20,89.54,828,1,904
Johnny Hekker,7252,P,CAR,4,20,20,4.23,44.1,47.5,6.8,0,0,4,5,5,68.1,9,61,1,0,50.0,68,10,20,84.52,882,0,950
Sam Martin,7947,P,BUF,3,7,7,4.31,44.43,44.43,0.0,0,0,0,3,4,72.1,4,56,2,0,28.6,0,2,7,30.14,311,0,311
Tress Way,8358,P,WAS,4,23,23,4.51,44.7,48.74,5.9,0,0,2,8,32,70.8,10,62,2,0,39.1,53,9,23,103.64,1028,2,1121
Pat O'Donnell,8826,P,GB,4,18,18,4.27,41.56,47.22,13.7,0,0,2,7,12,68.8,11,72,2,0,33.3,82,6,18,76.81,748,1,850
Bradley Pinion,9598,P,ATL,4,9,9,4.88,45.78,50.0,4.5,0,0,0,4,2,82.3,3,73,0,0,44.4,18,4,9,43.88,412,1,450
Riley Dixon,10862,P,LA,3,7,7,4.2,40.43,45.14,8.3,1,0,0,3,26,63.1,2,58,0,0,57.1,33,4,8,29.38,283,0,316
Matt Haack,12212,P,IND,4,14,14,4.55,43.43,44.79,4.8,0,0,3,4,14,63.3,9,70,3,0,28.6,19,4,14,63.75,608,0,627
Cameron Johnston,12255,P,HST,4,20,20,4.34,43.35,49.2,9.0,0,0,1,5,13,65.6,12,64,1,0,65.0,117,13,20,86.85,867,0,984
Corey Bojorquez,27626,P,CLV,4,15,15,4.35,40.4,46.0,14.7,0,0,4,1,8,77.9,9,63,5,0,20.0,44,3,15,65.25,606,2,690
Logan Cooke,29214,P,JAX,4,12,12,4.39,44.08,49.83,7.0,0,0,2,1,15,75.3,3,61,1,0,58.3,49,7,12,52.63,529,1,598
Tommy Townsend,33007,P,KC,4,12,12,5.06,49.0,54.5,6.5,0,0,3,3,16,80.5,5,74,0,0,33.3,26,4,12,60.67,588,2,654
Jake Bailey,33963,P,NE,4,16,16,4.36,34.5,43.63,13.2,0,0,2,4,19,72.4,7,62,1,0,31.3,66,5,16,69.69,552,4,698
Jack Fox,34735,P,DET,4,14,14,4.64,44.0,49.21,9.1,0,0,1,4,11,67.2,5,63,1,0,57.1,73,8,14,65.0,616,0,689
Michael Dickson,35381,P,SEA,3,9,9,4.11,46.67,50.22,6.4,0,0,1,1,29,59.7,4,54,2,0,55.6,32,5,9,37.03,420,0,452
A.J. Cole III,36038,P,LV,4,12,12,4.35,43.17,52.17,18.0,0,0,3,2,23,73.5,4,66,1,0,50.0,108,6,12,52.18,518,0,626
J.K. Scott,38809,P,LAC,4,18,18,4.92,42.39,44.39,4.0,0,0,2,7,27,75.3,8,53,0,0,50.0,36,9,18,88.54,763,0,799
Corliss Waitman,39620,P,DEN,4,21,21,4.44,40.62,46.05,6.0,0,0,3,6,10,65.3,10,57,0,0,42.9,54,9,21,93.26,853,3,967
Mitch Wishnowsky,44663,P,SF,3,14,14,4.46,43.36,46.64,2.0,0,0,4,2,28,70.4,8,74,3,0,21.4,6,3,14,62.48,607,2,653
Braden Mann,44664,P,NYJ,4,18,18,4.28,41.89,45.72,7.7,0,0,2,4,22,65.1,7,59,3,0,50.0,69,9,18,77.12,754,0,823
Blake Gillikin,45045,P,NO,4,20,20,4.47,42.25,48.45,10.4,0,0,0,8,20,65.8,6,63,1,0,50.0,104,10,20,89.38,845,1,969
Ryan Stonehouse,52045,P,TEN,4,19,19,4.51,46.89,56.11,11.3,0,0,1,4,31,75.9,7,70,0,0,63.2,135,12,19,85.78,891,2,1066
Jordan Stout,57649,P,BLT,4,14,14,4.34,39.93,46.93,9.7,0,0,1,3,3,57.3,4,64,2,0,42.9,58,6,14,60.72,559,2,657
Trenton Gill,60295,P,CHI,4,19,19,4.19,43.26,48.47,9.9,0,0,2,7,6,67.8,6,58,1,0,42.1,79,8,19,79.67,822,1,921
Pressley Harvin III,62973,P,PIT,4,21,21,4.43,41.0,45.95,6.4,0,0,1,7,25,70.6,5,69,1,0,47.6,64,10,21,92.96,861,2,965
Jamie Gillan,63303,P,NYG,4,19,19,4.54,41.26,51.05,14.0,0,0,0,3,21,75.5,6,69,4,0,47.4,126,9,19,86.34,784,3,970
Ryan Wright,77591,P,MIN,4,16,16,4.51,44.31,47.5,7.3,0,0,2,6,18,72.7,10,58,1,0,43.8,51,7,16,72.18,709,0,760
Arryn Siposs,82019,P,PHI,4,16,16,4.21,39.94,45.44,4.0,0,0,3,3,24,59.2,8,53,0,0,43.8,28,7,16,67.39,639,3,727
Jake Camarda,82636,P,TB,4,18,18,4.61,41.83,44.61,6.0,0,0,1,8,30,70.7,8,63,3,0,27.8,30,5,18,82.95,753,1,803
