player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Calais Campbell,4364,DI,BLT,4,1,0,3,71.5,2,8,118,96.2,16.1,19,0,5.1,1,130,125,11,1,79.2,2,6,57,100.0,26.3,15,8.8,1,60,60,9
Tyson Alualu,5535,DI,PIT,4,0,0,25,56.5,1,4,65,100.0,7.7,5,1,3.8,0,68,68,5,0,54.8,1,3,34,100.0,8.8,3,5.9,0,34,34,4
Brandon Graham,5538,ED,PHI,4,1,0,24,73.2,2,5,68,93.5,22.1,15,0,11.0,4,77,72,11,0,76.6,1,3,37,95.2,29.7,11,13.5,3,42,40,7
Jason Pierre-Paul,5540,ED,BLT,1,0,0,3,53.0,0,3,39,100.0,7.7,3,0,3.8,0,40,40,3,0,48.3,0,1,19,100.0,5.3,1,2.6,0,19,19,1
Jerry Hughes,5556,ED,HST,4,0,1,13,69.8,0,8,103,98.2,16.5,17,2,7.8,4,109,107,12,0,65.2,0,4,39,95.2,25.6,10,10.3,2,42,40,6
Carlos Dunlap,5579,ED,KC,4,0,0,16,55.1,1,3,65,92.1,9.2,6,0,6.2,2,76,70,6,0,53.0,1,0,29,88.9,6.9,2,5.2,1,36,32,2
Al Woods,5646,DI,SEA,4,1,0,29,60.4,0,2,46,98.0,6.5,3,1,2.2,0,51,50,2,0,67.5,0,1,10,91.7,20.0,2,5.0,0,12,11,1
Von Miller,6154,ED,BUF,4,0,0,4,78.5,1,10,85,97.9,21.2,18,0,10.0,3,95,93,14,0,79.1,1,6,45,98.0,28.9,13,14.4,3,49,48,10
Patrick Peterson,6157,CB,MIN,4,0,0,18,60.0,0,0,1,0.6,0.0,0,0,0.0,0,163,1,0,0,,0,0,0,0.0,,0,,0,70,0,0
J.J. Watt,6163,ED,ARZ,3,3,0,1,66.5,0,5,83,100.0,12.0,10,1,5.4,2,85,85,7,1,69.1,0,5,37,100.0,18.9,7,9.5,1,37,37,6
Robert Quinn,6166,ED,CHI,4,0,1,6,53.9,1,5,91,99.0,7.7,7,1,4.4,1,98,97,7,0,56.9,0,4,41,97.7,12.2,5,7.3,1,44,43,5
Cameron Jordan,6176,ED,NO,4,0,0,20,58.3,2,5,114,97.6,9.6,11,0,4.8,2,123,120,9,0,55.9,1,3,43,97.9,16.3,7,9.3,2,47,46,6
Cameron Heyward,6183,DI,PIT,4,0,0,25,70.0,2,10,120,100.0,17.5,21,0,5.8,1,129,129,13,0,65.4,1,9,72,100.0,16.7,12,6.9,0,79,79,10
Justin Houston,6222,ED,BLT,3,0,0,3,72.7,1,8,81,93.5,18.5,15,0,8.0,2,93,87,11,0,62.7,0,3,33,92.7,18.2,6,4.5,0,41,38,3
Lawrence Guy,6385,DI,NE,3,0,0,19,58.7,0,3,39,100.0,12.8,5,0,3.8,0,39,39,3,0,56.8,0,2,13,100.0,23.1,3,7.7,0,13,13,2
Josh Bynes,6503,LB,BLT,4,0,0,3,57.9,0,0,11,12.9,9.1,1,0,0.0,0,93,12,0,0,56.9,0,0,2,6.1,0.0,0,0.0,0,33,2,0
