"offPlayer","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Dalton Schultz","94","16","0.18","60","0.85","49.2","-25","Ernest Jones","98","21","0.3","81","1.26","71.2"
"Eric Saubert","54","11","0.24","33","0.87","60.6","-26","Zaire Franklin","130","13","0.22","82","1.09","51.5"
"T.J. Hockenson","126","23","0.49","62","2.07","69.5","-3","Kyle Dugger","67","7","0.17","60","0.4","58.6"
"Robert Tonyan","78","19","0.38","87","1.36","57.9","19","Julian Love","97","7","0.16","100","0.93","60"
"O.J. Howard","40","22","0.6","56","1.8","60.8","-36","Devin Lloyd","141","18","0.27","80","1.32","72.4"
"Mo Alie-Cox","87","15","0.4","77","1.48","67.6","1","Josey Jewell","61","16","0.28","90","1.36","62.2"
"Evan Engram","114","14","0.2","81","0.87","59.5","-7","Christian Kirksey","136","15","0.29","70","1.01","58"
"Travis Kelce","142","24","0.54","76","2.27","90.2","39","Denzel Perryman","21","14","0.24","100","1","73.7"
"Tyler Higbee","147","24","0.34","72","1.66","66","19","Anthony Barr","99","9","0.1","67","0.35","54.6"
"Gerald Everett","117","21","0.42","64","1.8","71.8","4","Jeremiah Owusu-Koramoah","76","12","0.31","67","0.72","71.6"
"Darren Waller","136","18","0.29","67","1.29","63.4","-6","Nick Bolton","160","9","0.17","100","0.77","69"
"Mike Gesicki","77","12","0.27","89","0.92","58.9","1","C.J. Mosley","129","14","0.19","67","1.02","63.4"
"Irv Smith Jr.","95","20","0.26","53","0.96","58.2","-1","Jaquan Brisker","109","11","0.14","75","0.58","64.2"
"Hunter Henry","93","10","0.1","56","0.44","46.9","-27","DeShon Elliott","159","4","0.06","67","0.36","66.4"
"Juwan Johnson","107","16","0.19","53","1.08","67.5","-3","Cody Barton","103","17","0.39","88","1.9","42.4"
"Daniel Bellinger","57","16","0.38","89","1.39","72.7","13","Quay Walker","77","14","0.28","91","1.49","51.1"
"Tyler Conklin","163","16","0.28","81","1.18","52.8","-17","Brandon Jones","123","15","0.2","63","1.05","50.6"
"Dallas Goedert","126","15","0.37","84","1.9","67.8","22","Zaven Collins","109","13","0.25","79","0.96","53.7"
"Pat Freiermuth","107","27","0.43","62","2.08","74.9","2","Tremaine Edmunds","129","15","0.21","68","0.64","68.1"
"Noah Fant","71","15","0.3","91","0.79","64.3","-31","Demario Davis","126","10","0.13","67","0.63","83"
"George Kittle","52","15","0.22","75","1","56.1","-21","Frankie Luvu","113","13","0.31","80","0.94","71.9"
"Cameron Brate","105","17","0.2","61","0.95","58.3","-13","Rashaan Evans","138","11","0.17","87","0.73","68.6"
"Austin Hooper","70","11","0.14","62","0.69","51.1","-23","Jamin Davis","99","13","0.2","62","1.19","56"
"Logan Thomas","125","15","0.24","68","0.85","58","-16","Dylan Cole","38","16","0.22","83","0.92","69.4"
"Zach Ertz","161","19","0.32","73","1.12","61.4","-30","T.J. Edwards","147","10","0.11","73","0.35","85.5"
"Kyle Pitts","87","25","0.29","45","1.72","72","22","Devin White","140","14","0.18","60","0.99","35.9"
"Mark Andrews","127","29","0.54","65","2.05","79.7","2","Logan Wilson","157","14","0.23","64","1","64.5"
"Dawson Knox","126","13","0.18","71","0.88","64","17","Myles Jack","142","15","0.2","73","0.82","58.9"
"Ian Thomas","55","20","0.26","55","1.55","48.8","-71","Dre Greenlaw","144","18","0.33","92","1.24","77.1"
"Cole Kmet","82","10","0.13","62","0.68","52.9","-37","Eric Kendricks","144","10","0.15","60","0.92","62.9"
"Hayden Hurst","136","14","0.22","74","0.76","61.1","0","Josh Bynes","78","10","0.1","50","0.46","63.6"
"David Njoku","112","20","0.39","82","1.79","74.2","23","Kenneth Murray","86","16","0.26","93","1.13","45.1"
