player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Robbie Gould,2607,K,SF,3,0,1,1,100.0,0,0,,28,69.8,0,0,,5,5,100.0,0,1,1,100.0,5,4,80.0,3,2,66.7
Matt Prater,3471,K,ARZ,4,0,0,0,,2,2,100.0,1,71.4,0,0,,4,4,100.0,0,3,3,100.0,6,6,100.0,1,1,100.0
Nick Folk,3794,K,NE,4,0,2,1,50.0,0,0,,19,63.9,0,0,,8,8,100.0,0,2,2,100.0,5,4,80.0,1,1,100.0
Mason Crosby,3809,K,GB,4,0,0,0,,1,1,100.0,12,75.1,0,0,,9,9,100.0,0,2,2,100.0,4,4,100.0,1,1,100.0
Ryan Succop,5180,K,TB,4,0,0,0,,7,7,100.0,30,71.0,0,0,,7,7,100.0,0,2,1,50.0,10,9,90.0,1,1,100.0
Graham Gano,5443,K,NYG,4,0,4,4,100.0,4,3,75.0,21,81.8,0,0,,5,5,100.0,0,3,2,66.7,11,9,81.8,0,0,
Randy Bullock,7154,K,TEN,4,0,0,0,,4,3,75.0,31,60.0,0,0,,9,9,100.0,0,0,0,,5,4,80.0,1,1,100.0
Greg Zuerlein,7163,K,NYJ,4,0,3,3,100.0,4,3,75.0,22,67.0,0,0,,8,7,87.5,0,1,1,100.0,8,7,87.5,0,0,
Justin Tucker,7604,K,BLT,4,0,3,3,100.0,1,1,100.0,3,77.0,0,0,,15,14,93.3,0,0,0,,5,5,100.0,1,1,100.0
Dustin Hopkins,7958,K,LAC,4,0,0,0,,2,1,50.0,27,63.3,0,0,,11,11,100.0,0,2,2,100.0,6,5,83.3,2,2,100.0
Brandon McManus,8437,K,DEN,4,0,4,2,50.0,1,1,100.0,10,68.2,0,0,,5,4,80.0,0,1,1,100.0,10,8,80.0,4,4,100.0
Brett Maher,8585,K,DAL,4,0,5,4,80.0,2,2,100.0,9,82.0,0,0,,6,5,83.3,0,0,0,,11,10,90.9,4,4,100.0
Cairo Santos,8932,K,CHI,3,0,1,1,100.0,2,2,100.0,6,43.8,0,0,,6,4,66.7,0,1,1,100.0,4,4,100.0,0,0,
Chris Boswell,8990,K,PIT,4,0,5,4,80.0,2,1,50.0,25,80.6,0,0,,6,6,100.0,0,2,2,100.0,10,8,80.0,1,1,100.0
Jason Myers,10207,K,SEA,4,0,1,1,100.0,1,1,100.0,29,68.3,0,0,,11,11,100.0,0,3,2,66.7,7,6,85.7,2,2,100.0
Wil Lutz,11096,K,NO,4,0,3,2,66.7,3,1,33.3,20,65.3,0,0,,6,6,100.0,0,2,1,50.0,8,4,50.0,0,0,
Ka'imi Fairbairn,11161,K,HST,4,0,0,0,,6,5,83.3,13,66.1,0,0,,7,7,100.0,0,1,1,100.0,9,8,88.9,2,2,100.0
