Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
F,Zach Edey (26969700),Zach Edey,26969700,F/UTIL,11100,OSU@PUR 03/11/2023 01:00PM ET,PUR,44.86
F,Trayce Jackson-Davis (26969702),Trayce Jackson-Davis,26969702,F/UTIL,10900,PSU@IU 03/11/2023 03:15PM ET,IU,47.15
G,Jalen Pickett (26969852),Jalen Pickett,26969852,G/UTIL,10200,PSU@IU 03/11/2023 03:15PM ET,PSU,40.04
F,Brandon Miller (26969704),Brandon Miller,26969704,F/UTIL,9800,MIZZ@BAMA 03/11/2023 01:00PM ET,BAMA,36.84
F,Liam Robbins (26969706),Liam Robbins,26969706,F/UTIL,9500,VAND@TA&M 03/11/2023 03:15PM ET,VAND,31.77
G,Jalen Cook (26969854),Jalen Cook,26969854,G/UTIL,9400,TUL@MEM 03/11/2023 05:15PM ET,TUL,34.76
G,Kendric Davis (26969856),Kendric Davis,26969856,G/UTIL,9200,TUL@MEM 03/11/2023 05:15PM ET,MEM,39.11
F,DeAndre Williams (26969708),DeAndre Williams,26969708,F/UTIL,9100,TUL@MEM 03/11/2023 05:15PM ET,MEM,36.30
G/F,Kobe Brown (26970062),Kobe Brown,26970062,G/F/UTIL,8900,MIZZ@BAMA 03/11/2023 01:00PM ET,MIZZ,31.58
G,Marcus Sasser (26969858),Marcus Sasser,26969858,G/UTIL,8800,CINCY@UH 03/11/2023 03:00PM ET,UH,30.44
G,Landers Nolley II (26969860),Landers Nolley II,26969860,G/UTIL,8600,CINCY@UH 03/11/2023 03:00PM ET,CINCY,31.02
G,Jaylen Forbes (26969862),Jaylen Forbes,26969862,G/UTIL,8500,TUL@MEM 03/11/2023 05:15PM ET,TUL,32.92
G,Wade Taylor IV (26969864),Wade Taylor IV,26969864,G/UTIL,8400,VAND@TA&M 03/11/2023 03:15PM ET,TA&M,29.5
F,Kevin Cross (26969710),Kevin Cross,26969710,F/UTIL,8400,TUL@MEM 03/11/2023 05:15PM ET,TUL,31.63
G,David DeJulius (26969866),David DeJulius,26969866,G/UTIL,8100,CINCY@UH 03/11/2023 03:00PM ET,CINCY,27.49
F,Brice Sensabaugh (26969712),Brice Sensabaugh,26969712,F/UTIL,8000,OSU@PUR 03/11/2023 01:00PM ET,OSU,26.61
F,J'Wan Roberts (26969714),J'Wan Roberts,26969714,F/UTIL,7900,CINCY@UH 03/11/2023 03:00PM ET,UH,24.78
G,D'Moi Hodge (26969868),D'Moi Hodge,26969868,G/UTIL,7700,MIZZ@BAMA 03/11/2023 01:00PM ET,MIZZ,28.95
F,Noah Clowney (26969716),Noah Clowney,26969716,F/UTIL,7600,MIZZ@BAMA 03/11/2023 01:00PM ET,BAMA,24.40
G,Jalen Hood-Schifino (26969870),Jalen Hood-Schifino,26969870,G/UTIL,7600,PSU@IU 03/11/2023 03:15PM ET,IU,25.53
G,Tyrece Radford (26969872),Tyrece Radford,26969872,G/UTIL,7400,VAND@TA&M 03/11/2023 03:15PM ET,TA&M,25.79
F,Jarace Walker (26969718),Jarace Walker,26969718,F/UTIL,7400,CINCY@UH 03/11/2023 03:00PM ET,UH,25.57
G/F,Seth Lundy (26970065),Seth Lundy,26970065,G/F/UTIL,7300,PSU@IU 03/11/2023 03:15PM ET,PSU,27.27
G,Jamal Shead (26969874),Jamal Shead,26969874,G/UTIL,7200,CINCY@UH 03/11/2023 03:00PM ET,UH,25.54
F,Justice Sueing (26969720),Justice Sueing,26969720,F/UTIL,7200,OSU@PUR 03/11/2023 01:00PM ET,OSU,23.46
G/F,Jordan Wright (26970068),Jordan Wright,26970068,G/F/UTIL,7100,VAND@TA&M 03/11/2023 03:15PM ET,VAND,21.63
G,Tramon Mark (26969876),Tramon Mark,26969876,G/UTIL,7000,CINCY@UH 03/11/2023 03:00PM ET,UH,21.58
G,Tyrin Lawrence (26969878),Tyrin Lawrence,26969878,G/UTIL,6900,VAND@TA&M 03/11/2023 03:15PM ET,VAND,22.12
F,Viktor Lakhin (26969722),Viktor Lakhin,26969722,F/UTIL,6900,CINCY@UH 03/11/2023 03:00PM ET,CINCY,26.47
G,Mark Sears (26969880),Mark Sears,26969880,G/UTIL,6700,MIZZ@BAMA 03/11/2023 01:00PM ET,BAMA,24.06
G,Sion James (26969882),Sion James,26969882,G/UTIL,6600,TUL@MEM 03/11/2023 05:15PM ET,TUL,26.21
G,Braden Smith (26969884),Braden Smith,26969884,G/UTIL,6400,OSU@PUR 03/11/2023 01:00PM ET,PUR,23.91
F,Noah Carter (26969724),Noah Carter,26969724,F/UTIL,6300,MIZZ@BAMA 03/11/2023 01:00PM ET,MIZZ,18.88
G,Jeremiah Davenport (26969886),Jeremiah Davenport,26969886,G/UTIL,6300,CINCY@UH 03/11/2023 03:00PM ET,CINCY,20.43
G,Bruce Thornton (26969888),Bruce Thornton,26969888,G/UTIL,6200,OSU@PUR 03/11/2023 01:00PM ET,OSU,19.96
G,Xavier Johnson (26969890),Xavier Johnson,26969890,G/UTIL,6000,PSU@IU 03/11/2023 03:15PM ET,IU,22.91
G,Mika Adams-Woods (26969892),Mika Adams-Woods,26969892,G/UTIL,5900,CINCY@UH 03/11/2023 03:00PM ET,CINCY,19.96
G,Jahvon Quinerly (26969894),Jahvon Quinerly,26969894,G/UTIL,5800,MIZZ@BAMA 03/11/2023 01:00PM ET,BAMA,16.56
F,Tylan Pope (26969726),Tylan Pope,26969726,F/UTIL,5800,TUL@MEM 03/11/2023 05:15PM ET,TUL,16.36
G,Ezra Manjon (26969896),Ezra Manjon,26969896,G/UTIL,5700,VAND@TA&M 03/11/2023 03:15PM ET,VAND,20.5
F,Race Thompson (26969728),Race Thompson,26969728,F/UTIL,5700,PSU@IU 03/11/2023 03:15PM ET,IU,19.03
G,Keonte Kennedy (26969898),Keonte Kennedy,26969898,G/UTIL,5600,TUL@MEM 03/11/2023 05:15PM ET,MEM,16.48
G,Elijah McCadden (26969900),Elijah McCadden,26969900,G/UTIL,5500,TUL@MEM 03/11/2023 05:15PM ET,MEM,15.49
G,Isiaih Mosley (26969902),Isiaih Mosley,26969902,G/UTIL,5400,MIZZ@BAMA 03/11/2023 01:00PM ET,MIZZ,18.36
F,Henry Coleman III (26969730),Henry Coleman III,26969730,F/UTIL,5400,VAND@TA&M 03/11/2023 03:15PM ET,TA&M,19.41
G,Dexter Dennis (26969904),Dexter Dennis,26969904,G/UTIL,5400,VAND@TA&M 03/11/2023 03:15PM ET,TA&M,21
G,Alex Lomax (26969906),Alex Lomax,26969906,G/UTIL,5300,TUL@MEM 03/11/2023 05:15PM ET,MEM,20.26
G,Camren Wynter (26969908),Camren Wynter,26969908,G/UTIL,5200,PSU@IU 03/11/2023 03:15PM ET,PSU,16.15
F,Charles Bediako (26969732),Charles Bediako,26969732,F/UTIL,5100,MIZZ@BAMA 03/11/2023 01:00PM ET,BAMA,18.09
G,Andrew Funk (26969910),Andrew Funk,26969910,G/UTIL,5100,PSU@IU 03/11/2023 03:15PM ET,PSU,19.93
G,DeAndre Gholston (26969912),DeAndre Gholston,26969912,G/UTIL,5000,MIZZ@BAMA 03/11/2023 01:00PM ET,MIZZ,17.35
G,Fletcher Loyer (26969914),Fletcher Loyer,26969914,G/UTIL,4900,OSU@PUR 03/11/2023 01:00PM ET,PUR,18.68
G,Nick Honor (26969916),Nick Honor,26969916,G/UTIL,4800,MIZZ@BAMA 03/11/2023 01:00PM ET,MIZZ,18.09
F,Felix Okpara (26969734),Felix Okpara,26969734,F/UTIL,4800,OSU@PUR 03/11/2023 01:00PM ET,OSU,11.99
F,Ody Oguama (26969736),Ody Oguama,26969736,F/UTIL,4700,CINCY@UH 03/11/2023 03:00PM ET,CINCY,13.03
F,Julius Marble (26969738),Julius Marble,26969738,F/UTIL,4600,VAND@TA&M 03/11/2023 03:15PM ET,TA&M,16
G,Brandon Newman (26969918),Brandon Newman,26969918,G/UTIL,4600,OSU@PUR 03/11/2023 01:00PM ET,PUR,12.84
G,Sean McNeil (26969920),Sean McNeil,26969920,G/UTIL,4500,OSU@PUR 03/11/2023 01:00PM ET,OSU,15.91
F,Miller Kopp (26969740),Miller Kopp,26969740,F/UTIL,4500,PSU@IU 03/11/2023 03:15PM ET,IU,15.06
G,Sean East II (26969922),Sean East II,26969922,G/UTIL,4400,MIZZ@BAMA 03/11/2023 01:00PM ET,MIZZ,16.30
F,Myles Stute (26969742),Myles Stute,26969742,F/UTIL,4400,VAND@TA&M 03/11/2023 03:15PM ET,VAND,17.04
G/F,John Newman III (26970071),John Newman III,26970071,G/F/UTIL,4400,CINCY@UH 03/11/2023 03:00PM ET,CINCY,4
F,Quentin Millora-Brown (26969744),Quentin Millora-Brown,26969744,F/UTIL,4300,VAND@TA&M 03/11/2023 03:15PM ET,VAND,11
F,Mohamed Diarra (26969746),Mohamed Diarra,26969746,F/UTIL,4200,MIZZ@BAMA 03/11/2023 01:00PM ET,MIZZ,10.47
G,Damaria Franklin (26969924),Damaria Franklin,26969924,G/UTIL,4200,TUL@MEM 03/11/2023 05:15PM ET,MEM,12.22
F,Andersson Garcia (26969748),Andersson Garcia,26969748,F/UTIL,4100,VAND@TA&M 03/11/2023 03:15PM ET,TA&M,10.87
G,Trey Galloway (26969926),Trey Galloway,26969926,G/UTIL,4100,PSU@IU 03/11/2023 03:15PM ET,IU,15
F,Chandler Lawson (26969750),Chandler Lawson,26969750,F/UTIL,4000,TUL@MEM 03/11/2023 05:15PM ET,MEM,13.80
F,Caleb Furst (26969752),Caleb Furst,26969752,F/UTIL,3800,OSU@PUR 03/11/2023 01:00PM ET,PUR,14.42
G,Ethan Morton (26969928),Ethan Morton,26969928,G/UTIL,3800,OSU@PUR 03/11/2023 01:00PM ET,PUR,14.41
F,Mason Gillis (26969754),Mason Gillis,26969754,F/UTIL,3700,OSU@PUR 03/11/2023 01:00PM ET,PUR,14.41
G,Isaac Likekele (26969930),Isaac Likekele,26969930,G/UTIL,3700,OSU@PUR 03/11/2023 01:00PM ET,OSU,14.53
G,Jaden Bradley (26969932),Jaden Bradley,26969932,G/UTIL,3600,MIZZ@BAMA 03/11/2023 01:00PM ET,BAMA,15.98
F,Kalu Ezikpe (26969756),Kalu Ezikpe,26969756,F/UTIL,3600,CINCY@UH 03/11/2023 03:00PM ET,CINCY,8.59
F,Collin Holloway (26969758),Collin Holloway,26969758,F/UTIL,3500,TUL@MEM 03/11/2023 05:15PM ET,TUL,11.73
G,Roddy Gayle Jr. (26969934),Roddy Gayle Jr.,26969934,G/UTIL,3500,OSU@PUR 03/11/2023 01:00PM ET,OSU,9.22
G,Emanuel Sharp (26969936),Emanuel Sharp,26969936,G/UTIL,3400,CINCY@UH 03/11/2023 03:00PM ET,UH,10.44
F,Malik Reneau (26969760),Malik Reneau,26969760,F/UTIL,3400,PSU@IU 03/11/2023 03:15PM ET,IU,13.19
G,Trey Thomas (26969938),Trey Thomas,26969938,G/UTIL,3300,VAND@TA&M 03/11/2023 03:15PM ET,VAND,11.26
G,Dan Skillings Jr. (26969940),Dan Skillings Jr.,26969940,G/UTIL,3300,CINCY@UH 03/11/2023 03:00PM ET,CINCY,11.79
F,Malcolm Dandridge (26969762),Malcolm Dandridge,26969762,F/UTIL,3300,TUL@MEM 03/11/2023 05:15PM ET,MEM,13.56
F,Solomon Washington (26969764),Solomon Washington,26969764,F/UTIL,3200,VAND@TA&M 03/11/2023 03:15PM ET,TA&M,9.30
F,Emmanuel Ansong (26969766),Emmanuel Ansong,26969766,F/UTIL,3200,VAND@TA&M 03/11/2023 03:15PM ET,VAND,6.19
G,Paul Lewis (26969944),Paul Lewis,26969944,G/UTIL,3200,VAND@TA&M 03/11/2023 03:15PM ET,VAND,6.48
G,R.J. McGee (26969942),R.J. McGee,26969942,G/UTIL,3200,TUL@MEM 03/11/2023 05:15PM ET,TUL,10.22
G,Johnathan Lawson (26969946),Johnathan Lawson,26969946,G/UTIL,3200,TUL@MEM 03/11/2023 05:15PM ET,MEM,8.30
G,Tre' Williams (26969948),Tre' Williams,26969948,G/UTIL,3200,TUL@MEM 03/11/2023 05:15PM ET,TUL,5.30
G/F,Myles Dread (26970074),Myles Dread,26970074,G/F/UTIL,3200,PSU@IU 03/11/2023 03:15PM ET,PSU,10.84
F,Nick Pringle (26969770),Nick Pringle,26969770,F/UTIL,3100,MIZZ@BAMA 03/11/2023 01:00PM ET,BAMA,8.14
G,Tre Gomillion (26969950),Tre Gomillion,26969950,G/UTIL,3100,MIZZ@BAMA 03/11/2023 01:00PM ET,MIZZ,12.31
F,Lee Dort (26969768),Lee Dort,26969768,F/UTIL,3100,VAND@TA&M 03/11/2023 03:15PM ET,VAND,6.71
G,Manny Obaseki (26969954),Manny Obaseki,26969954,G/UTIL,3100,VAND@TA&M 03/11/2023 03:15PM ET,TA&M,10.03
F,Reggie Chaney (26969772),Reggie Chaney,26969772,F/UTIL,3100,CINCY@UH 03/11/2023 03:00PM ET,UH,8.86
G,Rob Phinisee (26969952),Rob Phinisee,26969952,G/UTIL,3100,CINCY@UH 03/11/2023 03:00PM ET,CINCY,8.67
G,Jayden Hardaway (26969956),Jayden Hardaway,26969956,G/UTIL,3100,TUL@MEM 03/11/2023 05:15PM ET,MEM,8.78
F,Trey Kaufman-Renn (26969774),Trey Kaufman-Renn,26969774,F/UTIL,3100,OSU@PUR 03/11/2023 01:00PM ET,PUR,9.09
F,Aidan Shaw (26969776),Aidan Shaw,26969776,F/UTIL,3000,MIZZ@BAMA 03/11/2023 01:00PM ET,MIZZ,6.47
F,Noah Gurley (26969784),Noah Gurley,26969784,F/UTIL,3000,MIZZ@BAMA 03/11/2023 01:00PM ET,BAMA,11.07
F,Max Scharnowski (26969814),Max Scharnowski,26969814,F/UTIL,3000,MIZZ@BAMA 03/11/2023 01:00PM ET,BAMA,0.83
F,Mabor Majak (26969836),Mabor Majak,26969836,F/UTIL,3000,MIZZ@BAMA 03/11/2023 01:00PM ET,MIZZ,0.72
F,Ronnie DeGray III (26969838),Ronnie DeGray III,26969838,F/UTIL,3000,MIZZ@BAMA 03/11/2023 01:00PM ET,MIZZ,6.35
G,Kaleb Brown (26969978),Kaleb Brown,26969978,G/UTIL,3000,MIZZ@BAMA 03/11/2023 01:00PM ET,MIZZ,2.91
G,Davin Cosby Jr. (26969992),Davin Cosby Jr.,26969992,G/UTIL,3000,MIZZ@BAMA 03/11/2023 01:00PM ET,BAMA,0
G,Adam Cottrell (26969994),Adam Cottrell,26969994,G/UTIL,3000,MIZZ@BAMA 03/11/2023 01:00PM ET,BAMA,1.3
G,Delaney Heard (26969996),Delaney Heard,26969996,G/UTIL,3000,MIZZ@BAMA 03/11/2023 01:00PM ET,BAMA,1.5
G,Kai Spears (26969998),Kai Spears,26969998,G/UTIL,3000,MIZZ@BAMA 03/11/2023 01:00PM ET,BAMA,0
G,Rylan Griffen (26970000),Rylan Griffen,26970000,G/UTIL,3000,MIZZ@BAMA 03/11/2023 01:00PM ET,BAMA,12.15
G,Jaden Quinerly (26970002),Jaden Quinerly,26970002,G/UTIL,3000,MIZZ@BAMA 03/11/2023 01:00PM ET,BAMA,1.5
G,Nimari Burnett (26970004),Nimari Burnett,26970004,G/UTIL,3000,MIZZ@BAMA 03/11/2023 01:00PM ET,BAMA,10.67
G,Dom Welch (26970006),Dom Welch,26970006,G/UTIL,3000,MIZZ@BAMA 03/11/2023 01:00PM ET,BAMA,5.39
G,Ben Sternberg (26970036),Ben Sternberg,26970036,G/UTIL,3000,MIZZ@BAMA 03/11/2023 01:00PM ET,MIZZ,1.09
G,Jackson Francois (26970038),Jackson Francois,26970038,G/UTIL,3000,MIZZ@BAMA 03/11/2023 01:00PM ET,MIZZ,0.29
F,Javonte Brown (26969778),Javonte Brown,26969778,F/UTIL,3000,VAND@TA&M 03/11/2023 03:15PM ET,TA&M,4.58
F,Malik Dia (26969796),Malik Dia,26969796,F/UTIL,3000,VAND@TA&M 03/11/2023 03:15PM ET,VAND,6.47
F,Colin Smith (26969806),Colin Smith,26969806,F/UTIL,3000,VAND@TA&M 03/11/2023 03:15PM ET,VAND,8.81
F,Ashton Smith (26969808),Ashton Smith,26969808,F/UTIL,3000,VAND@TA&M 03/11/2023 03:15PM ET,TA&M,0
F,Ethan Henderson (26969810),Ethan Henderson,26969810,F/UTIL,3000,VAND@TA&M 03/11/2023 03:15PM ET,TA&M,0
G,Erik Pratt (26969964),Erik Pratt,26969964,G/UTIL,3000,VAND@TA&M 03/11/2023 03:15PM ET,TA&M,2.47
G,Khalen Robinson (26969966),Khalen Robinson,26969966,G/UTIL,3000,VAND@TA&M 03/11/2023 03:15PM ET,TA&M,4.65
G,Noah Shelby (26969972),Noah Shelby,26969972,G/UTIL,3000,VAND@TA&M 03/11/2023 03:15PM ET,VAND,5.27
G,Jordan Williams (26969980),Jordan Williams,26969980,G/UTIL,3000,VAND@TA&M 03/11/2023 03:15PM ET,TA&M,0
G,Davin Watkins (26969982),Davin Watkins,26969982,G/UTIL,3000,VAND@TA&M 03/11/2023 03:15PM ET,TA&M,1.5
G,Jaelyn Lee (26969984),Jaelyn Lee,26969984,G/UTIL,3000,VAND@TA&M 03/11/2023 03:15PM ET,TA&M,0
G,Hayden Hefner (26969986),Hayden Hefner,26969986,G/UTIL,3000,VAND@TA&M 03/11/2023 03:15PM ET,TA&M,5.64
G,Andre Gordon (26969988),Andre Gordon,26969988,G/UTIL,3000,VAND@TA&M 03/11/2023 03:15PM ET,TA&M,6.96
G,Adrian Samuels (26970024),Adrian Samuels,26970024,G/UTIL,3000,VAND@TA&M 03/11/2023 03:15PM ET,VAND,0.67
G,Graham Calton (26970026),Graham Calton,26970026,G/UTIL,3000,VAND@TA&M 03/11/2023 03:15PM ET,VAND,1.04
G,Miles Keeffe (26970028),Miles Keeffe,26970028,G/UTIL,3000,VAND@TA&M 03/11/2023 03:15PM ET,VAND,1.29
F,Cedric Lath (26969790),Cedric Lath,26969790,F/UTIL,3000,CINCY@UH 03/11/2023 03:00PM ET,UH,0
F,Sage Tolentino (26969802),Sage Tolentino,26969802,F/UTIL,3000,CINCY@UH 03/11/2023 03:00PM ET,CINCY,3.75
F,Ja'Vier Francis (26969822),Ja'Vier Francis,26969822,F/UTIL,3000,CINCY@UH 03/11/2023 03:00PM ET,UH,12.73
F,Darius Bowser (26969824),Darius Bowser,26969824,F/UTIL,3000,CINCY@UH 03/11/2023 03:00PM ET,UH,0.5
F,Jarrett Hensley (26969846),Jarrett Hensley,26969846,F/UTIL,3000,CINCY@UH 03/11/2023 03:00PM ET,CINCY,5.08
G,Terrance Arceneaux (26969976),Terrance Arceneaux,26969976,G/UTIL,3000,CINCY@UH 03/11/2023 03:00PM ET,UH,9.66
G,Ryan Elvin (26970014),Ryan Elvin,26970014,G/UTIL,3000,CINCY@UH 03/11/2023 03:00PM ET,UH,2.81
G,Ramon Walker Jr. (26970016),Ramon Walker Jr.,26970016,G/UTIL,3000,CINCY@UH 03/11/2023 03:00PM ET,UH,6.92
G,Mylik Wilson (26970018),Mylik Wilson,26970018,G/UTIL,3000,CINCY@UH 03/11/2023 03:00PM ET,UH,0
G,Josh Reed (26970048),Josh Reed,26970048,G/UTIL,3000,CINCY@UH 03/11/2023 03:00PM ET,CINCY,5.06
G,CJ Anthony (26970050),CJ Anthony,26970050,G/UTIL,3000,CINCY@UH 03/11/2023 03:00PM ET,CINCY,0.90
G,Chase Kirkwood (26970052),Chase Kirkwood,26970052,G/UTIL,3000,CINCY@UH 03/11/2023 03:00PM ET,CINCY,0.29
F,Kaodirichi Akobundu-Ehiogu (26969780),Kaodirichi Akobundu-Ehiogu,26969780,F/UTIL,3000,TUL@MEM 03/11/2023 05:15PM ET,MEM,7.52
F,Jahmar Young Jr. (26969782),Jahmar Young Jr.,26969782,F/UTIL,3000,TUL@MEM 03/11/2023 05:15PM ET,MEM,0
F,Percy Daniels (26969798),Percy Daniels,26969798,F/UTIL,3000,TUL@MEM 03/11/2023 05:15PM ET,TUL,5.5
F,Ian Granja (26969812),Ian Granja,26969812,F/UTIL,3000,TUL@MEM 03/11/2023 05:15PM ET,MEM,1
F,Oton Jankovic (26969832),Oton Jankovic,26969832,F/UTIL,3000,TUL@MEM 03/11/2023 05:15PM ET,TUL,0.75
F,Nobal Days (26969834),Nobal Days,26969834,F/UTIL,3000,TUL@MEM 03/11/2023 05:15PM ET,TUL,3.88
G,Tadarius Jacobs (26969968),Tadarius Jacobs,26969968,G/UTIL,3000,TUL@MEM 03/11/2023 05:15PM ET,MEM,0
G,Conor Glennon (26969990),Conor Glennon,26969990,G/UTIL,3000,TUL@MEM 03/11/2023 05:15PM ET,MEM,0
G,Max Bowman (26970030),Max Bowman,26970030,G/UTIL,3000,TUL@MEM 03/11/2023 05:15PM ET,TUL,-0.2
G,Jake Shapiro (26970032),Jake Shapiro,26970032,G/UTIL,3000,TUL@MEM 03/11/2023 05:15PM ET,TUL,0.21
G,Jadan Coleman (26970034),Jadan Coleman,26970034,G/UTIL,3000,TUL@MEM 03/11/2023 05:15PM ET,TUL,7.75
G/F,Braelee Albert (26970080),Braelee Albert,26970080,G/F/UTIL,3000,TUL@MEM 03/11/2023 05:15PM ET,TUL,1.25
F,Camden Heide (26969792),Camden Heide,26969792,F/UTIL,3000,OSU@PUR 03/11/2023 01:00PM ET,PUR,0
F,Will Berg (26969794),Will Berg,26969794,F/UTIL,3000,OSU@PUR 03/11/2023 01:00PM ET,PUR,0
F,Owen Spencer (26969804),Owen Spencer,26969804,F/UTIL,3000,OSU@PUR 03/11/2023 01:00PM ET,OSU,2.32
F,Matt Frost (26969826),Matt Frost,26969826,F/UTIL,3000,OSU@PUR 03/11/2023 01:00PM ET,PUR,0
F,Sam King (26969828),Sam King,26969828,F/UTIL,3000,OSU@PUR 03/11/2023 01:00PM ET,PUR,0.19
F,Brian Waddell (26969830),Brian Waddell,26969830,F/UTIL,3000,OSU@PUR 03/11/2023 01:00PM ET,PUR,1.90
F,Kalen Etzler (26969848),Kalen Etzler,26969848,F/UTIL,3000,OSU@PUR 03/11/2023 01:00PM ET,OSU,2.56
F,Zed Key (26969850),Zed Key,26969850,F/UTIL,3000,OSU@PUR 03/11/2023 01:00PM ET,OSU,24.3
G,David Jenkins Jr. (26969960),David Jenkins Jr.,26969960,G/UTIL,3000,OSU@PUR 03/11/2023 01:00PM ET,PUR,6.90
G,Carson Barrett (26970020),Carson Barrett,26970020,G/UTIL,3000,OSU@PUR 03/11/2023 01:00PM ET,PUR,2.35
G,Chase Martin (26970022),Chase Martin,26970022,G/UTIL,3000,OSU@PUR 03/11/2023 01:00PM ET,PUR,1.38
G,Bowen Hardman (26970054),Bowen Hardman,26970054,G/UTIL,3000,OSU@PUR 03/11/2023 01:00PM ET,OSU,2
G,Tanner Holden (26970056),Tanner Holden,26970056,G/UTIL,3000,OSU@PUR 03/11/2023 01:00PM ET,OSU,8.08
G,Colby Baumann (26970058),Colby Baumann,26970058,G/UTIL,3000,OSU@PUR 03/11/2023 01:00PM ET,OSU,1.58
G,Eugene Brown III (26970060),Eugene Brown III,26970060,G/UTIL,3000,OSU@PUR 03/11/2023 01:00PM ET,OSU,5.26
F,Jordan Geronimo (26969786),Jordan Geronimo,26969786,F/UTIL,3000,PSU@IU 03/11/2023 03:15PM ET,IU,10.53
F,Logan Duncomb (26969788),Logan Duncomb,26969788,F/UTIL,3000,PSU@IU 03/11/2023 03:15PM ET,IU,6.47
F,Caleb Dorsey (26969800),Caleb Dorsey,26969800,F/UTIL,3000,PSU@IU 03/11/2023 03:15PM ET,PSU,6.70
F,Hogan Orbaugh (26969816),Hogan Orbaugh,26969816,F/UTIL,3000,PSU@IU 03/11/2023 03:15PM ET,IU,0
