player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Thomas Morstead,5088,P,NYJ,3,17,17,4.48,43.65,48.53,8.6,0,0,0,8,22,73.0,4,58,2,0,29.4,43,5,17,76.16,742,2,825
Bryan Anger,7072,P,DAL,3,8,8,4.44,43.75,50.38,8.3,0,0,1,2,9,64.6,2,56,0,0,50.0,33,4,8,35.52,350,1,403
Johnny Hekker,7252,P,CAR,3,15,15,4.35,46.0,50.07,10.2,0,0,3,5,5,60.5,6,69,1,0,40.0,61,6,15,65.25,690,0,751
Sam Martin,7947,P,BUF,3,5,5,4.36,34.6,51.8,33.0,0,0,0,1,4,69.7,2,64,1,0,40.0,66,2,5,21.81,173,1,259
Tress Way,8358,P,WAS,3,12,12,4.32,40.67,48.67,13.7,0,0,2,3,32,59.0,5,66,0,0,58.3,96,7,12,51.88,488,0,584
Bradley Pinion,9598,P,ATL,3,14,14,4.65,46.43,48.36,5.4,0,0,1,5,2,83.1,4,60,3,0,35.7,27,5,14,65.14,650,0,677
Riley Dixon,10862,P,DEN,3,10,10,4.56,40.9,44.8,7.8,0,0,1,3,10,76.0,5,61,1,0,50.0,39,5,10,45.6,409,0,448
Rigoberto Sanchez,12130,P,IND,3,17,17,4.21,37.06,44.29,15.4,0,0,3,3,14,66.0,6,54,3,0,47.1,123,8,17,71.49,630,0,753
Corey Bojorquez,27626,P,CLV,3,15,15,4.31,42.47,47.2,10.2,0,0,0,4,8,71.3,6,66,5,0,33.3,51,5,15,64.69,637,1,708
Logan Cooke,29214,P,JAX,3,12,12,4.25,42.67,46.67,5.6,0,0,1,3,15,66.4,7,57,2,0,41.7,28,5,12,51.05,512,1,560
Tommy Townsend,33007,P,KC,3,10,10,4.62,47.4,49.5,7.0,0,0,3,3,16,67.0,5,58,1,0,30.0,21,3,10,46.24,474,0,495
Jake Bailey,33963,P,MIA,3,5,5,4.56,43.0,46.0,5.0,0,0,0,2,17,67.8,0,55,0,0,60.0,15,3,5,22.82,215,0,230
Jack Fox,34735,P,DET,3,12,12,4.76,43.5,45.75,4.5,0,0,2,4,11,72.8,8,62,0,0,50.0,27,6,12,57.09,522,0,549
Michael Dickson,35381,P,SEA,3,9,9,4.61,46.67,53.44,4.2,0,0,1,0,29,78.3,2,73,1,0,55.6,21,5,9,41.46,420,2,481
AJ Cole,36038,P,LV,3,9,9,4.39,48.33,51.11,2.5,0,0,1,4,23,69.2,3,60,1,0,22.2,5,2,9,39.53,435,1,460
JK Scott,38809,P,LAC,3,12,12,4.75,38.33,40.92,5.5,0,0,2,7,27,62.9,5,62,0,0,16.7,11,2,12,56.94,460,1,491
Mitch Wishnowsky,44663,P,SF,3,10,10,4.51,42.3,45.9,5.3,0,0,1,3,28,79.7,7,67,2,0,30.0,16,3,10,45.09,423,1,459
Braden Mann,44664,P,PHI,1,1,1,4.15,38.0,38.0,,0,0,0,1,24,60.0,1,38,0,0,0.0,0,0,1,4.15,38,0,38
Nolan Cooney,44995,P,ARZ,3,10,10,4.54,43.2,47.5,4.6,0,0,0,3,1,62.4,2,56,1,0,50.0,23,5,10,45.38,432,1,475
Ryan Stonehouse,52045,P,TEN,3,15,15,4.14,43.13,52.47,10.0,0,0,0,0,31,66.5,5,74,4,0,53.3,80,8,15,62.04,647,3,787
Daniel Whelan,57639,P,GB,3,13,13,4.56,33.0,46.23,22.4,0,0,0,5,12,69.6,3,68,0,0,38.5,112,5,13,59.29,429,3,601
Jordan Stout,57649,P,BLT,3,14,14,4.31,37.29,49.64,30.6,0,0,2,6,3,62.7,6,67,0,0,35.7,153,5,14,60.35,522,1,695
Bryce Baringer,60274,P,NE,3,17,17,4.15,36.71,43.53,12.0,0,0,1,6,19,53.4,10,65,1,0,47.1,96,8,17,70.52,624,1,740
Brad Robbins,60291,P,CIN,3,18,18,4.29,38.83,41.06,4.0,0,0,0,9,7,54.3,4,54,3,0,27.8,20,5,18,77.18,699,1,739
Trenton Gill,60295,P,CHI,3,14,14,4.45,39.93,48.07,11.8,0,0,2,1,6,65.8,4,58,2,0,57.1,94,8,14,62.3,559,1,673
Pressley Harvin III,62973,P,PIT,3,19,19,4.43,40.63,47.21,10.6,0,0,4,2,25,58.0,9,63,3,0,42.1,85,8,19,84.16,772,2,897
Jamie Gillan,63303,P,NYG,3,12,12,4.4,45.67,48.92,6.5,0,0,1,5,21,69.5,4,62,0,0,50.0,39,6,12,52.79,548,0,587
Ryan Wright,77591,P,MIN,3,11,11,4.22,44.36,50.82,6.2,0,0,1,1,18,56.3,4,58,2,0,45.5,31,5,11,46.4,488,2,559
Arryn Siposs,82019,P,PHI,2,8,8,4.32,38.5,43.38,7.8,0,0,1,2,24,59.1,2,54,0,0,62.5,39,5,8,34.59,308,0,347
Jake Camarda,82636,P,TB,3,14,14,4.5,44.86,54.79,14.1,0,0,2,2,30,71.6,7,74,1,0,50.0,99,7,14,63.02,628,2,767
Lou Hedley,98796,P,NO,3,17,17,3.94,39.29,43.76,6.2,0,0,2,1,20,53.2,8,52,4,0,52.9,56,9,17,66.9,668,1,744
Ty Zentner,99465,P,HST,3,11,11,4.22,39.64,43.27,0.0,0,0,1,5,13,53.7,1,54,2,0,9.1,0,1,11,46.46,436,2,476
Ethan Evans,112090,P,LA,3,9,9,4.4,42.56,51.0,12.7,0,0,0,2,26,66.2,2,72,1,0,66.7,76,6,9,39.63,383,0,459
