player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Calais Campbell,4364,ED,ATL,3,1,1.5,0,0,2,55.9,71.4,83.2,57.4,79.8,27.5,22.2,2,0,48,50,12.5,6,6
Brandon Graham,5538,ED,PHI,3,0,4.5,0,0,24,72.9,77.5,80.8,66.6,69.6,73.1,0.0,0,0,13,13,7.7,1,2
Kareem Jackson,5545,S,DEN,3,3,12.0,0,0,10,65.5,57.1,0.0,,50.5,74.6,0.0,0,2,74,76,0.0,0,4
Jerry Hughes,5556,ED,HST,3,0,2.3,0,0,13,60.0,45.8,25.2,53.9,49.7,27.2,20.0,1,1,24,26,12.5,3,4
Al Woods,5646,DI,NYJ,3,1,1.0,0,0,22,,54.8,80.0,54.4,55.6,71.1,0.0,0,0,53,56,5.7,3,3
Patrick Peterson,6157,CB,PIT,3,2,5.3,1,0,25,72.7,72.8,81.1,,66.0,50.6,0.0,0,1,80,83,1.3,1,3
Cameron Jordan,6176,ED,NO,3,3,3.8,0,0,20,62.0,76.0,83.9,66.8,76.0,77.1,0.0,0,0,45,49,6.7,3,5
Cameron Heyward,6183,DI,PIT,1,0,,0,0,25,,56.9,72.7,62.2,54.5,,,0,0,4,5,0.0,0,0
Justin Houston,6222,ED,CAR,3,1,2.0,0,0,5,76.0,63.7,29.5,68.4,51.8,30.5,40.0,2,1,37,38,0.0,0,2
Lawrence Guy Sr.,6385,DI,NE,3,4,2.0,0,0,19,,42.0,80.1,47.9,45.1,72.2,0.0,0,0,48,49,6.3,3,3
Stephon Gilmore,7016,CB,DAL,3,0,7.0,0,0,9,71.2,70.6,79.9,,61.1,68.2,50.0,1,1,58,58,0.0,0,1
Fletcher Cox,7018,DI,PHI,3,1,3.5,0,0,24,,69.2,36.8,67.4,68.3,72.0,0.0,0,1,32,32,3.1,1,4
Bobby Wagner,7050,LB,SEA,3,3,2.1,0,0,29,57.1,76.9,79.6,55.3,91.6,83.9,5.6,1,0,78,79,15.4,12,14
Lavonte David,7060,LB,TB,3,2,2.3,0,0,30,61.3,62.2,79.9,57.0,62.4,58.1,23.1,3,0,68,68,7.4,5,8
Demario Davis,7079,LB,NO,3,2,6.0,0,0,20,63.9,78.0,81.3,64.8,89.1,88.0,0.0,0,0,57,62,7.0,4,10
Rodney McLeod,7271,S,CLV,3,1,7.0,0,0,8,54.0,54.7,79.2,,61.8,50.8,20.0,1,0,29,30,3.4,1,3
Tashaun Gipson Sr.,7288,S,SF,3,1,4.5,0,0,28,77.1,79.1,83.0,54.5,66.0,69.9,25.0,1,0,37,38,2.7,1,2
Harrison Smith,7641,S,MIN,3,0,5.5,0,0,18,75.9,64.0,81.2,48.8,36.8,34.8,50.0,4,0,86,88,0.0,0,4
Justin Bethel,7654,CB,MIA,2,1,-2.0,0,0,17,76.8,80.0,76.3,91.6,55.6,81.7,0.0,0,0,18,18,5.6,1,1
Darius Slay,7817,CB,PHI,3,0,7.0,0,0,24,57.5,58.0,81.6,,59.1,64.0,0.0,0,0,45,45,0.0,0,1
Johnathan Hankins,7830,DI,DAL,3,5,3.5,0,0,9,75.4,51.4,10.6,63.3,47.5,28.2,22.2,2,1,33,34,6.1,2,2
Tyrann Mathieu,7850,S,NO,3,2,5.3,1,0,20,66.0,67.4,80.5,57.5,64.9,55.2,28.6,2,1,57,62,1.8,1,3
John Jenkins,7863,DI,LV,3,1,1.7,0,0,23,,60.5,80.7,65.8,55.6,72.6,0.0,0,0,58,60,8.6,5,6
William Gholston,7908,DI,TB,3,0,1.0,0,0,30,,58.4,78.1,68.5,51.0,69.4,0.0,0,0,28,28,7.1,2,3
Micah Hyde,7941,S,BUF,3,1,24.5,0,0,4,88.0,90.1,81.2,60.0,64.6,71.2,0.0,0,0,48,49,0.0,0,2
Jordan Poyer,8000,S,BUF,3,2,6.8,0,0,4,58.7,55.6,78.6,55.1,51.2,71.7,0.0,0,0,49,50,4.1,2,5
Nick Williams,8006,DI,LAC,3,4,2.0,0,0,27,66.0,48.6,80.4,60.8,39.7,32.7,16.7,1,0,46,47,2.2,1,1
Mike Purcell,8530,DI,DEN,3,3,,1,0,10,60.0,52.6,17.5,65.5,57.1,24.2,40.0,2,1,40,43,0.0,0,0
Jadeveon Clowney,8636,ED,BLT,3,1,2.2,0,0,3,64.5,73.2,85.0,71.7,59.8,29.2,14.3,1,0,32,33,9.4,3,5
Khalil Mack,8640,ED,LAC,3,1,2.4,0,0,27,61.6,67.4,84.1,66.7,60.1,31.2,20.0,2,0,60,63,10.0,6,7
Aaron Donald,8648,DI,LA,3,2,1.8,1,0,26,60.0,90.4,43.6,91.2,68.1,36.0,22.2,2,1,53,54,9.4,5,5
C.J. Mosley,8652,LB,NYJ,3,4,4.0,0,0,22,63.1,67.6,80.9,66.8,66.9,78.8,6.7,1,0,99,102,4.0,4,10
Jimmie Ward,8665,S,HST,1,2,4.0,0,0,13,67.9,70.5,73.9,59.1,66.4,84.4,0.0,0,1,21,22,4.8,1,1
DeMarcus Lawrence,8669,ED,DAL,3,2,-1.3,0,0,9,61.0,91.7,82.1,76.1,92.5,48.3,0.0,0,0,24,25,16.7,4,4
Jerick McKinnon,8731,HB,KC,1,0,,0,0,16,,60.0,60.4,,60.0,,,0,0,1,1,0.0,0,0
DaQuan Jones,8747,DI,BUF,3,3,1.5,0,0,4,,83.6,79.3,77.6,72.2,72.6,0.0,0,0,27,27,11.1,3,4
Brent Urban,8769,DI,BLT,3,1,2.0,0,0,3,,64.4,77.3,60.2,63.8,28.6,33.3,1,0,12,12,8.3,1,1
Shelby Harris,8869,DI,CLV,3,1,1.0,0,0,8,58.0,76.1,78.2,63.7,78.6,50.2,12.5,1,0,29,29,20.7,6,6
Denico Autry,8982,ED,TEN,3,0,0.4,0,0,31,60.2,74.2,83.4,69.5,66.6,76.0,16.7,1,0,31,31,16.1,5,5
Shaquil Barrett,9000,ED,TB,3,1,3.3,0,0,30,73.5,74.9,30.0,83.1,51.9,76.0,0.0,0,1,37,37,0.0,0,3
Kerry Hyder Jr.,9045,ED,SF,3,0,,0,0,28,,60.1,79.9,66.9,43.4,69.6,,0,0,7,8,0.0,0,0
Adrian Phillips,9177,S,NE,3,1,3.0,0,0,19,53.2,60.9,73.6,,75.2,80.0,0.0,0,0,8,9,12.5,1,2
C.J. Goodwin,9243,CB,DAL,2,0,,0,0,9,69.3,69.2,82.1,,60.0,75.4,,0,0,3,3,0.0,0,0
Dante Fowler Jr.,9436,ED,DAL,3,0,4.0,0,0,9,61.0,56.1,15.5,61.9,54.3,23.6,50.0,1,1,13,13,0.0,0,1
Leonard Williams,9439,DI,NYG,3,3,1.6,0,0,21,60.0,82.1,38.7,88.5,66.4,73.3,0.0,0,1,58,58,6.9,4,5
Arik Armstead,9450,DI,SF,3,0,1.0,0,0,28,62.3,87.8,81.6,83.1,66.1,36.7,0.0,0,0,30,31,3.3,1,2
Marcus Peters,9451,CB,LV,3,0,-2.0,0,0,23,60.2,60.5,81.5,,58.7,47.1,50.0,2,1,82,84,2.4,2,2
Bud Dupree,9455,ED,ATL,3,3,2.0,0,0,2,60.6,52.0,81.1,51.8,54.9,59.4,0.0,0,0,50,52,2.0,1,2
Shaq Thompson,9458,LB,CAR,2,3,6.5,0,0,5,59.9,65.3,75.2,64.3,65.8,43.2,0.0,0,0,34,35,2.9,1,4
Mario Edwards Jr.,9468,DI,SEA,3,0,1.0,0,0,29,,77.3,25.3,84.9,61.5,28.7,33.3,1,1,33,34,3.0,1,2
Preston Smith,9471,ED,GB,3,3,1.0,0,0,12,79.0,72.7,81.0,54.4,78.2,67.4,0.0,0,0,51,53,9.8,5,6
Eric Kendricks,9478,LB,LAC,1,0,0.0,0,0,27,50.1,54.9,76.2,64.8,64.2,78.6,0.0,0,0,19,20,5.3,1,1
Denzel Perryman,9481,LB,HST,2,8,2.4,0,0,13,48.0,59.1,77.8,46.9,74.3,45.7,10.0,2,0,47,49,17.0,8,10
Ronald Darby,9483,CB,BLT,3,1,0.0,0,0,3,61.5,63.9,81.1,,74.2,67.0,0.0,0,0,46,47,2.2,1,1
Jordan Phillips,9485,DI,BUF,3,0,5.0,0,0,4,60.0,41.7,0.0,52.1,50.3,26.6,0.0,0,1,19,20,5.3,1,2
Markus Golden,9491,ED,PIT,3,0,1.7,0,0,25,77.3,78.5,79.2,63.7,72.7,76.3,0.0,0,0,33,35,9.1,3,3
Randy Gregory,9493,ED,DEN,3,2,4.0,0,0,10,29.3,39.5,1.6,53.8,55.0,77.1,0.0,0,2,51,52,3.9,2,3
Frank Clark,9496,ED,DEN,1,0,,0,0,10,63.4,48.3,0.0,55.1,60.0,71.6,,0,1,6,6,0.0,0,0
Jordan Hicks,9517,LB,MIN,3,2,3.3,0,0,18,85.4,72.0,83.1,52.8,57.9,78.2,7.7,1,0,83,85,7.2,6,10
Danielle Hunter,9521,ED,MIN,3,5,1.6,0,0,18,70.8,67.8,85.7,69.1,54.6,69.7,7.1,1,0,82,83,8.5,7,8
Steven Nelson,9531,CB,HST,3,0,2.3,0,0,13,79.6,77.5,82.3,60.0,60.9,36.5,40.0,2,1,70,73,4.3,3,3
Angelo Blackson,9533,DI,JAX,3,0,0.0,0,0,15,58.5,44.5,79.1,51.4,47.8,26.3,0.0,0,0,23,24,4.3,1,1
Za'Darius Smith,9555,ED,CLV,3,3,1.0,0,0,8,61.7,88.7,30.5,79.3,86.4,28.7,16.7,1,1,27,27,7.4,2,2
Kwon Alexander,9557,LB,PIT,3,3,4.3,0,0,25,62.0,62.1,76.9,73.8,56.7,66.8,15.4,2,0,50,53,6.0,3,8
Grady Jarrett,9570,DI,ATL,3,4,2.0,0,0,2,,80.4,81.4,79.2,67.3,35.6,20.0,2,0,51,53,7.8,4,4
Adrian Amos,9575,S,NYJ,3,1,4.0,0,0,22,60.5,70.9,83.2,,83.6,70.8,0.0,0,0,71,74,4.2,3,6
Quandre Diggs,9633,S,SEA,3,3,6.7,0,0,29,40.9,33.4,3.8,,42.7,34.7,45.5,5,1,78,79,0.0,0,3
Rakeem Nunez-Roches,9650,DI,NYG,3,2,5.8,0,0,21,,44.0,79.6,54.1,44.0,71.5,0.0,0,0,48,50,2.1,1,4
Troy Hill,9881,CB,CAR,3,1,8.0,0,0,5,61.7,52.2,0.0,55.0,30.6,34.3,0.0,0,1,35,37,0.0,0,1
DeShawn Williams,9891,DI,CAR,3,0,3.0,0,0,5,,54.1,80.4,61.0,50.7,52.0,11.1,1,0,65,66,7.7,5,8
