player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Sam Cosmi,60114,G,WAS,15,0,32,72.7,4,23,674,100.0,100.0,97.8,1,28,1,712,712,71.0,2,17,340,100.0,100.0,96.9,20,1,360,360
Andrew Wylie,12333,T,WAS,15,1,32,67.5,6,27,657,100.0,100.0,96.1,3,42,9,693,693,60.3,6,20,334,100.0,100.0,93.7,34,8,354,354
Creed Humphrey,59996,C,KC,15,0,16,77.2,3,9,649,100.0,100.0,98.5,2,16,4,692,692,78.6,2,4,317,100.0,100.0,98.1,9,3,348,348
Joe Thuney,10712,G,KC,15,0,16,83.6,4,24,649,100.0,100.0,97.5,1,30,2,692,692,73.0,3,21,317,100.0,100.0,95.6,26,2,348,348
Jawaan Taylor,41665,T,KC,15,2,16,67.6,6,31,640,99.8,99.9,96.3,9,42,5,683,684,61.0,6,24,313,100.0,100.0,94.2,33,3,344,344
Trey Smith,62960,G,KC,15,2,16,65.4,5,26,638,100.0,100.0,97.3,5,33,2,681,681,53.9,5,22,314,100.0,100.0,95.1,29,2,345,345
Wyatt Teller,46131,G,CLV,15,2,8,67.4,4,16,633,100.0,100.0,97.5,4,26,6,677,677,56.5,3,11,288,100.0,100.0,95.5,20,6,308,308
Luke Fortner,42028,C,JAX,15,0,15,51.7,3,20,636,100.0,100.0,97.6,1,27,4,674,674,34.8,3,10,273,100.0,100.0,96.2,17,4,297,297
Taylor Moton,11819,T,CAR,15,0,5,76.7,0,38,622,100.0,100.0,96.8,1,39,1,667,667,71.7,0,34,355,100.0,100.0,94.9,35,1,384,384
Ikem Ekwonu,98286,T,CAR,15,2,5,60.7,7,23,622,100.0,100.0,96.3,4,38,8,667,667,55.0,5,17,355,100.0,100.0,94.9,29,7,384,384
Bradley Bozeman,27934,C,CAR,15,0,5,48.1,4,17,622,100.0,100.0,97.0,1,29,8,667,667,40.0,4,14,355,100.0,100.0,95.8,24,6,384,384
Zion Johnson,99681,G,LAC,15,0,27,58.8,7,22,623,100.0,100.0,97.0,2,33,4,661,661,53.4,5,18,314,100.0,100.0,95.1,27,4,335,335
Jamaree Salyer,81656,G,LAC,15,0,27,60.0,7,22,623,100.0,100.0,96.5,1,36,7,661,661,49.2,6,16,314,100.0,100.0,94.6,28,6,335,335
Rashawn Slater,59971,T,LAC,15,0,27,83.8,7,25,623,100.0,100.0,97.0,4,35,3,661,661,78.8,5,20,314,100.0,100.0,95.4,27,2,335,335
Trey Pipkins III,91462,T,LAC,15,2,27,66.0,8,31,623,100.0,99.8,95.4,5,48,9,660,661,58.9,7,25,314,100.0,100.0,92.4,40,8,335,335
Laken Tomlinson,9461,G,NYJ,15,0,22,59.7,10,31,621,100.0,100.0,95.6,0,48,7,659,659,46.0,9,20,307,100.0,100.0,93.3,35,6,330,330
Terence Steele,39461,T,DAL,15,1,9,45.6,10,32,606,100.0,100.0,95.4,2,49,7,653,653,31.1,8,26,239,100.0,100.0,90.4,40,6,264,264
