team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
MIA,17,15,541,12,69,541,89.4,98,17
ATL,2,15,525,19,74,525,87.5,112,19
BUF,4,15,572,20,114,572,86.7,143,9
LV,23,15,523,20,80,523,86.4,121,21
JAX,15,15,636,22,111,636,86.4,153,20
IND,14,15,593,17,117,593,86.2,149,15
DEN,10,15,526,19,101,526,86.1,133,13
DAL,9,15,606,28,104,606,86.0,151,19
DET,11,15,575,37,99,575,85.6,151,15
BLT,3,15,541,18,103,541,85.5,139,18
GB,12,15,565,21,109,565,85.5,147,17
MIN,18,15,621,49,96,621,85.1,165,20
HST,13,15,594,22,121,594,84.8,162,19
NO,20,15,587,21,111,587,84.7,156,24
KC,16,15,649,31,137,649,84.6,184,16
PHI,24,15,583,14,143,583,84.3,170,13
TB,30,15,569,21,119,569,84.2,160,20
CLV,8,15,633,30,130,633,83.7,183,23
CIN,7,15,617,31,121,617,83.3,179,27
ARZ,1,15,567,29,107,567,83.2,163,27
LAC,27,15,623,36,124,623,83.1,185,25
PIT,25,15,517,27,119,517,83.0,161,15
LA,26,15,570,36,123,570,82.9,177,18
WAS,32,15,676,31,151,676,82.2,211,29
SF,28,15,490,20,123,490,82.1,159,16
CHI,6,15,556,27,144,556,81.6,188,17
NE,19,15,556,24,131,556,81.0,183,28
SEA,29,15,568,26,145,568,80.2,198,27
CAR,5,15,622,26,159,622,80.1,216,31
NYG,21,15,574,19,161,574,78.0,216,36
NYJ,22,15,621,37,154,621,77.4,236,45
TEN,31,15,516,49,129,516,74.8,219,41
