player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Calais Campbell,4364,ED,ATL,15,11,1.7,0,0,2,61.8,79.6,89.9,67.7,79.2,33.1,15.9,7,0,247,252,9.3,23,26
Brandon Graham,5538,ED,PHI,15,0,3.7,0,0,24,67.8,79.5,68.5,77.4,67.6,68.4,0.0,0,1,105,111,4.8,5,6
Jason Pierre-Paul,5540,ED,MIA,2,1,1.0,0,0,17,,65.8,75.7,51.3,70.5,71.4,0.0,0,0,14,14,7.1,1,1
Kareem Jackson,5545,S,DEN,8,7,8.2,0,0,10,76.1,67.5,0.0,62.8,49.6,68.1,20.0,5,4,200,206,0.5,1,13
Jerry Hughes,5556,ED,HST,15,2,1.9,0,0,13,63.9,69.1,75.6,64.1,65.5,55.1,11.5,3,1,156,160,10.9,17,21
Linval Joseph,5571,DI,BUF,7,1,2.5,0,0,4,75.2,38.8,84.0,53.2,31.0,52.8,0.0,0,0,72,74,4.2,3,6
Al Woods,5646,DI,NYJ,6,2,1.0,0,0,22,,54.0,81.4,53.0,55.4,71.5,0.0,0,0,70,74,4.3,3,3
Von Miller,6154,ED,BUF,11,0,2.5,0,0,4,65.1,44.4,58.4,48.7,43.4,27.0,33.3,1,1,59,60,1.7,1,2
Patrick Peterson,6157,CB,PIT,15,5,7.2,1,0,25,64.9,63.9,44.9,75.3,58.8,39.0,11.1,2,5,366,376,0.8,3,11
Cameron Jordan,6176,ED,NO,15,14,3.4,0,0,20,83.2,74.7,80.5,65.7,71.9,62.5,5.1,2,1,274,283,5.5,15,23
Cameron Heyward,6183,DI,PIT,9,5,3.0,0,0,25,67.0,70.5,84.4,60.3,68.5,70.3,3.6,1,0,140,144,13.6,19,22
Justin Houston,6222,ED,CAR,7,2,1.7,0,0,5,82.9,61.2,48.1,61.8,49.0,44.8,28.6,2,1,58,59,1.7,1,3
Lawrence Guy Sr.,6385,DI,NE,15,12,2.2,0,0,19,63.5,42.6,86.3,45.3,43.5,58.8,3.0,1,0,242,251,7.4,18,20
Nick Bellore,6515,LB,SEA,4,0,-1.0,0,0,29,63.6,76.6,70.0,58.3,72.9,71.7,0.0,0,0,9,10,11.1,1,1
Stephon Gilmore,7016,CB,DAL,15,1,6.7,2,0,9,70.3,73.1,87.5,,79.4,75.5,9.1,1,6,356,359,0.6,2,9
Fletcher Cox,7018,DI,PHI,14,5,3.1,0,0,24,67.0,75.2,65.6,73.1,64.8,69.7,0.0,0,2,176,181,5.7,10,18
Bruce Irvin,7021,ED,DET,1,0,,0,0,11,41.9,45.4,0.0,63.8,60.0,69.2,,0,1,1,1,0.0,0,0
Melvin Ingram III,7024,ED,MIA,1,0,4.0,0,0,17,60.0,68.4,74.7,65.0,64.0,27.6,33.3,1,0,8,8,12.5,1,2
Bobby Wagner,7050,LB,SEA,15,25,2.7,0,0,29,56.6,77.7,85.6,76.1,90.6,90.2,5.6,5,1,388,391,10.3,40,60
Lavonte David,7060,LB,TB,13,10,2.1,0,0,30,70.1,72.9,64.2,68.7,72.4,71.5,10.2,5,1,264,267,9.1,24,34
Demario Davis,7079,LB,NO,15,22,4.0,1,0,20,87.1,90.1,88.0,75.5,82.0,81.1,10.3,7,1,376,390,6.4,24,39
Rodney McLeod,7271,S,CLV,10,5,4.9,0,0,8,52.5,54.1,83.0,52.5,61.3,50.3,21.7,5,0,102,106,9.8,10,13
Tashaun Gipson Sr.,7288,S,SF,15,10,5.7,1,0,28,71.6,72.2,43.5,55.6,78.8,71.4,12.0,3,4,273,281,1.8,5,12
Harrison Smith,7641,S,MIN,15,11,4.7,0,1,18,73.7,71.6,88.1,60.5,64.0,64.0,20.5,8,1,352,363,2.8,10,20
Josh Norman,7649,CB,BUF,1,0,5.0,0,0,4,,47.5,70.1,,54.4,70.5,0.0,0,0,5,5,0.0,0,1
Justin Bethel,7654,CB,MIA,4,1,1.7,0,0,17,69.3,73.7,80.0,90.9,65.6,85.2,0.0,0,0,33,34,6.1,2,3
Darius Slay,7817,CB,PHI,12,3,12.3,0,0,24,68.6,68.4,87.8,,58.8,64.3,9.1,1,3,227,235,0.9,2,7
Johnathan Hankins,7830,DI,DAL,13,9,3.2,0,0,9,65.4,49.9,28.8,61.2,48.7,46.5,10.7,3,3,167,168,4.8,8,16
Tyrann Mathieu,7850,S,NO,15,9,7.7,1,0,20,81.0,77.1,66.4,61.7,67.7,76.8,12.9,4,3,377,391,1.6,6,18
John Jenkins,7863,DI,LV,15,16,2.7,0,0,23,59.1,64.6,86.9,69.0,58.4,60.4,4.0,2,0,275,289,8.0,22,32
Logan Ryan,7864,S,SF,1,0,15.0,0,0,28,63.6,66.7,73.8,,60.0,77.2,0.0,0,0,1,1,0.0,0,1
Duron Harmon,7872,S,CLV,4,0,4.0,0,0,8,58.5,53.9,77.9,63.3,41.7,85.5,0.0,0,0,48,49,2.1,1,1
William Gholston,7908,DI,TB,13,2,2.5,0,0,30,62.1,62.3,55.4,59.2,60.6,59.6,6.7,1,1,111,115,7.2,8,12
Micah Hyde,7941,S,BUF,12,2,21.6,0,0,4,67.3,66.2,87.6,63.0,56.0,69.4,18.8,3,0,228,234,0.4,1,11
Jordan Poyer,8000,S,BUF,14,13,6.8,0,0,4,77.0,76.6,64.0,52.3,77.0,79.4,5.0,2,1,303,310,4.0,12,25
Nick Williams,8006,DI,LAC,14,8,2.5,0,0,27,81.3,59.7,86.1,63.5,51.0,39.8,11.1,3,0,200,204,4.5,9,16
Mike Purcell,8530,DI,DEN,14,9,2.9,1,0,10,45.2,48.7,70.9,58.5,47.4,27.5,20.0,5,1,201,211,4.5,9,11
Jadeveon Clowney,8636,ED,BLT,15,4,2.3,0,0,3,63.9,83.0,69.8,80.3,69.8,38.0,15.4,4,2,138,140,10.1,14,18
Khalil Mack,8640,ED,LAC,15,10,1.5,0,1,27,82.5,91.5,90.0,84.0,90.9,71.7,4.8,2,0,299,305,9.0,27,30
Anthony Barr,8644,LB,MIN,2,0,,0,0,18,85.2,73.6,77.5,48.8,61.8,70.5,,0,0,3,3,0.0,0,0
Aaron Donald,8648,DI,LA,15,11,1.3,1,0,26,49.8,90.3,68.6,91.3,68.3,52.5,7.1,3,2,269,279,8.6,23,28
C.J. Mosley,8652,LB,NYJ,15,32,3.5,0,0,22,86.6,79.0,24.3,72.7,64.7,78.7,6.1,5,4,425,439,7.1,30,45
Jason Verrett,8660,CB,SF,1,0,,0,0,28,45.5,45.1,68.9,,60.0,,,0,0,1,1,0.0,0,0
Jimmie Ward,8665,S,HST,10,7,6.7,0,0,13,67.8,68.4,13.1,50.7,73.9,83.9,5.6,1,3,183,187,2.2,4,10
Bradley Roby,8666,CB,PHI,8,0,-1.5,0,0,24,59.7,60.8,82.6,68.2,58.7,46.0,50.0,2,0,93,98,2.2,2,2
DeMarcus Lawrence,8669,ED,DAL,15,12,1.2,1,1,9,64.4,91.2,63.9,80.6,92.2,43.9,7.3,3,2,185,187,10.8,20,26
Kyle Van Noy,8675,ED,BLT,12,3,4.3,0,0,3,68.3,70.2,69.5,71.3,54.5,58.9,0.0,0,1,100,103,7.0,7,10
Jerick McKinnon,8731,HB,KC,1,0,,0,0,16,,60.0,60.4,,60.0,,,0,0,1,1,0.0,0,0
DaQuan Jones,8747,DI,BUF,5,3,1.4,0,0,4,60.0,90.2,80.9,89.5,76.9,29.5,11.1,1,0,33,33,12.1,4,5
Brent Urban,8769,DI,BLT,15,3,2.9,0,0,3,62.8,68.2,84.8,61.6,65.6,66.7,5.9,1,0,92,93,7.6,7,13
Shelby Harris,8869,DI,CLV,15,4,0.3,0,0,8,57.6,71.9,32.4,76.6,67.6,36.9,15.4,4,3,165,171,9.1,15,18
Denico Autry,8982,ED,TEN,15,11,0.6,2,0,31,68.8,63.5,50.1,68.7,52.0,37.2,20.6,7,4,230,234,6.5,15,16
Shaquil Barrett,9000,ED,TB,15,12,2.2,0,0,30,48.0,76.1,38.6,84.3,68.3,68.9,5.9,2,4,195,198,6.2,12,20
Kerry Hyder Jr.,9045,ED,HST,6,1,-3.0,0,0,13,60.0,60.3,83.9,62.0,52.7,74.5,0.0,0,0,29,32,3.4,1,1
Adrian Phillips,9177,S,NE,12,2,6.2,0,0,19,45.3,46.5,79.2,39.5,64.3,28.3,12.5,1,0,43,45,7.0,3,5
C.J. Goodwin,9243,CB,DAL,2,0,,0,0,9,69.3,69.2,82.1,,60.0,75.4,,0,0,3,3,0.0,0,0
Daniel Sorensen,9253,S,NO,2,0,,0,0,20,47.7,46.4,70.8,,60.0,22.6,,0,0,3,3,0.0,0,0
Keith Smith,9302,FB,ATL,1,0,,0,0,2,,61.6,60.1,,60.0,,,0,0,1,1,0.0,0,0
