player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Keenan Allen,7857,WR,LAC,13,144,0,27,9.7,1,68.1,63.6,7,11,3.0,1,19,0,78.5,88.1,1,28,1.1,2,180,32,91.1,164,102.5,47,32.6,3,353,115,3.6,11.0,2.15,0,10.8,6,77.9,37.5,3,8,4.3,3,32,2,80.0,81.9,1,42,0.3,1,318,67,94.7,301,109.4,86,59.7,2,822,252,3.8,12.3,2.73
Puka Nacua,100632,WR,LA,15,139,0,26,9.7,2,55.9,20.0,2,10,9.5,2,16,0,59.5,72.2,0,36,1.9,3,158,19,89.2,141,99.3,34,24.5,1,333,175,9.2,17.5,2.36,0,10.2,6,78.4,71.4,5,7,6.8,5,40,1,68.8,90.1,2,70,1.9,6,324,69,93.2,302,112.0,88,63.3,3,917,326,4.7,13.3,3.04
CeeDee Lamb,61570,WR,DAL,14,139,0,9,12.1,4,72.7,57.1,4,7,5.9,2,24,0,68.8,92.0,0,49,0.0,0,148,32,91.2,135,140.1,44,31.7,4,497,177,5.5,15.5,3.68,0,10.9,8,72.5,37.5,6,16,3.3,2,32,1,82.4,80.4,0,32,0.0,0,328,58,93.9,308,110.2,80,57.6,3,676,234,4.0,11.7,2.19
Michael Pittman Jr.,29049,WR,IND,14,137,0,14,8.0,2,68.6,50.0,6,12,5.4,2,15,1,80.8,79.5,2,75,0.0,0,174,35,93.1,162,93.0,51,37.2,3,373,186,5.3,10.7,2.3,0,7.5,3,76.0,53.8,7,13,3.4,2,29,0,82.8,75.0,4,42,0.9,3,333,57,93.4,311,80.0,75,54.7,1,582,252,4.4,10.2,1.87
A.J. Brown,48327,WR,PHI,14,136,0,24,11.4,6,64.0,50.0,5,10,5.9,2,23,0,70.8,91.8,3,38,0.0,0,145,32,90.3,131,95.2,50,36.8,4,457,192,6.0,14.3,3.49,0,13.3,12,71.3,42.1,8,19,1.7,1,36,1,88.9,85.8,1,59,0.0,0,332,57,97.6,324,109.4,80,58.8,3,781,249,4.4,13.7,2.41
Stefon Diggs,9579,WR,BUF,14,136,0,4,10.7,4,59.5,38.5,5,13,3.8,1,14,0,75.7,74.6,0,55,0.0,0,182,25,92.9,169,113.8,42,30.9,4,306,98,3.9,12.2,1.81,0,9.6,5,70.3,30.0,3,10,8.8,5,26,1,58.8,71.3,1,48,0.0,0,273,52,94.5,258,99.5,74,54.4,3,551,161,3.1,10.6,2.14
Davante Adams,8688,WR,LV,14,135,0,23,11.0,1,51.1,41.7,5,12,11.5,3,14,0,61.3,77.0,1,33,0.0,0,129,23,93.0,120,87.5,45,33.3,4,242,73,3.2,10.5,2.02,0,11.7,5,71.0,14.3,1,7,3.9,2,26,0,79.0,78.7,4,46,0.0,0,271,49,97.8,265,77.6,69,51.1,1,590,184,3.8,12.0,2.23
Garrett Wilson,97405,WR,NYJ,14,133,0,22,10.0,2,57.9,70.0,7,10,4.3,1,13,0,49.3,68.2,3,29,0.0,0,155,22,92.9,144,48.0,38,28.6,1,199,34,1.5,9.0,1.38,0,10.8,8,63.5,16.7,3,18,6.0,3,21,2,69.8,69.9,2,68,0.0,0,311,47,95.2,296,77.9,74,55.6,1,526,173,3.7,11.2,1.78
Chris Olave,84355,WR,NO,14,129,0,20,14.6,1,60.6,62.5,5,8,4.8,1,16,0,71.3,90.5,0,51,0.0,0,109,20,94.5,103,118.6,33,25.6,2,363,109,5.5,18.2,3.52,0,13.2,3,64.7,28.6,4,14,6.8,4,34,0,67.2,79.4,3,42,0.0,0,324,55,97.2,315,79.8,85,65.9,2,625,215,3.9,11.4,1.98
Ja'Marr Chase,84270,WR,CIN,14,128,0,7,8.6,1,78.6,87.5,7,8,0.0,0,17,0,84.5,83.9,0,76,0.0,0,134,22,94.0,126,147.3,28,21.9,5,276,149,6.8,12.5,2.19,0,9.5,13,72.0,30.8,4,13,3.3,2,35,1,83.2,85.3,2,63,0.0,0,328,59,95.7,314,91.3,82,64.1,1,696,315,5.3,11.8,2.22
