player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Jared Goff,10635,QB,DET,16,78.3,526,573,7.2,2.57,9,19,3.2,67.0,384,0,214,6.8,609,28,215,11,59.2,83.6,83.7,49.1,7,12,639,10,13.6,96.4,4.8,29,7,4,27,28,16,2.5,4254,7.4
Patrick Mahomes,11765,QB,KC,15,78.2,522,568,6.9,3.04,4,23,3.8,66.9,380,1,228,6.9,644,28,221,16,73.3,84.9,80.3,83.0,12,14,684,5,11.0,91.7,3.9,25,49,2,28,26,21,3.1,3937,6.9
Sam Howell,97599,QB,WAS,15,75.0,504,557,7.8,2.86,16,28,4.8,63.2,352,0,256,6.9,651,26,178,32,78.7,64.3,61.0,76.4,5,17,686,3,23.4,80.5,9.2,60,32,0,32,19,24,3.5,3623,6.5
Dak Prescott,10769,QB,DAL,16,76.8,530,554,8.6,2.71,10,37,6.3,68.4,379,0,203,6.9,624,28,213,9,80.3,90.5,88.7,76.8,6,8,671,5,18.7,104.2,6.1,38,28,0,8,32,14,2.1,4237,7.6
Trevor Lawrence,77632,QB,JAX,15,74.5,490,521,8.7,2.55,14,34,6.1,65.5,341,0,180,6.6,600,24,182,15,32.2,79.7,78.4,70.2,7,12,633,7,19.4,89.1,5.8,35,39,0,10,19,25,3.9,3737,7.2
Jordan Love,40306,QB,GB,15,71.8,479,514,9.0,2.74,7,27,5.0,62.5,321,0,176,6.7,566,23,186,12,56.2,78.4,77.2,66.9,7,11,596,11,15.9,91.8,4.9,28,21,2,19,27,15,2.5,3586,7.0
Josh Allen,46601,QB,BUF,15,76.8,474,511,8.6,2.91,4,32,5.9,66.5,340,0,201,6.6,574,24,198,4,77.3,91.4,88.3,87.6,4,15,614,7,10.0,93.7,3.5,20,43,2,27,27,15,2.4,3779,7.4
Baker Mayfield,46518,QB,TB,15,73.7,463,501,9.1,2.76,15,21,3.9,64.3,322,1,202,5.6,567,19,181,30,69.9,76.1,74.6,64.1,8,8,606,3,17.3,96.2,6.2,35,27,0,15,26,19,3.1,3599,7.2
Jalen Hurts,40291,QB,PHI,15,75.3,454,499,8.7,3.12,8,26,5.0,65.5,327,0,232,4.4,579,15,191,24,61.4,84.9,82.4,75.0,5,13,606,6,14.7,89.6,5.9,34,44,0,32,20,14,2.3,3636,7.3
Tua Tagovailoa,60326,QB,MIA,15,78.7,469,495,8.1,2.32,8,32,6.2,70.5,349,0,131,5.4,536,20,204,17,47.4,88.7,90.5,28.1,3,10,558,5,19.8,105.9,4.9,26,13,2,13,26,18,3.2,4273,8.6
Derek Carr,8671,QB,NO,15,75.9,457,488,8.5,2.56,3,18,3.6,67.4,329,0,168,5.2,525,18,162,20,57.3,74.5,74.4,47.4,6,8,545,4,16.7,93.6,5.3,28,9,0,22,19,13,2.4,3417,7.0
Matthew Stafford,4924,QB,LA,14,73.5,446,487,8.4,2.62,7,33,6.4,62.0,302,0,183,7.9,529,26,175,26,91.9,88.5,86.5,61.2,4,9,563,7,14.2,93.0,4.9,26,14,3,27,23,9,1.6,3648,7.5
Bryce Young,123943,QB,CAR,14,71.8,415,477,7.9,2.92,6,16,3.2,59.7,285,1,224,4.4,560,13,142,5,26.5,55.6,52.0,79.7,5,9,600,6,23.7,75.0,9.5,53,28,1,50,11,20,3.3,2671,5.6
Justin Herbert,28237,QB,LAC,13,74.6,426,455,8.3,2.78,7,24,5.0,65.1,296,1,186,6.9,520,22,164,27,66.7,85.4,83.1,73.2,8,7,552,5,15.6,93.3,5.6,29,32,0,14,20,13,2.4,3136,6.9
Russell Wilson,7077,QB,DEN,15,78.8,400,447,7.8,3.07,11,27,5.6,66.4,297,0,218,5.7,530,18,150,10,28.9,77.5,72.5,80.3,5,8,568,2,20.6,98.0,8.5,45,36,4,27,26,17,3.0,3075,6.9
Gardner Minshew,41401,QB,IND,14,74.0,404,443,7.6,2.65,13,12,2.6,62.5,277,0,174,7.4,495,22,140,14,37.0,60.3,59.1,58.8,4,9,524,3,18.4,83.9,6.5,32,19,0,22,14,22,4.2,2940,6.6
C.J. Stroud,129759,QB,HST,13,73.0,408,441,9.7,2.96,7,20,4.2,62.4,275,0,176,7.7,497,23,173,13,41.7,81.5,78.2,76.0,3,5,528,2,19.9,98.8,7.0,35,19,6,17,20,17,3.2,3632,8.2
Geno Smith,7820,QB,SEA,13,76.7,391,438,8.3,2.73,10,27,5.7,64.8,284,0,187,5.3,486,16,154,29,73.1,80.2,79.6,60.6,7,9,522,6,16.0,90.4,6.2,30,15,4,26,17,20,3.8,3145,7.2
Lamar Jackson,46416,QB,BLT,15,76.7,404,437,9.0,3.17,9,22,4.7,66.1,289,2,199,6.8,534,21,175,3,41.2,87.4,81.6,85.0,8,7,573,9,18.1,97.0,6.7,36,60,1,15,19,15,2.6,3357,7.7
Joshua Dobbs,11890,QB,MIN,13,72.1,390,417,8.0,3.03,6,12,2.7,62.8,262,1,185,6.8,485,19,143,18,49.8,65.9,59.9,82.2,6,10,524,5,16.2,79.5,6.2,30,35,0,15,13,23,4.4,2464,5.9
Brock Purdy,77672,QB,SF,15,78.1,384,416,8.6,2.69,9,25,5.7,68.8,286,0,184,4.7,469,14,184,28,60.8,86.1,81.5,90.5,3,11,495,5,15.2,112.2,6.0,28,16,3,17,29,18,3.6,4050,9.7
Zach Wilson,82096,QB,NYJ,12,72.5,331,368,7.9,2.92,7,10,2.6,60.1,221,0,189,7.9,439,19,110,22,30.8,58.2,57.2,60.9,6,7,463,2,24.3,77.2,10.5,46,25,3,21,8,12,2.6,2271,6.2
Joe Burrow,28022,QB,CIN,10,76.8,340,365,6.9,2.47,6,17,4.4,66.8,244,0,123,6.5,403,17,122,7,87.0,77.9,76.8,68.8,6,6,422,5,19.5,91.0,6.0,24,14,1,12,15,9,2.1,2309,6.3
Desmond Ridder,55086,QB,ATL,13,71.6,331,355,8.7,2.68,8,11,2.9,63.1,224,0,130,5.5,406,13,137,2,26.7,50.9,52.1,49.7,0,10,430,5,23.8,82.0,7.6,31,19,2,14,10,23,5.3,2528,7.1
Mac Jones,60323,QB,NE,11,72.3,328,345,7.4,2.42,5,11,3.1,64.9,224,0,119,5.5,379,13,104,19,53.8,52.2,52.2,61.3,4,12,395,4,18.5,77.0,5.8,22,12,0,8,10,23,5.8,2120,6.1
