player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Calais Campbell,4364,ED,ATL,15,9,0,2,0,,,1.1,,,0,0,,54.6,0,,0.0,0,0,0.0,0,1,11.1,91,1,1,0,0,0,0,0.0,,0,0,12.0,100.0,4.7,8.0,8.0,0,0,0.0,66.9,0,13,33.3,1,0,118.8,1,8,88.9,171,6,2,1,0,13,1,1.6,13.0
Brandon Graham,5538,ED,PHI,15,19,0,24,0,,,1.7,,,0,0,,67.6,0,,0.0,0,0,0.0,0,1,5.3,59,2,1,0,0,0,0,0.0,,0,0,-7.0,0.0,9.0,,10.0,0,0,0.0,64.3,0,,0.0,0,0,39.6,0,10,52.6,111,1,1,1,0,0,0,0.0,
Kareem Jackson,5545,S,DEN,8,273,0,10,0,6.1,71.4,98.3,10.8,7.7,0,1,14.3,64.4,1,19,0.0,0,1,90.2,5,58,21.2,59,2,6,7,1,48,27,0.9,9.6,0,1,5.7,100.0,100.0,24.7,24.7,0,0,0.0,67.7,0,18,0.0,0,0,99.3,6,157,57.5,157,3,20,6,0,47,13,0.3,7.8
Jerry Hughes,5556,ED,HST,15,7,0,13,0,,,5.4,,,0,0,,60.5,0,,0.0,0,0,0.0,0,2,28.6,37,1,1,0,0,0,0,0.0,,0,0,,,2.4,,,0,0,,64.0,0,,0.0,0,0,0.0,0,4,57.1,170,3,1,0,0,0,0,0.0,
Von Miller,6154,ED,BUF,11,14,0,4,0,,,3.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,7.1,32,0,0,0,0,0,0,,,0,0,4.0,100.0,10.1,10.0,10.0,0,0,0.0,64.7,0,8,50.0,1,0,100.0,1,11,78.6,109,0,1,1,0,8,4,0.8,8.0
Patrick Peterson,6157,CB,PIT,15,608,0,25,0,12.6,57.7,99.5,11.8,6.8,0,2,7.7,32.5,0,52,42.9,3,2,128.2,15,197,32.4,198,1,4,26,3,247,98,1.4,16.5,0,2,9.1,47.8,98.5,27.6,13.2,0,3,13.0,79.6,2,29,15.0,3,2,24.5,11,321,52.8,326,6,15,23,0,104,82,0.3,9.5
Cameron Jordan,6176,ED,NO,15,10,0,20,0,,,5.1,,,0,0,,68.3,0,,50.0,1,0,0.0,0,7,70.0,137,0,1,0,0,0,0,0.0,,0,0,,,0.8,,,0,0,,80.1,0,,25.0,1,0,0.0,0,2,20.0,258,4,3,0,0,0,0,0.0,
Justin Houston,6222,ED,CAR,7,19,0,5,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,15,0,0,0,0,0,0,,,0,1,-7.0,100.0,21.0,16.0,16.0,0,0,0.0,83.5,0,0,0.0,0,0,79.2,1,17,89.5,81,4,3,1,0,0,7,0.0,0.0
Nick Bellore,6515,LB,SEA,4,3,0,29,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,1,0,0,0,0,0,0,0.0,
Stephon Gilmore,7016,CB,DAL,15,541,0,9,0,10.8,56.5,100.0,8.4,4.8,0,8,17.4,71.4,1,23,8.7,2,5,87.3,26,240,44.4,240,4,21,46,3,281,71,1.3,10.8,0,5,11.8,54.5,100.0,14.8,8.1,0,3,9.1,65.5,1,68,3.3,1,3,85.5,18,289,53.4,289,6,24,33,1,321,121,1.2,17.8
Bruce Irvin,7021,ED,DET,2,4,0,11,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,9,1,0,0,0,0,0,,,0,0,10.0,100.0,28.6,4.0,4.0,0,0,0.0,41.9,0,19,,0,0,118.8,1,4,100.0,14,0,0,1,0,19,9,4.8,19.0
Melvin Ingram III,7024,ED,MIA,1,1,0,17,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,4,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Bobby Wagner,7050,LB,SEA,15,565,0,29,1,9.5,100.0,61.0,23.0,23.0,0,0,0.0,57.2,0,19,0.0,0,0,158.3,2,50,8.8,82,2,3,2,1,27,8,0.6,13.5,0,10,3.8,86.8,94.3,11.4,9.9,0,3,7.9,52.0,0,30,4.3,2,3,116.2,33,400,70.8,424,11,34,38,1,372,260,1.0,11.3
Lavonte David,7060,LB,TB,13,501,0,30,1,6.8,61.5,78.0,11.4,7.0,0,2,15.4,84.0,0,21,0.0,0,2,78.0,8,99,19.8,127,3,6,13,0,77,35,0.8,9.6,0,6,4.6,82.1,91.5,7.2,5.9,1,3,5.4,58.4,0,33,8.3,4,2,100.2,46,346,69.1,378,20,38,56,1,371,216,1.1,8.1
Demario Davis,7079,LB,NO,15,500,0,20,2,5.0,42.9,74.2,43.3,18.6,0,1,14.3,73.5,0,26,0.0,0,0,94.6,3,141,28.2,190,9,4,7,1,29,8,0.2,9.7,0,8,5.0,66.7,93.6,15.5,10.3,0,2,6.7,85.2,0,14,3.1,1,2,73.9,20,323,64.6,345,11,23,30,0,117,83,0.4,5.9
Rodney McLeod,7271,S,CLV,10,169,0,8,0,4.0,0.0,97.0,,29.0,0,0,0.0,51.3,0,,0.0,0,0,39.6,0,64,37.9,66,0,2,2,0,0,0,0.0,,0,1,7.6,62.5,97.1,19.4,12.1,1,1,12.5,53.2,0,17,0.0,0,1,78.6,5,99,58.6,102,1,3,8,0,47,31,0.5,9.4
