player_name,sample_size,DG_odds,bet365_odds,bet365_ev,whill_odds,whill_ev,fanduel_odds,fanduel_ev,draftkings_odds,draftkings_ev,pinnacle_odds,pinnacle_ev,betcris_odds,betcris_ev,betfair_odds,betfair_ev,betonline_odds,betonline_ev,betmgm_odds,betmgm_ev,betway_odds,betway_ev,bovada_odds,bovada_ev,circa_odds,circa_ev,pointsbet_odds,pointsbet_ev,skybet_odds,skybet_ev,unibet_odds,unibet_ev
"Duncan, Tyler",150,+19224,+14000,-0.270,+12500,-0.348,+12000,-0.374,+15000,-0.219,+27030,0.404,,0.00,+10000,-0.477,+17500,-0.089,+12500,-0.348,+12500,-0.348,+15000,-0.219,+15000,-0.219,+12500,-0.348,+12500,-0.348,+12500,-0.348
"Kitayama, Kurt",150,+19604,+10000,-0.487,+8000,-0.589,+9500,-0.513,+10000,-0.487,+12575,-0.357,+9550,-0.510,+8000,-0.589,+9000,-0.538,+10000,-0.487,+10000,-0.487,+8000,-0.589,+9000,-0.538,+10000,-0.487,+10000,-0.487,+10000,-0.487
"Knox, Russell",150,+19702,+14000,-0.288,+12500,-0.364,+12000,-0.389,+18000,-0.086,+18181,-0.077,,0.00,+12500,-0.364,+15000,-0.237,+15000,-0.237,+12500,-0.364,+12500,-0.364,+15000,-0.237,+12500,-0.364,+12500,-0.364,+12500,-0.364
"Gligic, Michael",150,+20308,+15000,-0.260,+10000,-0.505,+12000,-0.407,+13000,-0.358,+22413,0.103,+11050,-0.454,+10000,-0.505,+20000,-0.015,+12500,-0.383,+15000,-0.260,+10000,-0.505,+12500,-0.383,+12500,-0.383,+11000,-0.456,+12500,-0.383
"Glover, Lucas",150,+20519,+15000,-0.268,+15000,-0.268,+16000,-0.219,+20000,-0.025,,0.00,+15050,-0.265,+15000,-0.268,+22500,0.096,+15000,-0.268,+15000,-0.268,+15000,-0.268,+15000,-0.268,+15000,-0.268,+15000,-0.268,+15000,-0.268
"Jaeger, Stephan",150,+21758,+20000,-0.080,+15000,-0.309,+21000,-0.035,+20000,-0.080,+27271,0.252,+15000,-0.309,+20000,-0.080,+20000,-0.080,+20000,-0.080,+15000,-0.309,+20000,-0.080,+22500,0.034,+20000,-0.080,+15000,-0.309,+15000,-0.309
"Whaley, Vincent",150,+22246,+17500,-0.212,+15000,-0.324,+21000,-0.056,+13000,-0.414,+25504,0.146,+13050,-0.412,+20000,-0.101,+20000,-0.101,+15000,-0.324,+15000,-0.324,+20000,-0.101,+20000,-0.101,+20000,-0.101,+17500,-0.212,+15000,-0.324
"Smotherman, Austin",150,+22889,+12500,-0.452,+10000,-0.561,+12000,-0.474,+10000,-0.561,+19191,-0.161,+11050,-0.515,+10000,-0.561,+12500,-0.452,+10000,-0.561,+12500,-0.452,+10000,-0.561,+12500,-0.452,+12500,-0.452,+11000,-0.517,+12500,-0.452
"Hodges, Lee",150,+23429,+15000,-0.358,+12500,-0.464,+16000,-0.316,+20000,-0.146,+19191,-0.180,+11050,-0.526,+15000,-0.358,+15000,-0.358,+15000,-0.358,+12500,-0.464,+15000,-0.358,+16000,-0.316,+15000,-0.358,+12500,-0.464,+12500,-0.464
"Lee, Danny",150,+24142,+22500,-0.068,+15000,-0.377,+15000,-0.377,+20000,-0.171,,0.00,+13050,-0.458,+15000,-0.377,+20000,-0.171,+15000,-0.377,+15000,-0.377,+15000,-0.377,+22500,-0.068,+20000,-0.171,+17500,-0.274,+25000,0.035
"Moore, Taylor",150,+24142,+17500,-0.274,+15000,-0.377,+16000,-0.336,+18000,-0.253,,0.00,+15050,-0.375,+15000,-0.377,+25000,0.035,+15000,-0.377,+15000,-0.377,+15000,-0.377,+16000,-0.336,+15000,-0.377,+15000,-0.377,+15000,-0.377
"Taylor, Nick",150,+24440,+17500,-0.283,+12500,-0.487,+16000,-0.344,+10000,-0.588,,0.00,,0.00,+15000,-0.385,+22500,-0.079,+15000,-0.385,+12500,-0.487,+15000,-0.385,+17500,-0.283,+15000,-0.385,+12500,-0.487,+15000,-0.385
"Wu, Brandon",150,+25378,+17500,-0.309,+10000,-0.604,+14000,-0.447,+15000,-0.407,+25714,0.013,+14550,-0.425,+12500,-0.505,+22500,-0.113,+15000,-0.407,+12500,-0.505,+12500,-0.505,+15000,-0.407,+15000,-0.407,+12500,-0.505,+15000,-0.407
"Thompson, Michael",150,+25706,+15000,-0.415,+12500,-0.512,+16000,-0.376,+18000,-0.299,,0.00,+11250,-0.560,+15000,-0.415,+22500,-0.124,+12500,-0.512,+12500,-0.512,+15000,-0.415,+15000,-0.415,+15000,-0.415,+15000,-0.415,+12500,-0.512
"Kizzire, Patton",150,+25874,+14000,-0.457,+10000,-0.611,+12000,-0.534,+18000,-0.303,+22221,-0.141,+12550,-0.513,+10000,-0.611,+17500,-0.322,+12500,-0.515,+15000,-0.419,+10000,-0.611,+15000,-0.419,+12500,-0.515,+10000,-0.611,+15000,-0.419
"English, Harris",150,+25874,+10000,-0.611,+8000,-0.688,+6000,-0.765,+13000,-0.496,+16521,-0.360,+12050,-0.532,+5000,-0.804,+12500,-0.515,+10000,-0.611,+10000,-0.611,+10000,-0.611,+10000,-0.611,+8000,-0.688,+8000,-0.688,+10000,-0.611
"Hahn, James",150,+26390,+15000,-0.430,+10000,-0.619,+12000,-0.543,+13000,-0.505,+30306,0.148,,0.00,+10000,-0.619,+17500,-0.336,+10000,-0.619,+12500,-0.524,+10000,-0.619,+15000,-0.430,+12500,-0.524,+10000,-0.619,+12500,-0.524
"Huh, John",150,+26927,+17500,-0.349,+15000,-0.441,+16000,-0.404,+18000,-0.330,,0.00,,0.00,+15000,-0.441,+22500,-0.164,+15000,-0.441,+15000,-0.441,+15000,-0.441,+17500,-0.349,+15000,-0.441,+15000,-0.441,+15000,-0.441
"Malnati, Peter",150,+27486,+20000,-0.271,+15000,-0.453,+16000,-0.416,+18000,-0.344,,0.00,+15000,-0.453,+15000,-0.453,,0.00,+15000,-0.453,+15000,-0.453,+15000,-0.453,+17500,-0.362,+15000,-0.453,+15000,-0.453,+15000,-0.453
"Lebioda, Hank",150,+28677,+12500,-0.562,+10000,-0.649,+12000,-0.580,+15000,-0.475,+17828,-0.377,+11850,-0.585,+10000,-0.649,+17500,-0.388,+15000,-0.475,+12500,-0.562,+10000,-0.649,+15000,-0.475,+12500,-0.562,+10000,-0.649,+15000,-0.475
"Buckley, Hayden",150,+30203,+16000,-0.469,+15000,-0.502,+16000,-0.469,+20000,-0.337,+27271,-0.097,+13500,-0.551,+15000,-0.502,+22500,-0.254,+15000,-0.502,+15000,-0.502,+15000,-0.502,+17500,-0.419,+15000,-0.502,+15000,-0.502,+15000,-0.502
"Ramey, Chad",150,+30908,+25000,-0.191,+20000,-0.352,+21000,-0.320,+25000,-0.191,,0.00,,0.00,+20000,-0.352,,0.00,+25000,-0.191,+20000,-0.352,+20000,-0.352,+25000,-0.191,+25000,-0.191,+20000,-0.352,+25000,-0.191
"Mullinax, Trey",150,+31150,+14000,-0.549,+9000,-0.709,+8000,-0.741,+13000,-0.581,+25248,-0.189,+12050,-0.611,+8000,-0.741,+15000,-0.517,+15000,-0.517,+12500,-0.597,+10000,-0.677,+15000,-0.517,+10000,-0.677,+9000,-0.709,+12500,-0.597
"Piercy, Scott",150,+31646,+14000,-0.556,+10000,-0.682,+11000,-0.650,+20000,-0.367,,0.00,,0.00,+10000,-0.682,+15000,-0.524,+12500,-0.603,+12500,-0.603,+10000,-0.682,+12500,-0.603,+12500,-0.603,+8000,-0.745,+15000,-0.524
"Novak, Andrew",150,+32687,+30000,-0.082,+25000,-0.234,+32000,-0.021,+25000,-0.234,,0.00,,0.00,+30000,-0.082,,0.00,+30000,-0.082,+30000,-0.082,+30000,-0.082,+30000,-0.082,+30000,-0.082,+25000,-0.234,+25000,-0.234
"Sabbatini, Rory",150,+32958,+27500,-0.165,+20000,-0.392,+21000,-0.362,+20000,-0.392,,0.00,,0.00,+20000,-0.392,,0.00,+25000,-0.241,+20000,-0.392,+20000,-0.392,+25000,-0.241,+25000,-0.241,+20000,-0.392,+25000,-0.241
"Schwab, Matthias",150,+33513,+15000,-0.551,+12500,-0.625,+14000,-0.581,+15000,-0.551,+27271,-0.186,,0.00,+12500,-0.625,+22500,-0.328,+15000,-0.551,+12500,-0.625,+12500,-0.625,+15000,-0.551,+12500,-0.625,+12500,-0.625,+10000,-0.700
"Garnett, Brice",150,+33798,+16000,-0.525,+12500,-0.628,+16000,-0.525,+20000,-0.407,,0.00,,0.00,+15000,-0.555,+25000,-0.260,+15000,-0.555,+15000,-0.555,+15000,-0.555,+17500,-0.481,+15000,-0.555,+12500,-0.628,+15000,-0.555
"Streb, Robert",150,+34683,+25000,-0.278,+20000,-0.422,+21000,-0.393,+30000,-0.135,+30306,-0.126,,0.00,+20000,-0.422,,0.00,+20000,-0.422,+20000,-0.422,+20000,-0.422,+25000,-0.278,+25000,-0.278,+17500,-0.494,+25000,-0.278
"Ryder, Sam",150,+36937,+25000,-0.322,+20000,-0.457,+25000,-0.322,+30000,-0.187,,0.00,,0.00,+25000,-0.322,,0.00,+25000,-0.322,+20000,-0.457,+25000,-0.322,+25000,-0.322,+25000,-0.322,+20000,-0.457,+20000,-0.457
"Hickok, Kramer",150,+37995,+27500,-0.275,+20000,-0.472,+16000,-0.577,+25000,-0.341,,0.00,+15050,-0.602,+15000,-0.604,,0.00,+25000,-0.341,+20000,-0.472,+15000,-0.604,+25000,-0.341,+20000,-0.472,+20000,-0.472,+20000,-0.472
"Bramlett, Joseph",150,+40304,+27500,-0.317,+20000,-0.503,+16000,-0.602,+30000,-0.255,,0.00,,0.00,+15000,-0.626,,0.00,+25000,-0.379,+20000,-0.503,+15000,-0.626,+25000,-0.379,+20000,-0.503,+20000,-0.503,+25000,-0.379
"Gutschewski, Scott",150,+40716,+30000,-0.263,+25000,-0.385,+32000,-0.214,+30000,-0.263,,0.00,,0.00,+30000,-0.263,,0.00,+20000,-0.508,+25000,-0.385,+30000,-0.263,+35000,-0.140,+20000,-0.508,+25000,-0.385,+15000,-0.630
"Seiffert, Chase",150,+41137,+27500,-0.331,+25000,-0.391,+21000,-0.488,+30000,-0.270,,0.00,,0.00,+20000,-0.513,,0.00,+25000,-0.391,+25000,-0.391,+20000,-0.513,+30000,-0.270,+25000,-0.391,+25000,-0.391,+25000,-0.391
"Kraft, Kelly",150,+41567,+20000,-0.518,+15000,-0.638,+21000,-0.494,+20000,-0.518,+26980,-0.350,,0.00,+20000,-0.518,,0.00,+20000,-0.518,+20000,-0.518,+20000,-0.518,+22500,-0.458,+25000,-0.398,+15000,-0.638,+25000,-0.398
"Wallace, Matt",150,+43378,+15000,-0.653,+12500,-0.710,+14000,-0.676,+18000,-0.584,+21212,-0.510,+11250,-0.739,+12500,-0.710,+17500,-0.595,+12500,-0.710,+12500,-0.710,+12500,-0.710,+17500,-0.595,+15000,-0.653,+12500,-0.710,+17500,-0.595
