date,event_name,player_name,make_cut,first_round_lead,top_30,top_20,top_10,top_5,top_3,win,observed_finish
"Jul 31, 2022","Rocket Mortgage Classic","Cantlay, Patrick",0.823325,0.04075,0.649475,0.549125,0.38835,0.259075,0.187425,0.08535,T2
"Jul 31, 2022","Rocket Mortgage Classic","Zalatoris, Will",0.783375,0.020525,0.57945,0.470775,0.311125,0.196225,0.133625,0.055325,T20
"Jul 31, 2022","Rocket Mortgage Classic","Finau, Tony",0.785725,0.0309,0.571525,0.459775,0.30065,0.188875,0.1285,0.05075,1
"Jul 31, 2022","Rocket Mortgage Classic","Young, Cameron",0.73335,0.01665,0.49585,0.38785,0.2418,0.1434,0.0945,0.03695,T2
"Jul 31, 2022","Rocket Mortgage Classic","Homa, Max",0.73075,0.01465,0.489775,0.378475,0.23155,0.13535,0.088325,0.03425,T24
"Jul 31, 2022","Rocket Mortgage Classic","Bradley, Keegan",0.694425,0.013725,0.435925,0.32725,0.19195,0.107875,0.067525,0.02465,T44
"Jul 31, 2022","Rocket Mortgage Classic","Kirk, Chris",0.6849,0.01295,0.421975,0.3125,0.180075,0.09855,0.062525,0.0223,T17
"Jul 31, 2022","Rocket Mortgage Classic","Henley, Russell",0.692725,0.017175,0.41645,0.309525,0.177075,0.097025,0.0605,0.0214,T10
"Jul 31, 2022","Rocket Mortgage Classic","Kim, Si Woo",0.684825,0.0175,0.411225,0.3013,0.170025,0.09205,0.05825,0.020425,T14
"Jul 31, 2022","Rocket Mortgage Classic","Tringale, Cameron",0.672625,0.01105,0.400475,0.291525,0.1638,0.088675,0.0556,0.020125,T57
"Jul 31, 2022","Rocket Mortgage Classic","McNealy, Maverick",0.67215,0.0112,0.398425,0.291125,0.1631,0.088575,0.055525,0.01895,CUT
"Jul 31, 2022","Rocket Mortgage Classic","Davis, Cameron",0.68075,0.0162,0.39995,0.292425,0.16425,0.08885,0.055225,0.0179,T14
"Jul 31, 2022","Rocket Mortgage Classic","Steele, Brendan",0.644825,0.0099,0.365775,0.264225,0.145225,0.0763,0.04585,0.016725,T30
"Jul 31, 2022","Rocket Mortgage Classic","Hadwin, Adam",0.650825,0.0098,0.375725,0.2744,0.150575,0.080875,0.050275,0.0167,T37
"Jul 31, 2022","Rocket Mortgage Classic","McCarthy, Denny",0.6689,0.015875,0.388575,0.279175,0.15165,0.078525,0.048575,0.0162,CUT
"Jul 31, 2022","Rocket Mortgage Classic","Riley, Davis",0.6502,0.00965,0.368675,0.2646,0.144425,0.075075,0.0463,0.016125,CUT
"Jul 31, 2022","Rocket Mortgage Classic","Woodland, Gary",0.6507,0.0141,0.363575,0.261675,0.1423,0.075525,0.046575,0.015525,CUT
"Jul 31, 2022","Rocket Mortgage Classic","Pendrith, Taylor",0.6672,0.01475,0.382575,0.27515,0.151875,0.079,0.0484,0.015275,T2
