tour,year,season,event_name,event_id,player_name,dg_id,fin_text,round_num,course_name,course_num,course_par,round_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,driving_dist,driving_acc,gir,scrambling,prox_rgh,prox_fw
pga,2022,2022,Rocket Mortgage Classic,524,"Finau, Tony",11676,1,1,Detroit Golf Club,876,72,64,0.712,0.043,4.356,1.567,5.965,6.677,309.8,0.929,1.0,0.5,79.908,22.018
pga,2022,2022,Rocket Mortgage Classic,524,"Finau, Tony",11676,1,2,Detroit Golf Club,876,72,66,3.008,0.189,0.612,1.249,2.051,5.059,305.2,0.857,0.889,1.0,34.459,32.478
pga,2022,2022,Rocket Mortgage Classic,524,"Finau, Tony",11676,1,3,Detroit Golf Club,876,72,65,0.684,1.385,0.804,1.834,4.023,4.707,317.1,0.929,0.889,0.75,61.197,27.486
pga,2022,2022,Rocket Mortgage Classic,524,"Finau, Tony",11676,1,4,Detroit Golf Club,876,72,67,0.08,0.886,0.089,1.105,2.08,2.16,312.1,0.857,0.889,1.0,18.533,34.579
pga,2022,2022,Rocket Mortgage Classic,524,"Cantlay, Patrick",15466,T2,1,Detroit Golf Club,876,72,70,-0.48,0.684,0.102,0.372,1.157,0.677,307.2,0.643,0.778,0.75,55.148,32.849
pga,2022,2022,Rocket Mortgage Classic,524,"Cantlay, Patrick",15466,T2,2,Detroit Golf Club,876,72,65,2.1,1.037,1.855,1.066,3.959,6.059,313.7,0.714,0.722,0.714,34.403,21.418
pga,2022,2022,Rocket Mortgage Classic,524,"Cantlay, Patrick",15466,T2,3,Detroit Golf Club,876,72,66,1.837,0.163,0.929,0.778,1.87,3.707,311.5,0.714,0.778,0.667,55.375,20.195
pga,2022,2022,Rocket Mortgage Classic,524,"Cantlay, Patrick",15466,T2,4,Detroit Golf Club,876,72,66,1.127,-0.486,1.637,0.882,2.033,3.16,316.8,0.714,0.778,0.429,57.741,19.398
pga,2022,2022,Rocket Mortgage Classic,524,"Pendrith, Taylor",17780,T2,1,Detroit Golf Club,876,72,64,3.164,-0.464,3.412,0.566,3.513,6.677,312.6,0.571,0.722,0.75,19.812,22.368
pga,2022,2022,Rocket Mortgage Classic,524,"Pendrith, Taylor",17780,T2,2,Detroit Golf Club,876,72,65,2.14,0.647,1.216,2.055,3.919,6.059,316.7,0.929,0.778,0.833,,25.237
