"","Name","ID","Salary","AvgPointsPerGame","fpts","proj_own","ceil","floor","scoring_points","finish_points","total_points","value","projected_ownership","sg_putt_pred","sg_putt_rank","sg_arg_pred","sg_arg_rank","sg_app_pred","sg_app_rank","sg_ott_pred","sg_ott_rank","sg_total_pred","sg_total_rank","distance_pred","distance_rank","accuracy_pred","accuracy_rank","baseline","age","age_adj","true_sg_adj","timing_adj","sg_category_adj","course_history_adj","driving_dist_adj","driving_acc_adj","fit_other_adj","course_fit_total_adj","final_prediction","make_cut","top_20","top_10","top_5","win","odds_per_dollar","residuals","proj_own_avg","course_fit","own_change","adj_own","one","date","tournament"
"110","Brian Stuard",23444624,6300,41.89,47.85,0.19,80,26.5,49.4,0.9,50.3,-0.18,0.68,-0.112,285,0.073,119,-0.248,258,-0.578,376,-0.865,315,-21.813,430,0.104,6,-0.789,39,-0.023,-0.082,0.099,-0.071,0.059,0.09,0.047,0.019,0.156,-0.651,0.3745,0.0492,0.0175,0.0065,8e-04,0.13,-0.02,0.48,-0.03,-0.14,0,1,2022-07-31,"Rocket Mortgage Classic"
"111","Vaughn Taylor",23444625,6300,48.74,49.76,0.28,82,27,50.7,1,51.7,-0.12,0.31,-0.101,275,-0.049,226,-0.099,206,-0.46,349,-0.709,289,-16.218,412,0.066,31,-0.438,46,-0.045,-0.11,-0.006,-0.111,-0.031,0.067,0.029,0.01,0.107,-0.634,0.3788,0.056,0.0216,0.0088,0.001,0.16,0.01,0.3,-0.46,-2.07,0,1,2022-07-31,"Rocket Mortgage Classic"
"112","Kevin Tway",23444626,6300,44.25,48.42,0.36,80.5,26.5,53.2,1.3,54.5,0,0.57,0.097,131,0.062,130,-0.382,312,-0.125,230,-0.349,218,7.469,83,-0.091,412,-0.541,34,-0.004,0.082,0.001,0.113,0.03,-0.031,-0.041,0.028,-0.044,-0.363,0.4292,0.0742,0.0282,0.0111,0.0014,0.22,0.07,0.49,-0.57,-2.53,0,1,2022-07-31,"Rocket Mortgage Classic"
"113","Richy Werenski",23444627,6300,38.39,36.55,0.03,63,23,43.3,0.5,43.8,-0.46,0.04,0.009,188,-0.075,256,-0.623,376,-0.677,389,-1.367,372,-3.093,273,-0.028,290,-1.273,30,0.007,-0.04,-0.076,0.014,0.018,0.013,-0.013,0.053,0.053,-1.297,0.2551,0.0204,0.0059,0.0023,0,0,-0.15,0.04,-1.09,-4.98,0,1,2022-07-31,"Rocket Mortgage Classic"
"114","Dylan Wu",23444628,6300,46.02,48.38,0.04,80.5,26.5,49.7,0.9,50.7,-0.17,0.16,-0.11,282,-0.084,269,-0.278,272,-0.203,258,-0.676,280,0.542,206,-0.023,267,-0.826,26,0.022,0.028,-0.005,0.105,-0.04,-0.002,-0.011,0.029,0.016,-0.7,0.3597,0.0481,0.0168,0.006,8e-04,0.13,-0.02,0.11,-0.95,-4.28,0,1,2022-07-31,"Rocket Mortgage Classic"
"115","Joshua Creel",23444629,6300,36.7,37.4,0.01,65,23.5,44.2,0.5,44.7,-0.42,0.04,-0.139,309,-0.258,399,-0.469,341,-0.364,311,-1.23,359,-14.104,405,0.023,122,-1.192,32,0.001,-0.004,-0.03,-0.005,-0.04,0.058,0.01,0.048,0.116,-1.154,0.2793,0.0236,0.007,0.0023,0,0,-0.15,0.03,-1.84,-8.36,0,1,2022-07-31,"Rocket Mortgage Classic"
"116","Luke Donald",23444630,6300,46.82,50.76,0.12,82.5,27,51.8,1.1,52.9,-0.07,0.21,-0.014,207,0.147,69,0.066,138,-0.816,402,-0.617,271,-11.77,386,-0.032,303,-0.266,44,-0.039,-0.096,0.038,-0.254,0.054,0.049,-0.015,-0.011,0.023,-0.54,0.3984,0.0653,0.0254,0.0094,0.0014,0.22,0.07,0.17,-0.57,-2.53,0,1,2022-07-31,"Rocket Mortgage Classic"
"117","Bo Van Pelt",23444631,6200,41.53,41.4,0.03,73.5,24.5,41.8,0.4,42.2,-0.51,0.04,-0.184,339,-0.043,217,-0.669,386,-0.604,382,-1.5,381,-7.975,352,-0.015,239,-1.296,47,-0.048,-0.018,-0.071,-0.068,0.024,0.033,-0.007,0.061,0.087,-1.388,0.2358,0.0157,0.0046,0.0017,0,0,-0.09,0.04,-1.59,-7.2,0,1,2022-07-31,"Rocket Mortgage Classic"
"118","Camilo Villegas",23444632,6200,46.33,50.3,0.23,82,27.5,51.2,1.1,52.2,-0.08,0.31,-0.215,357,0.145,71,-0.161,226,-0.429,339,-0.66,279,-5.845,323,-0.033,304,-0.598,40,-0.026,-0.057,0.01,0.011,-0.019,0.024,-0.015,0.015,0.024,-0.655,0.3774,0.0585,0.023,0.0086,0.0011,0.18,0.09,0.28,-0.91,-4.05,0,1,2022-07-31,"Rocket Mortgage Classic"
"119","Aaron Baddeley",23444633,6200,58.81,47.15,0.32,79,26.5,45.7,0.6,46.3,-0.33,0.21,0.096,132,0.2,39,-0.388,314,-0.942,416,-1.034,335,-8.017,353,-0.067,383,-0.934,41,-0.028,-0.002,-0.025,-0.045,-0.016,0.033,-0.03,0.022,0.025,-1.026,0.3012,0.0295,0.0092,0.0032,0,0,-0.09,0.25,-0.67,-3.06,0,1,2022-07-31,"Rocket Mortgage Classic"
"120","Paul Barjon",23444634,6200,48.7,48.87,0.4,81,26.5,52,1.2,53.2,-0.04,1.22,-0.104,278,-0.403,434,-0.275,270,0.317,61,-0.466,242,11.122,41,-0.005,204,-0.702,29,0.009,0.054,-0.001,0.174,-0.04,-0.046,-0.002,0.039,-0.008,-0.515,0.4016,0.0672,0.0263,0.0107,0.0016,0.26,0.17,0.89,-1.09,-4.82,0,1,2022-07-31,"Rocket Mortgage Classic"
"121","Ryan Brehm",23444635,6200,50.76,36.27,0.24,62,23,47.6,0.8,48.4,-0.24,0.19,-0.443,415,-0.293,413,-0.271,267,0.146,120,-0.861,314,14.797,23,-0.101,425,-1.217,36,-0.012,0.158,-0.004,0.213,0.002,-0.061,-0.046,0.047,-0.059,-0.919,0.3279,0.04,0.015,0.0057,7e-04,0.11,0.02,0.21,-2.62,-11.78,0,1,2022-07-31,"Rocket Mortgage Classic"
"122","Brett Drewitt",23444636,6200,42.29,35.87,0.01,58,23,41.5,0.4,41.9,-0.52,0.04,-0.15,318,-0.038,212,-0.548,357,-0.629,385,-1.365,371,-3.05,271,-0.031,301,-1.473,31,0.003,0.028,0.052,0.025,-0.04,0.013,-0.014,0.051,0.049,-1.356,0.2353,0.0149,0.0045,0.0011,0,0,-0.09,0.03,-1.36,-6.17,0,1,2022-07-31,"Rocket Mortgage Classic"
"123","Brian Gay",23444637,6200,49.4,34.37,0.07,41.5,22,39.8,0.3,40.2,-0.6,0.04,0.227,55,0.085,111,-1.014,420,-0.933,415,-1.635,389,-13.688,404,-0.014,236,-1.325,50,-0.059,-0.098,-0.002,-0.151,-0.046,0.057,-0.006,0.072,0.122,-1.559,0.2119,0.0117,0.0031,7e-04,0,0,-0.09,0.05,-0.7,-3.2,0,1,2022-07-31,"Rocket Mortgage Classic"
"124","Bo Hoag",23444639,6200,43.7,47.09,0.14,79.5,26.5,46.8,0.8,47.6,-0.28,0.18,-0.096,267,-0.127,312,-0.347,296,-0.381,322,-0.951,324,-5.777,322,0.006,172,-0.882,34,-0.004,-0.002,-0.037,-0.026,0.004,0.024,0.003,0.034,0.061,-0.885,0.3257,0.0365,0.0121,0.0044,0,0,-0.09,0.16,-1.04,-4.73,0,1,2022-07-31,"Rocket Mortgage Classic"
"125","Wesley Bryan",23444640,6100,44.97,39.03,0.03,69.5,24,40.5,0.3,40.8,-0.54,0.16,-0.075,253,0.06,131,-0.214,240,-1.435,430,-1.663,393,-5.541,320,-0.085,407,-1.137,32,0.001,0.035,-0.214,-0.348,0.014,0.023,-0.038,0.017,0.002,-1.649,0.2008,0.0114,0.0037,0.0012,0,0,-0.05,0.11,-1.5,-6.78,0,1,2022-07-31,"Rocket Mortgage Classic"
"126","Sung Kang",23444642,6100,44.86,34.5,0.05,42.5,22,42.9,0.5,43.4,-0.43,0.04,-0.159,323,-0.156,333,-0.645,379,-0.443,344,-1.403,374,-4.885,307,-0.004,200,-1.439,35,-0.008,-0.037,-0.014,0.094,-0.031,0.02,-0.002,0.062,0.081,-1.354,0.2519,0.019,0.0056,0.0019,0,0,-0.05,0.04,-1.55,-7,0,1,2022-07-31,"Rocket Mortgage Classic"
"127","Jim Knous",23444643,6100,49.79,42.31,0.11,74.5,25,45.8,0.6,46.4,-0.3,0.04,0.119,121,-0.012,191,-0.606,374,-0.516,357,-1.015,332,1.459,187,-0.05,352,-0.988,32,0.001,0.007,0.002,-0.037,-0.04,-0.006,-0.023,0.047,0.018,-1.037,0.3003,0.0317,0.0106,0.0041,5e-04,0.08,0.03,0.07,-0.66,-2.96,0,1,2022-07-31,"Rocket Mortgage Classic"
"128","Max McGreevy",23444646,6100,43.48,38.08,0.15,67,23.5,46.7,0.7,47.4,-0.26,0.04,-0.151,319,-0.06,242,-0.437,332,-0.326,299,-0.974,328,-7.369,345,0.021,129,-1.08,27,0.018,-0.015,-0.021,0.123,-0.04,0.031,0.009,0.042,0.081,-0.933,0.3165,0.0347,0.0125,0.0044,0,0,-0.05,0.08,-0.93,-4.21,0,1,2022-07-31,"Rocket Mortgage Classic"
"129","Seth Reeves",23444647,6100,44.76,42.75,0.02,74.5,25.5,47.9,0.8,48.7,-0.21,0.04,-0.284,380,-0.275,408,-0.442,334,0.161,114,-0.84,305,12.038,37,-0.039,321,-1.05,31,0.004,0.043,-0.042,0.204,-0.002,-0.049,-0.018,0.056,-0.011,-0.853,0.3367,0.0404,0.0145,0.0052,5e-04,0.08,0.03,0.03,-1.64,-7.36,0,1,2022-07-31,"Rocket Mortgage Classic"
"130","David Skinns",23444648,6100,49.61,44.96,0.06,77.5,26,46.6,0.7,47.3,-0.26,0.04,0.036,167,0.011,169,-0.14,220,-0.808,401,-0.902,320,1.395,189,-0.087,409,-0.825,40,-0.026,0.077,0.01,-0.138,-0.04,-0.006,-0.04,0.01,-0.035,-0.977,0.3125,0.033,0.0115,0.0038,0,0,-0.05,0.05,-0.99,-4.48,0,1,2022-07-31,"Rocket Mortgage Classic"
"131","Jared Wolfe",23444649,6100,43.23,47.49,0.22,80,26.5,47.3,0.7,48.1,-0.23,0.04,-0.172,332,-0.162,337,-0.33,291,-0.181,250,-0.844,307,8.288,66,-0.058,366,-1.012,34,-0.005,0.065,-0.022,0.13,-0.04,-0.034,-0.026,0.039,-0.022,-0.906,0.3279,0.0374,0.0143,0.0053,6e-04,0.1,0.05,0.11,-1.4,-6.28,0,1,2022-07-31,"Rocket Mortgage Classic"
"132","Seung-Yul Noh",23444650,6000,52.17,45.95,0.31,78.5,26.5,50.4,1,51.4,-0.07,2.64,0.252,49,0.258,13,-0.072,197,-1.018,419,-0.58,260,1.269,191,-0.102,426,-0.456,31,0.005,0.032,0.008,-0.169,-0.012,-0.005,-0.046,-0.01,-0.061,-0.653,0.3759,0.0569,0.0226,0.0091,0.0013,0.22,0.2,1.71,0.12,0.64,0,1,2022-07-31,"Rocket Mortgage Classic"
"133","Curtis Thompson",23444651,6000,40.12,43.18,0.02,75,25.5,45.8,0.6,46.4,-0.28,0.04,-0.136,304,-0.215,374,-0.5,348,-0.135,234,-0.986,330,11.364,40,-0.067,382,-1.155,29,0.01,0.043,0.002,0.113,0.014,-0.047,-0.03,0.054,-0.023,-0.995,0.3106,0.0307,0.01,0.0032,0,0,-0.02,0.03,-1.52,-6.85,0,1,2022-07-31,"Rocket Mortgage Classic"
"134","Nick Watney",23444653,6000,39.12,32.54,0.02,38.5,21.5,40.3,0.3,40.6,-0.53,0.04,-0.235,364,-0.197,362,-0.235,250,-0.915,412,-1.583,384,-0.218,220,-0.072,394,-1.349,41,-0.028,0.015,-0.084,-0.137,-0.032,0.001,-0.033,0.032,0,-1.615,0.2075,0.0111,0.0034,0.0013,0,0,-0.02,0.03,-2.23,-10.04,0,1,2022-07-31,"Rocket Mortgage Classic"
"135","Kiradech Aphibarnrat",23444655,6000,42.21,34.82,0.09,43,22.5,45.4,0.6,46.1,-0.3,0.04,-0.018,208,-0.168,344,-0.581,370,-0.356,308,-1.123,352,-6.987,339,0.003,180,-1.123,33,-0.001,0.015,-0.02,0.006,-0.04,0.029,0.001,0.052,0.082,-1.081,0.2933,0.0288,0.0096,0.0031,0,0,-0.02,0.06,-1.22,-5.5,0,1,2022-07-31,"Rocket Mortgage Classic"
"136","Martin Trainer",23444659,6000,43.45,35.87,0.02,59.5,23,48.6,0.8,49.4,-0.15,0.04,0.197,73,0.001,178,-0.722,392,-0.336,303,-0.859,311,4.413,132,-0.08,404,-1.131,31,0.005,0.066,0.064,0.136,0.004,-0.018,-0.036,0.054,-0.001,-0.856,0.3413,0.0417,0.0158,0.0059,7e-04,0.12,0.1,0.03,-0.73,-3.24,0,1,2022-07-31,"Rocket Mortgage Classic"
