player,player_id,position,team_name,player_game_count,allowed_pressure_dropbacks,ce_percent,declined_penalties,franchise_id,hits_allowed,hurries_allowed,lg_percent,lt_percent,ol_te_percent,other_percent,penalties,pressures_allowed,pressures_ce,pressures_lg,pressures_lt,pressures_off,pressures_ol_te,pressures_other,pressures_rg,pressures_rt,pressures_self,pressures_te,rg_percent,rt_percent,sacks_allowed,self_percent,te_percent
Patrick Mahomes,11765,QB,KC,10,136,9.6,0,16,5,18,10.3,25.7,77.9,5.1,0,24,13,14,35,136,106,7,25,34,24,6,18.4,25.0,1,17.6,4.4
Kirk Cousins,7102,QB,MIN,10,128,16.4,0,18,1,5,22.7,13.3,87.5,7.0,0,8,21,29,17,128,112,9,40,15,8,10,31.3,11.7,2,6.3,7.8
Davis Mills,52269,QB,HST,10,123,20.3,0,13,3,6,32.5,5.7,84.6,4.1,0,14,25,40,7,123,104,5,22,21,14,4,17.9,17.1,5,11.4,3.3
Justin Herbert,28237,QB,LAC,10,123,6.5,0,27,1,8,21.1,25.2,82.1,6.5,0,17,8,26,31,123,101,8,25,27,17,4,20.3,22.0,8,13.8,3.3
Daniel Jones,39395,QB,NYG,10,119,16.0,0,21,5,11,21.0,7.6,76.5,5.9,0,21,19,25,9,119,91,7,21,26,21,4,17.6,21.8,5,17.6,3.4
Justin Fields,82118,QB,CHI,11,117,11.1,0,6,5,14,17.1,25.6,71.8,5.1,0,29,13,20,30,117,84,6,18,18,29,4,15.4,15.4,10,24.8,3.4
Josh Allen,46601,QB,BUF,10,116,15.5,0,4,4,8,18.1,16.4,79.3,6.9,0,18,18,21,19,116,92,8,18,35,18,0,15.5,30.2,6,15.5,0.0
Derek Carr,8671,QB,LV,10,110,16.4,0,23,2,5,22.7,22.7,86.4,4.5,0,11,18,25,25,110,95,5,22,20,10,2,20.0,18.2,4,9.1,1.8
Matt Ryan,4317,QB,IND,9,108,13.0,0,14,2,7,11.1,25.9,80.6,7.4,0,13,14,12,28,108,87,8,26,20,13,2,24.1,18.5,4,12.0,1.9
Jacoby Brissett,10725,QB,CLV,10,102,10.8,0,8,6,11,12.7,28.4,78.4,3.9,0,18,11,13,29,102,80,4,20,20,18,2,19.6,19.6,1,17.6,2.0
Russell Wilson,7077,QB,DEN,9,101,7.9,0,10,8,4,18.8,22.8,77.2,7.9,0,18,8,19,23,101,78,8,12,20,18,5,11.9,19.8,6,17.8,5.0
Kyler Murray,38334,QB,ARZ,9,100,15.0,0,1,2,3,31.0,18.0,89.0,3.0,0,12,15,31,18,100,89,3,16,28,12,3,16.0,28.0,7,12.0,3.0
Jared Goff,10635,QB,DET,10,99,8.1,0,11,3,3,21.2,23.2,86.9,3.0,0,9,8,21,23,99,86,3,26,17,9,6,26.3,17.2,3,9.1,6.1
Geno Smith,7820,QB,SEA,10,99,12.1,0,29,4,4,14.1,25.3,77.8,9.1,0,13,12,14,25,99,77,9,26,15,13,8,26.3,15.2,5,13.1,8.1
Joe Burrow,28022,QB,CIN,10,97,12.4,0,7,0,2,23.7,29.9,91.8,5.2,0,5,12,23,29,97,89,5,14,19,5,2,14.4,19.6,3,5.2,2.1
Aaron Rodgers,2241,QB,GB,11,95,7.4,0,12,4,8,11.6,13.7,80.0,4.2,0,16,7,11,13,95,76,4,22,27,16,6,23.2,28.4,4,16.8,6.3
Matthew Stafford,4924,QB,LA,9,93,20.4,0,26,0,1,31.2,28.0,94.6,-1.1,0,4,19,29,26,93,88,-1,16,22,4,3,17.2,23.7,3,4.3,3.2
