"Player","Team","Opponent","DK Position","DK Salary","DK Projection","DK Value","DK Large Ownership","DK Small Ownership","DKSlateID","DK Floor","DK Ceiling"
"Zay Flowers","BAL","DET","WR","5700","14.0","-0.3","20.8","24.6","30330902","4.9","25.8"
"Christian Watson","GB","DEN","WR","5600","13.8","-0.3","11.7","12.7","30330904","3.6","27.1"
"Tyler Lockett","SEA","ARI","WR","6000","14.6","-0.3","16.2","16.1","30330896","4.4","27.7"
"Steelers ","PIT","LA","DST","3100","6.9","-0.3","3.4","1.9","30331473","0.9","13.8"
"Raiders ","LV","CHI","DST","3800","8.2","-0.4","1.7","1.3","30331466","1.9","14.5"
"Amon-Ra St. Brown","DET","BAL","WR","8000","18.3","-0.5","11.0","11.5","30330878","7.3","32.2"
"Baker Mayfield","TB","ATL","QB","5300","16.0","-0.5","6.3","6.4","30330593","7.7","25.1"
"Chargers ","LAC","KC","DST","2200","4.9","-0.5","1.6","1.3","30331482","-0.6","12.0"
"Wan'Dale Robinson","NYG","WAS","WR","3800","10.0","-0.6","11.1","10.6","30330952","3.0","18.9"
"Rachaad White","TB","ATL","RB","5100","12.5","-0.6","18.7","21.8","30330684","4.8","22.4"
"Bills ","BUF","NE","DST","4200","8.8","-0.6","3.3","1.4","30331464","2.9","15.4"
"Luke Musgrave","GB","DEN","TE","3300","8.8","-0.7","17.6","23.5","30331270","2.0","17.7"
"Terry McLaurin","WAS","NYG","WR","5400","13.0","-0.7","16.7","16.2","30330908","4.0","24.9"
"Aidan O'Connell","LV","CHI","QB","4700","13.9","-0.8","2.0","1.4","30330607","6.6","22.2"
"Curtis Samuel","WAS","NYG","WR","4000","10.2","-0.8","11.2","11.4","30330938","2.8","19.4"
"Puka Nacua","LA","PIT","WR","7600","17.2","-0.9","10.1","8.2","30330880","6.3","30.9"
"D'Onta Foreman","CHI","LV","RB","4800","11.5","-1.0","4.3","3.4","30330704","3.9","21.8"
"Sam LaPorta","DET","BAL","TE","5300","12.5","-1.0","5.9","5.8","30331248","3.7","23.6"
"Mike Evans","TB","ATL","WR","7100","16.1","-1.0","9.4","7.5","30330882","5.0","30.0"
"Stefon Diggs","BUF","NE","WR","8900","19.5","-1.1","14.6","14.7","30330872","7.2","34.6"
"Kenny Pickett","PIT","LA","QB","5000","14.4","-1.2","4.0","3.5","30330599","7.1","22.8"
"Diontae Johnson","PIT","LA","WR","5000","11.7","-1.2","8.9","7.1","30330916","3.8","21.8"
"Rams ","LA","PIT","DST","3900","7.5","-1.2","0.5","0.5","30331465","1.6","14.3"
"Tyrod Taylor","NYG","WAS","QB","5100","14.5","-1.3","2.0","1.5","30330598","7.1","23.2"
"Packers ","GB","DEN","DST","3700","7.0","-1.3","0.6","0.5","30331467","1.2","14.2"
"Rondale Moore","ARI","SEA","WR","3500","8.5","-1.4","3.1","2.3","30330970","2.4","16.3"
"Romeo Doubs","GB","DEN","WR","4900","11.3","-1.4","7.0","8.4","30330918","3.0","22.1"
"Trey McBride","ARI","SEA","TE","2600","6.7","-1.5","2.9","2.4","30331298","1.1","14.1"
"Kadarius Toney","KC","LAC","WR","3800","9.1","-1.5","2.1","1.1","30330944","2.1","18.2"
"Jaylen Warren","PIT","LA","RB","5000","11.4","-1.5","6.1","4.8","30330686","4.0","20.8"
"Mark Andrews","BAL","DET","TE","5700","12.7","-1.6","12.6","10.6","30331246","3.7","24.3"
"P.J. Walker","CLE","IND","QB","4800","13.4","-1.6","2.1","0.9","30330606","6.3","21.5"
"Elijah Moore","CLE","IND","WR","4200","9.8","-1.6","9.1","10.6","30330934","2.5","19.1"
"Michael Mayer","LV","CHI","TE","2700","6.8","-1.6","6.2","6.2","30331288","1.1","14.4"
"Courtland Sutton","DEN","GB","WR","5200","11.6","-1.7","8.2","4.2","30330912","3.1","22.9"
"Austin Ekeler","LAC","KC","RB","8600","18.3","-1.7","9.1","5.4","30330644","7.8","31.0"
"Saquon Barkley","NYG","WAS","RB","8100","17.3","-1.7","4.8","2.6","30330646","7.6","29.3"
"Brian Robinson Jr.","WAS","NYG","RB","5800","12.8","-1.7","5.6","4.2","30330670","4.5","23.7"
"Kendrick Bourne","NE","BUF","WR","4400","10.0","-1.8","12.1","12.2","30330928","2.6","19.4"
"Patrick Mahomes","KC","LAC","QB","8300","23.7","-1.9","12.7","13.8","30330579","13.3","34.5"
"Rhamondre Stevenson","NE","BUF","RB","5600","12.2","-1.9","5.3","3.4","30330672","4.5","21.8"
"Logan Thomas","WAS","NYG","TE","3500","8.1","-1.9","7.8","8.1","30331266","1.7","16.4"
"Lamar Jackson","BAL","DET","QB","7600","21.4","-2.0","8.9","9.2","30330582","11.1","33.5"
"Cole Kmet","CHI","LV","TE","4200","9.3","-2.0","3.1","2.1","30331252","2.4","18.2"
"Amari Cooper","CLE","IND","WR","6100","13.0","-2.1","9.8","7.0","30330894","3.6","25.2"
"Bijan Robinson","ATL","TB","RB","7300","15.3","-2.2","9.9","7.4","30330650","6.0","26.6"
"Jonnu Smith","ATL","TB","TE","3600","7.9","-2.2","4.0","3.1","30331264","1.7","16.0"
"Najee Harris","PIT","LA","RB","5200","11.1","-2.2","2.6","1.0","30330680","3.7","20.9"
"Drake London","ATL","TB","WR","5100","10.8","-2.3","8.0","9.8","30330914","3.1","20.8"
"Jayden Reed","GB","DEN","WR","3700","8.0","-2.3","1.8","0.7","30330956","1.2","17.4"
"Dalton Kincaid","BUF","NE","TE","3100","6.7","-2.4","1.9","1.3","30331274","1.2","14.1"
"Dawson Knox","BUF","NE","TE","2900","6.3","-2.5","4.8","3.5","30331284","0.7","14.2"
"Rashee Rice","KC","LAC","WR","4700","9.8","-2.5","4.7","6.0","30330922","2.1","19.9"
"Davante Adams","LV","CHI","WR","8200","16.7","-2.5","8.3","5.4","30330876","5.7","30.7"
"Jakobi Meyers","LV","CHI","WR","6200","12.8","-2.5","4.7","3.2","30330892","4.1","24.0"
"James Cook","BUF","NE","RB","6400","13.1","-2.6","3.1","1.6","30330662","4.5","24.3"
"Javonte Williams","DEN","GB","RB","5400","11.1","-2.6","1.5","0.5","30330674","3.7","20.8"
"Jerry Jeudy","DEN","GB","WR","5800","11.9","-2.6","1.6","1.0","30330900","3.1","23.7"
"Matthew Stafford","LA","PIT","QB","6500","17.5","-2.6","4.6","3.5","30330584","8.8","27.3"
"Jaxon Smith-Njigba","SEA","ARI","WR","3900","8.1","-2.6","4.8","4.0","30330940","1.9","16.5"
"Kyle Pitts","ATL","TB","TE","4000","8.2","-2.7","2.6","2.2","30331256","1.7","16.8"
"Jonathan Taylor","IND","CLE","RB","6500","13.2","-2.7","3.3","1.7","30330660","4.6","24.1"
"Michael Pittman Jr.","IND","CLE","WR","6600","13.3","-2.7","9.4","6.4","30330888","4.7","24.4"
"Jahan Dotson","WAS","NYG","WR","4600","9.4","-2.7","0.5","0.5","30330924","2.0","19.2"
"Michael Wilson","ARI","SEA","WR","3800","7.8","-2.8","3.6","5.1","30330950","1.2","16.7"
"Desmond Ridder","ATL","TB","QB","5200","13.4","-2.8","2.5","1.5","30330596","6.3","21.5"
"DJ Moore","CHI","LV","WR","6500","13.1","-2.8","4.2","1.4","30330890","4.1","24.8"
"David Njoku","CLE","IND","TE","3400","7.0","-2.8","11.2","13.1","30331268","1.2","14.7"
"Darius Slayton","NYG","WAS","WR","3700","7.6","-2.8","1.5","0.5","30330954","1.2","16.3"
"George Pickens","PIT","LA","WR","5500","11.1","-2.8","4.7","2.8","30330906","2.6","22.5"
"DK Metcalf","SEA","ARI","WR","6800","13.6","-2.8","8.2","5.6","30330886","3.9","26.3"
"Jared Goff","DET","BAL","QB","6400","16.9","-2.9","0.6","0.5","30330585","8.3","26.2"
"Zach Ertz","ARI","SEA","TE","3200","6.4","-3.0","3.4","3.0","30331272","1.1","13.5"
"Aaron Jones","GB","DEN","RB","6800","13.5","-3.0","5.1","2.9","30330658","4.5","25.0"
"Mac Jones","NE","BUF","QB","4900","12.3","-3.0","0.5","0.5","30330600","5.5","19.8"
"Darren Waller","NYG","WAS","TE","5000","9.9","-3.0","2.9","2.1","30331250","2.5","19.6"
"Allen Robinson II","PIT","LA","WR","3600","7.1","-3.0","0.5","0.5","30330958","1.2","15.1"
"Gus Edwards","BAL","DET","RB","4800","9.4","-3.1","1.1","0.5","30330698","2.6","18.8"
"Josh Downs","IND","CLE","WR","4500","8.9","-3.1","3.0","3.0","30330926","2.2","17.5"
"Colby Parkinson","SEA","ARI","TE","2500","4.9","-3.1","0.3","0.1","30331334","0.3","11.6"
"Adam Trautman","DEN","GB","TE","2600","5.0","-3.2","0.3","0.3","30331294","0.4","11.7"
"Josh Reynolds","DET","BAL","WR","4300","8.3","-3.2","0.5","0.5","30330932","1.5","17.3"
"DeVante Parker","NE","BUF","WR","3400","6.6","-3.2","1.0","0.3","30330980","1.0","14.1"
"Kareem Hunt","CLE","IND","RB","5000","9.6","-3.3","1.0","0.5","30330690","2.8","18.5"
"Tyler Higbee","LA","PIT","TE","3700","7.0","-3.3","3.3","1.5","30331262","1.2","14.8"
"Jaleel McLaughlin","DEN","GB","RB","5000","9.6","-3.4","1.2","0.5","30330688","2.6","18.7"
"Skyy Moore","KC","LAC","WR","3500","6.5","-3.4","0.3","0.3","30330968","0.8","14.5"
"Noah Fant","SEA","ARI","TE","2800","5.2","-3.4","0.4","0.3","30331286","0.4","11.9"
"Cade Otton","TB","ATL","TE","2900","5.4","-3.4","3.2","4.0","30331282","0.7","11.7"
"Gardner Minshew II","IND","CLE","QB","5200","12.7","-3.5","1.2","0.9","30330597","6.0","20.6"
"Tutu Atwell","LA","PIT","WR","4300","8.0","-3.5","2.3","1.8","30330930","1.2","17.3"
"Nelson Agholor","BAL","DET","WR","3400","6.1","-3.6","0.3","0.3","30330976","0.6","13.9"
"Tyson Bagent","CHI","LV","QB","4900","11.6","-3.6","0.5","0.5","30330602","5.1","19.0"
"Gerald Everett","LAC","KC","TE","3800","6.9","-3.6","1.5","0.5","30331260","1.2","14.6"
"Connor Heyward","PIT","LA","TE","2500","4.4","-3.6","0.0","0.0","30331348","0.1","10.7"
"Drew Ogletree","IND","CLE","TE","2500","4.3","-3.7","0.6","0.4","30331462","0.1","10.6"
"Chris Godwin","TB","ATL","WR","6900","13.0","-3.7","4.4","2.0","30330884","4.2","24.3"
"Mike Gesicki","NE","BUF","TE","2600","4.4","-3.8","0.4","0.2","30331292","0.2","10.4"
"Latavius Murray","BUF","NE","RB","4400","7.7","-4.0","0.5","0.5","30330726","1.8","16.0"
"Darnell Mooney","CHI","LV","WR","3500","5.9","-4.0","0.3","0.3","30330972","0.9","12.8"
"Jalin Hyatt","NYG","WAS","WR","3000","5.0","-4.0","1.0","0.0","30331000","0.2","11.9"
"Deonte Harty","BUF","NE","WR","3000","4.8","-4.1","0.0","0.0","30331160","0.3","11.3"
"Travis Homer","CHI","LV","RB","4500","7.9","-4.1","0.5","0.5","30330722","2.0","15.9"
"JuJu Smith-Schuster","NE","BUF","WR","3200","5.3","-4.1","0.3","0.3","30330992","0.7","11.3"
"Deven Thompkins","TB","ATL","WR","3000","4.9","-4.1","0.0","0.0","30331006","0.4","11.4"
"Hunter Henry","NE","BUF","TE","4100","6.9","-4.2","0.3","0.3","30331254","1.1","14.8"
"Tyler Allgeier","ATL","TB","RB","4500","7.6","-4.4","0.5","0.5","30330720","2.0","15.5"
"Donovan Peoples-Jones","CLE","IND","WR","3200","5.0","-4.4","0.1","0.0","30330988","0.1","11.9"
"Noah Gray","KC","LAC","TE","3000","4.6","-4.4","0.0","0.0","30331280","0.1","11.2"
"Donald Parham Jr.","LAC","KC","TE","3000","4.6","-4.4","0.0","0.0","30331278","0.1","11.5"
"Odell Beckham Jr.","BAL","DET","WR","3900","6.2","-4.5","0.3","0.3","30330942","0.7","14.1"
"Josh Allen","BUF","NE","QB","8200","20.7","-4.5","3.8","2.5","30330580","10.7","31.5"
"AJ Dillon","GB","DEN","RB","5300","9.0","-4.5","0.5","0.5","30330676","2.5","18.0"
"Alec Pierce","IND","CLE","WR","3300","5.0","-4.5","0.3","0.3","30330984","0.2","12.0"
"Justice Hill","BAL","DET","RB","4600","7.5","-4.7","0.5","0.5","30330714","1.8","15.1"
"Zack Moss","IND","CLE","RB","6200","10.5","-4.7","0.5","0.5","30330666","3.3","20.0"
"Trey Palmer","TB","ATL","WR","3600","5.5","-4.7","0.3","0.3","30330964","0.2","12.9"
"Justin Herbert","LAC","KC","QB","8000","19.8","-4.8","1.9","3.0","30330581","10.6","30.1"
"Darnell Washington","PIT","LA","TE","2500","3.1","-4.9","0.0","0.0","30331346","0.0","8.3"
"Tyler Scott","CHI","LV","WR","3000","4.0","-5.0","0.0","0.0","30331210","0.1","9.6"
"Marvin Mims Jr.","DEN","GB","WR","3600","5.2","-5.0","1.2","0.3","30330962","0.1","12.9"
"Will Mallory","IND","CLE","TE","2500","3.0","-5.0","0.0","0.0","30331414","0.0","8.2"
"Gabe Davis","BUF","NE","WR","5900","9.6","-5.1","0.5","0.5","30330898","1.5","20.6"
"Marquez Valdes-Scantling","KC","LAC","WR","3200","4.3","-5.1","0.0","0.0","30330990","0.0","11.4"
"Ezekiel Elliott","NE","BUF","RB","4800","7.4","-5.1","0.5","0.5","30330700","1.9","14.6"
"Zach Charbonnet","SEA","ARI","RB","4300","6.5","-5.1","0.3","0.3","30330740","1.3","13.8"
"Keaontay Ingram","ARI","SEA","RB","4900","7.5","-5.2","0.5","0.5","30330692","2.0","15.1"
"Quentin Johnston","LAC","KC","WR","3800","5.3","-5.2","1.3","0.3","30330948","0.4","12.4"
"Kalif Raymond","DET","BAL","WR","3400","4.4","-5.3","0.0","0.0","30330978","0.2","10.4"
"Demario Douglas","NE","BUF","WR","3000","3.7","-5.3","0.0","0.0","30331146","0.0","9.3"
"Will Dissly","SEA","ARI","TE","2600","2.9","-5.3","0.0","0.0","30331296","0.0","7.9"
"Jameson Williams","DET","BAL","WR","3800","5.2","-5.4","0.3","0.3","30330946","0.2","12.4"
"Rashod Bateman","BAL","DET","WR","3600","4.6","-5.5","0.0","0.0","30330960","0.3","10.8"
"Robert Tonyan","CHI","LV","TE","2500","2.4","-5.6","0.0","0.0","30331434","0.0","6.7"
"Tre Tucker","LV","CHI","WR","3000","3.4","-5.6","0.0","0.0","30331200","0.0","9.1"
"Antonio Gibson","WAS","NYG","RB","4700","6.7","-5.7","0.3","0.3","30330706","1.4","13.8"
"Ke'Shawn Vaughn","TB","ATL","RB","4400","5.9","-5.8","0.3","0.3","30330730","1.3","12.8"
"Brandon Johnson","DEN","GB","WR","3000","3.0","-5.9","0.0","0.0","30331044","0.0","8.7"
"Dontayvion Wicks","GB","DEN","WR","3000","2.9","-6.0","0.0","0.0","30331034","0.0","8.2"
"Jerick McKinnon","KC","LAC","RB","4700","6.3","-6.0","0.3","0.3","30330710","0.8","14.3"
"Zach Evans","LA","PIT","RB","4000","4.9","-6.0","7.4","5.3","30330798","0.7","11.4"
"Harrison Bryant","CLE","IND","TE","2500","1.9","-6.1","0.0","0.0","30331420","0.0","5.8"
"Austin Hooper","LV","CHI","TE","2500","1.9","-6.1","0.0","0.0","30331426","0.0","5.7"
"Dyami Brown","WAS","NYG","WR","3000","2.9","-6.1","0.0","0.0","30331122","0.0","8.2"
"Mo Alie-Cox","IND","CLE","TE","2500","1.6","-6.4","0.0","0.0","30331412","0.0","5.3"
"Royce Freeman","LA","PIT","RB","4000","4.5","-6.4","0.5","0.4","30330800","0.6","10.6"
"Josiah Deguara","GB","DEN","TE","2600","1.7","-6.5","0.0","0.0","30331290","0.0","5.2"
"Daniel Bellinger","NYG","WAS","TE","2500","1.4","-6.5","0.0","0.0","30331392","0.0","4.6"
"Calvin Austin III","PIT","LA","WR","3300","3.1","-6.5","0.0","0.0","30330982","0.0","8.3"
"John Bates","WAS","NYG","TE","2500","1.4","-6.5","0.0","0.0","30331380","0.0","4.7"
"Mack Hollins","ATL","TB","WR","3400","3.0","-6.7","0.0","0.0","30330974","0.0","8.2"
"Brock Wright","DET","BAL","TE","2500","1.3","-6.7","0.0","0.0","30331452","0.0","4.5"
"Cole Turner","WAS","NYG","TE","2500","1.3","-6.7","0.0","0.0","30331382","0.0","4.4"
"Jordan Akins","CLE","IND","TE","2500","1.2","-6.8","0.0","0.0","30331418","0.0","4.1"
"Greg Dortch","ARI","SEA","WR","3000","2.1","-6.9","0.0","0.0","30331072","0.0","5.8"
"MyCole Pruitt","ATL","TB","TE","2500","1.1","-6.9","0.0","0.0","30331372","0.0","3.9"
"Trent Sherfield","BUF","NE","WR","3000","2.1","-6.9","0.0","0.0","30331162","0.0","6.2"
"Samaje Perine","DEN","GB","RB","4500","5.0","-6.9","0.3","0.3","30330718","0.7","11.3"
"Chris Manhertz","DEN","GB","TE","2500","1.1","-6.9","0.0","0.0","30331326","0.0","3.9"
"Nate Adkins","DEN","GB","TE","2500","1.0","-6.9","0.0","0.0","30331328","0.0","3.8"
"Marquise Goodwin","CLE","IND","WR","3000","2.0","-7.0","0.0","0.0","30331190","0.0","6.1"
"Marvin Jones Jr.","DET","BAL","WR","3000","1.9","-7.0","0.0","0.0","30331234","0.0","5.9"
"Jake Bobo","SEA","ARI","WR","3200","2.4","-7.0","0.0","0.0","30330994","0.0","7.1"
"Damien Williams","ARI","SEA","RB","4000","3.9","-7.1","0.0","0.0","30330782","0.5","9.2"
"Tyquan Thornton","NE","BUF","WR","3000","1.9","-7.1","0.0","0.0","30331148","0.0","5.8"
"Tucker Kraft","GB","DEN","TE","2500","0.8","-7.2","0.0","0.0","30331318","0.0","3.2"
"Pharaoh Brown","NE","BUF","TE","2500","0.7","-7.2","0.0","0.0","30331402","0.0","2.9"
"Ko Kieft","TB","ATL","TE","2500","0.8","-7.2","0.0","0.0","30331364","0.0","3.1"
"Van Jefferson","ATL","TB","WR","3500","2.6","-7.3","0.0","0.0","30330966","0.0","7.5"
"Isaiah Likely","BAL","DET","TE","2500","0.7","-7.3","0.0","0.0","30331442","0.0","2.8"
"Stone Smartt","LAC","KC","TE","2500","0.6","-7.3","0.0","0.0","30331300","0.0","2.5"
"Geoff Swaim","ARI","SEA","TE","2500","0.5","-7.4","0.0","0.0","30331340","0.0","2.1"
"David Bell","CLE","IND","WR","3000","1.5","-7.4","0.0","0.0","30331188","0.0","4.7"
"Brycen Hopkins","LA","PIT","TE","2500","0.6","-7.4","0.0","0.0","30331354","0.0","2.4"
"Payne Durham","TB","ATL","TE","2500","0.5","-7.4","0.0","0.0","30331368","0.0","2.1"
"KhaDarel Hodge","ATL","TB","WR","3000","1.5","-7.5","0.0","0.0","30331110","0.0","4.8"
"Khalil Shakir","BUF","NE","WR","3100","1.7","-7.5","0.0","0.0","30330998","0.0","5.5"
"Amari Rodgers","IND","CLE","WR","3000","1.4","-7.6","0.0","0.0","30331174","0.0","4.6"
"Blake Bell","KC","LAC","TE","2500","0.3","-7.6","0.0","0.0","30331308","0.0","1.3"
"Charlie Kolar","BAL","DET","TE","2500","0.3","-7.7","0.0","0.0","30331444","0.0","1.0"
"Marcedes Lewis","CHI","LV","TE","2500","0.2","-7.7","0.0","0.0","30331436","0.0","0.9"
"Ben Sims","GB","DEN","TE","2500","0.3","-7.7","0.0","0.0","30331320","0.0","1.0"
"Keelan Doss","LAC","KC","WR","3000","1.3","-7.7","0.0","0.0","30331018","0.0","4.4"
"Tre' McKitty","LAC","KC","TE","2500","0.3","-7.7","0.0","0.0","30331302","0.0","1.1"
"Davis Allen","LA","PIT","TE","2500","0.3","-7.7","0.0","0.0","30331356","0.0","1.2"
"Ty Montgomery II","NE","BUF","WR","3000","1.2","-7.7","0.0","0.0","30331144","0.0","4.0"
"Emari Demercado","ARI","SEA","RB","4800","4.8","-7.8","0.0","0.0","30330702","0.7","10.6"
"Clyde Edwards-Helaire","KC","LAC","RB","4200","3.5","-7.8","0.0","0.0","30330744","0.2","9.1"
"Lawrence Cager","NYG","WAS","TE","2500","0.2","-7.8","0.0","0.0","30331394","0.0","0.9"
"Scotty Miller","ATL","TB","WR","3000","1.1","-7.9","0.0","0.0","30331112","0.0","3.8"
"Darrynton Evans","CHI","LV","RB","4000","3.1","-7.9","0.0","0.0","30330854","0.2","7.7"
"Velus Jones Jr.","CHI","LV","WR","3000","1.1","-7.9","0.0","0.0","30331212","0.0","3.7"
"Isaiah McKenzie","IND","CLE","WR","3000","0.9","-8.0","0.0","0.0","30331172","0.0","3.4"
"Justyn Ross","KC","LAC","WR","3000","1.0","-8.0","0.0","0.0","30331020","0.0","3.8"
"Byron Pringle","WAS","NYG","WR","3000","0.9","-8.0","0.0","0.0","30331124","0.0","3.5"
"Devin Duvernay","BAL","DET","WR","3000","0.9","-8.1","0.0","0.0","30331224","0.0","3.3"
"DeAndre Carter","LV","CHI","WR","3000","0.9","-8.1","0.0","0.0","30331202","0.0","3.3"
"Lil'Jordan Humphrey","DEN","GB","WR","3000","0.6","-8.4","0.0","0.0","30331054","0.0","2.2"
"Samori Toure","GB","DEN","WR","3000","0.6","-8.4","0.0","0.0","30331036","0.0","2.1"
"Derius Davis","LAC","KC","WR","3300","1.1","-8.4","0.0","0.0","30330986","0.0","4.0"
"Cedric Tillman","CLE","IND","WR","3000","0.4","-8.5","0.0","0.0","30331186","0.0","1.7"
"Trent Taylor","CHI","LV","WR","3000","0.4","-8.6","0.0","0.0","30331214","0.0","1.6"
"Ameer Abdullah","LV","CHI","RB","4000","2.4","-8.6","0.0","0.0","30330842","0.0","6.3"
"Joshua Kelley","LAC","KC","RB","5200","4.7","-8.6","0.0","0.0","30330678","0.8","10.6"
"Rakim Jarrett","TB","ATL","WR","3000","0.4","-8.6","0.0","0.0","30331100","0.0","1.3"
"Hunter Renfrow","LV","CHI","WR","3100","0.5","-8.7","0.0","0.0","30330996","0.0","1.9"
"Ben Skowronek","LA","PIT","WR","3000","0.3","-8.7","0.0","0.0","30331090","0.0","1.0"
"Austin Trammell","LA","PIT","WR","3000","0.3","-8.7","0.0","0.0","30331094","0.0","1.1"
"Sterling Shepard","NYG","WAS","WR","3000","0.2","-8.7","0.0","0.0","30331136","0.0","0.8"
"Miles Boykin","PIT","LA","WR","3000","0.3","-8.7","0.0","0.0","30331080","0.0","1.0"
"Cody Thompson","SEA","ARI","WR","3000","0.3","-8.7","0.0","0.0","30331058","0.0","1.1"
"Jamison Crowder","WAS","NYG","WR","3000","0.3","-8.7","0.0","0.0","30331126","0.0","1.1"
"Isaiah Hodgins","NYG","WAS","WR","4100","2.2","-8.9","0.0","0.0","30330936","0.0","6.4"
"Matt Breida","NYG","WAS","RB","4800","3.4","-9.2","0.0","0.0","30330696","0.3","8.1"
"Cordarrelle Patterson","ATL","TB","RB","4000","1.6","-9.3","0.0","0.0","30330806","0.0","4.9"
"Craig Reynolds","DET","BAL","RB","4900","3.4","-9.3","0.0","0.0","30330694","0.3","8.5"
"Chris Rodriguez Jr.","WAS","NYG","RB","4000","1.6","-9.4","0.0","0.0","30330816","0.0","4.7"
"DeeJay Dallas","SEA","ARI","RB","4000","1.1","-9.8","0.0","0.0","30330776","0.0","3.7"
"Ty Johnson","BUF","NE","RB","4000","1.1","-9.9","0.0","0.0","30330832","0.0","3.5"
"Eric Gray","NYG","WAS","RB","4000","0.7","-10.3","0.0","0.0","30330756","0.0","2.4"
"Patrick Ricard","BAL","DET","RB","4000","0.5","-10.5","0.0","0.0","30330864","0.0","1.9"
"Michael Burton","DEN","GB","RB","4000","0.4","-10.5","0.0","0.0","30330774","0.0","1.7"
"Zamir White","LV","CHI","RB","4700","1.9","-10.5","0.0","0.0","30330708","0.0","5.3"
"Devine Ozigbo","DET","BAL","RB","4400","1.1","-10.6","0.0","0.0","30330728","0.0","3.6"
"Keith Smith","ATL","TB","RB","4000","0.3","-10.7","0.0","0.0","30330812","0.0","1.1"
"Reggie Gilliam","BUF","NE","RB","4000","0.3","-10.7","0.0","0.0","30330830","0.0","1.0"
"Jakob Johnson","LV","CHI","RB","4000","0.2","-10.7","0.0","0.0","30330850","0.0","1.0"
"Keaton Mitchell","BAL","DET","RB","4000","0.2","-10.8","0.0","0.0","30330858","0.0","0.9"
"Pierre Strong Jr.","CLE","IND","RB","4200","0.1","-11.2","0.0","0.0","30330742","0.0","0.6"
"Sean Tucker","TB","ATL","RB","4300","0.2","-11.3","0.0","0.0","30330736","0.0","1.1"
"Isaiah Spiller","LAC","KC","RB","4500","0.3","-11.6","0.0","0.0","30330724","0.0","1.5"
"Malik Cunningham","NE","BUF","QB","4800","1.3","-13.7","0.0","0.0","30330605","0.3","3.4"
