datagolf_name,dk_name,sample_size,dk_id,dk_salary,std_dev,tee_time,early_late_wave,scoring_points,finish_points,manual_bump,total_points,value,max_exposure,projected_ownership,lineup_rule
"McIlroy, Rory","Rory McIlroy",150,23668264,10500,24.156,2:30 pm,0,84.8,9.4,0,94.2,0.93,100,19.9987823867499,
"Rahm, Jon","Jon Rahm",150,23668265,10300,22.952,2:20 pm,0,81.6,8.1,0,89.7,0.37,100,19.9266316992662,
"Thomas, Justin","Justin Thomas",150,23668266,10100,22.513,11:50 am,1,80.1,7.4,0,87.5,0.16,100,16.0445856026321,
"Zalatoris, Will","Will Zalatoris",150,23668267,10000,21.896,2:40 pm,0,78.4,6.7,0,85.1,-0.11,100,17.6399523670769,
"Cantlay, Patrick","Patrick Cantlay",150,23668268,9900,22.213,11:25 am,1,79.2,7.1,0,86.3,0.11,100,13.6264175060197,
"Scheffler, Scottie","Scottie Scheffler",150,23668269,9800,23.540,2:40 pm,0,83,8.7,0,91.7,1,100,16.3394596663981,
"Finau, Tony","Tony Finau",150,23668270,9700,21.572,11:40 am,1,78.6,6.9,0,85.5,0.12,100,17.6416258395387,
"Schauffele, Xander","Xander Schauffele",150,23668271,9600,21.663,11:25 am,1,78,6.7,0,84.7,0.07,100,14.4431343006579,
"Fitzpatrick, Matthew","Matt Fitzpatrick",150,23668272,9500,22.761,2:50 pm,0,80,7.9,0,87.9,0.62,100,14.539309243314,
"Morikawa, Collin","Collin Morikawa",150,23668273,9400,20.504,11:05 am,1,75.2,5.2,0,80.4,-0.37,100,15.8548034849298,
"Burns, Sam","Sam Burns",150,23668274,9300,20.833,11:40 am,1,75.3,5.1,0,80.4,-0.31,100,12.4890919944068,
"Hovland, Viktor","Viktor Hovland",150,23668275,9200,20.293,2:10 pm,0,74.7,5.1,0,79.8,-0.34,100,14.6246478224452,
"Im, Sungjae","Sungjae Im",150,23668276,9100,21.837,11:50 am,1,78.2,6.4,0,84.6,0.37,100,11.9813840163939,
"Kim, Joohyung","Joohyung Kim",150,23668277,9000,18.848,10:55 am,1,69.9,3.5,0,73.5,-1,100,11.2953504747959,
"Young, Cameron","Cameron Young",150,23668278,8900,21.637,2:50 pm,0,78.3,6.5,0,84.8,0.53,100,18.5950782484057,
"Spieth, Jordan","Jordan Spieth",150,23668279,8800,20.543,11:15 am,1,74.5,4.9,0,79.4,-0.17,100,9.54256593307407,
"Lowry, Shane","Shane Lowry",150,23668280,8700,20.026,10:25 am,1,74.4,5.2,0,79.6,-0.1,100,8.48902572588822,
"Niemann, Joaquin","Joaquin Niemann",150,23668281,8600,21.077,2:10 pm,0,75.5,5.7,0,81.2,0.18,100,14.9823067353707,
"Homa, Max","Max Homa",150,23668282,8500,20.165,11:15 am,1,73.4,4.7,0,78.1,-0.18,100,10.7347063639328,
"Matsuyama, Hideki","Hideki Matsuyama",150,23668283,8400,19.809,2:20 pm,0,73,4.4,0,77.4,-0.22,100,6.90355322224177,
"Conners, Corey","Corey Conners",150,23668284,8300,19.840,10:45 am,1,73.6,5,0,78.6,-0.02,100,8.43007159031812,
"Hatton, Tyrrell","Tyrrell Hatton",150,23668285,8200,19.748,12:40 pm,0,72.9,4.3,0,77.2,-0.14,100,7.32368634334872,
"Wise, Aaron","Aaron Wise",150,23668286,8100,21.054,1:35 pm,0,75.4,5.4,0,80.8,0.44,100,11.2078979908456,
"Scott, Adam","Adam Scott",150,23668287,8000,19.034,10:00 am,1,70.7,3.7,0,74.4,-0.38,100,9.25915774052291,
"Horschel, Billy","Billy Horschel",150,23668288,7900,18.849,1:55 pm,0,71.5,4.2,0,75.7,-0.17,100,5.56023794930445,
"Henley, Russell","Russell Henley",150,23668289,7800,19.075,1:05 pm,0,71.8,4.2,0,76,-0.08,100,6.16390907165874,
"Harman, Brian","Brian Harman",150,23668290,7700,18.368,1:55 pm,0,69.3,3.5,0,72.8,-0.42,100,6.38342343282945,
"Davis, Cameron","Cameron Davis",150,23668291,7600,19.164,12:40 pm,0,71.7,4.2,0,75.9,0.02,100,11.731107543761,
"Riley, Davis","Davis Riley",150,23668292,7500,18.856,1:45 pm,0,71.2,3.9,0,75.1,-0.03,100,7.49610761078426,
"Mitchell, Keith","Keith Mitchell",150,23668293,7400,19.686,1:15 pm,0,73,4.5,0,77.5,0.39,100,9.19944012866467,
"Pendrith, Taylor","Taylor Pendrith",150,23668294,7400,19.680,12:00 pm,1,73.3,4.7,0,77.9,0.45,100,11.9385971088066,
"Theegala, Sahith","Sahith Theegala",150,23668296,7300,18.684,1:45 pm,0,70.1,3.6,0,73.7,-0.1,100,8.30245193226585,
"Poston, J.T.","J.T. Poston",150,23668295,7300,18.589,10:55 am,1,70.1,3.5,0,73.5,-0.12,100,6.42968559655162,
"McNealy, Maverick","Maverick McNealy",150,23668298,7200,18.704,10:35 am,1,70.1,3.7,0,73.8,-0.04,100,6.65924562315644,
"Bradley, Keegan","Keegan Bradley",150,23668297,7200,19.339,10:00 am,1,72,4.1,0,76.1,0.31,100,7.60908711868649,
"Power, Seamus","Seamus Power",150,23668300,7100,18.858,10:25 am,1,70.5,3.8,0,74.3,0.09,100,5.19704049603978,
"Pereira, Mito","Mito Pereira",150,23668299,7100,19.065,10:10 am,1,71,3.9,0,74.9,0.19,100,9.59542038301868,
"Kim, Si Woo","Si Woo Kim",150,23668301,7000,19.022,9:40 am,1,70.7,3.8,0,74.5,0.2,100,5.40546116244977,
"McCarthy, Denny","Denny McCarthy",150,23668302,7000,17.440,1:25 pm,0,67,2.9,0,69.9,-0.4,100,5.69230649139198,
"Varner III, Harold","Harold Varner III",150,23668303,6900,19.313,9:10 am,1,72,4.2,0,76.2,0.52,100,7.17585988062427,
"Noren, Alex","Alex Noren",150,23668304,6900,18.537,9:10 am,1,69.6,3.5,0,73.1,0.04,100,4.39854926925701,
"Bezuidenhout, Christiaan","Christiaan Bezuidenhout",150,23668305,6800,17.257,12:20 pm,0,66.2,2.7,0,68.9,-0.42,100,5.01569268585431,
"Kisner, Kevin","Kevin Kisner",150,23668306,6800,16.832,10:45 am,1,65.2,2.2,0,67.4,-0.6,100,4.08044636360416,
