date,event_name,player_name,make_cut,first_round_lead,top_30,top_20,top_10,top_5,top_3,win,observed_finish
"Aug 21, 2022","BMW Championship","McIlroy, Rory",1,0.043975,0.79735,0.665575,0.458275,0.298275,0.210475,0.091925,T8
"Aug 21, 2022","BMW Championship","Scheffler, Scottie",1,0.03735,0.765225,0.621725,0.409675,0.25525,0.17485,0.07035,T3
"Aug 21, 2022","BMW Championship","Rahm, Jon",1,0.032875,0.7337,0.586875,0.373475,0.22585,0.149475,0.0585,T8
"Aug 21, 2022","BMW Championship","Fitzpatrick, Matthew",1,0.030225,0.7289,0.576625,0.360075,0.21345,0.14045,0.053675,T48
"Aug 21, 2022","BMW Championship","Thomas, Justin",1,0.0333,0.6946,0.539225,0.324325,0.189425,0.12555,0.046,T52
"Aug 21, 2022","BMW Championship","Cantlay, Patrick",1,0.0311,0.671575,0.512725,0.30395,0.173625,0.112525,0.040575,1
"Aug 21, 2022","BMW Championship","Zalatoris, Will",1,0.0252,0.66885,0.504475,0.295425,0.162525,0.102825,0.0369,WD
"Aug 21, 2022","BMW Championship","Young, Cameron",1,0.0263,0.65415,0.49165,0.292175,0.16035,0.1015,0.036325,T23
"Aug 21, 2022","BMW Championship","Schauffele, Xander",1,0.028875,0.660575,0.49945,0.288525,0.15995,0.099525,0.035875,T3
"Aug 21, 2022","BMW Championship","Finau, Tony",1,0.02855,0.666475,0.5009,0.291825,0.16315,0.100375,0.03565,T28
"Aug 21, 2022","BMW Championship","Im, Sungjae",1,0.0288,0.62495,0.460225,0.2632,0.14345,0.0894,0.030575,T15
"Aug 21, 2022","BMW Championship","Niemann, Joaquin",1,0.01935,0.595375,0.42755,0.23515,0.12125,0.071525,0.0235,T8
"Aug 21, 2022","BMW Championship","Wise, Aaron",1,0.0183,0.5599,0.394175,0.2066,0.1063,0.0621,0.02045,T15
"Aug 21, 2022","BMW Championship","Burns, Sam",1,0.022125,0.527925,0.3677,0.18885,0.095725,0.0575,0.0186,T19
"Aug 21, 2022","BMW Championship","Morikawa, Collin",1,0.0211,0.540125,0.378525,0.196425,0.0977,0.058425,0.0184,T44
"Aug 21, 2022","BMW Championship","Hovland, Viktor",1,0.0164,0.5448,0.378175,0.194025,0.0988,0.059675,0.0184,T35
"Aug 21, 2022","BMW Championship","Lowry, Shane",1,0.01985,0.543725,0.377725,0.1929,0.0946,0.054475,0.01725,T12
"Aug 21, 2022","BMW Championship","Spieth, Jordan",1,0.020575,0.5192,0.3569,0.1818,0.0886,0.0533,0.017125,T19
"Aug 21, 2022","BMW Championship","Conners, Corey",1,0.017775,0.542275,0.36965,0.19045,0.0925,0.05325,0.016175,T5
"Aug 21, 2022","BMW Championship","Matsuyama, Hideki",1,0.01465,0.482375,0.324375,0.1602,0.07765,0.044625,0.01495,T35
"Aug 21, 2022","BMW Championship","Pendrith, Taylor",1,0.016625,0.502575,0.33635,0.163925,0.0807,0.0469,0.014325,T8
"Aug 21, 2022","BMW Championship","Homa, Max",1,0.018325,0.5063,0.340375,0.168825,0.081025,0.0467,0.014225,T23
"Aug 21, 2022","BMW Championship","Mitchell, Keith",1,0.0149,0.490025,0.32525,0.15795,0.074825,0.042925,0.0134,T32
"Aug 21, 2022","BMW Championship","Hatton, Tyrrell",1,0.01325,0.4724,0.31395,0.15115,0.071125,0.040525,0.011975,T23
"Aug 21, 2022","BMW Championship","Varner III, Harold",1,0.016325,0.458875,0.30075,0.139325,0.064325,0.036375,0.011,T48
"Aug 21, 2022","BMW Championship","Henley, Russell",1,0.0115,0.4666,0.307825,0.14275,0.065775,0.0375,0.010725,T35
"Aug 21, 2022","BMW Championship","Davis, Cameron",1,0.012975,0.46905,0.3076,0.1469,0.06745,0.037625,0.0105,T35
"Aug 21, 2022","BMW Championship","Bradley, Keegan",1,0.0161,0.4495,0.29355,0.138575,0.064625,0.034675,0.010275,T58
"Aug 21, 2022","BMW Championship","Horschel, Billy",1,0.011375,0.4547,0.292825,0.133125,0.060425,0.03345,0.010075,T35
"Aug 21, 2022","BMW Championship","Riley, Davis",1,0.0124,0.441925,0.283825,0.129725,0.05835,0.0327,0.00995,T54
"Aug 21, 2022","BMW Championship","Clark, Wyndham",1,0.010775,0.44115,0.28155,0.12645,0.057175,0.032175,0.0088,64
"Aug 21, 2022","BMW Championship","Pereira, Mito",1,0.013175,0.43085,0.274525,0.1258,0.055925,0.0315,0.00855,T54
"Aug 21, 2022","BMW Championship","Power, Seamus",1,0.013325,0.4186,0.265825,0.117925,0.051775,0.0281,0.0085,65
"Aug 21, 2022","BMW Championship","Munoz, Sebastian",1,0.013325,0.404725,0.25435,0.113775,0.05085,0.02805,0.0078,T35
"Aug 21, 2022","BMW Championship","Scott, Adam",1,0.01325,0.4042,0.2526,0.112325,0.0498,0.026575,0.007525,T5
"Aug 21, 2022","BMW Championship","Kim, Si Woo",1,0.0128,0.4128,0.2607,0.116125,0.05065,0.0278,0.007375,67
"Aug 21, 2022","BMW Championship","McNealy, Maverick",1,0.011325,0.398075,0.2438,0.10475,0.0464,0.02555,0.007225,T32
"Aug 21, 2022","BMW Championship","Theegala, Sahith",1,0.0096,0.39935,0.247375,0.108475,0.046275,0.025175,0.00705,T15
"Aug 21, 2022","BMW Championship","Noren, Alex",1,0.012325,0.387775,0.237925,0.102775,0.043825,0.023675,0.00675,T52
"Aug 21, 2022","BMW Championship","Harman, Brian",1,0.008325,0.39735,0.2435,0.10265,0.04335,0.02375,0.006425,T35
