player_name,sample_size,baseline,age,age_adj,true_sg_adj,timing_adj,sg_category_adj,course_history_adj,driving_dist_adj,driving_acc_adj,fit_other_adj,course_fit_total_adj,final_prediction,std_dev,event_name,course_name
"Lowry, Shane",150,1.309,35,-0.009,0.053,0.006,0.008,-0.040,0.037,-0.010,-0.003,0.024,1.351,2.758,"BMW Championship","Wilmington Country Club"
"Conners, Corey",150,1.348,30,0.007,0.007,-0.020,0.060,-0.040,0.018,-0.037,-0.003,-0.022,1.339,2.742,"BMW Championship","Wilmington Country Club"
"Hovland, Viktor",150,1.418,24,0.025,0.009,0.013,-0.133,-0.040,0.055,-0.013,-0.004,0.038,1.330,2.796,"BMW Championship","Wilmington Country Club"
"Burns, Sam",150,1.457,26,0.022,-0.007,-0.002,-0.201,-0.040,0.052,0.013,-0.001,0.063,1.292,2.846,"BMW Championship","Wilmington Country Club"
"Spieth, Jordan",150,1.184,29,0.012,-0.056,-0.024,0.116,-0.040,0.044,0.011,-0.001,0.054,1.247,2.827,"BMW Championship","Wilmington Country Club"
"Homa, Max",150,1.241,31,0.003,0.034,0.022,-0.089,-0.040,0.045,-0.006,-0.001,0.038,1.210,2.791,"BMW Championship","Wilmington Country Club"
"Pendrith, Taylor",150,0.782,31,0.005,0.076,0.041,0.206,-0.040,0.111,0.008,-0.002,0.117,1.187,2.779,"BMW Championship","Wilmington Country Club"
"Mitchell, Keith",150,0.967,30,0.007,0.059,-0.011,0.060,-0.040,0.075,-0.008,0.001,0.068,1.110,2.792,"BMW Championship","Wilmington Country Club"
"Matsuyama, Hideki",150,1.161,30,0.007,-0.045,-0.031,0.024,-0.040,0.020,-0.006,-0.003,0.010,1.086,2.815,"BMW Championship","Wilmington Country Club"
"Hatton, Tyrrell",150,1.087,30,0.006,0.046,-0.004,-0.074,-0.040,0.033,0.012,0.001,0.046,1.066,2.816,"BMW Championship","Wilmington Country Club"
"Henley, Russell",150,1.128,33,-0.002,0.018,0.009,-0.007,-0.040,-0.016,-0.032,-0.005,-0.052,1.054,2.769,"BMW Championship","Wilmington Country Club"
"Davis, Cameron",150,0.935,27,0.017,0.047,-0.013,0.015,-0.040,0.079,0.014,-0.002,0.091,1.052,2.769,"BMW Championship","Wilmington Country Club"
"Varner III, Harold",150,0.895,32,0.002,0.026,0.006,0.112,-0.040,0.032,0.009,-0.003,0.039,1.041,2.793,"BMW Championship","Wilmington Country Club"
"Bradley, Keegan",150,0.965,36,-0.011,-0.000,0.018,0.053,-0.040,0.045,-0.014,-0.003,0.028,1.012,2.796,"BMW Championship","Wilmington Country Club"
"Horschel, Billy",150,1.150,35,-0.010,-0.005,-0.006,-0.050,-0.040,-0.012,-0.027,0.001,-0.039,1.001,2.762,"BMW Championship","Wilmington Country Club"
"Riley, Davis",150,0.752,25,0.023,0.049,-0.019,0.142,-0.040,0.052,-0.010,-0.002,0.041,0.947,2.793,"BMW Championship","Wilmington Country Club"
"Clark, Wyndham",150,0.557,28,0.013,0.017,-0.037,0.289,-0.040,0.105,0.031,0.003,0.138,0.937,2.770,"BMW Championship","Wilmington Country Club"
"Pereira, Mito",150,0.914,27,0.017,0.015,-0.004,0.009,-0.040,0.033,-0.014,-0.004,0.015,0.926,2.787,"BMW Championship","Wilmington Country Club"
"Kim, Si Woo",150,0.786,27,0.018,0.022,-0.005,0.127,-0.040,0.001,-0.023,-0.001,-0.023,0.886,2.785,"BMW Championship","Wilmington Country Club"
"Power, Seamus",150,0.812,35,-0.009,0.054,0.022,0.012,-0.040,0.024,0.003,0.001,0.029,0.880,2.772,"BMW Championship","Wilmington Country Club"
"Scott, Adam",150,0.908,42,-0.031,0.026,-0.012,-0.084,-0.040,0.049,0.012,-0.001,0.061,0.827,2.798,"BMW Championship","Wilmington Country Club"
"Munoz, Sebastian",150,0.856,29,0.010,-0.018,-0.008,0.034,-0.040,0.009,-0.021,-0.002,-0.015,0.819,2.814,"BMW Championship","Wilmington Country Club"
"McNealy, Maverick",150,0.760,26,0.019,0.057,0.007,-0.047,-0.040,0.049,0.002,0.002,0.053,0.809,2.787,"BMW Championship","Wilmington Country Club"
"Harman, Brian",150,1.028,35,-0.010,-0.077,-0.016,-0.034,-0.040,-0.034,-0.029,0.000,-0.062,0.789,2.756,"BMW Championship","Wilmington Country Club"
"Theegala, Sahith",150,0.618,24,0.026,0.096,-0.044,0.084,-0.040,0.027,0.017,-0.000,0.044,0.785,2.803,"BMW Championship","Wilmington Country Club"
"Noren, Alex",150,0.968,40,-0.024,-0.029,-0.008,-0.099,-0.040,-0.003,-0.001,0.001,-0.002,0.764,2.787,"BMW Championship","Wilmington Country Club"
"Kim, Joohyung",150,1.008,20,0.041,0.031,-0.065,-0.164,-0.040,-0.027,-0.048,-0.001,-0.076,0.736,2.803,"BMW Championship","Wilmington Country Club"
"Kirk, Chris",150,0.759,37,-0.015,-0.057,0.018,0.109,-0.040,-0.017,-0.024,-0.000,-0.042,0.731,2.763,"BMW Championship","Wilmington Country Club"
"List, Luke",150,0.249,37,-0.016,0.058,-0.007,0.382,-0.040,0.092,0.012,-0.006,0.099,0.724,2.753,"BMW Championship","Wilmington Country Club"
"Poston, J.T.",150,0.899,29,0.011,-0.004,0.010,-0.168,-0.040,-0.009,-0.000,0.002,-0.007,0.702,2.813,"BMW Championship","Wilmington Country Club"
"Steele, Brendan",150,0.507,39,-0.022,0.016,0.005,0.208,-0.040,0.046,-0.015,-0.006,0.024,0.698,2.804,"BMW Championship","Wilmington Country Club"
"Stallings, Scott",150,0.817,37,-0.015,0.025,-0.014,-0.135,-0.040,0.033,0.005,-0.001,0.037,0.675,2.824,"BMW Championship","Wilmington Country Club"
"Lee, Kyounghoon",150,0.641,30,0.006,0.047,-0.007,0.013,-0.040,0.019,-0.017,0.001,0.003,0.663,2.807,"BMW Championship","Wilmington Country Club"
"Tringale, Cameron",150,0.519,34,-0.007,0.018,0.023,0.118,-0.040,0.006,-0.003,-0.002,0.001,0.631,2.782,"BMW Championship","Wilmington Country Club"
"Grillo, Emiliano",150,0.566,29,0.009,0.035,-0.013,0.000,-0.040,0.026,-0.021,-0.002,0.003,0.560,2.828,"BMW Championship","Wilmington Country Club"
"Smalley, Alex",150,0.435,25,0.022,0.018,-0.006,0.088,-0.040,0.047,-0.008,-0.003,0.036,0.554,2.803,"BMW Championship","Wilmington Country Club"
"McCarthy, Denny",150,0.933,29,0.011,-0.044,-0.032,-0.256,-0.040,-0.032,-0.021,0.004,-0.050,0.523,2.756,"BMW Championship","Wilmington Country Club"
"Herbert, Lucas",150,0.413,26,0.020,0.047,0.016,-0.034,-0.040,0.068,0.030,0.003,0.102,0.523,2.816,"BMW Championship","Wilmington Country Club"
"Moore, Taylor",150,0.455,29,0.012,0.031,-0.050,0.084,-0.040,0.022,-0.008,-0.001,0.013,0.504,2.768,"BMW Championship","Wilmington Country Club"
"Merritt, Troy",150,0.678,36,-0.013,-0.077,-0.006,0.019,-0.040,-0.044,-0.028,-0.000,-0.072,0.488,2.794,"BMW Championship","Wilmington Country Club"
"Hoge, Tom",150,0.514,33,-0.002,-0.031,0.014,0.027,-0.040,-0.011,-0.015,-0.003,-0.029,0.454,2.814,"BMW Championship","Wilmington Country Club"
"Hadwin, Adam",150,0.459,34,-0.007,0.015,0.016,0.003,-0.040,-0.011,-0.015,0.001,-0.025,0.421,2.804,"BMW Championship","Wilmington Country Club"
"Bezuidenhout, Christiaan",150,0.585,28,0.014,0.039,0.011,-0.139,-0.040,-0.047,-0.011,0.002,-0.056,0.415,2.754,"BMW Championship","Wilmington Country Club"
"Kitayama, Kurt",150,0.166,29,0.010,0.018,0.042,0.109,-0.040,0.079,0.027,-0.001,0.106,0.411,2.809,"BMW Championship","Wilmington Country Club"
"Leishman, Marc",150,0.486,38,-0.020,-0.032,-0.008,-0.024,-0.040,0.025,0.013,0.000,0.038,0.401,2.773,"BMW Championship","Wilmington Country Club"
"Mullinax, Trey",150,0.211,30,0.008,0.025,-0.019,0.044,-0.040,0.095,0.031,-0.002,0.124,0.353,2.807,"BMW Championship","Wilmington Country Club"
"Spaun, J.J.",150,0.329,32,0.002,0.018,0.005,0.029,-0.040,-0.026,-0.027,-0.002,-0.055,0.289,2.803,"BMW Championship","Wilmington Country Club"
"Putnam, Andrew",150,0.530,33,-0.003,-0.053,-0.017,-0.096,-0.040,-0.099,-0.026,0.003,-0.122,0.199,2.774,"BMW Championship","Wilmington Country Club"
"Kuchar, Matt",150,0.702,44,-0.038,-0.134,0.008,-0.216,-0.040,-0.076,-0.019,0.002,-0.094,0.190,2.731,"BMW Championship","Wilmington Country Club"
"Kisner, Kevin",150,0.585,38,-0.019,-0.051,0.032,-0.293,-0.040,-0.061,-0.017,0.002,-0.076,0.138,2.818,"BMW Championship","Wilmington Country Club"
"Glover, Lucas",150,0.231,42,-0.033,-0.085,-0.001,0.112,-0.040,-0.017,-0.031,-0.004,-0.052,0.132,2.804,"BMW Championship","Wilmington Country Club"
"Straka, Sepp",150,-0.007,29,0.011,0.060,0.027,0.036,-0.040,0.033,-0.003,0.002,0.032,0.120,2.834,"BMW Championship","Wilmington Country Club"
"Hughes, Mackenzie",150,0.129,31,0.003,-0.001,-0.003,-0.041,-0.040,-0.003,0.017,0.003,0.016,0.063,2.784,"BMW Championship","Wilmington Country Club"
"Reavie, Chez",150,0.412,40,-0.026,-0.223,0.002,-0.051,-0.040,-0.095,-0.057,-0.004,-0.156,-0.083,2.815,"BMW Championship","Wilmington Country Club"
