player_id,team,opp,pos,name,fpts,proj_own,noto_rtg,ceil,floor,min_exposure,max_exposure,salary,custom,rg_id,partner_id
1496,,,G,Scottie Scheffler,89.18,21.4,87.84,103.5,71.5,0,0,9800,,35127,1496
2024,,,G,Max Homa,81.91,9,63.7,96.5,67,0,0,8500,,36137,2024
2167,,,G,J.J. Spaun,69.1,1.2,33.36,81,57,0,0,6000,,36093,2167
1760,,,G,Tom Hoge,70.42,2.6,44.76,83,57.5,0,0,6300,,34888,1760
300102,,,G,Collin Morikawa,79.2,19.4,67.59,93.5,64.5,0,0,9400,,36083,300102
1860,,,G,Corey Conners,83.08,12.5,74.22,97.5,67.5,0,0,8300,,37123,1860
2125,,,G,Tony Finau,87.96,17.6,86.72,102,70.5,0,0,9700,,34873,2125
2158,,,G,Lucas Glover,70.56,5,36,83,57.5,0,0,6100,,34876,2158
700009,,,G,Joohyung Kim,79.3,12.5,67.83,93.35,64,0,0,9000,,2087790,700009
1663,,,G,Chez Reavie,68.06,2.4,39.68,80.5,55.5,0,0,6100,,34927,1663
1356,,,G,Tyrrell Hatton,77.25,8.9,55.19,90.85,63,0,0,8200,,35279,1356
404847,,,G,Sahith Theegala,74.61,10.8,43.07,87.5,61.5,0,0,7300,,37149,404847
1961,,,G,Scott Stallings,72.93,11.4,51.35,86.5,60,0,0,6600,,34999,1961
320038,,,G,Sebastian Munoz,77.04,5.8,53.4,91,63,0,0,6500,,36138,320038
1654,,,G,Russell Henley,77.92,8.5,64.14,92,64,0,0,7800,,34884,1654
670620,,,G,Sungjae Im,84.41,16.3,80.23,99,68,0,0,9100,,382250,670620
696569,,,G,Cameron Young,83.66,23,69.67,98.5,67.5,0,0,8900,,1074862,696569
1579,,,G,Will Zalatoris,85.65,12.4,82.43,101,68.65,0,0,10000,,35055,1579
1018,,,G,Denny McCarthy,67.26,4.2,48.82,79.5,55,0,0,7000,,35117,1018
1931,,,G,Hideki Matsuyama,78.43,4.8,65.22,92,64,0,0,8400,,34791,1931
671028,,,G,Mito Pereira,80.25,6.3,68.3,94.5,65,0,0,7100,,278841,671028
1799,,,G,Adam Hadwin,72.8,2,41.14,86.5,59.5,0,0,6300,,34880,1799
330678,,,G,Cameron Davis,75.63,17.1,56.22,89.5,62,0,0,7600,,36131,330678
1701,,,G,Justin Thomas,90.93,18,87.94,105.5,73,0,0,10100,,34818,1701
1514,,,G,Trey Mullinax,71.06,12.4,37.47,84,58.5,0,0,6200,,36084,1514
690049,,,G,Viktor Hovland,79.41,13.9,75.72,94,64.5,0,0,9200,,658704,690049
190,,,G,Harold Varner III,77.51,5.2,55.39,92,63,0,0,6900,,34947,190
1625,,,G,Davis Riley,77.87,5.7,55.09,92,63,0,0,7500,,1000174,1625
1449,,,G,Cameron Tringale,73.71,1.5,44.15,87,60.5,0,0,6200,,35004,1449
165746,,,G,Taylor Moore,70.47,10.3,44.16,83.5,57.5,0,0,6400,,35323,165746
1802,,,G,Taylor Pendrith,77.99,10.6,57.42,92,63.5,0,0,7400,,2216233,1802
1725,,,G,Billy Horschel,78.88,5,55.82,93,64,0,0,7900,,34768,1725
185304,,,G,Seamus Power,76.52,2.2,52.02,90,62.5,0,0,7100,,35404,185304
1914,,,G,Maverick McNealy,72.79,7.7,45.4,86.5,59.5,0,0,7200,,37136,1914
171,,,G,Jordan Spieth,83.02,7.7,68.45,97.5,67,0,0,8800,,34812,171
1639,,,G,Matt Kuchar,68.52,0.9,43.95,80.5,56,0,0,6000,,34780,1639
1408,,,G,Patrick Cantlay,88.09,14.8,85.98,102,70.5,0,0,9900,,36297,1408
1409,,,G,Troy Merritt,70.11,5.5,42.85,82.5,58,0,0,6300,,34794,1409
680,,,G,Jon Rahm,88.2,24.9,89.79,103,70.5,0,0,10300,,35126,680
142,,,G,Marc Leishman,70.66,1.4,38.47,83.5,58,0,0,6400,,34785,142
395,,,G,Shane Lowry,84.16,6.2,69.06,98.5,68,0,0,8700,,34788,395
463,,,G,Rory McIlroy,90.53,20.3,96.61,105.5,72.5,0,0,10500,,34793,463
552,,,G,Mackenzie Hughes,62.81,2.5,30.44,74,51.5,0,0,6000,,36080,552
453,,,G,Christiaan Bezuidenhout,71.35,2.1,45.42,84.5,58.5,0,0,6800,,1156736,453
509671,,,G,Joaquin Niemann,82.96,17.4,69.97,97.5,66.5,0,0,8600,,37138,509671
