bet_outcome_numeric,bet_outcome_text,close_odds,close_time,dg_id,open_odds,open_time,outcome,player_name,book,event_completed,event_name,market,season,year,event_id
0,loss,+1147,2022-08-18 06:27,10091,+1054,2022-08-16 09:21,T8,"McIlroy, Rory",pinnacle,2022-08-21,BMW Championship,win,2022,2022,28
0,loss,+1190,2022-08-18 06:27,19195,+1275,2022-08-16 09:21,T8,"Rahm, Jon",pinnacle,2022-08-21,BMW Championship,win,2022,2022,28
1,paid in full,+1430,2022-08-18 06:27,15466,+1781,2022-08-16 09:21,1,"Cantlay, Patrick",pinnacle,2022-08-21,BMW Championship,win,2022,2022,28
0,loss,+1654,2022-08-18 06:27,18417,+1477,2022-08-16 09:21,T3,"Scheffler, Scottie",pinnacle,2022-08-21,BMW Championship,win,2022,2022,28
0,loss,+1724,2022-08-18 06:27,17646,+1629,2022-08-16 09:21,T48,"Fitzpatrick, Matthew",pinnacle,2022-08-21,BMW Championship,win,2022,2022,28
0,loss,+1764,2022-08-18 06:27,14139,+1629,2022-08-16 09:21,T52,"Thomas, Justin",pinnacle,2022-08-21,BMW Championship,win,2022,2022,28
0,loss,+2064,2022-08-18 06:27,26651,+2646,2022-08-16 09:21,T23,"Young, Cameron",pinnacle,2022-08-21,BMW Championship,win,2022,2022,28
0,loss,+2080,2022-08-18 06:27,11676,+1781,2022-08-16 09:21,T28,"Finau, Tony",pinnacle,2022-08-21,BMW Championship,win,2022,2022,28
0,loss,+2243,2022-08-18 06:27,22085,+2341,2022-08-16 09:21,T44,"Morikawa, Collin",pinnacle,2022-08-21,BMW Championship,win,2022,2022,28
0,loss,+2260,2022-08-18 06:27,19428,+1681,2022-08-16 09:21,WD,"Zalatoris, Will",pinnacle,2022-08-21,BMW Championship,win,2022,2022,28
0,loss,+2473,2022-08-18 06:27,19895,+2098,2022-08-16 09:21,T3,"Schauffele, Xander",pinnacle,2022-08-21,BMW Championship,win,2022,2022,28
0,loss,+2707,2022-08-18 06:27,17488,+2646,2022-08-16 09:21,T15,"Im, Sungjae",pinnacle,2022-08-21,BMW Championship,win,2022,2022,28
0,loss,+3075,2022-08-18 06:27,19483,+2646,2022-08-16 09:21,T19,"Burns, Sam",pinnacle,2022-08-21,BMW Championship,win,2022,2022,28
0,loss,+3287,2022-08-18 06:27,18841,+3559,2022-08-16 09:21,T35,"Hovland, Viktor",pinnacle,2022-08-21,BMW Championship,win,2022,2022,28
0,loss,+3671,2022-08-18 06:27,18079,+3559,2022-08-16 09:21,T8,"Niemann, Joaquin",pinnacle,2022-08-21,BMW Championship,win,2022,2022,28
0,loss,+4196,2022-08-18 06:27,24766,+4575,2022-08-16 09:21,T54,"Kim, Joohyung",pinnacle,2022-08-21,BMW Championship,win,2022,2022,28
0,loss,+4578,2022-08-18 06:27,13562,+6099,2022-08-16 09:21,T35,"Matsuyama, Hideki",pinnacle,2022-08-21,BMW Championship,win,2022,2022,28
0,loss,+4849,2022-08-18 06:27,14636,+5083,2022-08-16 09:21,T19,"Spieth, Jordan",pinnacle,2022-08-21,BMW Championship,win,2022,2022,28
0,loss,+5199,2022-08-18 06:27,13900,+4320,2022-08-16 09:21,T12,"Lowry, Shane",pinnacle,2022-08-21,BMW Championship,win,2022,2022,28
0,loss,+5500,2022-08-18 06:27,14796,+7114,2022-08-16 09:21,T23,"Hatton, Tyrrell",pinnacle,2022-08-21,BMW Championship,win,2022,2022,28
0,loss,+5662,2022-08-18 06:27,17576,+5591,2022-08-16 09:21,T5,"Conners, Corey",pinnacle,2022-08-21,BMW Championship,win,2022,2022,28
