player_name,sample_size,primary_tour,dg_rank,dg_change,owgr_rank,owgr_change,dg_index
"McIlroy, Rory",150,pga,1,0,3,0,2.2856859743897204
"Finau, Tony",150,pga,2,3,14,-1,1.98605202329604
"Smith, Cameron",150,pga,3,3,2,0,1.98192486953386
"Scheffler, Scottie",150,pga,4,-1,1,0,1.98139005943832
"Cantlay, Patrick",150,pga,5,-3,4,0,1.9681906364757902
"Fitzpatrick, Matthew",150,pga,6,1,11,-1,1.94736638767317
"Schauffele, Xander",150,pga,7,-3,6,-1,1.91027345560993
"Rahm, Jon",150,pga,8,0,5,1,1.89252123483479
"Thomas, Justin",150,pga,9,0,7,0,1.7827532245846103
"Zalatoris, Will",150,pga,10,1,9,5,1.7628316541846
"Johnson, Dustin",150,pga,11,-1,21,-3,1.6503788183005
"Im, Sungjae",150,pga,12,0,20,0,1.52123547601531
"Burns, Sam",150,pga,13,0,12,-1,1.47123965828772
"Hovland, Viktor",150,pga,14,3,10,-1,1.43136830626647
"Morikawa, Collin",150,pga,15,6,8,0,1.3975744338694098
"Conners, Corey",150,pga,16,0,30,1,1.3610101005679598
"Fleetwood, Tommy",150,pga,17,-2,27,0,1.32574614340004
"Lowry, Shane",150,pga,18,-4,24,0,1.3217431888478
"Young, Cameron",150,pga,19,0,17,0,1.3094665604324
"Niemann, Joaquin",150,pga,20,8,18,1,1.28731928790287
"Homa, Max",150,pga,21,-1,22,0,1.25525977227
"Wise, Aaron",150,pga,22,4,40,0,1.2054519642802601
"Spieth, Jordan",150,pga,23,-5,13,-1,1.2009723608910101
"Matsuyama, Hideki",150,pga,24,0,16,0,1.1796693506181102
"Gooch, Talor",150,pga,25,0,44,-2,1.17648112932495
"Horschel, Billy",150,pga,26,-4,15,0,1.16754899543571
"Henley, Russell",150,pga,27,-4,51,0,1.14378158340072
"Casey, Paul",150,pga,28,-1,32,0,1.1383058254498502
"Hatton, Tyrrell",150,pga,29,1,26,0,1.09845378807349
"Berger, Daniel",150,pga,30,-1,31,-1,1.09686224115275
"Harman, Brian",150,pga,31,14,36,11,1.03902782269101
"Oosthuizen, Louis",150,pga,32,0,29,-1,1.03364847135103
"Kim, Joohyung",150,pga,33,7,19,2,1.02012408985863
"Noren, Alex",150,pga,34,-3,55,-3,0.985812180290042
"Bradley, Keegan",150,pga,35,-1,47,-4,0.980431639529324
"Mitchell, Keith",150,pga,36,0,57,-2,0.9787743034485601
"Davis, Cameron",150,pga,37,11,65,3,0.9472398662390201
"McCarthy, Denny",150,pga,38,6,83,6,0.944432308535563
"Pereira, Mito",150,pga,39,4,50,0,0.9258761530464791
"Scott, Adam",150,pga,40,14,37,4,0.9186481189121659
"Varner III, Harold",150,pga,41,-8,42,-3,0.91015932765071
"Poston, J.T.",150,pga,42,5,56,2,0.9095958487313319
"Munoz, Sebastian",150,pga,43,-1,60,0,0.8671729407616291
"Stallings, Scott",150,pga,44,-3,106,0,0.832552190595115
"Power, Seamus",150,pga,45,-8,39,-2,0.826472091927344
"Pieters, Thomas",150,euro,46,0,35,0,0.8082487254298291
"Kim, Si Woo",150,pga,47,4,63,-1,0.7971724287008091
"Pendrith, Taylor",150,pga,48,-13,134,0,0.793387037992572
"Kirk, Chris",150,pga,49,-10,62,-3,0.773249326762445
"McNealy, Maverick",150,pga,50,10,74,1,0.7697505839757409
"Riley, Davis",150,pga,51,7,70,3,0.764738996418616
"Ancer, Abraham",150,pga,52,-2,23,0,0.762025584151665
"Reed, Patrick",150,pga,53,-15,49,-3,0.7411712971654609
"Fox, Ryan",150,euro,54,-1,48,0,0.7341969299845229
"Kuchar, Matt",150,pga,55,-6,76,-2,0.717123613295322
"Garcia, Sergio",150,pga,56,0,71,-1,0.701097649552891
"Merritt, Troy",150,pga,57,12,96,3,0.688814310541851
"Watson, Bubba",150,pga,58,3,92,-2,0.6529379649158891
"Lee, Kyounghoon",150,pga,59,18,45,0,0.651635989615846
"Grace, Branden",150,pga,60,2,139,-2,0.636173531172088
"Theegala, Sahith",150,pga,61,25,59,5,0.628092917559535
"Koepka, Brooks",150,pga,62,3,25,0,0.6157149124129251
"Kokrak, Jason",150,pga,63,3,38,-2,0.6126730342456391
"Woodland, Gary",150,pga,64,4,89,-1,0.610597745891776
"Bezuidenhout, Christiaan",150,pga,65,-6,67,-4,0.595827427107477
"Kisner, Kevin",150,pga,66,22,28,1,0.595099519866136
"Meronk, Adrian",150,euro,67,0,58,-1,0.5803966986068311
"Grillo, Emiliano",150,pga,68,17,102,6,0.5761838298483011
"Clark, Wyndham",150,pga,69,20,183,15,0.567042536078869
"Hubbard, Mark",150,pga,70,-13,191,-1,0.563745771205771
"DeChambeau, Bryson",150,pga,71,0,33,0,0.5589001195847659
"Rose, Justin",150,pga,72,-20,54,0,0.557793619983108
"Smith, Jordan",150,euro,73,2,116,0,0.556942020684412
"Howell III, Charles",150,pga,74,-2,190,-4,0.5545270090961589
"Day, Jason",150,pga,75,-2,159,-12,0.5436129265543921
"Putnam, Andrew",150,pga,76,27,118,26,0.540137231993742
"Tringale, Cameron",150,pga,77,-13,53,0,0.5334204080916229
"Hoge, Tom",150,pga,78,0,46,-2,0.527960278679113
"Steele, Brendan",150,pga,79,-9,113,-6,0.5194338270488129
