"offPlayer","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Dalton Schultz","43","19","0.31","88","1.44","61.8","-15","Logan Wilson","37","14","0.23","80","1.19","84.3"
"Albert Okwuegbunam","33","15","0.25","100","1","62.8","14","Kamu Grugier-Hill","49","33","0.5","81","2.37","37.3"
"T.J. Hockenson","30","23","0.26","57","1.27","69.1","12","Jamin Davis","36","17","0.28","67","1.72","45.9"
"Robert Tonyan","19","21","0.35","75","1.89","55.7","40","Roquan Smith","35","29","0.2","30","1.14","28.5"
"Brevin Jordan","25","8","0.06","50","0.2","56","-26","Alex Singleton","28","11","0.17","100","0.64","67.7"
"Mo Alie-Cox","20","10","0.23","100","1.3","70.4","19","Devin Lloyd","38","8","0.2","100","1.24","51.5"
"Evan Engram","35","11","0.19","100","0.8","54.6","-17","Zaire Franklin","36","8","0.05","33","0.22","52.6"
"Travis Kelce","32","28","0.82","89","3.78","91.9","53","Kyle Van Noy","15","7","0.59","100","1.2","60.2"
"Tyler Higbee","46","20","0.19","56","0.85","57.4","3","Rashaan Evans","33","6","0.09","100","0.33","64.9"
"Gerald Everett","23","17","0.63","75","2.35","70.4","44","Willie Gay Jr.","22","14","0.32","100","1.86","29.9"
"Darren Waller","35","17","0.34","67","2.26","69.2","29","Jalen Thompson","41","10","0.26","75","0.37","45.2"
"Durham Smythe","13","15","0.18","50","1.08","70.2","-28","Malik Harrison","8","12","0.19","100","0.62","64.8"
"Irv Smith Jr.","14","14","","","","42.3","-34","Kyzir White","27","7","0.03","50","-0.04","69.9"
"Hunter Henry","29","10","0.14","67","0.69","50.6","-33","Myles Jack","52","13","0.17","71","0.73","69.4"
"Juwan Johnson","32","16","0.2","40","1.34","70","-27","Devin White","34","18","0.17","50","0.82","58.5"
"Daniel Bellinger","7","","","","","67.1","7","Jeremy Chinn","36","6","0.12","100","0.64","49.3"
"Tyler Conklin","50","10","0.23","80","0.32","40.1","-64","Jeremiah Owusu-Koramoah","24","4","0.05","100","0.04","76.7"
"Dallas Goedert","38","8","0.24","100","1.58","58.6","-28","Eric Kendricks","42","10","0.05","25","0.31","76.1"
"Pat Freiermuth","31","29","0.4","56","2.42","75.1","38","Raekwon McMillan","23","17","0.34","100","1.7","27.8"
"Will Dissly","14","21","0.95","100","3.07","75.9","7","Dre Greenlaw","21","19","0.81","100","3.33","44.9"
"George Kittle","","","","","","","-17","Jordyn Brooks","42","7","0.14","100","0.71","64.3"
"Cameron Brate","23","13","0.07","33","0.3","46.3","-32","Demario Davis","37","11","0.16","50","1.11","71.4"
"Geoff Swaim","15","27","0.33","75","1.27","62.2","-51","Matt Milano","48","6","0.11","100","0.48","71.3"
"Logan Thomas","26","19","0.29","60","1.73","68","-8","DeShon Elliott","39","3","","","","71.9"
"Zach Ertz","27","11","0.35","67","0.52","62.5","-16","Denzel Perryman","15","7","0.05","100","-0.2","68.2"
"Kyle Pitts","28","25","0.14","29","0.68","56.2","-50","Ernest Jones","21","24","0.37","100","1.29","91.2"
"Mark Andrews","32","25","0.32","62","1.62","73.7","2","Jerome Baker","32","12","0.2","100","0.75","48.4"
"Dawson Knox","25","8","0.06","50","0.2","53.2","-2","Zach Cunningham","16","12","0.19","100","0.62","68.7"
"Tommy Tremble","11","18","0.1","50","0.09","51.6","-13","Austin Calitro","14","21","0.83","100","1.86","28.9"
"Cole Kmet","16","6","","","","56.5","-45","Quay Walker","24","21","0.4","100","1.92","64.7"
"Hayden Hurst","51","14","0.19","71","0.9","63.5","6","Donovan Wilson","21","5","","","","61.7"
"David Njoku","26","4","0.07","100","0.27","56.1","-18","C.J. Mosley","31","16","0.25","80","1.23","54.7"
