tour,year,season,event_name,event_id,player_name,dg_id,fin_text,round_num,course_name,course_num,course_par,round_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,driving_dist,driving_acc,gir,scrambling,prox_rgh,prox_fw
pga,2022,2022,John Deere Classic,30,"Poston, J.T.",21554,1,1,TPC Deere Run,669,71,62,2.825,2.668,2.578,1.224,6.47,9.295,292.6,0.929,0.889,1.0,90.86,30.963
pga,2022,2022,John Deere Classic,30,"Poston, J.T.",21554,1,2,TPC Deere Run,669,71,65,1.347,-0.008,1.646,1.139,2.778,4.125,303.9,0.786,0.889,0.4,22.814,24.322
pga,2022,2022,John Deere Classic,30,"Poston, J.T.",21554,1,3,TPC Deere Run,669,71,67,-0.789,0.878,1.328,0.192,2.398,1.609,293.7,0.714,0.944,1.0,58.209,30.057
pga,2022,2022,John Deere Classic,30,"Poston, J.T.",21554,1,4,TPC Deere Run,669,71,69,-1.126,2.412,-0.854,0.206,1.764,0.638,295.9,0.786,0.778,0.714,122.7,35.363
pga,2022,2022,John Deere Classic,30,"Grillo, Emiliano",12808,T2,1,TPC Deere Run,669,71,68,0.943,1.169,-0.49,1.673,2.352,3.295,295.4,0.857,0.778,0.8,41.315,30.906
pga,2022,2022,John Deere Classic,30,"Grillo, Emiliano",12808,T2,2,TPC Deere Run,669,71,64,0.899,-0.136,2.495,1.866,4.226,5.125,307.7,0.786,0.944,0.0,28.973,20.254
pga,2022,2022,John Deere Classic,30,"Grillo, Emiliano",12808,T2,3,TPC Deere Run,669,71,65,2.864,0.477,0.607,-0.339,0.745,3.609,295.3,0.571,0.889,0.75,43.908,27.394
pga,2022,2022,John Deere Classic,30,"Grillo, Emiliano",12808,T2,4,TPC Deere Run,669,71,69,-0.569,-0.404,0.469,1.142,1.207,0.638,307.1,0.786,0.889,0.25,24.983,33.762
pga,2022,2022,John Deere Classic,30,"Bezuidenhout, Christiaan",18103,T2,1,TPC Deere Run,669,71,69,1.69,-0.155,-0.97,1.73,0.605,2.295,298.6,0.929,0.778,0.714,64.437,33.282
pga,2022,2022,John Deere Classic,30,"Bezuidenhout, Christiaan",18103,T2,2,TPC Deere Run,669,71,65,2.784,0.598,0.271,0.471,1.341,4.125,287.9,0.857,0.833,0.5,95.038,26.237
pga,2022,2022,John Deere Classic,30,"Bezuidenhout, Christiaan",18103,T2,3,TPC Deere Run,669,71,66,1.812,-1.628,2.005,0.42,0.797,2.609,296.1,0.714,0.889,0.0,45.251,19.633
pga,2022,2022,John Deere Classic,30,"Bezuidenhout, Christiaan",18103,T2,4,TPC Deere Run,669,71,66,2.138,0.265,1.233,0.002,1.5,3.638,298.3,0.714,0.889,0.75,39.648,31.976
pga,2022,2022,John Deere Classic,30,"Stallings, Scott",12359,T4,1,TPC Deere Run,669,71,67,0.342,1.422,1.56,0.971,3.953,4.295,299.5,0.643,0.778,0.6,43.359,23.334
pga,2022,2022,John Deere Classic,30,"Stallings, Scott",12359,T4,2,TPC Deere Run,669,71,66,1.675,-0.791,0.67,1.57,1.45,3.125,302.5,0.857,0.833,0.667,77.972,22.575
pga,2022,2022,John Deere Classic,30,"Stallings, Scott",12359,T4,3,TPC Deere Run,669,71,64,1.866,-0.409,2.711,0.441,2.743,4.609,298.4,0.786,0.833,0.75,29.966,23.863
pga,2022,2022,John Deere Classic,30,"Stallings, Scott",12359,T4,4,TPC Deere Run,669,71,70,-0.888,0.779,-1.294,1.041,0.526,-0.362,304.9,0.857,0.722,0.667,81.38,35.799
pga,2022,2022,John Deere Classic,30,"Gotterup, Christopher",27774,T4,1,TPC Deere Run,669,71,65,-0.13,3.114,2.128,1.183,6.425,6.295,319.7,0.429,0.722,0.667,38.682,27.401
pga,2022,2022,John Deere Classic,30,"Gotterup, Christopher",27774,T4,2,TPC Deere Run,669,71,67,0.125,-0.439,1.925,0.513,2.0,2.125,314.2,0.5,0.944,0.5,41.088,25.193
pga,2022,2022,John Deere Classic,30,"Gotterup, Christopher",27774,T4,3,TPC Deere Run,669,71,69,-0.93,-0.275,1.2,-0.386,0.539,-0.391,313.2,0.714,0.778,0.2,42.986,36.448
pga,2022,2022,John Deere Classic,30,"Gotterup, Christopher",27774,T4,4,TPC Deere Run,669,71,66,-0.562,1.183,0.551,2.466,4.2,3.638,322.7,0.857,0.778,0.8,46.817,28.291
pga,2022,2022,John Deere Classic,30,"McCarthy, Denny",19870,T6,1,TPC Deere Run,669,71,66,3.041,-0.615,1.826,1.043,2.254,5.295,286.4,0.857,0.833,0.6,27.709,32.399
pga,2022,2022,John Deere Classic,30,"McCarthy, Denny",19870,T6,2,TPC Deere Run,669,71,65,0.228,1.475,2.165,0.256,3.897,4.125,290.5,0.857,0.889,1.0,27.474,28.754
pga,2022,2022,John Deere Classic,30,"McCarthy, Denny",19870,T6,3,TPC Deere Run,669,71,66,0.965,-0.241,1.463,0.422,1.644,2.609,291.5,0.857,1.0,0.5,34.414,23.316
pga,2022,2022,John Deere Classic,30,"McCarthy, Denny",19870,T6,4,TPC Deere Run,669,71,71,-1.71,0.691,-0.309,-0.034,0.348,-1.362,290.0,0.714,0.778,0.5,26.937,29.146
pga,2022,2022,John Deere Classic,30,"Tarren, Callum",20519,T6,1,TPC Deere Run,669,71,68,2.284,0.284,-0.06,0.787,1.011,3.295,298.6,0.571,0.611,0.857,38.92,35.574
pga,2022,2022,John Deere Classic,30,"Tarren, Callum",20519,T6,2,TPC Deere Run,669,71,65,1.37,-0.489,2.312,0.931,2.755,4.125,314.5,0.643,0.944,0.0,23.363,19.556
pga,2022,2022,John Deere Classic,30,"Tarren, Callum",20519,T6,3,TPC Deere Run,669,71,65,2.116,0.576,-0.034,0.951,1.493,3.609,317.0,0.571,0.833,0.571,36.006,32.608
pga,2022,2022,John Deere Classic,30,"Tarren, Callum",20519,T6,4,TPC Deere Run,669,71,70,-1.468,0.285,0.829,-0.008,1.106,-0.362,313.3,0.643,0.667,0.75,58.338,27.257
pga,2022,2022,John Deere Classic,30,"Davis, Cam",17786,T8,1,TPC Deere Run,669,71,68,0.51,0.362,0.551,1.872,2.785,3.295,314.1,0.714,0.778,0.25,54.167,23.466
pga,2022,2022,John Deere Classic,30,"Davis, Cam",17786,T8,2,TPC Deere Run,669,71,68,-0.839,-0.445,1.381,1.027,1.964,1.125,308.1,0.643,0.889,1.0,48.315,20.882
pga,2022,2022,John Deere Classic,30,"Davis, Cam",17786,T8,3,TPC Deere Run,669,71,65,2.0,-0.81,1.961,0.458,1.609,3.609,303.9,0.643,0.889,0.333,33.062,21.817
pga,2022,2022,John Deere Classic,30,"Davis, Cam",17786,T8,4,TPC Deere Run,669,71,68,-0.279,0.062,0.518,1.337,1.917,1.638,309.5,0.786,0.889,0.5,39.38,28.737
pga,2022,2022,John Deere Classic,30,"McNealy, Maverick",18634,T8,1,TPC Deere Run,669,71,70,3.728,-1.058,-2.757,1.382,-2.433,1.295,305.3,0.714,0.556,0.636,53.009,37.71
pga,2022,2022,John Deere Classic,30,"McNealy, Maverick",18634,T8,2,TPC Deere Run,669,71,63,0.85,0.166,3.113,1.995,5.275,6.125,310.3,0.786,0.944,1.0,22.873,21.527
pga,2022,2022,John Deere Classic,30,"McNealy, Maverick",18634,T8,3,TPC Deere Run,669,71,68,0.226,1.326,-0.837,-0.106,0.383,0.609,296.1,0.786,0.778,0.857,42.722,38.996
pga,2022,2022,John Deere Classic,30,"McNealy, Maverick",18634,T8,4,TPC Deere Run,669,71,68,1.085,2.276,-2.858,1.135,0.553,1.638,305.2,0.857,0.611,0.667,,41.321
pga,2022,2022,John Deere Classic,30,"Gligic, Michael",13404,T10,1,TPC Deere Run,669,71,64,2.794,0.458,2.74,1.303,4.501,7.295,302.4,0.714,0.944,1.0,25.098,20.077
pga,2022,2022,John Deere Classic,30,"Gligic, Michael",13404,T10,2,TPC Deere Run,669,71,69,0.961,-0.765,0.329,-0.401,-0.836,0.125,298.0,0.571,0.778,0.667,26.151,26.388
pga,2022,2022,John Deere Classic,30,"Gligic, Michael",13404,T10,3,TPC Deere Run,669,71,68,0.08,0.143,-0.947,1.333,0.529,0.609,306.7,0.786,0.778,1.0,27.624,29.074
pga,2022,2022,John Deere Classic,30,"Gligic, Michael",13404,T10,4,TPC Deere Run,669,71,69,-0.608,-1.241,0.555,1.932,1.246,0.638,315.8,0.929,0.833,0.2,78.326,26.983
pga,2022,2022,John Deere Classic,30,"Hadley, Chesson",14967,T10,1,TPC Deere Run,669,71,67,0.249,0.364,3.771,-0.089,4.046,4.295,291.7,0.643,0.778,0.667,39.046,21.778
pga,2022,2022,John Deere Classic,30,"Hadley, Chesson",14967,T10,2,TPC Deere Run,669,71,69,0.257,-0.879,-0.159,0.905,-0.132,0.125,297.8,0.786,0.833,0.25,84.701,27.306
pga,2022,2022,John Deere Classic,30,"Hadley, Chesson",14967,T10,3,TPC Deere Run,669,71,67,-0.621,-0.004,1.847,0.387,2.23,1.609,301.7,0.714,0.889,0.5,46.058,23.998
