bet_outcome_numeric,bet_outcome_text,close_odds,close_time,dg_id,open_odds,open_time,outcome,player_name,book,event_completed,event_name,market,season,year,event_id
0,loss,+1639,2022-06-30 06:29,11049,+1220,2022-06-27 17:29,CUT,"Simpson, Webb",pinnacle,2022-07-03,John Deere Classic,win,2022,2022,30
0,loss,+1745,2022-06-30 06:29,13965,+1832,2022-06-27 17:29,CUT,"Hadwin, Adam",pinnacle,2022-07-03,John Deere Classic,win,2022,2022,30
0,loss,+2373,2022-06-30 06:29,19865,+3975,2022-06-27 17:29,T30,"Hardy, Nick",pinnacle,2022-07-03,John Deere Classic,win,2022,2022,30
0,loss,+2913,2022-06-30 06:29,16283,+4030,2022-06-27 17:29,T30,"Rodgers, Patrick",pinnacle,2022-07-03,John Deere Classic,win,2022,2022,30
0,loss,+2916,2022-06-30 06:29,18634,+3553,2022-06-27 17:29,T8,"McNealy, Maverick",pinnacle,2022-07-03,John Deere Classic,win,2022,2022,30
0,loss,+2998,2022-06-30 06:29,23014,+2845,2022-06-27 17:29,T16,"Theegala, Sahith",pinnacle,2022-07-03,John Deere Classic,win,2022,2022,30
0,loss,+3034,2022-06-30 06:29,17786,+4572,2022-06-27 17:29,T8,"Davis, Cameron",pinnacle,2022-07-03,John Deere Classic,win,2022,2022,30
0,loss,+3197,2022-06-30 06:29,12359,+3851,2022-06-27 17:29,T4,"Stallings, Scott",pinnacle,2022-07-03,John Deere Classic,win,2022,2022,30
0,loss,+3204,2022-06-30 06:29,19870,+3048,2022-06-27 17:29,T6,"McCarthy, Denny",pinnacle,2022-07-03,John Deere Classic,win,2022,2022,30
0,loss,+3588,2022-06-30 06:29,6892,+3485,2022-06-27 17:29,T13,"Howell III, Charles",pinnacle,2022-07-03,John Deere Classic,win,2022,2022,30
0,loss,+4187,2022-06-30 06:29,15473,+4063,2022-06-27 17:29,T13,"Long, Adam",pinnacle,2022-07-03,John Deere Classic,win,2022,2022,30
0,loss,+4217,2022-06-30 06:29,18103,+3351,2022-06-27 17:29,T2,"Bezuidenhout, Christiaan",pinnacle,2022-07-03,John Deere Classic,win,2022,2022,30
0,loss,+4465,2022-06-30 06:29,12425,+3553,2022-06-27 17:29,T43,"Todd, Brendon",pinnacle,2022-07-03,John Deere Classic,win,2022,2022,30
1,paid in full,+4554,2022-06-30 06:29,21554,+5586,2022-06-27 17:29,1,"Poston, J.T.",pinnacle,2022-07-03,John Deere Classic,win,2022,2022,30
0,loss,+4883,2022-06-30 06:29,15330,+6480,2022-06-27 17:29,CUT,"Griffin, Lanto",pinnacle,2022-07-03,John Deere Classic,win,2022,2022,30
0,loss,+4971,2022-06-30 06:29,7489,+11491,2022-06-27 17:29,T24,"Moore, Ryan",pinnacle,2022-07-03,John Deere Classic,win,2022,2022,30
0,loss,+5289,2022-06-30 06:29,23542,+6703,2022-06-27 17:29,CUT,"Champ, Cameron",pinnacle,2022-07-03,John Deere Classic,win,2022,2022,30
