"","Name","ID","Salary","AvgPointsPerGame","fpts","proj_own","ceil","floor","make_cut","first_round_lead","top_30","top_20","top_10","top_5","top_3","win","observed_finish","ownership","total_pts","odds_per_dollar","residuals","own_change","adj_own","date","tournament"
"46","Austin Smotherman",23183717,7000,56.31,61.72,7.8,87,28.5,0.5733,0.0074,0.2735,0.1854,0.0933,0.0461,0.0272,0.0091,100,0.0443,31,1.3,0.36,0.05,8,2022-07-03,"John Deere Classic"
"47","Michael Thompson",23183718,7000,57.1,56.78,0.95,82.5,26.5,0.5746,0.0092,0.257,0.1716,0.0846,0.0411,0.0238,0.0073,59,0.023,77.5,1.04,0.1,0.01,1,2022-07-03,"John Deere Classic"
"48","Brandon Wu",23183719,7000,49.4,52.47,0.64,79.5,26,0.5131,0.0049,0.1984,0.1268,0.0563,0.0264,0.0152,0.0048,30,0.0077,81,0.69,-0.25,-0.04,1,2022-07-03,"John Deere Classic"
"49","Scott Brown",23183720,7000,56.43,45.2,1.6,75,24.5,0.4964,0.0049,0.1871,0.1172,0.0517,0.0232,0.0127,0.0042,100,0.0212,38,0.6,-0.34,-0.05,2,2022-07-03,"John Deere Classic"
"50","Ben Martin",23183721,7000,54.92,53.85,0.32,81.5,26.5,0.5089,0.0053,0.1961,0.1215,0.0558,0.0249,0.0133,0.0037,100,0.0133,27.5,0.53,-0.41,-0.06,0,2022-07-03,"John Deere Classic"
"51","Taylor Moore",23183722,7000,48.35,54.16,1.9,81,26.5,0.6131,0.0103,0.297,0.1988,0.1,0.0498,0.0295,0.0096,24,0.0129,90,1.37,0.43,0.06,2,2022-07-03,"John Deere Classic"
"52","Hayden Buckley",23183723,6900,50.48,57.82,5.6,84,27,0.5869,0.0096,0.268,0.1781,0.0882,0.0424,0.0251,0.0076,30,0.0534,88,1.1,0.24,0.04,6,2022-07-03,"John Deere Classic"
"53","Lee Hodges",23183724,6900,53.46,60.04,4.4,85,28,0.5718,0.007,0.2628,0.1758,0.0866,0.0421,0.0241,0.0078,43,0.051,72,1.13,0.27,0.04,4,2022-07-03,"John Deere Classic"
"54","Grayson Murray",23183725,6900,52.79,43.72,0.55,73,24,0.4238,0.0034,0.1275,0.0749,0.0308,0.0138,0.0078,0.0022,100,0.0043,26.5,0.32,-0.54,-0.08,0,2022-07-03,"John Deere Classic"
"55","Brandt Snedeker",23183726,6900,44.42,51.6,0.76,79.85,26,0.4872,0.0044,0.179,0.1095,0.048,0.0212,0.0114,0.0031,100,0.0092,18.5,0.45,-0.41,-0.06,1,2022-07-03,"John Deere Classic"
"56","Kevin Chappell",23183727,6900,48.93,51.96,0.83,79.5,26,0.4432,0.0049,0.138,0.082,0.0331,0.0135,0.0074,0.0017,100,0.006,26,0.25,-0.61,-0.09,1,2022-07-03,"John Deere Classic"
"57","Brice Garnett",23183728,6900,47.54,59.66,0.74,85,27.5,0.5807,0.009,0.2568,0.1712,0.078,0.0375,0.0209,0.0069,100,0.0062,35,1,0.14,0.02,1,2022-07-03,"John Deere Classic"
"58","James Hahn",23183729,6900,43.11,57.48,1.7,83.5,27,0.5746,0.009,0.2532,0.1676,0.0794,0.0382,0.0217,0.0065,67,0.0092,63,0.94,0.08,0.01,2,2022-07-03,"John Deere Classic"
"59","Kramer Hickok",23183730,6800,45.36,56.28,1.1,83.5,27,0.5934,0.01,0.2747,0.1855,0.0925,0.0459,0.0266,0.0083,62,0.0123,73.5,1.22,0.44,0.07,1,2022-07-03,"John Deere Classic"
"60","Rory Sabbatini",23183731,6800,55.94,59.58,4.1,86,27.5,0.5898,0.0111,0.2787,0.1884,0.0934,0.0446,0.0267,0.0081,63,0.0275,66.5,1.19,0.41,0.06,4,2022-07-03,"John Deere Classic"
"61","Greyson Sigg",23183732,6800,52.84,55.84,0.7,82.5,26.5,0.5513,0.007,0.2454,0.16,0.0767,0.036,0.0204,0.0066,16,0.0042,89,0.97,0.19,0.03,1,2022-07-03,"John Deere Classic"
"62","Callum Tarren",23183733,6800,51.5,54.26,1.5,82,26.5,0.506,0.005,0.1966,0.1224,0.0553,0.0246,0.0139,0.0039,6,0.0115,102.5,0.57,-0.21,-0.03,1,2022-07-03,"John Deere Classic"
"63","Vaughn Taylor",23183734,6800,51.15,55.02,6.3,82.5,26.5,0.5641,0.0086,0.2437,0.1582,0.0763,0.0369,0.0222,0.0065,30,0.0309,82.5,0.96,0.18,0.03,6,2022-07-03,"John Deere Classic"
"64","Joseph Bramlett",23183735,6800,49.3,59.75,1.4,85.5,28,0.5868,0.0109,0.2779,0.1864,0.0942,0.0458,0.0272,0.0088,100,0.012,25,1.29,0.51,0.08,1,2022-07-03,"John Deere Classic"
"65","Bill Haas",23183736,6800,53.12,50.78,1.2,78.5,25.5,0.5201,0.0064,0.1995,0.1256,0.0556,0.0253,0.0139,0.0042,100,0.0188,27,0.62,-0.16,-0.02,1,2022-07-03,"John Deere Classic"
"66","Harry Higgs",23183737,6700,44.96,43.37,0.58,72.5,23.5,0.4256,0.0039,0.1288,0.0762,0.031,0.0128,0.0073,0.002,100,0.0077,31.5,0.3,-0.39,-0.06,1,2022-07-03,"John Deere Classic"
"67","Justin Lower",23183738,6700,55.42,46.33,1.1,75.5,24.5,0.4906,0.0049,0.1801,0.1125,0.0492,0.0219,0.0121,0.0035,51,0.0063,79.5,0.52,-0.17,-0.03,1,2022-07-03,"John Deere Classic"
"68","Andrew Novak",23183739,6700,52.18,59.09,1.9,85.5,27.5,0.5272,0.0061,0.2196,0.1405,0.0653,0.0317,0.0183,0.0054,30,0.0057,80,0.81,0.12,0.02,2,2022-07-03,"John Deere Classic"
"69","Doc Redman",23183740,6700,47.79,51.43,0.74,79,25.5,0.5338,0.006,0.2229,0.141,0.0661,0.0306,0.0175,0.0056,100,0.0105,32,0.84,0.15,0.02,1,2022-07-03,"John Deere Classic"
"70","Chase Seiffert",23183741,6700,51.88,58.69,2,85,27.5,0.562,0.0097,0.2482,0.1653,0.0801,0.0387,0.0228,0.0077,100,0.018,30.5,1.15,0.46,0.07,2,2022-07-03,"John Deere Classic"
"71","Kelly Kraft",23183742,6700,42.35,46.08,0.5,75,24.5,0.519,0.0084,0.2022,0.1263,0.0588,0.0276,0.0164,0.005,24,0.0139,89,0.75,0.06,0.01,1,2022-07-03,"John Deere Classic"
"72","Brian Stuard",23183743,6700,44.72,51.66,0.67,79,25.5,0.5198,0.0052,0.2017,0.1258,0.0564,0.0244,0.0131,0.0036,100,0.0075,19.5,0.54,-0.15,-0.02,1,2022-07-03,"John Deere Classic"
"73","Wesley Bryan",23183744,6700,51.25,52.03,0.46,80,26,0.4142,0.0041,0.1219,0.0732,0.0309,0.0126,0.0068,0.0022,100,0.0066,31.5,0.33,-0.36,-0.05,0,2022-07-03,"John Deere Classic"
"74","David Lingmerth",23183745,6600,48,50.28,0.52,78.5,25.5,0.4437,0.0038,0.146,0.0879,0.0382,0.017,0.0091,0.0026,100,0.0098,34,0.39,-0.2,-0.03,0,2022-07-03,"John Deere Classic"
"75","Peter Malnati",23183746,6600,55.31,51.45,1.7,79,26,0.543,0.0062,0.2297,0.1473,0.0694,0.0322,0.0192,0.006,30,0.0222,89.5,0.91,0.32,0.05,2,2022-07-03,"John Deere Classic"
"76","Henrik Norlander",23183747,6600,45.69,56.25,0.29,83,27,0.4993,0.0048,0.188,0.1177,0.0524,0.0235,0.0131,0.0037,100,0.0041,29,0.56,-0.03,0,0,2022-07-03,"John Deere Classic"
"77","Sean O'Hair",23183748,6600,53.38,51.48,0.34,79.5,26,0.4877,0.006,0.1762,0.1084,0.0467,0.0205,0.0111,0.0034,100,0.0039,29.5,0.52,-0.07,-0.01,0,2022-07-03,"John Deere Classic"
"78","Cameron Percy",23183749,6600,49.82,54.19,0.7,81.5,26.5,0.4807,0.0038,0.1729,0.1061,0.0453,0.0186,0.0109,0.0031,100,0.0047,31.5,0.47,-0.12,-0.02,1,2022-07-03,"John Deere Classic"
"79","Robert Streb",23183750,6600,48.2,52.69,1.4,80.5,26,0.5732,0.0103,0.2571,0.1707,0.0853,0.0417,0.0241,0.0079,100,0.022,24.5,1.2,0.61,0.09,1,2022-07-03,"John Deere Classic"
"80","William McGirt",23183752,6600,43.88,52.35,0.67,79.5,26.5,0.4948,0.0049,0.1856,0.1152,0.0516,0.0231,0.0131,0.0038,100,0.0059,24,0.58,-0.01,0,1,2022-07-03,"John Deere Classic"
"81","Trey Mullinax",23183753,6500,49.33,52.96,0.51,81,26.5,0.4804,0.004,0.1729,0.1057,0.0455,0.0197,0.0113,0.0033,100,0.0047,29.5,0.51,0.05,0.01,1,2022-07-03,"John Deere Classic"
"82","Chris Stroud",23183754,6500,44.64,52.23,0.8,80,26,0.492,0.0062,0.1832,0.1141,0.0524,0.0239,0.0138,0.0048,100,0.004,27,0.74,0.28,0.04,1,2022-07-03,"John Deere Classic"
"83","Jonathan Byrd",23183755,6500,49.77,48.57,0.53,76.5,25,0.5139,0.0064,0.2106,0.1349,0.0618,0.0284,0.017,0.0053,43,0.0043,82.5,0.82,0.36,0.05,1,2022-07-03,"John Deere Classic"
"84","Michael Gligic",23183756,6500,49.59,44.89,0.25,74,24.15,0.4724,0.0046,0.1645,0.1006,0.0437,0.0185,0.0106,0.0029,10,0.0037,104,0.45,-0.01,0,0,2022-07-03,"John Deere Classic"
"85","Sung Kang",23183757,6500,46.54,35.28,0.22,62,21,0.3609,0.0034,0.0846,0.0461,0.0179,0.0074,0.0041,0.0011,100,0.0018,23,0.17,-0.29,-0.04,0,2022-07-03,"John Deere Classic"
"86","Paul Barjon",23183759,6500,48.29,51.35,0.82,79.5,25.5,0.506,0.0053,0.1962,0.1229,0.0556,0.0245,0.0135,0.0039,100,0.0066,21,0.6,0.14,0.02,1,2022-07-03,"John Deere Classic"
"87","Austin Cook",23183760,6500,45.06,40.56,0.73,70.5,23,0.4527,0.005,0.1435,0.0849,0.0354,0.015,0.0078,0.0022,16,0.0055,86.5,0.34,-0.12,-0.02,1,2022-07-03,"John Deere Classic"
"88","Jason Dufner",23183761,6500,33.22,48.93,0.64,77,25,0.3576,0.0022,0.0884,0.0483,0.0174,0.0068,0.0036,8e-04,100,0.001,28,0.12,-0.34,-0.05,1,2022-07-03,"John Deere Classic"
"89","Fabian Gomez",23183762,6400,52.42,36.89,0.18,65,21.5,0.4088,0.0035,0.1125,0.0632,0.0244,0.0099,0.0049,0.0014,43,0.0025,73.5,0.22,-0.11,-0.02,0,2022-07-03,"John Deere Classic"
"90","Scott Gutschewski",23183763,6400,46.94,55.47,0.8,82,27,0.529,0.0058,0.2034,0.128,0.0561,0.0246,0.0136,0.0034,100,0.004,23.5,0.53,0.2,0.03,1,2022-07-03,"John Deere Classic"
"91","Brandon Hagy",23183764,6400,41.77,44.11,0.64,73,24,0.4196,0.0043,0.1186,0.0686,0.0265,0.0105,0.0058,0.0015,63,0.003,59,0.23,-0.1,-0.01,1,2022-07-03,"John Deere Classic"
"92","Mark Hensby",23183765,6400,55.64,33.68,0.42,59.5,20.5,0.3177,0.0024,0.0672,0.036,0.0132,0.0052,0.0025,6e-04,100,0.0083,19.5,0.09,-0.24,-0.04,0,2022-07-03,"John Deere Classic"
"93","David Skinns",23183766,6400,47.37,46.29,0.07,75,24.5,0.3638,0.0024,0.09,0.0496,0.0184,0.0068,0.0039,8e-04,100,6e-04,38.5,0.12,-0.21,-0.03,0,2022-07-03,"John Deere Classic"
"94","Aaron Baddeley",23183767,6400,59,39.13,0.62,68,22.5,0.3137,0.0014,0.063,0.033,0.0111,0.0039,0.0017,6e-04,51,0.0046,73.5,0.09,-0.24,-0.04,1,2022-07-03,"John Deere Classic"
"95","Jonas Blixt",23183768,6400,36.09,38.36,0.34,67,22,0.3529,0.0018,0.0868,0.0468,0.018,0.0066,0.0032,7e-04,100,0.0016,29,0.11,-0.22,-0.03,0,2022-07-03,"John Deere Classic"
"96","Brett Drewitt",23183769,6400,44.35,43.26,0.05,72.5,23.5,0.3512,0.0027,0.0757,0.0395,0.0131,0.0045,0.0022,5e-04,100,3e-04,27.5,0.08,-0.25,-0.04,0,2022-07-03,"John Deere Classic"
"97","Satoshi Kodaira",23183770,6400,43.14,54.34,1.7,81.5,26.5,0.4284,0.0033,0.1292,0.0754,0.0294,0.0126,0.0062,0.0018,30,0.0037,93,0.28,-0.05,-0.01,2,2022-07-03,"John Deere Classic"
"98","Ben Kohles",23183771,6300,50.61,44.08,0.43,73,24,0.4428,0.0036,0.1434,0.0837,0.0334,0.0131,0.0066,0.0019,100,0.0018,35,0.3,0.07,0.01,0,2022-07-03,"John Deere Classic"
"99","Seung-Yul Noh",23183773,6300,47.09,42.48,0.65,71,23.5,0.4149,0.0037,0.1167,0.0684,0.0277,0.0118,0.0062,0.002,43,0.0031,75.5,0.32,0.09,0.01,1,2022-07-03,"John Deere Classic"
"100","Seth Reeves",23183774,6300,43.68,40.81,0.2,70.5,23.5,0.4096,0.0046,0.1129,0.0656,0.0267,0.0108,0.0058,0.0016,66,5e-04,64.5,0.25,0.02,0,0,2022-07-03,"John Deere Classic"
"101","Kevin Tway",23183775,6300,42.59,44.18,0.47,72.5,24,0.4684,0.0032,0.1553,0.0909,0.0382,0.0156,0.0076,0.0018,100,0.0031,32,0.29,0.06,0.01,0,2022-07-03,"John Deere Classic"
"102","Camilo Villegas",23183777,6300,44.5,51.29,0.49,80,25.5,0.4478,0.0039,0.1499,0.0906,0.038,0.0165,0.009,0.0025,100,0.003,25.5,0.4,0.17,0.03,1,2022-07-03,"John Deere Classic"
"103","Jim Knous",23183778,6300,48.23,50.76,0.35,78.85,25,0.3647,0.0026,0.0921,0.0516,0.0198,0.0081,0.0043,0.001,100,0.0027,34,0.16,-0.07,-0.01,0,2022-07-03,"John Deere Classic"
"104","Max McGreevy",23183779,6300,43.7,36.74,0.16,64.5,22,0.3793,0.0024,0.0934,0.0516,0.0192,0.0073,0.0039,0.001,100,0.001,25,0.16,-0.07,-0.01,0,2022-07-03,"John Deere Classic"
"105","Patrick Flavin",23183780,6300,48.56,37.13,0.41,66,22,0.3242,0.0014,0.0674,0.0338,0.0114,0.0043,0.0022,6e-04,10,0.0028,91,0.1,-0.13,-0.02,0,2022-07-03,"John Deere Classic"
"106","Robert Garrigus",23183781,6200,54.86,42.35,0.32,72.5,23.5,0.3384,0.0026,0.0744,0.0389,0.0144,0.0055,0.003,7e-04,100,0.0031,28,0.11,-0.03,0,0,2022-07-03,"John Deere Classic"
"107","Brian Gay",23183782,6200,51.57,35.68,0.51,63,21.5,0.3206,0.0023,0.0622,0.0315,0.0112,0.004,0.0021,7e-04,100,0.0106,26,0.11,-0.03,0,1,2022-07-03,"John Deere Classic"
"108","David Hearn",23183783,6200,40.91,38.3,0.06,67,22.5,0.2842,0.0016,0.0482,0.0237,0.0077,0.0029,0.0012,4e-04,100,3e-04,29,0.06,-0.08,-0.01,0,2022-07-03,"John Deere Classic"
"109","Quinn Riley",23183784,6200,38,25.1,0.01,35.14,13.81,0.0819,0,0.0031,0.0013,2e-04,1e-04,0,0,100,5e-04,31.5,0,-0.14,-0.02,0,2022-07-03,"John Deere Classic"
"110","Shawn Stefani",23183785,6200,47.83,43.74,0.13,73.5,23.5,0.2834,0.0014,0.0529,0.0271,0.01,0.003,0.0016,4e-04,100,8e-04,23,0.06,-0.08,-0.01,0,2022-07-03,"John Deere Classic"
"111","Richy Werenski",23183786,6200,38.84,40.69,0.38,70,23,0.3392,0.0026,0.0731,0.0395,0.0138,0.0048,0.0024,7e-04,100,9e-04,22,0.11,-0.03,0,0,2022-07-03,"John Deere Classic"
"112","Jared Wolfe",23183787,6200,43.47,50.08,0.11,78,25.65,0.3922,0.0044,0.1004,0.0554,0.022,0.0086,0.0044,0.001,100,8e-04,23.5,0.16,0.02,0,0,2022-07-03,"John Deere Classic"
"113","Dylan Wu",23183788,6200,44.78,44.5,0.16,73,24,0.42,0.0032,0.1242,0.0721,0.0285,0.0115,0.0061,0.0017,43,7e-04,72,0.27,0.13,0.02,0,2022-07-03,"John Deere Classic"
"114","Matt Every",23183789,6200,28,30.7,0.04,37,19.5,0.0963,6e-04,0.0048,0.0019,4e-04,1e-04,0,0,100,2e-04,11,0,-0.14,-0.02,0,2022-07-03,"John Deere Classic"
"115","Joshua Creel",23183790,6200,34.82,37.92,0.02,66.5,22,0.3185,0.0024,0.0612,0.0316,0.0104,0.0038,0.0019,6e-04,100,5e-04,29,0.1,-0.04,-0.01,0,2022-07-03,"John Deere Classic"
"116","Tommy Gainey",23183791,6200,38.29,37.52,0.04,66,22,0.324,0.0022,0.0684,0.0363,0.0133,0.005,0.0026,6e-04,51,2e-04,80.5,0.1,-0.04,-0.01,0,2022-07-03,"John Deere Classic"
"117","Bo Hoag",23183792,6100,38.97,44.71,0.14,73.5,24,0.3531,0.0016,0.0826,0.0429,0.0152,0.0056,0.0025,6e-04,16,7e-04,96.5,0.1,0.03,0,0,2022-07-03,"John Deere Classic"
