tour,year,season,event_name,event_id,site,ownerships_from,player_name,dg_id,salary,ownership,fin_text,streak_pts,bogey_free_pts,hole_in_one_pts,sub_70_pts,hole_score_pts,finish_pts,total_pts
pga,2022,2022,John Deere Classic,30,draftkings,PGA TOUR $800K Pitch + Putt [$200K to 1st],"Poston, J.T.",21554,8000,0.1851,1,9,3,0,5,101.0,30,148.0
pga,2022,2022,John Deere Classic,30,draftkings,PGA TOUR $800K Pitch + Putt [$200K to 1st],"Gotterup, Christopher",27774,7300,0.102,T4,3,3,0,5,95.5,16,122.5
pga,2022,2022,John Deere Classic,30,draftkings,PGA TOUR $800K Pitch + Putt [$200K to 1st],"Bezuidenhout, Christiaan",18103,9100,0.1195,T2,0,3,0,5,91.0,20,119.0
pga,2022,2022,John Deere Classic,30,draftkings,PGA TOUR $800K Pitch + Putt [$200K to 1st],"Grillo, Emiliano",12808,7500,0.0696,T2,3,0,0,5,88.5,20,116.5
pga,2022,2022,John Deere Classic,30,draftkings,PGA TOUR $800K Pitch + Putt [$200K to 1st],"Stallings, Scott",12359,8900,0.1662,T4,3,3,0,0,88.5,16,110.5
pga,2022,2022,John Deere Classic,30,draftkings,PGA TOUR $800K Pitch + Putt [$200K to 1st],"Davis, Cam",17786,8400,0.2415,T8,3,3,0,5,87.0,9,107.0
pga,2022,2022,John Deere Classic,30,draftkings,PGA TOUR $800K Pitch + Putt [$200K to 1st],"McCarthy, Denny",19870,9900,0.1904,T6,3,6,0,0,83.5,12,104.5
pga,2022,2022,John Deere Classic,30,draftkings,PGA TOUR $800K Pitch + Putt [$200K to 1st],"Gligic, Michael",13404,6500,0.0037,T10,3,3,0,5,86.0,7,104.0
pga,2022,2022,John Deere Classic,30,draftkings,PGA TOUR $800K Pitch + Putt [$200K to 1st],"Tarren, Callum",20519,6800,0.0115,T6,0,3,0,0,87.5,12,102.5
pga,2022,2022,John Deere Classic,30,draftkings,PGA TOUR $800K Pitch + Putt [$200K to 1st],"Rodgers, Patrick",16283,8800,0.2015,T30,0,0,5,5,88.5,3,101.5
pga,2022,2022,John Deere Classic,30,draftkings,PGA TOUR $800K Pitch + Putt [$200K to 1st],"Hoag, Bo",14081,6100,0.0007,T16,3,0,0,0,88.5,5,96.5
pga,2022,2022,John Deere Classic,30,draftkings,PGA TOUR $800K Pitch + Putt [$200K to 1st],"McNealy, Maverick",18634,9500,0.1899,T8,3,0,0,0,84.0,9,96.0
pga,2022,2022,John Deere Classic,30,draftkings,PGA TOUR $800K Pitch + Putt [$200K to 1st],"Hadley, Chesson",14967,7100,0.0438,T10,0,0,0,5,83.0,7,95.0
pga,2022,2022,John Deere Classic,30,draftkings,PGA TOUR $800K Pitch + Putt [$200K to 1st],"Schwab, Matthias",15016,7200,0.0406,T16,3,3,0,0,83.5,5,94.5
pga,2022,2022,John Deere Classic,30,draftkings,PGA TOUR $800K Pitch + Putt [$200K to 1st],"Theegala, Sahith",23014,10100,0.2113,T16,6,3,0,0,80.0,5,94.0
pga,2022,2022,John Deere Classic,30,draftkings,PGA TOUR $800K Pitch + Putt [$200K to 1st],"Hardy, Nick",19865,8700,0.2514,T30,3,0,0,0,87.5,3,93.5
pga,2022,2022,John Deere Classic,30,draftkings,PGA TOUR $800K Pitch + Putt [$200K to 1st],"Naegel, Chris",17345,6300,0.002,T16,3,0,0,0,85.5,5,93.5
pga,2022,2022,John Deere Classic,30,draftkings,PGA TOUR $800K Pitch + Putt [$200K to 1st],"Howell III, Charles",6892,9300,0.1794,T13,0,0,0,5,82.0,6,93.0
pga,2022,2022,John Deere Classic,30,draftkings,PGA TOUR $800K Pitch + Putt [$200K to 1st],"Laird, Martin",9586,7500,0.0917,T30,3,3,0,0,84.0,3,93.0
