player_name,sample_size,DG_odds,bet365_odds,bet365_ev,whill_odds,whill_ev,fanduel_odds,fanduel_ev,draftkings_odds,draftkings_ev,pinnacle_odds,pinnacle_ev,betcris_odds,betcris_ev,betfair_odds,betfair_ev,betonline_odds,betonline_ev,betmgm_odds,betmgm_ev,betway_odds,betway_ev,bovada_odds,bovada_ev,circa_odds,circa_ev,pointsbet_odds,pointsbet_ev,skybet_odds,skybet_ev,unibet_odds,unibet_ev
"Howell III, Charles",150,+2715,+3000,0.101,+2800,0.030,+2900,0.066,+2200,-0.183,+3187,0.168,+3050,0.119,+2800,0.030,+2800,0.030,+2800,0.030,+2800,0.030,+3000,0.101,+3300,0.208,+2800,0.030,+2800,0.030,+2500,-0.076
"Simpson, Webb",150,+2905,+1200,-0.567,+1200,-0.567,+1000,-0.634,+1200,-0.567,+1451,-0.484,+1350,-0.518,+1000,-0.634,+1100,-0.601,+1400,-0.501,+1100,-0.601,+1200,-0.567,+1100,-0.601,+1200,-0.567,+1200,-0.567,+1100,-0.601
"Hadwin, Adam",150,+3008,+2000,-0.324,+1600,-0.453,+1800,-0.389,+1000,-0.646,+2169,-0.270,+2250,-0.244,+1800,-0.389,+2000,-0.324,+1800,-0.389,+1600,-0.453,+2000,-0.324,+2800,-0.067,+1800,-0.389,+1600,-0.453,+1600,-0.453
"McNealy, Maverick",150,+3920,+3000,-0.229,+3000,-0.229,+2900,-0.254,+2500,-0.353,+2585,-0.332,+3050,-0.216,+2800,-0.279,+3000,-0.229,+3000,-0.229,+2800,-0.279,+2800,-0.279,+3000,-0.229,+3000,-0.229,+3000,-0.229,+3000,-0.229
"Day, Jason",150,+3936,+3000,-0.232,+2500,-0.356,+2200,-0.430,+3500,-0.108,+3839,-0.024,+3650,-0.071,+2200,-0.430,+3300,-0.158,+3300,-0.158,+3300,-0.158,+3300,-0.158,+3600,-0.083,+2500,-0.356,+2500,-0.356,+3300,-0.158
"Long, Adam",150,+3965,+3500,-0.114,+3300,-0.164,+3300,-0.164,+3500,-0.114,+3932,-0.008,+3150,-0.201,+3300,-0.164,+3300,-0.164,+3300,-0.164,+3300,-0.164,+3500,-0.114,+3700,-0.065,+3000,-0.237,+3500,-0.114,+3500,-0.114
"McCarthy, Denny",150,+4106,+2500,-0.382,+2500,-0.382,+2500,-0.382,+2200,-0.453,+2980,-0.268,+2750,-0.322,+2500,-0.382,+2500,-0.382,+2500,-0.382,+2500,-0.382,+2500,-0.382,+2800,-0.311,+2500,-0.382,+2200,-0.453,+2500,-0.382
"Hardy, Nick",150,+4673,+3300,-0.288,+3000,-0.351,+2900,-0.372,+4000,-0.141,+2098,-0.540,+4050,-0.131,+2800,-0.392,+3000,-0.351,+3300,-0.288,+2800,-0.392,+3300,-0.288,+3400,-0.267,+3500,-0.246,+3300,-0.288,+3000,-0.351
"Davis, Cameron",150,+4679,+4000,-0.142,+4000,-0.142,+3700,-0.205,+4000,-0.142,+3953,-0.152,+3550,-0.236,+3300,-0.289,+3300,-0.289,+4000,-0.142,+3300,-0.289,+3300,-0.289,+3400,-0.268,+4000,-0.142,+3300,-0.289,+4000,-0.142
"Poston, J.T.",150,+4814,+4500,-0.064,+4000,-0.166,+4200,-0.125,+4500,-0.064,+4516,-0.061,+3550,-0.257,+4000,-0.166,+3300,-0.308,+4000,-0.166,+4000,-0.166,+4000,-0.166,+4600,-0.044,+4000,-0.166,+4500,-0.064,+3300,-0.308
"Theegala, Sahith",150,+5068,+2200,-0.555,+2200,-0.555,+2200,-0.555,+2500,-0.497,+3048,-0.391,+2850,-0.429,+2200,-0.555,+2200,-0.555,+2500,-0.497,+2200,-0.555,+2000,-0.594,+3000,-0.400,+2200,-0.555,+2000,-0.594,+2200,-0.555
"Ghim, Doug",150,+5269,+5500,0.043,+5000,-0.050,+5500,0.043,+6000,0.136,+6256,0.184,+5741,0.088,+5000,-0.050,+5500,0.043,+5000,-0.050,+5000,-0.050,+5000,-0.050,+5600,0.062,+5000,-0.050,+4500,-0.143,+5000,-0.050
"Stallings, Scott",150,+5479,+3000,-0.444,+3300,-0.391,+2900,-0.462,+3500,-0.355,+3968,-0.271,+3750,-0.310,+2800,-0.480,+3000,-0.444,+3300,-0.391,+2800,-0.480,+3500,-0.355,+3100,-0.426,+3000,-0.444,+3300,-0.391,+3300,-0.391
"Rodgers, Patrick",150,+5574,+3000,-0.454,+3300,-0.401,+2900,-0.471,+3500,-0.366,+3179,-0.422,+2750,-0.498,+2800,-0.489,+2800,-0.489,+3300,-0.401,+2500,-0.542,+2800,-0.489,+3100,-0.436,+3000,-0.454,+3000,-0.454,+3000,-0.454
