"gameTime","offTeam","offPressureRate","offSackRate","offYardsBco","offRunsInsideFive","offTdPctInsideFive","passBlockAdv","runBlockAdv","defTeam","defPressureRate","defSackRate","defYardsBco","defRunsInsideFive","defTdPctInsideFive"
"2022-01-23T23:40:00Z","BUF","22","9","1.56","18","50","-4","20","KC","34","13","1.5","24","29"
"2022-01-22T21:35:00Z","CIN","29","16","1.03","21","33","-3","21","TEN","32","20","1.24","22","41"
"2022-01-23T01:15:00Z","GB","23","12","1.29","20","45","-31","-3","SF","35","17","1.06","22","45"
"2022-01-23T23:40:00Z","KC","24","11","1.62","23","48","25","50","BUF","29","11","1.26","16","69"
"2022-01-23T20:05:00Z","LA","21","20","1.42","17","53","38","57","TB","31","15","1.19","20","30"
"2022-01-23T01:15:00Z","SF","23","14","1.11","19","63","-11","85","GB","35","12","1.55","18","39"
"2022-01-23T20:05:00Z","TB","18","11","1.3","24","42","-25","17","LA","35","17","1.01","31","48"
"2022-01-22T21:35:00Z","TEN","26","20","1.28","23","48","-5","73","CIN","34","17","1.34","18","50"
