id,player,team,opponent,position,salary,ownership
21037764,A.J. Brown,TEN,CIN,WR,6200,38.8
21037650,Devin Singletary,BUF,KC,RB,5900,29.9
21037654,Leonard Fournette,TB,LAR,RB,5700,29.4
21037648,Joe Mixon,CIN,TEN,RB,6600,28.9
21037991,Tennessee Titans,TEN,CIN,D,2900,27.7
21037760,Tyreek Hill,KC,BUF,WR,6600,26.7
21037620,Patrick Mahomes,KC,BUF,QB,7300,25.7
21037644,Derrick Henry,TEN,CIN,RB,7500,23.3
21037752,Davante Adams,GB,SF,WR,8500,22.9
21037646,Aaron Jones,GB,SF,RB,6800,22.4
21037908,Tyler Higbee,LAR,TB,TE,4000,22.1
21037750,Cooper Kupp,LAR,TB,WR,8600,21.4
21037766,Tee Higgins,CIN,TEN,WR,5700,20.4
21037619,Josh Allen,BUF,KC,QB,7600,19.3
21037762,Stefon Diggs,BUF,KC,WR,6500,17.9
21037652,Elijah Mitchell,SF,GB,RB,5800,16.8
21037758,Mike Evans,TB,LAR,WR,6800,16.7
21037993,Cincinnati Bengals,CIN,TEN,D,2700,16.6
21037900,Travis Kelce,KC,BUF,TE,6500,15.9
21037622,Tom Brady,TB,LAR,QB,6800,15.8
21037754,Deebo Samuel,SF,GB,WR,7600,15.7
21037756,Ja'Marr Chase,CIN,TEN,WR,7100,15.7
21037672,Jerick McKinnon,KC,BUF,RB,4800,15.6
21037658,Cam Akers,LAR,TB,RB,5500,14.4
21037784,Byron Pringle,KC,BUF,WR,4200,14.2
21037988,Green Bay Packers,GB,SF,D,3200,13.8
21037662,Sony Michel,LAR,TB,RB,5300,13.2
21037621,Aaron Rodgers,GB,SF,QB,7100,12.8
21037902,Rob Gronkowski,TB,LAR,TE,5800,12.7
21037664,Clyde Edwards-Helaire,KC,BUF,RB,5200,12.0
21037989,Tampa Bay Buccaneers,TB,LAR,D,3100,12.0
21037792,Cole Beasley,BUF,KC,WR,4000,11.9
21037768,Odell Beckham Jr.,LAR,TB,WR,5300,11.4
21037794,Mecole Hardman,KC,BUF,WR,3900,11.4
21037668,Giovani Bernard,TB,LAR,RB,5000,11.2
21037910,C.J. Uzomah,CIN,TEN,TE,3400,11.0
21037904,George Kittle,SF,GB,TE,5300,10.6
21037992,Kansas City Chiefs,KC,BUF,D,2800,10.1
21037995,San Francisco 49ers,SF,GB,D,2500,9.9
21037623,Joe Burrow,CIN,TEN,QB,6600,9.6
21037776,Gabriel Davis,BUF,KC,WR,4600,9.5
21037780,Marquez Valdes-Scantling,GB,SF,WR,4300,9.5
21037788,Cyril Grayson,TB,LAR,WR,4100,8.9
21037625,Ryan Tannehill,TEN,CIN,QB,5800,8.9
21037916,Geoff Swaim,TEN,CIN,TE,2800,8.5
21037770,Brandon Aiyuk,SF,GB,WR,5200,8.4
21037774,Julio Jones,TEN,CIN,WR,4700,8.3
21037682,Darrel Williams,KC,BUF,RB,4200,7.2
21037778,Allen Lazard,GB,SF,WR,4400,7.2
21037684,Zack Moss,BUF,KC,RB,4100,7.1
21037906,Dawson Knox,BUF,KC,TE,4900,6.8
21037914,Josiah Deguara,GB,SF,TE,3000,6.8
21037912,Anthony Firkser,TEN,CIN,TE,3100,6.8
21037918,Cameron Brate,TB,LAR,TE,2700,6.8
21037790,Breshad Perriman,TB,LAR,WR,4000,6.7
21037990,Los Angeles Rams,LAR,TB,D,3000,6.2
21037782,Van Jefferson,LAR,TB,WR,4200,6.1
21037772,Tyler Boyd,CIN,TEN,WR,4800,5.6
21037624,Matthew Stafford,LAR,TB,QB,6200,5.4
21037920,Marcedes Lewis,GB,SF,TE,2600,5.4
21037802,Isaiah McKenzie,BUF,KC,WR,3500,5.4
21037798,Tyler Johnson,TB,LAR,WR,3700,5.0
21037666,AJ Dillon,GB,SF,RB,5100,4.8
21037800,Demarcus Robinson,KC,BUF,WR,3600,4.8
21037796,Nick Westbrook-Ikhine,TEN,CIN,WR,3800,4.7
21037660,D'Onta Foreman,TEN,CIN,RB,5400,4.2
21037786,Emmanuel Sanders,BUF,KC,WR,4100,4.0
21037994,Buffalo Bills,BUF,KC,D,2600,3.8
21037676,Samaje Perine,CIN,TEN,RB,4500,2.9
21037810,Randall Cobb,GB,SF,WR,3100,2.7
21037626,Jimmy Garoppolo,SF,GB,QB,5200,2.6
21037804,Jauan Jennings,SF,GB,WR,3400,1.6
21037674,Ke'Shawn Vaughn,TB,LAR,RB,4700,0.0
21037700,Derrick Gore,KC,BUF,RB,4000,0.0
21037806,Scotty Miller,TB,LAR,WR,3300,0.0
21037808,Chester Rogers,TEN,CIN,WR,3200,0.0
21037850,Trent Sherfield,SF,GB,WR,3000,0.0
21037820,Ben Skowronek,LAR,TB,WR,3000,0.0
21037678,Jeff Wilson Jr.,SF,GB,RB,4400,0.0
21037680,Dontrell Hilliard,TEN,CIN,RB,4300,0.0
21037686,Kyle Juszczyk,SF,GB,RB,4100,0.0
21037742,Chris Evans,CIN,TEN,RB,4000,0.0
21037718,JaMycal Hasty,SF,GB,RB,4000,0.0
21037728,Patrick Taylor,GB,SF,RB,4000,0.0
21037704,Michael Burton,KC,BUF,RB,4000,0.0
21037714,Reggie Gilliam,BUF,KC,RB,4000,0.0
21037692,Jake Funk,LAR,TB,RB,4000,0.0
21037864,Equanimeous St. Brown,GB,SF,WR,3000,0.0
21037876,Racey McMath,TEN,CIN,WR,3000,0.0
21037890,Mike Thomas,CIN,TEN,WR,3000,0.0
21037898,Trent Taylor,CIN,TEN,WR,3000,0.0
21037852,Travis Benjamin,SF,GB,WR,3000,0.0
21037854,River Cracraft,SF,GB,WR,3000,0.0
21037834,Marcus Kemp,KC,BUF,WR,3000,0.0
21037836,Daurice Fountain,KC,BUF,WR,3000,0.0
21037842,Jake Kumerow,BUF,KC,WR,3000,0.0
21037812,Jaelon Darden,TB,LAR,WR,3000,0.0
21037968,Ryan Izzo,TEN,CIN,TE,2500,0.0
21037978,Drew Sample,CIN,TEN,TE,2500,0.0
21037980,Mitchell Wilcox,CIN,TEN,TE,2500,0.0
21037952,Charlie Woerner,SF,GB,TE,2500,0.0
21037954,Ross Dwelley,SF,GB,TE,2500,0.0
21037960,Tyler Davis,GB,SF,TE,2500,0.0
21037962,Dominique Dafney,GB,SF,TE,2500,0.0
21037936,Blake Bell,KC,BUF,TE,2500,0.0
21037938,Noah Gray,KC,BUF,TE,2500,0.0
21037922,O.J. Howard,TB,LAR,TE,2500,0.0
21037928,Kendall Blanton,LAR,TB,TE,2500,0.0
21037930,Brycen Hopkins,LAR,TB,TE,2500,0.0
21037868,Amari Rodgers,GB,SF,WR,3000,0.0
