,,Win,,Cover,,Total Points,,Implied,Implied Score,
Team,Date,Moneyline,$20 Bet,Spread,$20 Bet,Over-Under,$20 Bet,Win %,Team,Opp
Manhattan,2022-02-16 13:00:00,190,38.00,5.5,18.18,135.5,16.67,33.0,65.0,70.5
Fairfield,2022-02-16 13:00:00,-235,8.51,-5.5,18.18,135.5,20.00,67.0,70.5,65.0
Presbyterian,2022-02-16 18:00:00,110,22.00,2.0,18.18,138.0,18.18,45.7,68.0,70.0
USC Upstate,2022-02-16 18:00:00,-130,15.38,-2.0,18.18,138.0,18.18,54.3,70.0,68.0
Colgate,2022-02-16 18:00:00,-300,6.67,-6.5,18.18,141.0,18.18,71.5,73.8,67.3
Army,2022-02-16 18:00:00,235,47.00,6.5,18.18,141.0,18.18,28.5,67.3,73.8
Campbell,2022-02-16 18:30:00,-145,13.79,-3.0,18.18,122.5,18.18,57.1,62.8,59.8
Radford,2022-02-16 18:30:00,125,25.00,3.0,18.18,122.5,18.18,42.9,59.8,62.8
St. John's,2022-02-16 18:30:00,280,56.00,8.0,17.39,149.5,18.18,25.1,70.8,78.8
Xavier,2022-02-16 18:30:00,-365,5.48,-8.0,19.05,149.5,18.18,74.9,78.8,70.8
Kennesaw State,2022-02-16 19:00:00,160,32.00,4.0,18.18,146.5,18.18,37.0,71.3,75.3
Florida Gulf Coast,2022-02-16 19:00:00,-190,10.53,-4.0,18.18,146.5,18.18,63.0,75.3,71.3
Jacksonville,2022-02-16 19:00:00,-135,14.81,-1.5,16.67,124.5,18.18,55.3,63.0,61.5
Stetson,2022-02-16 19:00:00,115,23.00,1.5,20.00,124.5,18.18,44.7,61.5,63.0
Albany,2022-02-16 19:00:00,100,20.00,1.0,18.18,128.0,18.18,47.8,63.5,64.5
Binghamton,2022-02-16 19:00:00,-120,16.67,-1.0,18.18,128.0,18.18,52.2,64.5,63.5
Maine,2022-02-16 19:00:00,475,95.00,10.5,18.18,134.5,18.18,16.6,62.0,72.5
Hartford,2022-02-16 19:00:00,-675,2.96,-10.5,18.18,134.5,18.18,83.4,72.5,62.0
Massachusetts-Lowell,2022-02-16 19:00:00,-155,12.90,-3.0,18.18,131.0,18.18,58.8,67.0,64.0
NJIT,2022-02-16 19:00:00,135,27.00,3.0,18.18,131.0,18.18,41.2,64.0,67.0
Stony Brook,2022-02-16 19:00:00,120,24.00,2.5,18.18,149.5,17.39,43.8,73.5,76.0
Maryland-Baltimore County,2022-02-16 19:00:00,-140,14.29,-2.5,18.18,149.5,19.05,56.2,76.0,73.5
Vermont,2022-02-16 19:00:00,-475,4.21,-9.0,18.18,133.5,18.18,78.8,71.3,62.3
New Hampshire,2022-02-16 19:00:00,350,70.00,9.0,18.18,133.5,18.18,21.2,62.3,71.3
Mississippi State,2022-02-16 19:00:00,205,41.00,5.5,20.00,150.0,18.18,31.3,72.3,77.8
Alabama,2022-02-16 19:00:00,-255,7.84,-5.5,16.67,150.0,18.18,68.7,77.8,72.3
Georgia,2022-02-16 19:00:00,850,170.00,16.0,18.18,145.0,19.05,10.1,64.5,80.5
Louisiana State,2022-02-16 19:00:00,-1500,1.33,-16.0,18.18,145.0,17.39,89.9,80.5,64.5
Wofford,2022-02-16 19:00:00,-235,8.51,-5.5,18.18,145.5,18.18,67.0,75.5,70.0
Citadel,2022-02-16 19:00:00,190,38.00,5.5,18.18,145.5,18.18,33.0,70.0,75.5
E. Tennessee State,2022-02-16 19:00:00,130,26.00,3.0,18.18,141.0,17.39,42.0,69.0,72.0
Mercer,2022-02-16 19:00:00,-150,13.33,-3.0,18.18,141.0,19.05,58.0,72.0,69.0
Boston College,2022-02-16 19:00:00,360,72.00,9.0,19.05,129.0,16.67,20.7,60.0,69.0
Notre Dame,2022-02-16 19:00:00,-490,4.08,-9.0,17.39,129.0,20.00,79.3,69.0,60.0
Miami,2022-02-16 19:00:00,-125,16.00,-2.0,19.05,141.0,19.05,53.2,71.5,69.5
Louisville,2022-02-16 19:00:00,105,21.00,2.0,17.39,141.0,17.39,46.8,69.5,71.5
UNC-Asheville,2022-02-16 19:00:00,-410,4.88,-7.5,18.18,137.5,18.18,76.7,72.5,65.0
Charleston Southern,2022-02-16 19:00:00,310,62.00,7.5,18.18,137.5,18.18,23.3,65.0,72.5
Winthrop,2022-02-16 19:00:00,160,32.00,4.0,18.18,134.5,18.18,37.0,65.3,69.3
Gardner-Webb,2022-02-16 19:00:00,-190,10.53,-4.0,18.18,134.5,18.18,63.0,69.3,65.3
North Carolina A&T,2022-02-16 19:00:00,-190,10.53,-4.0,18.18,132.0,18.18,63.0,68.0,64.0
Hampton,2022-02-16 19:00:00,160,32.00,4.0,18.18,132.0,18.18,37.0,64.0,68.0
George Mason,2022-02-16 19:00:00,-130,15.38,-2.0,18.18,139.0,17.39,54.3,70.5,68.5
St. Joseph's,2022-02-16 19:00:00,110,22.00,2.0,18.18,139.0,19.05,45.7,68.5,70.5
Massachusetts,2022-02-16 19:00:00,450,90.00,10.5,20.00,147.5,19.05,17.4,68.5,79.0
St. Bonaventure,2022-02-16 19:00:00,-630,3.17,-10.5,16.67,147.5,17.39,82.6,79.0,68.5
Navy,2022-02-16 19:00:00,-490,4.08,-9.5,18.18,122.5,18.18,79.3,66.0,56.5
American,2022-02-16 19:00:00,360,72.00,9.5,18.18,122.5,18.18,20.7,56.5,66.0
Furman,2022-02-16 19:00:00,-900,2.22,-13.0,17.39,145.0,20.00,86.3,79.0,66.0
Western Carolina,2022-02-16 19:00:00,600,120.00,13.0,19.05,145.0,16.67,13.7,66.0,79.0
Boston University,2022-02-16 19:00:00,-365,5.48,-7.5,18.18,137.0,18.18,74.9,72.3,64.8
Holy Cross,2022-02-16 19:00:00,280,56.00,7.5,18.18,137.0,18.18,25.1,64.8,72.3
Loyola (MD),2022-02-16 19:00:00,-120,16.67,-1.0,18.18,128.0,18.18,52.2,64.5,63.5
Lafayette,2022-02-16 19:00:00,100,20.00,1.0,18.18,128.0,18.18,47.8,63.5,64.5
North Alabama,2022-02-16 19:30:00,210,42.00,6.0,18.18,144.0,16.67,30.9,69.0,75.0
Eastern Kentucky,2022-02-16 19:30:00,-260,7.69,-6.0,18.18,144.0,20.00,69.1,75.0,69.0
Chicago State,2022-02-16 19:30:00,,,,,,,,,
Stephen F. Austin,2022-02-16 19:30:00,,,,,,,,,
George Washington,2022-02-16 19:30:00,165,33.00,4.5,18.18,137.0,19.05,36.3,66.3,70.8
Duquesne,2022-02-16 19:30:00,-195,10.26,-4.5,18.18,137.0,17.39,63.7,70.8,66.3
Jacksonville State,2022-02-16 20:00:00,-200,10.00,-4.5,18.18,146.5,18.18,64.3,75.5,71.0
Lipscomb,2022-02-16 20:00:00,170,34.00,4.5,18.18,146.5,18.18,35.7,71.0,75.5
Bellarmine,2022-02-16 20:00:00,-275,7.27,-5.5,16.67,149.5,19.05,70.1,77.5,72.0
Central Arkansas,2022-02-16 20:00:00,220,44.00,5.5,20.00,149.5,17.39,29.9,72.0,77.5
Evansville,2022-02-16 20:00:00,850,170.00,15.5,18.18,128.0,18.18,10.1,56.3,71.8
Drake,2022-02-16 20:00:00,-1500,1.33,-15.5,18.18,128.0,18.18,89.9,71.8,56.3
Loyola-Chicago,2022-02-16 20:00:00,,,,,,,,,
Valparaiso,2022-02-16 20:00:00,,,,,,,,,
Seattle,2022-02-16 20:00:00,-305,6.56,-7.0,17.39,152.5,20.00,71.9,79.8,72.8
Texas Rio Grande Valley,2022-02-16 20:00:00,240,48.00,7.0,19.05,152.5,16.67,28.1,72.8,79.8
Pittsburgh,2022-02-16 20:00:00,700,140.00,14.0,18.18,142.0,18.18,12.0,64.0,78.0
North Carolina,2022-02-16 20:00:00,-1125,1.78,-14.0,18.18,142.0,18.18,88.0,78.0,64.0
Georgetown,2022-02-16 20:00:00,600,120.00,12.5,18.18,151.0,16.67,13.7,69.3,81.8
Marquette,2022-02-16 20:00:00,-900,2.22,-12.5,18.18,151.0,20.00,86.3,81.8,69.3
