,,Win,,Cover,,Total Points,,Implied,Implied Score,
Utah Valley,2022-02-16 20:00:00,-120,16.67,-1.0,16.67,126.5,16.67,52.2,63.8,62.8
Tarleton State,2022-02-16 20:00:00,100,20.00,1.0,20.00,126.5,20.00,47.8,62.8,63.8
La Salle,2022-02-16 20:00:00,700,140.00,14.0,18.18,142.5,19.05,12.0,64.3,78.3
Saint Louis,2022-02-16 20:00:00,-1125,1.78,-14.0,18.18,142.5,17.39,88.0,78.3,64.3
Seton Hall,2022-02-16 20:30:00,190,38.00,5.5,18.18,137.5,18.18,33.0,66.0,71.5
Connecticut,2022-02-16 20:30:00,-235,8.51,-5.5,18.18,137.5,18.18,67.0,71.5,66.0
Vanderbilt,2022-02-16 21:00:00,650,130.00,13.5,17.39,143.5,19.05,12.8,65.0,78.5
Auburn,2022-02-16 21:00:00,-1000,2.00,-13.5,19.05,143.5,17.39,87.2,78.5,65.0
Purdue,2022-02-16 21:00:00,,,,,,,,,
Northwestern,2022-02-16 21:00:00,,,,,,,,,
Morehead State,2022-02-16 21:00:00,-475,4.21,-9.5,18.18,134.0,18.18,78.8,71.8,62.3
Tennessee-Martin,2022-02-16 21:00:00,350,70.00,9.5,18.18,134.0,18.18,21.2,62.3,71.8
Baylor,2022-02-16 21:00:00,110,22.00,1.0,20.00,136.0,18.18,45.7,67.5,68.5
Texas Tech,2022-02-16 21:00:00,-130,15.38,-1.0,16.67,136.0,18.18,54.3,68.5,67.5
Dixie State,2022-02-16 21:00:00,850,170.00,16.0,18.18,144.0,18.18,10.1,64.0,80.0
New Mexico State,2022-02-16 21:00:00,-1500,1.33,-16.0,18.18,144.0,18.18,89.9,80.0,64.0
SMU,2022-02-16 21:00:00,-190,10.53,-4.5,18.18,136.5,18.18,63.0,70.5,66.0
Temple,2022-02-16 21:00:00,160,32.00,4.5,18.18,136.5,18.18,37.0,66.0,70.5
Boise State,2022-02-16 22:00:00,-550,3.64,-10.0,17.39,119.5,18.18,80.9,64.8,54.8
Air Force,2022-02-16 22:00:00,400,80.00,10.0,19.05,119.5,18.18,19.1,54.8,64.8
Grand Canyon,2022-02-16 22:00:00,-165,12.12,-4.0,19.05,137.5,20.00,60.4,70.8,66.8
California Baptist,2022-02-16 22:00:00,145,29.00,4.0,17.39,137.5,16.67,39.6,66.8,70.8
UNLV,2022-02-16 22:30:00,205,41.00,6.5,16.00,126.0,17.39,31.3,59.8,66.3
Fresno State,2022-02-16 22:30:00,-255,7.84,-6.5,21.00,126.0,19.05,68.7,66.3,59.8
Gonzaga,2022-02-16 23:00:00,,,-29.5,19.05,162.5,17.39,,96.0,66.5
Pepperdine,2022-02-16 23:00:00,,,29.5,17.39,162.5,19.05,,66.5,96.0
