,,Win,,Cover,,Total Points,,Implied,Implied Score,
Team,Date,Moneyline,$20 Bet,Spread,$20 Bet,Over-Under,$20 Bet,Win %,Team,Opp
Yale,2022-02-22 18:00:00,-160,12.50,-3.5,18.18,134.0,18.18,59.6,68.8,65.3
Dartmouth,2022-02-22 18:00:00,140,28.00,3.5,18.18,134.0,18.18,40.4,65.3,68.8
Arkansas,2022-02-22 19:00:00,-120,16.67,-1.0,17.39,136.0,18.18,52.2,68.5,67.5
Florida,2022-02-22 19:00:00,100,20.00,1.0,19.05,136.0,18.18,47.8,67.5,68.5
Georgia,2022-02-22 19:00:00,500,100.00,11.5,18.18,146.5,19.05,16.0,67.5,79.0
Texas A&M,2022-02-22 19:00:00,-720,2.78,-11.5,18.18,146.5,17.39,84.0,79.0,67.5
Tennessee,2022-02-22 19:00:00,-510,3.92,-10.0,18.18,130.5,18.18,79.9,70.3,60.3
Missouri,2022-02-22 19:00:00,375,75.00,10.0,18.18,130.5,18.18,20.1,60.3,70.3
Michigan State,2022-02-22 19:00:00,220,44.00,6.5,18.18,153.5,19.05,29.9,73.5,80.0
Iowa,2022-02-22 19:00:00,-275,7.27,-6.5,18.18,153.5,17.39,70.1,80.0,73.5
Bowling Green,2022-02-22 19:00:00,250,50.00,8.5,16.67,147.5,18.18,27.3,69.5,78.0
Akron,2022-02-22 19:00:00,-320,6.25,-8.5,20.00,147.5,18.18,72.7,78.0,69.5
Northern Illinois,2022-02-22 19:00:00,,,,,,,,,
Eastern Michigan,2022-02-22 19:00:00,,,,,,,,,
Ball State,2022-02-22 19:00:00,330,66.00,8.5,18.18,143.5,18.18,22.2,67.5,76.0
Kent State,2022-02-22 19:00:00,-435,4.60,-8.5,18.18,143.5,18.18,77.8,76.0,67.5
Buffalo,2022-02-22 19:00:00,-225,8.89,-5.0,18.18,155.0,19.05,66.4,80.0,75.0
Miami (OH),2022-02-22 19:00:00,185,37.00,5.0,18.18,155.0,17.39,33.6,75.0,80.0
Central Michigan,2022-02-22 19:00:00,,,17.0,19.05,143.5,18.18,,63.3,80.3
Ohio,2022-02-22 19:00:00,,,-17.0,17.39,143.5,18.18,,80.3,63.3
Richmond,2022-02-22 19:00:00,-290,6.90,-7.0,18.18,141.5,16.67,71.0,74.3,67.3
George Washington,2022-02-22 19:00:00,230,46.00,7.0,18.18,141.5,20.00,29.0,67.3,74.3
Rhode Island,2022-02-22 19:00:00,300,60.00,8.5,18.18,133.0,18.18,23.8,62.3,70.8
St. Bonaventure,2022-02-22 19:00:00,-400,5.00,-8.5,18.18,133.0,18.18,76.2,70.8,62.3
Toledo,2022-02-22 19:00:00,-760,2.63,-13.0,18.18,145.5,18.18,84.7,79.3,66.3
Western Michigan,2022-02-22 19:00:00,525,105.00,13.0,18.18,145.5,18.18,15.3,66.3,79.3
Siena,2022-02-22 19:00:00,210,42.00,6.0,17.39,133.0,16.67,30.9,63.5,69.5
Monmouth,2022-02-22 19:00:00,-260,7.69,-6.0,19.05,133.0,20.00,69.1,69.5,63.5
College of Charleston,2022-02-22 19:00:00,-120,16.67,-1.5,18.18,144.0,18.18,52.2,72.8,71.3
Northeastern,2022-02-22 19:00:00,100,20.00,1.5,18.18,144.0,18.18,47.8,71.3,72.8
Nebraska,2022-02-22 20:00:00,,,,,,,,,
Northwestern,2022-02-22 20:00:00,,,,,,,,,
Oklahoma,2022-02-22 20:00:00,400,80.00,10.5,17.39,130.0,18.18,19.1,59.8,70.3
Texas Tech,2022-02-22 20:00:00,-550,3.64,-10.5,19.05,130.0,18.18,80.9,70.3,59.8
Miami,2022-02-22 20:00:00,-180,11.11,-4.0,17.39,136.5,19.05,62.1,70.3,66.3
Pittsburgh,2022-02-22 20:00:00,155,31.00,4.0,19.05,136.5,17.39,37.9,66.3,70.3
Villanova,2022-02-22 20:00:00,115,23.00,2.5,16.67,136.0,18.18,44.7,66.8,69.3
