,,Win,,Cover,,Total Points,,Implied,Implied Score,
Connecticut,2022-02-22 20:00:00,-135,14.81,-2.5,20.00,136.0,18.18,55.3,69.3,66.8
St. Joseph's,2022-02-22 20:00:00,475,95.00,11.0,20.00,142.5,16.67,16.6,65.8,76.8
Saint Louis,2022-02-22 20:00:00,-675,2.96,-11.0,16.67,142.5,20.00,83.4,76.8,65.8
Fresno State,2022-02-22 21:00:00,-320,6.25,-7.5,18.18,117.0,18.18,72.7,62.3,54.8
Air Force,2022-02-22 21:00:00,250,50.00,7.5,18.18,117.0,18.18,27.3,54.8,62.3
San Diego State,2022-02-22 21:00:00,110,22.00,2.0,18.18,118.5,17.39,45.7,58.3,60.3
Boise State,2022-02-22 21:00:00,-130,15.38,-2.0,18.18,118.5,19.05,54.3,60.3,58.3
Alabama,2022-02-22 21:00:00,-180,11.11,-4.0,18.18,153.5,20.00,62.1,78.8,74.8
Vanderbilt,2022-02-22 21:00:00,155,31.00,4.0,18.18,153.5,16.67,37.9,74.8,78.8
Kansas State,2022-02-22 21:00:00,475,95.00,11.0,19.05,141.5,18.18,16.6,65.3,76.3
Kansas,2022-02-22 21:00:00,-675,2.96,-11.0,17.39,141.5,18.18,83.4,76.3,65.3
New Mexico,2022-02-22 22:00:00,525,105.00,12.0,18.18,147.5,17.39,15.3,67.8,79.8
Utah State,2022-02-22 22:00:00,-760,2.63,-12.0,18.18,147.5,19.05,84.7,79.8,67.8
Cal State Bakersfield,2022-02-22 22:00:00,-115,17.39,-1.0,18.18,125.5,18.18,51.1,63.3,62.3
Cal-Poly San Luis Obispo,2022-02-22 22:00:00,-105,19.05,1.0,18.18,125.5,18.18,48.9,62.3,63.3
UNLV,2022-02-22 23:00:00,110,22.00,1.5,20.00,144.5,17.39,45.7,71.5,73.0
Nevada,2022-02-22 23:00:00,-130,15.38,-1.5,16.67,144.5,19.05,54.3,73.0,71.5
