"offPlayer","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Zach Ertz","517","21","0.35","69","1.48","66.9","2","Willie Gay Jr.","189","15","0.26","82","1.35","56"
"Kyle Pitts","508","21","0.35","64","2.02","80.3","-11","Demario Davis","514","11","0.13","67","0.56","78.1"
"Mark Andrews","623","24","0.48","72","2.18","91.5","26","C.J. Mosley","531","15","0.28","87","1.13","42.9"
"Dawson Knox","507","14","0.32","69","1.16","62.4","13","Ernest Jones","247","13","0.2","78","0.76","59.5"
"Tommy Tremble","276","12","0.16","62","0.65","56.3","-61","Jeremiah Owusu-Koramoah","300","12","0.16","74","0.56","76.6"
"Cole Kmet","499","18","0.24","67","1.23","63.9","-39","Dre Greenlaw","59","19","0.24","82","0.9","69.5"
"Hayden Hurst","220","15","0.3","81","1","55.3","14","Devin Bush","358","17","0.29","77","1.23","36.1"
"David Njoku","305","17","0.35","68","1.56","70.9","6","Damien Wilson","378","16","0.33","79","1.66","45.6"
"Dalton Schultz","548","18","0.38","77","1.47","79.1","53","Devin White","564","15","0.24","81","1.01","37"
"Albert Okwuegbunam","170","24","0.46","82","1.94","67.3","-10","Cody Barton","100","19","0.27","68","1.39","66.1"
"T.J. Hockenson","395","21","0.36","75","1.48","68.1","-26","T.J. Edwards","362","15","0.28","84","1.24","80.6"
"Robert Tonyan","193","13","0.26","69","1.06","53.9","14","Eric Kendricks","525","11","0.23","73","1.02","59.4"
"Pharaoh Brown","198","16","0.2","72","0.86","48.1","-43","Bobby Okereke","588","13","0.24","81","0.89","59.3"
"Mo Alie-Cox","247","17","0.32","57","1.28","66.8","23","Christian Kirksey","372","14","0.29","75","1.24","50.6"
"Evan Engram","459","15","0.23","69","0.89","53.5","-13","Jamin Davis","292","14","0.25","88","1.03","46.8"
"Travis Kelce","613","21","0.42","70","1.84","81.9","59","Isaiah Simmons","479","15","0.22","72","1.03","50.9"
"Tyler Higbee","497","16","0.3","75","1.13","68","23","Tremaine Edmunds","438","15","0.27","81","1.23","51"
"Gerald Everett","356","17","0.34","81","1.34","63.5","1","Divine Deablo","144","11","0.22","88","1.21","68.4"
"Darren Waller","383","23","0.35","61","1.74","68.2","5","Drue Tranquill","299","11","0.2","88","0.86","66.3"
"Mike Gesicki","539","20","0.3","69","1.45","68.7","-12","Kyle Dugger","404","11","0.17","65","0.67","71.6"
"Irv Smith Jr.","","","","","","","-1","Quay Walker","","","","","",""
"Hunter Henry","403","18","0.41","68","1.5","73.8","7","Brandon Jones","302","8","0.19","92","1.01","54.4"
"Juwan Johnson","166","13","0.32","62","0.96","70","-14","Rashaan Evans","240","12","0.19","82","0.96","44.5"
"Daniel Bellinger","","","","","","","-11","Zach Cunningham","321","19","0.28","75","1.19","60.6"
"Tyler Conklin","480","17","0.29","73","1.24","66.7","-16","Patrick Queen","403","14","0.24","79","1.17","43.5"
"Dallas Goedert","355","20","0.46","78","2.34","90","48","Alex Anzalone","377","12","0.17","70","0.75","37.1"
"Pat Freiermuth","395","19","0.38","78","1.26","72.8","-2","Akeem Davis-Gaither","149","16","0.2","67","0.91","63.3"
"Noah Fant","442","20","0.36","77","1.52","61.6","-9","Kareem Jackson","507","6","0.13","75","0.44","51.1"
"Charlie Woerner","62","10","0.16","83","0.84","75.6","-18","Roquan Smith","454","14","0.2","81","0.87","48.6"
"Cameron Brate","319","16","0.25","60","0.77","57","-8","Donovan Wilson","197","6","0.04","36","0.19","62.4"
"Austin Hooper","303","19","0.3","66","1.14","64.3","-19","Austin Calitro","12","8","0.17","100","0.83","63.9"
"Logan Thomas","151","17","0.37","72","1.3","63.6","6","Foyesade Oluokun","526","11","0.21","81","0.97","47.1"
