team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
ATL,2,1,36,0,2,36,97.2,2,0
PIT,25,1,40,3,1,40,95.0,4,0
TEN,31,1,34,2,2,34,94.1,4,0
IND,14,1,54,1,4,54,93.5,6,1
PHI,24,1,42,0,6,42,92.9,6,0
WAS,32,1,45,2,3,45,92.2,6,1
LAC,27,1,35,2,4,35,91.4,6,0
NE,19,1,33,1,1,33,90.9,4,2
BUF,4,1,38,0,5,38,90.8,6,1
DEN,10,1,45,1,6,45,90.0,8,1
CLV,8,1,36,1,7,36,88.9,8,0
LV,23,1,43,3,3,43,88.4,8,2
NO,20,1,38,1,4,38,88.2,7,2
BLT,3,1,34,1,6,34,86.8,8,1
DAL,9,1,46,3,8,46,85.9,12,1
SF,28,1,35,0,8,35,85.7,9,1
HST,13,1,41,2,6,41,85.4,10,2
KC,16,1,41,2,10,41,85.4,12,0
GB,12,1,42,0,9,42,84.5,11,2
MIA,17,1,37,2,6,37,83.8,10,2
DET,11,1,39,4,5,39,83.3,11,2
NYJ,22,1,62,2,16,62,82.3,20,2
CIN,7,1,65,4,11,65,82.3,19,4
JAX,15,1,45,5,9,45,82.2,15,1
CAR,5,1,32,0,8,32,81.2,10,2
ARZ,1,1,44,1,16,44,80.7,17,0
CHI,6,1,23,0,6,23,78.3,8,2
TB,30,1,29,2,8,29,75.9,12,2
NYG,21,1,29,0,10,29,75.9,12,2
SEA,29,1,31,1,11,31,74.2,14,2
MIN,18,1,33,7,9,33,72.7,17,1
LA,26,1,50,6,10,50,70.0,23,7
