bet_outcome_text,open_odds,player_name,dg_id,bet_outcome_numeric,close_time,close_odds,outcome,open_time,book,event_completed,event_name,market,season,year,event_id
loss,+9000,"Pan, C.T.",15475,0,2023-06-21 20:51,+13000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+25000,"Rodgers, Patrick",16283,0,2023-06-21 20:51,+13000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+13000,"Kuchar, Matt",6169,0,2023-06-21 20:51,+13000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+9000,"Aberg, Ludvig",23950,0,2023-06-21 20:51,+13000,T24,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+18000,"Straka, Sepp",17511,0,2023-06-21 20:51,+15000,T38,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+13000,"Moore, Taylor",21944,0,2023-06-21 20:51,+15000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+18000,"Grillo, Emiliano",12808,0,2023-06-21 20:51,+15000,T15,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+25000,"Hossler, Beau",15470,0,2023-06-21 20:51,+15000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+18000,"Gordon, Will",26660,0,2023-06-21 20:51,+15000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+13000,"Cole, Eric",21756,0,2023-06-21 20:51,+15000,T24,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+13000,"An, Byeong Hun",14459,0,2023-06-21 20:51,+15000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+13000,"Power, Seamus",10104,0,2023-06-21 20:51,+15000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+13000,"Davis, Cameron",17786,0,2023-06-21 20:51,+18000,T33,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+25000,"Spaun, J.J.",17536,0,2023-06-21 20:51,+18000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+18000,"Detry, Thomas",14181,0,2023-06-21 20:51,+18000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+25000,"Wu, Brandon",25213,0,2023-06-21 20:51,+18000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+15000,"Lee, Kyounghoon",13497,0,2023-06-21 20:51,+18000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+20000,"Stevens, Samuel",25569,0,2023-06-21 20:51,+20000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+30000,"Hodges, Lee",25157,0,2023-06-21 20:51,+20000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+18000,"Hoge, Tom",15575,0,2023-06-21 20:51,+20000,T60,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+30000,"Smalley, Alex",18474,0,2023-06-21 20:51,+20000,T9,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+20000,"Bezuidenhout, Christiaan",18103,0,2023-06-21 20:51,+20000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+15000,"Herbert, Lucas",17064,0,2023-06-21 20:51,+20000,T15,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+18000,"Hardy, Nick",19865,0,2023-06-21 20:51,+20000,T38,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+20000,"Kitayama, Kurt",21891,0,2023-06-21 20:51,+20000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+18000,"Reavie, Chez",7961,0,2023-06-21 20:51,+25000,T4,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+25000,"Streelman, Kevin",8480,0,2023-06-21 20:51,+25000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+30000,"Yu, Kevin",17881,0,2023-06-21 20:51,+25000,T49,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+18000,"Poston, J.T.",21554,0,2023-06-21 20:51,+25000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+25000,"Kim, Seonghyeon",21688,0,2023-06-21 20:51,+25000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+30000,"Bramlett, Joseph",14698,0,2023-06-21 20:51,+25000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+20000,"Svensson, Adam",13997,0,2023-06-21 20:51,+25000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+15000,"Todd, Brendon",12425,0,2023-06-21 20:51,+25000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+13000,"Bennett, Sam",28158,0,2023-06-21 20:51,+25000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+18000,"Schenk, Adam",19477,0,2023-06-21 20:51,+25000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+35000,"NeSmith, Matthew",16433,0,2023-06-21 20:51,+30000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+30000,"Buckley, Hayden",25363,0,2023-06-21 20:51,+30000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+20000,"Hall, Harry",27194,0,2023-06-21 20:51,+30000,T56,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+25000,"Kim, Michael",17543,0,2023-06-21 20:51,+30000,T38,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+18000,"Riley, Davis",19872,0,2023-06-21 20:51,+30000,T45,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+35000,"Wu, Dylan",25002,0,2023-06-21 20:51,+30000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+30000,"Ghim, Doug",24550,0,2023-06-21 20:51,+30000,T15,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+30000,"Horschel, Billy",11276,0,2023-06-21 20:51,+30000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+30000,"Higgo, Garrick",24342,0,2023-06-21 20:51,+30000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+18000,"Hughes, Mackenzie",15556,0,2023-06-21 20:51,+30000,WD,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+30000,"Lashley, Nate",10943,0,2023-06-21 20:51,+30000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+25000,"Simpson, Webb",11049,0,2023-06-21 20:51,+30000,T52,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+30000,"Wallace, Matt",20706,0,2023-06-21 20:51,+35000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+30000,"Palmer, Ryan",7820,0,2023-06-21 20:51,+35000,T33,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+25000,"Griffin, Ben",24968,0,2023-06-21 20:51,+35000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+30000,"Martin, Ben",14007,0,2023-06-21 20:51,+35000,63,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+25000,"Stallings, Scott",12359,0,2023-06-21 20:51,+35000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+35000,"Novak, Andrew",23475,0,2023-06-21 20:51,+35000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+30000,"Shelton, Robby",18635,0,2023-06-21 20:51,+40000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+30000,"Tarren, Callum",20519,0,2023-06-21 20:51,+40000,T33,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+30000,"Champ, Cameron",23542,0,2023-06-21 20:51,+40000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+30000,"Thompson, Davis",27364,0,2023-06-21 20:51,+40000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+25000,"Norrman, Vincent",22535,0,2023-06-21 20:51,+40000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+40000,"Smotherman, Austin",22985,0,2023-06-21 20:51,+40000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+35000,"Cink, Stewart",5665,0,2023-06-21 20:51,+40000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+30000,"Pendrith, Taylor",17780,0,2023-06-21 20:51,+40000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+35000,"Ryder, Sam",16715,0,2023-06-21 20:51,+40000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+40000,"List, Luke",7960,0,2023-06-21 20:51,+40000,T33,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+35000,"Kizzire, Patton",13470,0,2023-06-21 20:51,+40000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+30000,"Lipsky, David",15980,0,2023-06-21 20:51,+40000,T56,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+35000,"Glover, Lucas",7399,0,2023-06-21 20:51,+40000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+30000,"Walker, Jimmy",7293,0,2023-06-21 20:51,+40000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+35000,"Hoffman, Charley",5768,0,2023-06-21 20:51,+40000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+40000,"Yuan, Yechun",17266,0,2023-06-21 20:51,+40000,CUT,2023-06-20 08:02,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+30000,"Willett, Danny",12920,0,2023-06-21 20:51,+40000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+40000,"Lower, Justin",17723,0,2023-06-21 20:51,+50000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+40000,"Malnati, Peter",14926,0,2023-06-21 20:51,+50000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+40000,"Tway, Kevin",13127,0,2023-06-21 20:51,+50000,T52,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+40000,"Young, Carson",23656,0,2023-06-21 20:51,+50000,T15,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+40000,"Sigg, Greyson",23482,0,2023-06-21 20:51,+50000,T19,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+35000,"Dahmen, Joel",14509,0,2023-06-21 20:51,+50000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+40000,"Piercy, Scott",7899,0,2023-06-21 20:51,+50000,WD,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+40000,"Molinari, Francesco",7655,0,2023-06-21 20:51,+50000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+40000,"Hickok, Kramer",21237,0,2023-06-21 20:51,+50000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+40000,"Stegmaier, Brett",11354,0,2023-06-21 20:51,+50000,T56,2023-06-20 08:02,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+40000,"Hadley, Chesson",14967,0,2023-06-21 20:51,+50000,T24,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+30000,"Thorbjornsen, Michael",26649,0,2023-06-21 20:51,+50000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+40000,"Griffin, Lanto",15330,0,2023-06-21 20:51,+50000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+40000,"Moore, Ryan",7489,0,2023-06-21 20:51,+50000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+40000,"Ramey, Chad",19840,0,2023-06-21 20:51,+50000,T38,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+50000,"Mullinax, Trey",18761,0,2023-06-21 20:51,+50000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+50000,"Zecheng, Marty Dou",16757,0,2023-06-21 20:51,+50000,T52,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+40000,"Van Rooyen, Erik",17550,0,2023-06-21 20:51,+50000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+50000,"Duncan, Tyler",18187,0,2023-06-21 20:51,+50000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+60000,"Hahn, James",11374,0,2023-06-21 20:51,+60000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+40000,"Long, Adam",15473,0,2023-06-21 20:51,+60000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+50000,"Redman, Doc",24481,0,2023-06-21 20:51,+60000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+50000,"Echavarria, Nicolas",22833,0,2023-06-21 20:51,+60000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+50000,"Johnson, Zach",6986,0,2023-06-21 20:51,+60000,T29,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+60000,"Taylor, Ben",19948,0,2023-06-21 20:51,+60000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+80000,"Laird, Martin",9586,0,2023-06-21 20:51,+80000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+60000,"Merritt, Troy",13367,0,2023-06-21 20:51,+80000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+80000,"James, Benjamin",29827,0,2023-06-21 20:51,+80000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+60000,"Lingmerth, David",14815,0,2023-06-21 20:51,+80000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+80000,"Schwab, Matthias",15016,0,2023-06-21 20:51,+80000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+80000,"Werenski, Richy",19364,0,2023-06-21 20:51,+100000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+100000,"Gay, Brian",5951,0,2023-06-21 20:51,+100000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+100000,"Haley II, Paul",16039,0,2023-06-21 20:51,+100000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+100000,"Blair, Zac",17639,0,2023-06-21 20:51,+150000,T2,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+100000,"Knox, Russell",13831,0,2023-06-21 20:51,+150000,T49,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+150000,"Holmes, J.B.",7959,0,2023-06-21 20:51,+150000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+150000,"Dufner, Jason",7301,0,2023-06-21 20:51,+200000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+200000,"Landry, Andrew",14000,0,2023-06-21 20:51,+200000,67,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+150000,"Alexander, Tyson",14002,0,2023-06-21 20:51,+200000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+200000,"Herman, Jim",12846,0,2023-06-21 20:51,+200000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+150000,"Streb, Robert",14852,0,2023-06-21 20:51,+200000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+250000,"McGreevy, Max",23505,0,2023-06-21 20:51,+250000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+200000,"Kraft, Kelly",15852,0,2023-06-21 20:51,+250000,T38,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+250000,"Blaum, Ryan",9643,0,2023-06-21 20:51,+250000,66,2023-06-20 08:02,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+200000,"Brehm, Ryan",10423,0,2023-06-21 20:51,+250000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+250000,"Svoboda, Andrew",11274,0,2023-06-21 20:51,+250000,T64,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+250000,"Reifers, Kyle",11329,0,2023-06-21 20:51,+250000,T38,2023-06-20 08:02,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
loss,+250000,"Watney, Nick",7955,0,2023-06-21 20:51,+250000,CUT,2023-06-19 13:30,draftkings,2023-06-25,Travelers Championship,win,2023,2023,34
