player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Kyle Vantrease,55029,QB,GA SOUTHRN,13,69.4,572,605,8.8,2.31,7,24,3.8,61.7,373,0,136,6.0,620,24,200,174,66.4,71.1,70.4,55.4,1,16,650,0,4.4,86.8,1.0,6,8,1,24,27,25,3.8,4278,7.1
Austin Reed,111760,QB,W KENTUCKY,14,73.0,574,605,8.6,2.3,15,35,5.5,64.6,391,0,109,6.7,643,28,216,346,56.3,79.7,78.4,64.7,5,11,671,2,11.9,103.1,2.0,13,19,2,9,40,24,3.6,4745,7.8
Will Rogers,124184,QB,MISS STATE,12,78.6,524,570,5.9,2.49,18,13,2.2,67.2,383,0,123,7.0,608,29,195,227,53.1,72.9,72.5,50.4,1,6,640,3,19.5,100.6,3.9,24,11,6,21,34,17,2.7,3694,6.5
Michael Penix Jr.,82134,QB,WASHINGTON,13,73.8,534,558,10.1,2.58,4,25,4.2,64.9,362,0,119,8.1,576,32,224,340,81.7,87.5,87.5,54.0,1,8,608,5,3.4,103.3,0.7,4,14,3,16,31,8,1.3,4641,8.3
Drake Maye,143969,QB,N CAROLINA,14,75.3,477,516,10.4,2.88,5,42,7.8,65.7,339,0,233,5.6,638,20,233,245,62.1,91.4,90.6,75.3,6,7,663,3,18.5,109.7,6.7,43,75,2,26,37,16,2.4,4293,8.3
Cameron Ward,133244,QB,WASH STATE,13,75.3,461,501,7.0,2.97,7,10,1.9,63.9,320,0,213,7.8,591,27,178,341,44.3,60.9,58.9,65.2,1,9,616,4,21.6,90.0,7.8,46,39,0,32,23,21,3.4,3228,6.4
Aidan O'Connell,60516,QB,PURDUE,12,73.0,466,499,8.3,2.5,5,21,4.0,63.7,318,0,135,6.5,533,22,171,273,63.8,67.2,67.4,52.0,6,13,566,6,16.3,88.1,4.1,22,11,0,22,22,25,4.4,3483,7.0
Clayton Tune,77652,QB,HOUSTON,13,79.5,458,496,9.7,3.2,7,29,5.6,67.1,333,0,156,8.5,579,31,222,182,58.2,91.8,91.1,73.2,2,10,609,2,16.7,110.7,4.5,26,55,1,28,40,18,3.0,4065,8.2
John Paddock,77689,QB,BALL ST,12,67.3,453,483,7.4,2.19,13,10,2.0,59.8,289,0,124,5.2,501,16,145,117,74.5,62.6,61.7,53.0,4,14,530,1,10.5,76.0,2.6,13,5,0,13,18,20,3.8,2743,5.7
Frank Harris,60586,QB,UTSA,14,77.5,449,476,8.7,2.61,9,22,4.4,69.1,329,0,159,5.5,551,19,224,331,54.9,89.5,84.1,76.7,1,9,577,3,14.5,109.8,4.2,23,51,2,15,32,12,2.1,4066,8.5
Chase Cunningham,78533,QB,MIDDLE TN,12,77.0,427,463,5.9,2.43,4,17,3.4,66.3,307,0,180,6.7,505,22,148,224,58.5,64.5,67.3,50.5,2,10,539,3,16.1,91.8,5.7,29,12,1,29,21,17,3.2,3151,6.8
Cole Snyder,97617,QB,BUFFALO,13,67.7,424,461,9.8,2.5,10,17,3.5,58.8,271,0,148,5.6,523,16,152,126,58.4,62.0,59.6,61.0,3,8,548,1,22.3,84.1,6.3,33,28,0,24,18,28,5.1,3013,6.5
Hunter Dekkers,122511,QB,IOWA STATE,12,74.2,442,458,7.5,2.61,2,15,3.2,65.9,302,1,155,7.9,507,26,160,193,71.4,73.7,74.7,56.8,2,14,527,3,17.4,85.8,5.3,27,21,1,11,19,13,2.5,3044,6.6
Seth Henigan,144267,QB,MEMPHIS,13,73.9,436,455,9.1,2.8,4,25,5.1,64.2,292,0,160,9.3,544,30,176,218,63.4,80.0,80.4,61.9,2,8,581,3,21.3,97.3,6.3,34,53,1,12,22,14,2.4,3593,7.9
