,,Win,,Cover,,Total Points,,Implied,Implied Score,
Team,Date,Moneyline,$20 Bet,Spread,$20 Bet,Over-Under,$20 Bet,Win %,Team,Opp
Sacramento State,2022-01-08 16:00:00,450,90.00,11.5,17.39,144.5,18.18,17.4,66.5,78.0
Northern Colorado,2022-01-08 16:00:00,-630,3.17,-11.5,19.05,144.5,18.18,82.6,78.0,66.5
Colorado State,2022-01-08 16:00:00,120,24.00,2.0,19.05,135.0,19.05,43.8,66.5,68.5
San Diego State,2022-01-08 16:00:00,-140,14.29,-2.0,17.39,135.0,17.39,56.2,68.5,66.5
UAB,2022-01-08 16:00:00,-475,4.21,-10.5,18.18,147.5,17.39,78.8,79.0,68.5
Rice,2022-01-08 16:00:00,350,70.00,10.5,18.18,147.5,19.05,21.2,68.5,79.0
Louisiana Tech,2022-01-08 16:00:00,-1000,2.00,-12.5,19.05,144.5,16.67,87.2,78.5,66.0
Texas-San Antonio,2022-01-08 16:00:00,650,130.00,12.5,17.39,144.5,20.00,12.8,66.0,78.5
North Dakota,2022-01-08 16:00:00,245,49.00,6.5,17.39,144.0,18.18,27.7,68.8,75.3
Denver,2022-01-08 16:00:00,-310,6.45,-6.5,19.05,144.0,18.18,72.3,75.3,68.8
NJIT,2022-01-08 16:00:00,-115,17.39,-1.5,19.05,134.5,20.00,51.1,68.0,66.5
Binghamton,2022-01-08 16:00:00,-105,19.05,1.5,17.39,134.5,16.67,48.9,66.5,68.0
Hawaii,2022-01-08 16:00:00,110,22.00,2.5,18.18,148.0,18.18,45.7,72.8,75.3
Long Beach State,2022-01-08 16:00:00,-130,15.38,-2.5,18.18,148.0,18.18,54.3,75.3,72.8
Citadel,2022-01-08 16:00:00,800,160.00,15.0,18.18,146.5,20.00,10.6,65.8,80.8
Chattanooga,2022-01-08 16:00:00,-1375,1.45,-15.0,18.18,146.5,16.67,89.4,80.8,65.8
Murray State,2022-01-08 16:00:00,,,,,,,,,
SIU-Edwardsville,2022-01-08 16:00:00,,,,,,,,,
Wofford,2022-01-08 16:00:00,-135,14.81,-2.5,19.05,141.0,18.18,55.3,71.8,69.3
E. Tennessee State,2022-01-08 16:00:00,115,23.00,2.5,17.39,141.0,18.18,44.7,69.3,71.8
Mercer,2022-01-08 16:00:00,475,95.00,10.0,19.05,141.0,19.05,16.6,65.5,75.5
Furman,2022-01-08 16:00:00,-675,2.96,-10.0,17.39,141.0,17.39,83.4,75.5,65.5
Kansas,2022-01-08 16:00:00,-190,10.53,-4.0,16.67,137.5,17.39,63.0,70.8,66.8
Texas Tech,2022-01-08 16:00:00,160,32.00,4.0,20.00,137.5,19.05,37.0,66.8,70.8
Dixie State,2022-01-08 16:00:00,600,120.00,11.5,18.18,142.5,18.18,13.7,65.5,77.0
Utah Valley,2022-01-08 16:00:00,-900,2.22,-11.5,18.18,142.5,18.18,86.3,77.0,65.5
Boston College,2022-01-08 16:00:00,135,27.00,3.0,18.18,127.5,19.05,41.2,62.3,65.3
Pittsburgh,2022-01-08 16:00:00,-155,12.90,-3.0,18.18,127.5,17.39,58.8,65.3,62.3
USC Upstate,2022-01-08 16:00:00,310,62.00,9.0,16.67,128.0,17.39,23.3,59.5,68.5
Presbyterian,2022-01-08 16:00:00,-410,4.88,-9.0,20.00,128.0,19.05,76.7,68.5,59.5
Mount St. Mary's,2022-01-08 16:00:00,-115,17.39,-1.0,18.18,126.5,16.67,51.1,63.8,62.8
St. Francis (NY),2022-01-08 16:00:00,-105,19.05,1.0,18.18,126.5,20.00,48.9,62.8,63.8
South Florida,2022-01-08 16:00:00,205,41.00,6.5,19.05,127.0,18.18,31.3,60.3,66.8
Tulane,2022-01-08 16:00:00,-255,7.84,-6.5,17.39,127.0,18.18,68.7,66.8,60.3
Southern,2022-01-08 16:00:00,-125,16.00,-2.0,19.05,137.5,18.18,53.2,69.8,67.8
Florida A&M,2022-01-08 16:00:00,105,21.00,2.0,17.39,137.5,18.18,46.8,67.8,69.8
SE Missouri State,2022-01-08 16:00:00,110,22.00,1.5,20.00,156.0,17.39,45.7,77.3,78.8
Tennessee State,2022-01-08 16:00:00,-130,15.38,-1.5,16.67,156.0,19.05,54.3,78.8,77.3
Grambling,2022-01-08 16:00:00,110,22.00,2.0,17.39,132.0,18.18,45.7,65.0,67.0
Bethune-Cookman,2022-01-08 16:00:00,-130,15.38,-2.0,19.05,132.0,18.18,54.3,67.0,65.0
Bradley,2022-01-08 16:00:00,,,,,,,,,
Loyola-Chicago,2022-01-08 16:00:00,,,,,,,,,
Cal-Poly San Luis Obispo,2022-01-08 16:00:00,125,25.00,2.5,17.39,124.5,20.00,42.9,61.0,63.5
Cal State-Northridge,2022-01-08 16:00:00,-145,13.79,-2.5,19.05,124.5,16.67,57.1,63.5,61.0
Coppin State,2022-01-08 16:00:00,125,25.00,2.5,19.05,153.5,18.18,42.9,75.5,78.0
South Carolina State,2022-01-08 16:00:00,-145,13.79,-2.5,17.39,153.5,18.18,57.1,78.0,75.5
Belmont,2022-01-08 16:30:00,-1750,1.14,-16.0,17.39,150.0,16.67,90.9,83.0,67.0
Tennessee-Martin,2022-01-08 16:30:00,950,190.00,16.0,19.05,150.0,20.00,9.1,67.0,83.0
Charleston Southern,2022-01-08 16:30:00,525,105.00,11.5,20.00,146.5,17.39,15.3,67.5,79.0
UNC-Asheville,2022-01-08 16:30:00,-760,2.63,-11.5,16.67,146.5,19.05,84.7,79.0,67.5
North Carolina A&T,2022-01-08 16:30:00,125,25.00,2.5,19.05,134.5,19.05,42.9,66.0,68.5
Radford,2022-01-08 16:30:00,-145,13.79,-2.5,17.39,134.5,17.39,57.1,68.5,66.0
Appalachian State,2022-01-08 17:00:00,100,20.00,1.0,18.18,133.0,18.18,47.8,66.0,67.0
Troy,2022-01-08 17:00:00,-120,16.67,-1.0,18.18,133.0,18.18,52.2,67.0,66.0
Stetson,2022-01-08 17:00:00,100,20.00,1.0,20.00,139.5,17.39,47.8,69.3,70.3
North Florida,2022-01-08 17:00:00,-120,16.67,-1.0,16.67,139.5,19.05,52.2,70.3,69.3
Morehead State,2022-01-08 17:00:00,-350,5.71,-8.0,18.18,134.5,16.67,74.2,71.3,63.3
Austin Peay,2022-01-08 17:00:00,270,54.00,8.0,18.18,134.5,20.00,25.8,63.3,71.3
Baylor,2022-01-08 17:00:00,-475,4.21,-9.5,18.18,139.0,17.39,78.8,74.3,64.8
TCU,2022-01-08 17:00:00,350,70.00,9.5,18.18,139.0,19.05,21.2,64.8,74.3
Alcorn State,2022-01-08 17:00:00,-115,17.39,-1.5,19.05,125.5,18.18,51.1,63.5,62.0
Alabama A&M,2022-01-08 17:00:00,-105,19.05,1.5,17.39,125.5,18.18,48.9,62.0,63.5
Miami (OH),2022-01-08 17:00:00,110,22.00,2.0,18.18,156.0,18.18,45.7,77.0,79.0
Bowling Green,2022-01-08 17:00:00,-130,15.38,-2.0,18.18,156.0,18.18,54.3,79.0,77.0
