,,Win,,Cover,,Total Points,,Implied,Implied Score,
Massachusetts-Lowell,2022-01-08 17:30:00,100,20.00,2.0,16.67,149.5,20.00,47.8,73.8,75.8
Maryland-Baltimore County,2022-01-08 17:30:00,-120,16.67,-2.0,20.00,149.5,16.67,52.2,75.8,73.8
Jackson State,2022-01-08 17:30:00,-130,15.38,-2.5,18.18,127.5,16.67,54.3,65.0,62.5
Alabama State,2022-01-08 17:30:00,110,22.00,2.5,18.18,127.5,20.00,45.7,62.5,65.0
Florida Gulf Coast,2022-01-08 18:00:00,-120,16.67,-1.5,18.18,133.5,17.39,52.2,67.5,66.0
Jacksonville,2022-01-08 18:00:00,100,20.00,1.5,18.18,133.5,19.05,47.8,66.0,67.5
Middle Tennessee St.,2022-01-08 18:00:00,525,105.00,11.5,16.67,126.0,16.67,15.3,57.3,68.8
North Texas,2022-01-08 18:00:00,-760,2.63,-11.5,20.00,126.0,20.00,84.7,68.8,57.3
Georgia,2022-01-08 18:00:00,2500,500.00,23.0,18.18,147.0,18.18,3.7,62.0,85.0
Kentucky,2022-01-08 18:00:00,-8000,0.25,-23.0,18.18,147.0,18.18,96.3,85.0,62.0
Tennessee,2022-01-08 18:00:00,110,22.00,2.0,19.05,136.0,16.67,45.7,67.0,69.0
Louisiana State,2022-01-08 18:00:00,-130,15.38,-2.0,17.39,136.0,20.00,54.3,69.0,67.0
Columbia,2022-01-08 18:00:00,700,140.00,14.0,19.05,145.0,19.05,12.0,65.5,79.5
Pennsylvania,2022-01-08 18:00:00,-1125,1.78,-14.0,17.39,145.0,17.39,88.0,79.5,65.5
Northern Iowa,2022-01-08 18:00:00,150,30.00,4.0,17.39,142.0,17.39,38.8,69.0,73.0
Missouri State,2022-01-08 18:00:00,-170,11.76,-4.0,19.05,142.0,19.05,61.2,73.0,69.0
Iowa State,2022-01-08 18:00:00,210,42.00,6.5,19.05,129.0,19.05,30.9,61.3,67.8
Oklahoma,2022-01-08 18:00:00,-260,7.69,-6.5,17.39,129.0,17.39,69.1,67.8,61.3
Notre Dame,2022-01-08 18:00:00,-110,18.18,-1.0,19.05,135.5,18.18,50.0,68.3,67.3
Georgia Tech,2022-01-08 18:00:00,-110,18.18,1.0,17.39,135.5,18.18,50.0,67.3,68.3
Cornell,2022-01-08 18:00:00,200,40.00,5.5,19.05,157.5,17.39,31.8,76.0,81.5
Princeton,2022-01-08 18:00:00,-250,8.00,-5.5,17.39,157.5,19.05,68.2,81.5,76.0
Washington State,2022-01-08 18:00:00,115,23.00,2.0,18.18,144.0,20.00,44.7,71.0,73.0
Utah,2022-01-08 18:00:00,-135,14.81,-2.0,18.18,144.0,16.67,55.3,73.0,71.0
McNeese State,2022-01-08 18:00:00,160,32.00,4.5,18.18,147.0,18.18,37.0,71.3,75.8
Texas A&M-Corpus Christi,2022-01-08 18:00:00,-190,10.53,-4.5,18.18,147.0,18.18,63.0,75.8,71.3
Idaho,2022-01-08 18:30:00,650,130.00,13.5,17.39,157.0,20.00,12.8,71.8,85.3
Eastern Washington,2022-01-08 18:30:00,-1000,2.00,-13.5,19.05,157.0,16.67,87.2,85.3,71.8
Mississippi Valley St.,2022-01-08 18:30:00,1100,220.00,17.0,18.18,157.0,20.00,8.0,70.0,87.0
Prairie View,2022-01-08 18:30:00,-2200,0.91,-17.0,18.18,157.0,16.67,92.0,87.0,70.0
San Diego,2022-01-08 19:00:00,900,180.00,16.0,16.67,133.0,16.67,9.6,58.5,74.5
San Francisco,2022-01-08 19:00:00,-1600,1.25,-16.0,20.00,133.0,20.00,90.4,74.5,58.5
Eastern Kentucky,2022-01-08 19:00:00,115,23.00,2.5,17.39,151.0,18.18,44.7,74.3,76.8
Bellarmine,2022-01-08 19:00:00,-135,14.81,-2.5,19.05,151.0,18.18,55.3,76.8,74.3
South Dakota,2022-01-08 19:00:00,900,180.00,17.5,18.18,153.5,18.18,9.6,68.0,85.5
South Dakota State,2022-01-08 19:00:00,-1600,1.25,-17.5,18.18,153.5,18.18,90.4,85.5,68.0
Sam Houston,2022-01-08 19:00:00,410,82.00,10.0,17.39,139.0,18.18,18.7,64.5,74.5
Abilene Christian,2022-01-08 19:00:00,-575,3.48,-10.0,19.05,139.0,18.18,81.3,74.5,64.5
Florida Atlantic,2022-01-08 19:00:00,170,34.00,4.5,19.05,147.5,18.18,35.7,71.5,76.0
Marshall,2022-01-08 19:00:00,-200,10.00,-4.5,17.39,147.5,18.18,64.3,76.0,71.5
Southern Illinois,2022-01-08 19:00:00,,,,,,,,,
Valparaiso,2022-01-08 19:00:00,,,,,,,,,
Brown,2022-01-08 19:00:00,-140,14.29,-3.0,19.05,131.0,17.39,56.2,67.0,64.0
Dartmouth,2022-01-08 19:00:00,120,24.00,3.0,17.39,131.0,19.05,43.8,64.0,67.0
Arkansas-Little Rock,2022-01-08 20:00:00,550,110.00,10.0,19.05,146.0,16.67,14.8,68.0,78.0
Louisiana-Lafayette,2022-01-08 20:00:00,-800,2.50,-10.0,17.39,146.0,20.00,85.2,78.0,68.0
Utah State,2022-01-08 20:00:00,-275,7.27,-6.5,18.18,152.0,18.18,70.1,79.3,72.8
New Mexico,2022-01-08 20:00:00,220,44.00,6.5,18.18,152.0,18.18,29.9,72.8,79.3
Florida,2022-01-08 20:00:00,280,56.00,7.5,18.18,142.5,20.00,25.1,67.5,75.0
Auburn,2022-01-08 20:00:00,-365,5.48,-7.5,18.18,142.5,16.67,74.9,75.0,67.5
UC San Diego,2022-01-08 20:00:00,175,35.00,5.0,18.18,139.5,19.05,34.9,67.3,72.3
UC Davis,2022-01-08 20:00:00,-210,9.52,-5.0,18.18,139.5,17.39,65.1,72.3,67.3
New Mexico State,2022-01-08 20:00:00,-630,3.17,-10.5,17.39,150.0,18.18,82.6,80.3,69.8
Texas Rio Grande Valley,2022-01-08 20:00:00,450,90.00,10.5,19.05,150.0,18.18,17.4,69.8,80.3
Miami,2022-01-08 20:00:00,800,160.00,15.0,18.18,151.5,16.67,10.6,68.3,83.3
Duke,2022-01-08 20:00:00,-1375,1.45,-15.0,18.18,151.5,20.00,89.4,83.3,68.3
Louisville,2022-01-08 20:00:00,155,31.00,5.0,17.39,141.5,18.18,37.9,68.3,73.3
Florida State,2022-01-08 20:00:00,-180,11.11,-5.0,19.05,141.5,18.18,62.1,73.3,68.3
UCLA,2022-01-08 20:00:00,-425,4.71,-9.0,18.18,133.0,17.39,77.3,71.0,62.0
California,2022-01-08 20:00:00,320,64.00,9.0,18.18,133.0,19.05,22.7,62.0,71.0
UC Irvine,2022-01-08 20:00:00,-115,17.39,-1.0,17.39,125.0,20.00,51.1,63.0,62.0
UC Riverside,2022-01-08 20:00:00,-105,19.05,1.0,19.05,125.0,16.67,48.9,62.0,63.0
Stephen F. Austin,2022-01-08 20:00:00,-115,17.39,-1.5,18.18,126.0,16.67,51.1,63.8,62.3
Tarleton State,2022-01-08 20:00:00,-105,19.05,1.5,18.18,126.0,20.00,48.9,62.3,63.8
Mississippi State,2022-01-08 20:30:00,-150,13.33,-3.0,18.18,129.0,18.18,58.0,66.0,63.0
Mississippi,2022-01-08 20:30:00,130,26.00,3.0,18.18,129.0,18.18,42.0,63.0,66.0
Arkansas-Pine Bluff,2022-01-08 20:30:00,900,180.00,16.5,18.18,132.5,16.67,9.6,58.0,74.5
Texas Southern,2022-01-08 20:30:00,-1600,1.25,-16.5,18.18,132.5,20.00,90.4,74.5,58.0
SE Louisiana,2022-01-08 20:30:00,190,38.00,5.5,19.05,151.0,16.67,33.0,72.8,78.3
Nicholls State,2022-01-08 20:30:00,-235,8.51,-5.5,17.39,151.0,20.00,67.0,78.3,72.8
Pepperdine,2022-01-08 21:00:00,3500,700.00,30.5,17.39,156.5,16.67,2.7,63.0,93.5
Gonzaga,2022-01-08 21:00:00,-12500,0.16,-30.5,19.05,156.5,20.00,97.3,93.5,63.0
Jacksonville State,2022-01-08 21:00:00,-225,8.89,-5.0,17.39,133.5,16.67,66.4,69.3,64.3
North Alabama,2022-01-08 21:00:00,185,37.00,5.0,19.05,133.5,20.00,33.6,64.3,69.3
Southern Mississippi,2022-01-08 21:00:00,435,87.00,11.0,19.05,128.5,16.67,17.9,58.8,69.8
UTEP,2022-01-08 21:00:00,-600,3.33,-11.0,17.39,128.5,20.00,82.1,69.8,58.8
St. Mary's (CAL),2022-01-08 22:00:00,150,30.00,3.5,18.18,132.5,18.18,38.8,64.5,68.0
BYU,2022-01-08 22:00:00,-170,11.76,-3.5,18.18,132.5,18.18,61.2,68.0,64.5
