player_id,team,opp,pos,name,fpts,proj_own,smash,value_percent,ceil,floor,min_exposure,max_exposure,rg_value,salary,custom,rg_id,partner_id
878911,BAL,CLE,WR,Andy Isabella,,0,,,,,0,0,-8.75,3000,,982789,878911
689689,CLE,BAL,TE,Pharaoh Brown,0.22,0.2,,1,0.44,,0,0,-7.53,2500,,37028,689689
877745,BAL,CLE,QB,Lamar Jackson,,0,,,,,0,0,-20.15,7200,,328097,877745
820699,BAL,CLE,TE,Mark Andrews,12.38,20.96,10,34,20.97,6.66,0,0,-1.77,5700,,328096,820699
946748,MIN,IND,RB,Kene Nwangwu,0.09,0.05,,,0.18,,0,0,-10.66,4000,,2861721,946748
923109,BAL,CLE,RB,Justice Hill,0.43,0.23,,,0.86,,0,0,-10.32,4000,,981965,923109
975503,IND,MIN,TE,Jelani Woods,4.86,5.16,2,18,12.32,0.68,0,0,-3.29,2700,,3491721,975503
920756,BAL,CLE,WR,Devin Duvernay,6.36,3.19,2,18,13.78,2.39,0,0,-4.99,4300,,1844099,920756
944428,MIN,IND,TE,Irv Smith Jr.,,0,,,,,0,0,-7.75,2500,,982176,944428
748309,MIN,IND,QB,Nick Mullens,,0,,,,,0,0,-15.55,4900,,37067,748309
881058,MIN,IND,WR,K.J. Osborn,7.22,10.03,3,27,15.43,2.58,0,0,-2.93,3700,,1844304,881058
691583,BUF,MIA,RB,Duke Johnson,,0,,,,,0,0,-10.75,4000,,21581,691583
822857,CLE,BAL,RB,Nick Chubb,14.49,25.09,11,43,23.16,8.03,0,0,-3.06,7400,,328152,822857
877913,BAL,CLE,WR,James Proche II,1.58,0.96,,3,3.14,0.02,0,0,-7.17,3000,,1844098,877913
1191979,IND,MIN,WR,Mike Strachan,,0,,,,,0,0,-8.75,3000,,2861906,1191979
712506,IND,MIN,TE,Mo Alie-Cox,2.81,1.25,1,11,8.81,,0,0,-4.94,2500,,36928,712506
923915,MIN,IND,TE,T.J. Hockenson,13.28,28.21,12,47,22.58,6.97,0,0,0.53,5000,,972605,923915
1283807,BUF,MIA,TE,Zach Davidson,,0,,,,,0,0,-7.75,2500,,-1283807,1283807
880322,MIA,BUF,RB,Alec Ingold,2.4,0,,2,6.13,,0,0,-8.35,4000,,1001990,880322
880146,BUF,MIA,RB,Nyheim Hines,2.54,1.7,,4,7.17,0.14,0,0,-8.41,4100,,328494,880146
883314,MIN,IND,WR,Dan Chisena,,0,,,,,0,0,-8.75,3000,,2184716,883314
403308,MIN,IND,QB,Kirk Cousins,20.1,34.02,12,61,29.31,12.56,0,0,2.35,6000,,13563,403308
913829,MIA,BUF,QB,Skylar Thompson,,0,,,,,0,0,-15.55,4900,,3491599,913829
694588,BAL,CLE,RB,Kenyan Drake,3.46,3.39,,4,8.81,1.03,0,0,-8.49,4600,,35482,694588
652019,CLE,BAL,TE,Jesse James,,0,,,,,0,0,-7.75,2500,,21584,652019
473742,BUF,MIA,WR,John Brown,0.16,0.22,,,0.32,,0,0,-8.59,3000,,18357,473742
910629,IND,MIN,WR,Dezmon Patmon,,0,,,,,0,0,-8.75,3000,,1844488,910629
386116,BUF,MIA,RB,Taiwan Jones,,0,,,,,0,0,-10.75,4000,,12959,386116
558619,BUF,MIA,WR,Jake Kumerow,,0,,,,,0,0,-8.75,3000,,21566,558619
599649,BUF,MIA,WR,Jamison Crowder,,0,,,,,0,0,-8.75,3000,,21710,599649
850603,IND,MIN,WR,Vyncint Smith,,0,,,,,0,0,-8.75,3000,,-850603,850603
590420,BAL,CLE,QB,Brett Hundley,,0,,,,,0,0,-13.75,4000,,21614,590420
973947,MIA,BUF,QB,Tua Tagovailoa,15.76,12.26,4,34,24.54,9.13,0,0,-3.19,6600,,1844363,973947
975829,IND,MIN,QB,Sam Ehlinger,,0,,,,,0,0,-13.75,4000,,2861902,975829
881779,BAL,CLE,TE,Josh Oliver,1.64,0.5,,5,3.26,0.02,0,0,-6.11,2500,,982372,881779
740704,MIN,IND,TE,Johnny Mundt,2,0.62,,7,5.33,,0,0,-5.75,2500,,37055,740704
650914,CLE,BAL,WR,Amari Cooper,12.49,17.13,10,35,22.42,6.36,0,0,-2.46,6100,,21757,650914
1059680,BUF,MIA,TE,Quintin Morris,1.01,0.58,,5,2.01,0.01,0,0,-6.74,2500,,2861751,1059680
1049770,MIA,BUF,TE,Adam Shaheen,,0,,,,,0,0,-7.75,2500,,36857,1049770
1049792,MIN,IND,TE,Nick Muse,,0,,,,,0,0,-7.75,2500,,3491546,1049792
824080,MIN,IND,RB,Dalvin Cook,16.57,34.22,19,56,26.23,9.1,0,0,0.02,6900,,36885,824080
1107027,IND,MIN,WR,Alec Pierce,9.1,15.45,4,30,17.89,3.53,0,0,-1.45,3900,,3491723,1107027
882929,IND,MIN,WR,Keke Coutee,,0,,,,,0,0,-8.75,3000,,328462,882929
