player_id,team,opp,pos,name,fpts,proj_own,min_exposure,max_exposure,salary,custom,rg_id,partner_id
977867,COL,ORE,WR,R.J. Sneed II,5.7,2,0,0,3000,,,977867
1183605,UF,TA&M,WR,Justin Curtis,,0,0,0,3000,,,1183605
976459,MINN,NEB,QB,Tanner Morgan,17.13,6,0,0,5300,,,976459
1171439,PSU,IU,RB,Tank Smith,0.96,0,0,0,3000,,,1171439
1394816,UF,TA&M,WR,Scott Isacks III,,0,0,0,3000,,,1394816
923505,BAY,OU,QB,Luke Anthony,,0,0,0,4500,,,923505
1164806,MIZZ,UK,WR,Demariyon Houston,,0,0,0,3000,,,1164806
1285927,SYR,PITT,QB,Carlos Del Rio-Wilson,,0,0,0,5500,,,1285927
910569,ORE,COL,WR,Cam McCormick,2.93,0,0,0,3400,,,910569
1394717,COL,ORE,WR,Cole Boscia,,0,0,0,3000,,,1394717
1285949,UF,TA&M,WR,Nick Elksnis,,0,0,0,3000,,,1285949
1395949,UGA,TENN,RB,Andrew Paul,,0,0,0,3000,,,1395949
1381209,TENN,UGA,WR,Titus Rohrer,,0,0,0,3000,,,1381209
1231829,OKST,KU,RB,Deondre Jackson,12.65,3,0,0,3400,,,1231829
1180812,TCU,TTU,WR,Brent Matiscik,,0,0,0,3000,,,1180812
976966,TENN,UGA,QB,Hendon Hooker,23.86,10,0,0,8000,,,976966
1390824,MIZZ,UK,RB,Anthony Favrow,,0,0,0,3000,,,1390824
1193737,UF,TA&M,QB,Jack Anders,,0,0,0,4500,,,1193737
1180317,TA&M,UF,WR,Chase Lane,0.62,0,0,0,3900,,,1180317
1193748,UF,TA&M,WR,William Sawyer,,0,0,0,3000,,,1193748
1180328,TA&M,UF,WR,Ainias Smith,,0,0,0,3000,,,1180328
1182627,UGA,TENN,RB,Sevaughn Clark,1.57,0,0,0,3000,,,1182627
1285917,UGA,TENN,WR,Brock Bowers,21.13,14,0,0,6700,,,1285917
1394718,COL,ORE,WR,Zach Courtney,,0,0,0,3000,,,1394718
1286709,OKST,KU,WR,Vance Hooper,,0,0,0,3000,,,1286709
1390814,MIZZ,UK,QB,Brett Brown,,0,0,0,4500,,,1390814
1390836,MIZZ,UK,QB,Sam Horn,,0,0,0,4500,,,1390836
1380826,UNC,UV,QB,Conner Harrell,,0,0,0,4500,,,1380826
1161816,TENN,UGA,WR,Ramel Keyton,1.95,0,0,0,4600,,,1161816
976439,MINN,NEB,WR,Chris Autman-Bell,,0,0,0,3000,,,976439
1229071,OU,BAY,QB,Micah Bowens,,0,0,0,4500,,,1229071
1161739,NEB,MINN,WR,Trey Palmer,15.43,3,0,0,7000,,,1161739
1172409,UV,UNC,WR,Mike Kosar,,0,0,0,3000,,,1172409
1285929,UF,TA&M,QB,Jalen Kitna,,0,0,0,5000,,,1285929
1287909,MINN,NEB,WR,Le'Meke Brockington,1.75,0,0,0,3000,,,1287909
1407183,TUL,TLSA,RB,Tate Jernigan,,0,0,0,3000,,,1407183
1180616,PITT,SYR,WR,Gavin Thomson,,0,0,0,3000,,,1180616
1215080,UNC,UV,WR,Tylee Craft,,0,0,0,3000,,,1215080
1171816,IU,PSU,QB,Connor Bazelak,15.95,2,0,0,5900,,,1171816
1380827,UNC,UV,RB,George Pettaway,2.16,0,0,0,3000,,,1380827
1229171,TCU,TTU,QB,Chandler Morris,,0,0,0,4500,,,1229171
1290319,TLSA,TUL,WR,Scottie Alexander,,0,0,0,3000,,,1290319
1172839,UK,MIZZ,WR,Tae Tae Crumes,,0,0,0,3200,,,1172839
1319580,UV,UNC,WR,Ethan Davies,,0,0,0,3000,,,1319580
1229083,PSU,IU,WR,Tyler Warren,1.94,0,0,0,3400,,,1229083
1285908,UGA,TENN,WR,Adonai Mitchell,,0,0,0,5500,,,1285908
1226070,TUL,TLSA,WR,Andrew Wilks,,0,0,0,3000,,,1226070
1182927,BAY,OU,WR,Tripp Mitchell,,0,0,0,3000,,,1182927
1229370,OKST,KU,WR,Rashod Owens,3.81,0,0,0,3800,,,1229370
1171817,TLSA,TUL,RB,Anthony Watkins,,0,0,0,4000,,,1171817
1161818,PITT,SYR,QB,Kedon Slovis,14.94,1,0,0,5500,,,1161818
1109063,TLSA,TUL,QB,Davis Brin,18.12,2,0,0,6200,,,1109063
933519,SYR,PITT,WR,Devaughn Cooper,6.26,1,0,0,5100,,,933519
1107480,UV,UNC,RB,Ronnie Walker Jr.,1.52,0,0,0,3100,,,1107480
1225092,TUL,TLSA,WR,Reggie Brown,1.08,0,0,0,3000,,,1225092
1314060,TUL,TLSA,WR,Shae Wyatt,7.39,1,0,0,3800,,,1314060
1215093,UNC,UV,WR,John Copenhaver,4.9,0,0,0,3500,,,1215093
1217293,MEM,UCF,WR,Andrew Mason,,0,0,0,3000,,,1217293
1216094,MIZZ,UK,WR,Micah Manning,,0,0,0,3000,,,1216094
1319582,UV,UNC,WR,Jack Witmer,,0,0,0,3000,,,1319582
1229074,PSU,IU,WR,Parker Washington,20.52,11,0,0,6400,,,1229074
1229096,TCU,TTU,WR,Ben Reppenhagen,,0,0,0,3000,,,1229096
1319252,TENN,UGA,WR,Nigel Lanier,,0,0,0,3000,,,1319252
1319274,TENN,UGA,RB,Patrick Wilk,0.53,0,0,0,3000,,,1319274
974902,COL,ORE,WR,Jaylon Jackson,,0,0,0,3000,,,974902
1214082,OSU,NW,WR,Julian Fleming,12.68,13,0,0,4900,,,1214082
1402380,UCF,MEM,WR,Xavier Townsend,0.63,0,0,0,3000,,,1402380
1229493,IU,PSU,WR,David Baker,,0,0,0,3000,,,1229493
1107283,UCF,MEM,RB,Isaiah Bowser,13.45,2,0,0,6100,,,1107283
1215094,UNC,UV,WR,Kendall Karr,,0,0,0,3000,,,1215094
1406560,TCU,TTU,RB,Brant Ahlfinger,,0,0,0,3000,,,1406560
1406571,TCU,TTU,WR,Hunter Krepp,,0,0,0,3000,,,1406571
1329285,UGA,TENN,QB,Collin Drake,,0,0,0,4500,,,1329285
1288090,TLSA,TUL,WR,Corbin Daniels,,0,0,0,3000,,,1288090
973946,TTU,TCU,WR,Chadarius Townsend,,0,0,0,3000,,,973946
1334060,MEM,UCF,QB,Hunter Hulsey,,0,0,0,4500,,,1334060
1214391,TLSA,TUL,WR,Bayne Tryon,0.63,0,0,0,3200,,,1214391
1334082,MEM,UCF,WR,Marlon Crockett,,0,0,0,3000,,,1334082
1180829,KU,OKST,QB,Jordan Preston,,0,0,0,4500,,,1180829
1106283,NEB,MINN,QB,Casey Thompson,14.25,1,0,0,6200,,,1106283
1215084,UNC,UV,RB,D.J. Jones,1.2,0,0,0,4500,,,1215084
1217042,PSU,IU,WR,Jake Spencer,,0,0,0,3000,,,1217042
1329242,TLSA,TUL,RB,Jordan Ford,,0,0,0,4100,,,1329242
1379270,MEM,UCF,WR,Joseph Scates,8.18,10,0,0,3000,,,1379270
1213390,MIZZ,UK,RB,Elijah Young,4.15,0,0,0,3800,,,1213390
1126160,UV,UNC,RB,Perris Jones,,0,0,0,6000,,,1126160
1379292,MEM,UCF,WR,Zach Switzer,,0,0,0,3000,,,1379292
1181809,MIZZ,UK,WR,Tyler Stephens,2.12,0,0,0,3400,,,1181809
1214084,OSU,NW,QB,C.J. Stroud,30.25,10,0,0,9100,,,1214084
1128295,UNC,UV,RB,British Brooks,,0,0,0,3000,,,1128295
1239285,OKST,KU,WR,Cale Cabbiness,1.55,0,0,0,3500,,,1239285
1229363,OKST,KU,RB,Zach Middleton,1.1,0,0,0,3500,,,1229363
1329342,COL,ORE,RB,Noah Wagner,,0,0,0,3000,,,1329342
1229187,OU,BAY,WR,Brian Darby,,0,0,0,3000,,,1229187
1409224,MIZZ,UK,WR,Tucker Miller,,0,0,0,3000,,,1409224
1379260,PSU,IU,WR,Jerry Cross,,0,0,0,3000,,,1379260
1325471,BAY,OU,WR,Cameron Bonner,,0,0,0,3000,,,1325471
1315571,UNC,UV,QB,Russell Tabor,,0,0,0,4500,,,1315571
1107462,IU,PSU,QB,Jack Tuttle,,0,0,0,5200,,,1107462
1107583,NEB,MINN,WR,Wyatt Liewer,0.5,0,0,0,3000,,,1107583
1218661,UGA,TENN,WR,Davis Day,,0,0,0,3000,,,1218661
1214085,UF,TA&M,QB,Jack Miller III,,0,0,0,4500,,,1214085
1314031,TUL,TLSA,WR,Luke Besh,,0,0,0,3000,,,1314031
1315483,NW,OSU,WR,Jasper Stratton,,0,0,0,3000,,,1315483
1402493,KU,OKST,WR,Cole Rhoden,,0,0,0,3000,,,1402493
1215075,UNC,UV,QB,Jacolby Criswell,,0,0,0,6400,,,1215075
1401184,ORE,COL,WR,Michael Jennings,,0,0,0,3000,,,1401184
1404583,BAY,OU,QB,Landry Kinne,,0,0,0,4500,,,1404583
1329332,COL,ORE,WR,Jack Hestera,1.36,0,0,0,3000,,,1329332
1229386,OKST,KU,WR,Brennan Presley,11.77,2,0,0,6100,,,1229386
1319586,UV,UNC,WR,Henry Duke,,0,0,0,3000,,,1319586
1229089,PSU,IU,WR,Malick Meiga,0.69,0,0,0,3000,,,1229089
1409225,MIZZ,UK,RB,Ethan Wood,,0,0,0,3000,,,1409225
1379250,NEB,MINN,QB,Cooper Hausmann,,0,0,0,4500,,,1379250
1379261,PSU,IU,WR,Omari Evans,2.54,0,0,0,3000,,,1379261
1411590,TA&M,UF,QB,Dallas Novicke,,0,0,0,4500,,,1411590
1400590,SYR,PITT,WR,Josh Kubala,,0,0,0,3000,,,1400590
974829,UCF,MEM,WR,Kemore Gamble,2.49,0,0,0,4100,,,974829
1228551,BAY,OU,WR,Drake Dabney,,0,0,0,3600,,,1228551
1117352,UF,TA&M,WR,Griffin McDowell,,0,0,0,3000,,,1117352
1129452,BAY,OU,WR,Ben Sims,10.65,4,0,0,4300,,,1129452
1315550,UNC,UV,WR,Thomas Flynn,,0,0,0,3000,,,1315550
1107562,NEB,MINN,WR,Brody Belt,0.5,0,0,0,3500,,,1107562
1315561,UNC,UV,WR,Brooks Miller,,0,0,0,3000,,,1315561
1402692,TA&M,UF,WR,Noah Thomas,4.98,0,0,0,3000,,,1402692
1218651,UGA,TENN,WR,Marcus Rosemy-Jacksaint,6.52,0,0,0,3100,,,1218651
1400041,PITT,SYR,WR,Che Nwabuko,,0,0,0,3000,,,1400041
1215285,IU,PSU,WR,James Bomba,0.69,0,0,0,3300,,,1215285
1214086,MIZZ,UK,WR,Mookie Cooper,5.59,1,0,0,4100,,,1214086
1314032,TUL,TLSA,WR,Bryce Bohanon,2.09,0,0,0,3000,,,1314032
1229453,SYR,PITT,WR,Isaiah Jones,,0,0,0,3000,,,1229453
1402494,KU,OKST,WR,Quinton Conley,,0,0,0,3000,,,1402494
1400074,OU,BAY,RB,Tawee Walker,2.09,0,0,0,3000,,,1400074
1314043,TUL,TLSA,WR,Trevor Evans,,0,0,0,3000,,,1314043
1329300,UGA,TENN,WR,Logan Johnson,,0,0,0,3000,,,1329300
1229497,IU,PSU,WR,Javon Swinton,6.72,1,0,0,4200,,,1229497
1229189,OU,BAY,WR,Trevon West,,0,0,0,3500,,,1229189
1229079,PSU,IU,RB,Keyvone Lee,,0,0,0,3000,,,1229079
1329289,UGA,TENN,RB,Cash Jones,1.28,0,0,0,3000,,,1329289
1406498,PITT,SYR,WR,Caden Smith,,0,0,0,3000,,,1406498
1254181,MINN,NEB,WR,Wyatt Schroeder,,0,0,0,3000,,,1254181
1320390,OU,BAY,WR,Jalil Farooq,7.86,1,0,0,5800,,,1320390
1113381,UK,MIZZ,WR,Brenden Bates,2.96,0,0,0,3000,,,1113381
1243093,UF,TA&M,WR,Kahleil Jackson,,0,0,0,3000,,,1243093
1399062,OU,BAY,RB,Gavin Sawchuk,2.09,0,0,0,3000,,,1399062
1379240,NEB,MINN,RB,Ajay Allen,,0,0,0,3000,,,1379240
1379251,NEB,MINN,RB,Emmett Johnson,,0,0,0,3000,,,1379251
1379262,PSU,IU,QB,Beau Pribula,,0,0,0,4500,,,1379262
1311150,OSU,NW,WR,Reis Stocksdale,,0,0,0,3000,,,1311150
1116461,MINN,NEB,RB,Preston Jelen,0.96,0,0,0,3000,,,1116461
1214240,MEM,UCF,WR,Koby Drake,7.71,1,0,0,3600,,,1214240
1214361,TLSA,TUL,QB,Roman Fuller,,0,0,0,4500,,,1214361
1325692,TA&M,UF,WR,Caleb Surber,,0,0,0,3000,,,1325692
1228552,BAY,OU,WR,Seth Jones,,0,0,0,3000,,,1228552
1325473,BAY,OU,WR,Jonah Burton,,0,0,0,3000,,,1325473
1402693,TA&M,UF,WR,Chris Marshall,,0,0,0,3000,,,1402693
1229542,SYR,PITT,QB,Dan Villari,,0,0,0,4500,,,1229542
