player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Jarrell Jackson,22290,CB,ILL STATE,8,3,0,36.4,0,0,188,78.8,78.2,37.2,,73.1,48.3,0,0,2,30,20.7,6,4,1,21.0,12,0,22,480,265,511,9,0,0,9,0,0,502,0,246,0,6,20,33,0,0,110,31,9.2
Stefan Williams,22300,ED,CHARLES SO,2,0,0,,0,0,135,60.0,63.2,73.5,58.5,63.3,70.8,0,0,0,,0.0,0,0,0,0.0,0,0,2,0,1,15,13,0,2,3,8,0,2,5,9,0,1,1,0,0,0,0,0,
Devin Taylor,22317,CB,BOWL GREEN,12,7,0,46.7,0,0,122,70.0,68.2,24.9,53.0,66.5,69.7,1,2,2,83,12.8,6,9,7,60.1,21,0,39,729,357,803,22,0,0,22,0,2,781,8,438,11,14,34,45,3,1,327,133,15.6
Jordan Jones,22379,CB,CHATTNOOGA,7,4,0,73.9,0,1,137,73.5,70.6,83.4,71.4,48.3,69.4,0,1,0,57,10.3,3,0,1,128.5,17,0,45,385,263,435,3,0,0,3,0,1,432,2,170,1,8,22,23,1,2,198,98,11.6
Jarrod Stanley,22430,CB,CHARLES SO,4,1,0,60.0,0,0,135,59.4,60.8,0.0,,72.7,55.7,0,0,1,60,21.1,4,2,3,116.0,9,0,23,129,81,155,0,0,0,0,0,0,155,0,74,3,6,14,15,0,2,203,81,22.6
Eli Shepherd,22469,DI,CHATTNOOGA,1,0,0,,0,0,137,,67.7,68.3,58.6,62.5,70.2,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,4,4,0,4,0,0,0,0,3,1,0,1,1,0,0,0,0,0,
Nick Salley,22617,ED,CHARLES SO,10,7,0,100.0,0,0,135,75.6,65.5,89.8,59.4,65.3,54.4,2,14,0,15,20.0,6,0,0,118.8,1,4,4,0,9,576,571,0,0,558,13,0,5,312,255,1,17,17,1,20,0,15,17,15.0
Raemo Trevino,22649,ED,IDAHO ST,9,5,0,,0,0,186,59.0,58.4,54.3,58.6,60.8,35.6,2,7,0,,20.8,5,0,1,0.0,0,0,2,0,0,286,284,25,59,70,130,0,2,152,134,0,11,14,0,9,0,0,0,
Edward King,22770,LB,CHARLES SO,2,0,0,100.0,0,0,135,63.8,71.4,75.7,82.4,64.3,60.7,1,0,0,24,14.3,1,0,0,104.2,2,1,39,0,20,42,0,0,0,0,0,1,42,1,21,2,3,6,2,2,0,18,4,9.0
Cortez Davis,22974,CB,HAWAII,12,9,0,52.2,0,2,180,64.4,64.0,88.1,64.1,57.6,68.2,1,2,1,44,14.0,8,15,5,80.8,47,1,62,842,541,977,39,0,0,39,0,1,938,17,419,32,11,40,90,4,4,540,241,11.5
Kelvin Broome Jr.,23025,LB,INDIANA ST,8,7,0,40.0,0,0,191,66.7,54.1,81.4,62.9,41.5,49.3,0,3,0,19,22.7,5,1,0,56.3,2,1,223,0,94,248,19,0,0,19,0,0,229,33,121,6,6,10,5,4,0,25,3,12.5
Dru Prox,23093,LB,UTSA,9,2,0,57.1,0,1,331,53.4,66.4,76.7,86.8,67.8,76.6,2,3,0,40,5.9,1,1,0,132.7,4,1,142,0,67,145,0,0,0,0,0,0,145,11,67,3,9,14,7,6,1,73,41,18.3
Reggie Stubblefield,23441,S,KANSAS ST,11,6,1,80.0,0,0,199,58.1,64.7,45.8,61.7,78.4,53.9,0,6,0,21,19.6,10,1,2,98.2,28,1,169,3,237,469,51,0,0,51,0,2,418,49,183,244,22,35,35,7,1,185,149,6.6
Mikel Horton,23509,DI,CHARLOTTE,6,5,0,,1,0,136,60.0,67.7,50.5,65.8,67.7,68.6,2,5,0,,4.3,1,0,1,0.0,0,0,0,0,0,249,249,52,195,0,2,0,0,127,122,0,13,17,0,7,0,0,0,
Najee Reams,23773,CB,NC A&T,4,4,0,70.6,0,0,246,49.5,57.1,84.2,,79.1,73.6,0,0,0,29,9.7,3,0,0,95.7,12,0,52,125,148,294,2,0,0,2,0,61,292,0,146,54,8,24,17,0,0,142,49,11.8
Matt Stevens,23774,LB,NC CENT,3,2,0,62.5,0,0,247,70.8,69.8,77.6,53.8,67.1,78.3,0,2,0,14,8.3,1,1,0,75.0,5,0,78,0,49,91,1,0,0,1,0,0,90,4,38,12,4,9,8,2,0,40,17,8.0
Jordan Canady,23841,S,N DAKOTA,7,9,0,72.2,0,1,249,59.2,64.1,84.4,58.6,73.0,79.1,0,0,1,39,8.8,3,1,1,114.1,13,0,105,6,153,299,10,0,0,10,0,101,289,3,143,77,5,22,18,0,2,164,38,12.6
Isaiah Capoocia,23847,CB,SACRAMENTO,1,0,0,,0,0,279,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Colby Burton,23898,CB,HAWAII,5,0,0,100.0,0,0,180,59.4,60.9,79.0,57.2,67.3,82.7,0,0,0,22,0.0,0,0,1,109.7,6,0,3,94,54,107,0,0,0,0,0,0,107,2,51,10,2,7,6,0,0,62,18,10.3
Kevin Johnson,23904,S,NICHOLLS,5,0,0,63.6,1,1,243,68.4,64.4,0.0,56.2,65.0,87.6,0,2,0,31,0.0,0,0,2,89.6,7,0,52,11,115,218,45,0,0,45,0,3,173,20,83,107,6,16,11,2,0,91,27,13.0
Darion Dunn,23963,CB,TEXAS,11,4,0,56.0,0,1,311,75.0,73.9,15.8,56.3,71.7,69.7,0,0,0,52,12.0,3,2,1,89.6,14,0,22,284,171,314,5,0,0,5,0,0,309,6,137,3,4,18,25,0,1,165,40,11.8
Harrison Poole,24102,CB,MERCER,8,3,0,47.1,0,0,219,67.4,67.3,84.0,54.9,67.2,79.7,0,1,0,17,5.0,1,0,0,54.8,8,0,41,51,99,254,4,0,0,4,0,36,250,5,150,122,5,16,17,1,0,55,28,6.9
Ray Haas,24109,LB,N DAKOTA,1,0,0,50.0,0,0,249,75.9,80.1,78.8,65.5,75.1,76.5,0,0,1,11,0.0,0,1,0,27.1,1,0,1,0,15,31,8,0,0,8,0,0,23,3,13,22,1,2,2,0,0,11,6,11.0
Darren Evans,24171,CB,LSU,10,1,0,67.9,0,0,211,60.1,59.4,83.3,70.5,50.6,49.8,0,2,0,24,25.0,5,2,1,125.0,19,0,25,285,188,354,2,0,0,2,0,8,352,3,163,34,2,14,28,2,3,206,89,10.8
Alvinoski LaFleur,24504,S,E MICHIGAN,10,5,0,61.9,0,0,160,53.5,57.3,85.6,78.0,59.5,49.9,0,1,0,44,21.2,11,0,0,83.6,13,2,287,8,262,502,3,0,0,3,0,72,499,6,234,132,14,36,21,3,0,151,63,11.6
Jerome Brooks III,24531,S,LIUSHAR,3,2,0,83.3,0,0,1298,58.6,58.8,79.9,58.5,59.3,64.0,0,0,1,18,14.3,3,0,1,112.5,5,0,82,0,62,119,4,0,0,4,0,17,115,3,54,16,2,16,6,0,2,66,13,13.2
Brandon Brown,24535,LB,WOFFORD,3,7,0,66.7,0,0,350,46.2,54.0,77.8,54.4,63.0,77.4,2,0,0,13,6.7,1,0,0,89.6,2,0,135,0,61,143,7,0,0,7,0,0,136,5,77,1,3,7,3,2,0,23,8,11.5
Evan Holm,24702,CB,N DAKOTA,8,5,0,71.0,1,0,249,74.5,76.9,84.5,52.2,82.3,86.8,0,0,1,24,2.7,1,3,2,96.2,22,0,23,259,176,340,16,0,0,16,0,0,324,5,159,42,7,31,31,0,2,200,71,9.1
Wyatt Hjelm,24707,ED,SACRAMENTO,11,5,0,0.0,0,0,279,57.5,61.6,61.8,60.1,63.9,46.5,1,8,0,,23.8,5,0,1,39.6,0,0,0,0,2,388,388,0,20,207,161,0,0,210,176,0,8,11,1,9,0,0,0,
Deiontae Jones,24779,CB,WSRAMS,1,1,0,100.0,0,1,1206,53.7,68.1,79.6,60.0,90.3,28.4,0,0,0,17,38.5,5,0,0,106.3,6,0,14,0,31,62,8,0,0,8,0,1,54,1,30,39,4,7,6,0,0,57,53,9.5
Jaxson Turner,24955,ED,N DAKOTA,8,10,2,75.0,0,0,249,67.4,78.2,91.1,79.1,76.1,62.7,2,12,0,18,16.2,6,0,0,92.7,9,3,7,0,78,388,273,0,0,273,0,0,115,118,192,108,18,21,12,17,0,81,53,9.0
Josiah Erickson,25044,ED,SACRAMENTO,11,6,0,85.7,0,1,279,51.3,74.1,49.2,68.7,83.6,79.2,6,13,0,10,8.9,4,0,2,86.9,6,6,4,0,45,442,438,0,0,436,2,0,4,216,181,0,32,35,7,25,0,34,38,5.7
Jace Lewis,25213,LB,MONTANA,10,10,0,54.5,0,1,232,73.3,84.2,81.7,82.0,84.4,69.2,8,19,0,19,13.3,10,1,0,81.8,12,4,555,2,254,660,86,0,0,86,0,4,574,158,248,13,46,55,22,31,1,101,89,8.4
Luc Bequette,25776,DI,CAL,9,7,4,,0,0,130,54.7,60.9,83.0,67.8,57.0,48.5,2,10,0,,19.4,7,0,0,0.0,0,2,1,0,7,431,430,22,332,1,75,0,1,240,184,0,16,22,0,14,0,0,0,
Jeremiah Moon,26453,LB,FLORIDA,10,7,0,62.5,0,1,163,57.1,63.5,88.2,68.5,62.2,74.9,1,12,0,32,11.8,6,0,0,81.3,5,2,198,2,130,416,192,0,2,190,0,0,224,92,194,24,22,38,8,15,0,52,43,10.4
Jared Folks,26468,LB,E TENN ST,4,11,0,66.7,0,0,157,68.8,75.2,0.6,71.1,74.2,89.4,1,4,0,13,0.0,0,0,1,79.9,2,1,187,0,62,196,3,0,0,3,0,5,193,33,101,1,8,14,3,6,0,16,11,8.0
Javian Smith,26638,CB,MO STATE,5,1,0,25.0,0,0,230,63.3,65.2,78.5,,70.5,53.7,0,0,0,18,20.0,1,2,0,45.8,1,0,2,82,51,90,0,0,0,0,0,5,90,0,39,1,0,3,4,0,0,18,5,18.0
Demario McCall,28012,CB,OHIO STATE,5,3,0,50.0,0,0,260,69.9,71.1,77.8,,70.2,82.5,0,0,0,10,0.0,0,1,0,56.3,3,0,5,67,45,78,0,0,0,0,0,1,78,0,33,4,2,4,6,0,0,14,8,4.7
Brenden Schooler,28253,S,TEXAS,11,9,0,61.1,0,1,311,75.9,71.0,23.8,77.0,57.6,65.7,0,0,0,20,15.4,8,1,1,76.9,11,1,71,6,184,375,4,0,0,4,0,235,371,2,189,59,10,35,18,1,0,103,41,9.4
DeValon Whitcomb,28665,DI,S DAKOTA,8,5,0,,0,0,291,60.0,68.9,85.0,55.3,78.1,39.3,0,4,0,,20.0,3,0,0,0.0,0,1,0,0,0,334,334,101,224,1,8,0,0,190,144,0,5,7,0,5,0,0,0,
Richard Moore,28853,LB,SMU,10,8,0,80.0,0,0,287,58.1,59.4,0.0,74.8,57.0,51.6,11,5,0,46,20.0,7,0,3,158.3,8,1,316,0,155,326,2,0,0,2,0,0,324,47,124,8,18,20,10,17,2,165,156,20.6
Mekhi Stevenson,28983,WR,IDAHO,1,0,0,,0,0,185,,60.0,60.0,,60.0,,0,0,0,,,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Jack Jones,29050,CB,ARIZONA ST,10,4,0,66.7,0,2,110,74.8,74.6,85.1,,67.8,54.4,0,0,2,28,16.7,8,5,1,93.5,28,0,40,517,306,598,2,0,0,2,0,2,596,0,292,37,11,36,42,0,3,321,102,11.5
Jerone Jackson,30281,S,N COLORADO,10,13,0,59.5,0,0,253,70.9,68.0,52.9,64.3,61.8,59.1,2,1,0,48,18.1,13,3,1,98.1,22,2,214,13,355,692,22,0,0,22,0,267,670,13,324,176,19,46,37,5,2,253,126,11.5
Colby Reeder,30285,LB,DELAWARE,3,3,0,80.0,0,0,151,69.3,74.5,80.5,81.1,66.2,49.2,4,1,1,21,23.5,4,0,0,62.1,4,1,140,0,89,155,13,1,0,12,0,2,142,16,50,0,3,10,5,6,0,42,42,10.5
Nijuel Hill,30346,CB,DELAWARE,3,2,0,62.5,0,1,151,70.6,71.7,78.6,,71.8,59.5,0,0,0,25,16.7,2,2,0,84.4,10,0,39,108,94,148,1,0,0,1,0,0,147,0,54,0,5,8,16,0,0,116,58,11.6
Kelvin Azanama,30425,LB,JAMES MAD,3,3,0,100.0,0,0,197,67.0,73.4,78.4,54.4,80.4,77.4,0,1,0,12,5.0,1,0,0,104.2,2,0,124,0,80,143,6,0,0,6,0,0,137,8,55,13,9,16,2,1,0,18,8,9.0
Adeeb Atariwa,30482,ED,VIRGINIA,2,2,0,,0,0,335,,68.5,76.2,63.1,67.7,53.7,0,1,0,,20.0,1,0,0,0.0,0,0,0,0,0,38,38,0,14,15,9,0,0,16,22,0,2,2,0,1,0,0,0,
Marshaun Cameron,30624,CB,COLO STATE,11,9,0,54.2,0,0,144,47.6,53.3,46.5,64.2,75.4,84.7,0,2,1,93,4.5,2,3,9,120.3,26,0,71,536,302,626,8,0,0,8,0,1,618,4,320,9,10,33,48,2,10,486,162,18.7
Jerome Dews,31869,LB,BOWIE ST,1,0,0,,0,0,365,60.0,59.5,66.0,60.0,60.0,,0,0,0,,,0,0,0,0.0,0,0,2,0,1,3,1,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,
ShawnTrez Spates,33073,CB,W ILLINOIS,5,0,0,45.5,0,0,345,63.5,58.3,80.9,57.3,35.7,38.2,0,0,0,39,33.3,4,2,3,93.4,5,0,13,166,103,192,1,0,0,1,0,0,191,3,86,12,6,8,11,0,1,61,22,12.2
Nathan Grant,33166,ED,CENT ARK,6,3,0,,0,0,132,68.6,76.3,33.4,71.8,66.6,33.7,2,5,0,,36.4,4,1,1,0.0,0,2,0,0,0,148,148,2,16,104,26,0,0,88,60,0,5,4,0,9,0,0,0,
J.W. Jones,33251,ED,CENT ARK,6,1,0,,0,1,132,61.9,60.1,56.2,66.2,49.0,34.2,3,15,0,,33.3,5,0,1,0.0,0,2,0,0,0,268,268,1,10,233,24,0,0,175,93,0,10,9,0,20,0,0,0,
Tre' Hendon,33382,LB,LNDNWD,1,1,0,100.0,0,0,949,48.1,48.6,73.8,55.4,56.6,62.5,0,0,0,12,20.0,1,0,0,109.7,3,0,22,0,8,29,2,0,0,2,0,0,27,4,17,5,1,3,3,0,0,31,32,10.3
Brian Cavicante,33444,LB,MARSHALL,8,11,0,75.0,0,0,214,42.3,63.8,81.6,77.8,76.1,65.7,0,2,0,23,13.0,3,0,1,104.2,3,1,150,0,63,155,2,0,0,2,0,0,153,11,81,3,5,9,4,3,0,38,30,12.7
Eric Johnson,33698,DI,MO STATE,9,6,3,,0,1,230,67.9,76.2,67.1,65.0,79.9,58.8,1,19,0,,12.9,4,0,1,0.0,0,2,1,0,0,488,487,118,346,0,23,0,1,267,221,0,20,21,0,22,0,0,0,
Shea Campbell,33714,LB,WESTFL,1,1,0,25.0,0,0,1269,61.2,82.5,79.7,,94.3,60.5,0,0,0,7,12.5,1,0,0,39.6,1,0,71,0,41,72,0,0,0,0,0,0,72,0,31,0,5,6,4,0,0,7,10,7.0
Brock Nichols,33753,S,USF,8,1,0,28.6,0,0,327,71.0,70.9,80.5,60.0,68.2,84.9,0,0,1,5,0.0,0,0,0,0.0,2,0,65,3,79,153,0,0,0,0,0,58,153,1,73,27,3,6,7,0,0,9,3,4.5
Nick Harper Jr.,33892,CB,TENN STATE,4,3,0,40.0,0,0,308,69.4,70.5,81.9,58.2,72.5,66.4,0,0,0,53,11.8,2,2,0,73.2,6,0,5,213,130,228,3,0,0,3,0,4,225,1,97,3,2,12,15,0,0,136,22,22.7
Meiko Dotson,33902,CB,FLORIDA ST,6,0,0,63.6,0,1,167,63.5,63.2,79.8,55.2,62.0,71.2,0,0,0,59,8.3,1,0,0,133.9,7,0,6,127,66,141,0,0,0,0,0,3,141,2,73,5,4,11,11,0,1,128,38,18.3
Eryk Preston,33903,ED,W ILLINOIS,5,1,1,0.0,0,0,345,87.5,61.5,34.3,57.6,58.3,30.0,0,4,0,,42.9,3,1,1,39.6,0,0,6,0,4,149,143,0,0,143,0,0,6,71,74,0,3,3,1,4,0,0,0,
Billy Nelson,33930,CB,W OREGON,1,1,0,66.7,0,0,411,62.2,60.3,0.0,,67.8,80.1,0,0,0,20,0.0,0,0,1,109.7,2,0,4,35,24,39,0,0,0,0,0,0,39,0,15,0,0,3,3,0,0,39,12,19.5
Omar Hicks,33988,CB,MONTANA,10,5,0,49.0,1,0,232,70.0,72.5,41.0,50.2,87.2,53.0,0,2,0,60,13.3,6,6,3,85.1,24,0,41,493,325,542,8,0,0,8,0,0,534,9,208,0,14,34,49,2,2,336,165,14.0
Tyler Lovelace,34086,LB,MO STATE,7,4,0,100.0,0,0,230,58.1,75.0,83.8,64.5,88.7,83.6,1,3,0,8,8.3,2,0,0,126.0,4,1,56,18,53,170,79,0,0,79,0,0,91,30,87,17,14,18,4,5,1,19,17,4.8
Jordan Williams,34541,ED,MERCER,8,1,0,60.0,0,0,219,51.0,67.3,37.9,80.2,66.8,48.9,3,3,0,18,22.2,4,0,1,87.9,3,1,19,1,33,183,149,0,0,148,1,0,34,50,100,13,9,13,5,7,0,43,14,14.3
Denzel Feaster,34561,LB,UTSA,11,8,0,60.0,0,1,331,41.9,53.1,79.7,54.0,67.3,59.0,0,0,0,16,16.7,5,0,0,85.4,3,0,191,0,104,198,0,0,0,0,0,0,198,7,87,7,8,17,5,0,0,40,4,13.3
Ferrod Gardner,34595,LB,LA LAFAYET,9,13,0,68.8,0,0,207,39.7,60.2,79.1,63.7,75.1,58.7,2,9,1,30,16.7,11,3,0,80.9,22,3,430,0,216,484,5,0,0,5,0,0,479,43,225,49,30,42,32,14,0,265,155,12.0
Alonzo Craighton,34672,S,N ALABAMA,4,4,0,100.0,0,1,389,72.3,73.5,6.1,,77.5,76.2,0,0,0,30,10.3,3,0,1,108.3,6,0,76,0,131,262,3,0,0,3,0,153,259,0,131,30,5,22,6,0,0,60,29,10.0
John Petrishen,35069,LB,PITTSBURGH,11,17,0,87.0,0,0,268,65.8,67.9,79.4,60.4,72.6,65.1,0,2,3,71,16.4,9,0,0,68.6,20,3,234,0,223,418,4,0,0,4,0,1,414,46,149,179,16,29,23,5,0,229,256,11.5
Eddie Gonzales III,35429,DI,N COLORADO,8,12,0,,0,0,253,57.0,80.8,84.0,63.8,88.1,78.0,1,8,0,,7.1,2,0,0,0.0,0,4,3,0,1,315,312,97,146,39,30,0,3,159,155,0,12,14,0,13,0,0,0,
Arsante Conners,35570,ED,LNDNWD,1,2,0,,0,0,949,,64.2,75.4,71.5,58.0,76.1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,20,20,0,2,18,0,0,0,7,13,0,1,2,0,0,0,0,0,
Inoke Moala,35979,ED,INDIANA ST,9,3,0,100.0,0,2,191,60.7,87.1,84.4,82.6,81.4,57.8,5,22,0,5,19.2,5,0,0,87.5,1,9,16,0,3,370,354,4,40,157,153,0,16,216,151,0,21,18,1,36,0,5,9,5.0
Taylor Powell,35983,LB,SACRAMENTO,9,18,0,62.5,0,0,279,67.8,70.8,0.5,69.2,73.5,62.0,0,5,0,13,15.1,8,2,2,71.6,10,1,334,0,184,400,13,0,0,13,0,1,387,48,168,52,14,27,16,6,0,67,36,6.7
Stephon Williams,36017,LB,WESTFL,1,3,0,100.0,0,0,1269,66.5,80.5,75.7,56.9,91.2,82.0,0,1,0,7,0.0,0,0,0,95.8,1,0,32,0,23,47,0,0,0,0,0,0,47,2,22,14,2,3,1,1,0,7,10,7.0
Richie Kittles,36137,S,NC A&T,4,7,0,63.6,1,0,246,43.5,50.8,83.8,59.0,63.0,46.2,1,0,0,29,23.8,5,0,2,120.6,7,0,87,11,121,241,39,0,0,39,0,57,202,4,116,47,4,9,11,1,1,93,28,13.3
Cristian Williams,36151,S,TULSA,7,11,1,46.2,0,0,320,56.9,58.4,84.7,61.3,60.3,42.9,0,0,0,45,25.0,11,2,0,76.1,6,0,76,2,205,356,4,0,0,4,0,227,352,6,145,47,7,22,13,0,0,111,67,18.5
Brandon Lopez,36327,DI,STNY BROOK,3,2,1,,0,0,303,,60.1,0.0,65.6,61.4,59.8,0,1,0,,12.5,1,0,2,0.0,0,1,0,0,0,141,141,53,76,0,12,0,0,64,77,0,5,5,0,2,0,0,0,
Scott Patchan,36449,ED,COLO STATE,11,10,2,,0,4,144,69.6,85.8,40.7,91.3,72.3,50.8,6,32,0,,18.2,10,0,4,0.0,0,8,0,0,26,748,747,0,20,703,24,0,1,334,388,0,33,35,0,46,0,0,0,
Elijah Taylor,36723,ED,TULSA,10,3,0,,0,1,320,59.8,66.8,0.0,60.7,76.5,69.1,0,3,0,,9.5,2,0,3,0.0,0,2,0,0,0,205,205,0,81,96,28,0,0,107,98,0,17,16,0,5,0,0,0,
Thad Mangum,36819,DI,USF,12,8,0,,0,0,327,61.2,48.6,66.9,56.9,44.1,25.7,2,10,0,,30.2,13,0,1,0.0,0,0,0,0,2,545,545,21,221,59,244,0,0,267,276,0,15,22,0,12,0,0,0,
Micah Dew-Treadway,37050,DI,MINNESOTA,11,8,1,,0,0,225,61.1,61.0,58.1,61.3,60.6,59.0,0,4,0,,11.8,2,0,2,0.0,0,0,0,0,0,301,301,119,182,0,0,0,0,148,153,0,4,7,0,4,0,0,0,
Tony Fair,37101,DI,AUBURN,10,3,0,,0,0,115,60.0,67.0,41.9,61.8,68.1,28.4,2,1,0,,25.0,2,0,1,0.0,0,1,1,0,0,190,189,75,114,0,0,0,1,90,100,0,4,3,0,4,0,0,0,
Cameron Goode,38410,ED,CAL,9,14,4,100.0,0,0,130,66.8,75.6,38.9,79.1,68.9,54.2,7,17,0,6,24.5,12,0,3,91.7,1,8,11,0,36,553,522,0,3,514,5,0,31,305,212,20,22,23,1,32,0,6,2,6.0
Josh Drayden,38498,CB,CAL,10,12,0,67.4,1,0,130,56.9,62.8,53.7,64.0,83.2,59.4,0,3,0,26,17.5,10,2,4,102.7,29,0,97,96,391,681,15,0,0,15,0,6,666,13,277,467,10,35,43,3,2,298,97,10.3
Viane Moala,38501,DI,UTAH,3,1,1,,0,0,328,,61.8,80.2,74.4,51.9,49.8,0,9,0,,20.0,1,0,0,0.0,0,0,0,0,0,132,132,20,111,0,1,0,0,59,73,0,3,3,0,9,0,0,0,
Demetris Robertson,38547,WR,AUBURN,2,0,0,,0,0,115,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,
Tristen Vance,39045,LB,N ARIZONA,9,26,0,81.8,0,1,252,65.9,64.2,50.4,56.3,64.8,89.1,0,6,0,23,5.0,4,1,1,127.5,18,1,497,1,286,577,32,0,0,32,0,6,545,54,237,41,29,50,22,7,2,161,109,8.9
Jack Sendelbach,39346,LB,E WASHGTON,8,26,0,80.0,0,1,161,79.6,84.3,84.5,70.7,80.1,62.0,3,9,0,30,14.0,14,1,0,91.0,20,1,498,0,257,517,4,1,0,3,0,6,513,33,227,9,46,60,25,13,0,146,106,7.3
De'Vante Cross,39851,CB,VIRGINIA,8,2,0,57.6,0,0,335,47.2,49.3,87.9,60.0,54.0,47.2,0,0,1,92,14.7,5,4,0,110.8,19,0,126,16,275,535,10,0,0,10,0,55,525,2,258,328,4,27,33,0,3,341,142,17.9
Jordan Carmouche,39951,LB,HOUSTON,7,3,0,62.5,0,0,182,53.0,58.1,77.3,,64.6,50.4,0,0,0,13,18.2,2,1,0,76.0,5,0,78,0,44,81,0,0,0,0,0,0,81,0,37,3,2,6,8,0,0,42,31,8.4
Derrion Rakestraw,39968,S,TULANE,10,6,0,90.0,0,0,319,63.4,65.5,83.7,63.9,67.1,68.9,1,1,1,14,12.8,5,0,0,94.6,9,0,89,2,150,277,1,0,0,1,0,156,276,3,124,29,9,28,10,2,3,67,35,7.4
