player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Shaq Mason,9564,G,HST,9,0,13,63.9,5,12,365,100.0,100.0,96.6,0,21,4,389,389,56.7,2,9,179,100.0,100.0,94.7,15,4,190,190
Laken Tomlinson,9461,G,SEA,8,1,29,62.8,6,11,342,100.0,100.0,96.9,2,19,2,379,379,50.1,5,5,171,100.0,100.0,96.5,11,1,190,190
Connor Williams,46216,C,SEA,8,0,29,62.2,3,4,342,100.0,100.0,98.4,1,9,2,379,379,65.9,3,2,171,100.0,100.0,97.4,7,2,190,190
Charles Cross,98401,T,SEA,8,2,29,79.7,3,19,342,100.0,100.0,96.5,2,23,1,379,379,75.5,2,14,171,100.0,100.0,94.7,17,1,190,190
Joel Bitonio,8670,G,CLV,8,0,8,61.0,3,16,352,100.0,100.0,96.7,4,21,2,378,378,48.6,2,9,127,100.0,100.0,94.1,13,2,139,139
Tyron Smith,6161,T,NYJ,9,2,22,71.6,4,13,353,100.0,100.0,96.2,2,22,5,373,373,54.2,4,8,122,100.0,100.0,91.0,17,5,133,133
Joe Tippmann,101568,C,NYJ,9,0,22,65.3,2,6,353,100.0,100.0,98.3,1,10,2,373,373,39.9,1,6,122,100.0,100.0,95.5,9,2,133,133
Laremy Tunsil,10647,T,HST,9,1,13,87.0,1,7,342,100.0,100.0,98.2,4,10,2,363,363,77.5,1,6,166,100.0,100.0,97.3,8,1,177,177
Greg Van Roten,7746,G,NYG,8,0,21,58.6,4,14,326,100.0,100.0,96.6,2,20,2,351,351,44.8,3,9,147,100.0,100.0,95.2,13,1,157,157
Jermaine Eluemunor,11914,T,NYG,8,3,21,68.7,6,11,326,100.0,100.0,96.8,5,19,2,351,351,71.4,3,4,147,100.0,100.0,96.3,9,2,157,157
Jon Runyan,36661,G,NYG,8,1,21,64.1,2,14,326,100.0,100.0,97.2,1,17,1,351,351,50.5,2,10,147,100.0,100.0,95.2,13,1,157,157
John Michael Schmitz Jr.,55238,C,NYG,8,0,21,44.7,4,12,326,100.0,100.0,97.2,1,17,1,351,351,36.2,4,9,147,100.0,100.0,95.6,13,0,157,157
Juice Scruggs,81800,C,HST,8,0,13,67.0,2,7,327,100.0,100.0,97.7,0,12,3,350,350,51.6,2,4,158,100.0,100.0,96.2,9,3,168,168
Tytus Howard,25472,T,HST,8,0,13,75.8,1,18,324,100.0,100.0,96.5,1,21,2,348,348,65.7,1,16,161,100.0,100.0,93.5,19,2,172,172
Kenyon Green,99052,G,HST,9,1,13,40.9,4,18,325,100.0,100.0,95.1,3,27,5,347,347,21.4,3,15,153,100.0,100.0,91.5,22,4,163,163
Ben Bredeson,27305,G,TB,8,0,30,56.4,1,13,326,100.0,100.0,97.9,0,14,0,344,344,36.3,1,12,138,100.0,100.0,95.3,13,0,147,147
Tristan Wirfs,64818,T,TB,8,0,30,91.1,0,6,326,100.0,100.0,99.1,1,6,0,344,344,83.0,0,6,138,100.0,100.0,97.8,6,0,147,147
Cody Mauch,66637,G,TB,8,0,30,73.1,0,8,326,100.0,100.0,98.2,0,10,2,344,344,70.1,0,5,138,100.0,100.0,97.5,6,1,147,147
John Simpson,41715,G,NYJ,9,0,22,76.7,4,3,326,100.0,100.0,98.9,1,7,0,344,344,69.9,1,2,117,100.0,100.0,98.7,3,0,126,126
Kolton Miller,47013,T,LV,8,2,23,79.4,3,10,317,100.0,100.0,96.1,2,19,6,341,341,75.9,1,7,163,100.0,100.0,95.1,12,4,175,175
Terence Steele,39461,T,DAL,7,0,9,44.6,4,14,299,100.0,100.0,95.3,0,23,5,326,326,40.3,3,11,144,100.0,100.0,91.7,19,5,161,161
Cooper Beebe,99434,C,DAL,7,0,9,64.1,3,4,299,100.0,100.0,98.2,1,9,2,326,326,61.8,2,3,144,100.0,100.0,96.9,7,2,161,161
Andre James,47058,C,LV,8,0,23,66.1,1,9,304,100.0,100.0,97.7,2,12,2,325,325,66.1,1,5,158,100.0,100.0,96.8,8,2,169,169
Quinn Meinerz,112915,G,DEN,8,1,10,75.9,3,2,303,100.0,100.0,98.8,2,6,1,324,324,63.6,2,2,146,100.0,100.0,97.9,5,1,155,155
Ben Powers,41482,G,DEN,8,1,10,66.2,1,8,303,100.0,100.0,98.2,3,10,1,324,324,62.9,0,5,146,100.0,100.0,97.6,6,1,155,155
Tyler Smith,98385,G,DAL,7,2,9,71.7,2,7,288,100.0,100.0,98.1,3,10,1,315,315,60.8,1,6,140,100.0,100.0,96.8,8,1,157,157
Jake Matthews,8641,T,ATL,8,2,2,80.5,3,10,286,100.0,100.0,96.7,4,16,3,314,314,70.8,3,6,157,100.0,100.0,95.2,12,3,175,175
Mike Onwenu,27357,T,NE,8,0,19,72.8,5,12,291,100.0,100.0,97.1,0,17,0,313,313,71.2,4,7,163,100.0,100.0,96.6,11,0,171,171
Trevor Penning,59963,T,NO,8,1,20,53.7,1,17,294,100.0,100.0,96.3,2,20,2,313,313,53.5,1,9,119,100.0,100.0,95.0,11,1,126,126
Taliese Fuaga,131732,T,NO,8,0,20,52.5,5,15,294,100.0,100.0,94.9,1,25,5,313,313,48.9,3,8,119,100.0,100.0,92.9,14,3,126,126
Robert Hunt,46139,G,CAR,8,1,5,64.0,2,8,294,100.0,100.0,97.3,1,13,3,311,311,71.5,1,6,127,100.0,100.0,96.5,8,1,141,141
Sam Cosmi,60114,G,WAS,8,1,32,78.3,2,9,293,100.0,100.0,97.8,3,12,1,311,311,64.5,2,7,112,100.0,100.0,95.1,10,1,119,119
Ethan Pocic,11813,C,CLV,7,0,8,58.4,4,12,289,100.0,100.0,96.5,1,18,2,310,310,56.8,2,6,110,100.0,100.0,95.5,9,1,117,117
Alex Cappa,66578,G,CIN,8,1,7,54.1,3,9,296,100.0,100.0,96.6,1,16,4,310,310,43.3,2,8,125,100.0,100.0,93.6,13,3,131,131
Ted Karras,10855,C,CIN,8,0,7,75.4,3,5,296,100.0,100.0,98.3,0,9,1,310,310,66.3,3,2,125,100.0,100.0,97.2,6,1,131,131
Cordell Volson,30614,G,CIN,8,0,7,55.1,4,12,296,100.0,100.0,96.3,0,19,3,310,310,37.4,2,11,125,100.0,100.0,93.2,15,2,131,131
Garett Bolles,11775,T,DEN,8,2,10,83.2,1,11,288,100.0,100.0,97.6,7,13,1,309,309,77.4,1,8,138,100.0,100.0,96.0,10,1,147,147
Andrew Wylie,12333,T,WAS,8,1,32,65.5,3,10,291,99.7,99.4,97.8,2,13,0,308,310,56.1,3,5,112,100.0,100.0,96.4,8,0,119,119
Nick Allegretti,39268,G,WAS,8,0,32,75.9,0,14,289,100.0,100.0,97.2,2,15,1,307,307,58.6,0,9,112,100.0,100.0,95.1,10,1,119,119
Tyler Biadasz,41178,C,WAS,8,0,32,78.5,0,5,288,100.0,100.0,99.1,0,5,0,306,306,74.6,0,4,109,100.0,100.0,98.2,4,0,116,116
Jake Brendel,11117,C,SF,8,1,28,50.7,2,10,290,100.0,100.0,97.9,2,12,0,306,306,37.0,2,8,143,100.0,100.0,96.5,10,0,152,152
Chris Lindstrom,46692,G,ATL,8,0,2,56.0,6,14,278,100.0,100.0,96.0,1,21,1,306,306,60.9,3,11,152,100.0,100.0,94.7,15,1,170,170
Colton McKivitz,29314,T,SF,8,0,28,66.5,6,14,290,100.0,100.0,96.2,0,21,1,306,306,66.4,4,10,143,100.0,100.0,94.4,15,1,152,152
Dominick Puni,163815,G,SF,8,0,28,70.0,0,14,289,100.0,100.0,97.6,1,14,0,305,305,59.5,0,12,142,100.0,100.0,95.8,12,0,151,151
Anthony Bradford,99103,G,SEA,8,0,29,51.1,1,15,275,100.0,100.0,95.6,1,20,4,303,303,35.7,1,15,145,100.0,100.0,91.7,20,4,159,159
Zack Martin,8651,G,DAL,7,1,9,63.0,1,13,276,100.0,100.0,96.7,1,16,2,303,303,52.3,1,11,136,100.0,100.0,94.9,13,1,153,153
Ikem Ekwonu,98286,T,CAR,8,1,5,68.9,2,14,284,100.0,100.0,96.5,6,18,2,301,301,53.7,2,10,120,100.0,100.0,93.3,14,2,134,134
Graham Barton,122367,C,TB,7,0,30,59.5,0,14,285,100.0,100.0,97.2,1,15,1,299,299,45.6,0,12,117,100.0,100.0,94.9,12,0,125,125
Stone Forsythe,41795,T,SEA,6,1,29,41.3,4,29,269,100.0,100.0,93.1,1,35,2,298,298,33.3,4,21,136,100.0,100.0,89.3,27,2,149,149
Trent Williams,5529,T,SF,8,1,28,85.9,2,9,281,100.0,100.0,97.7,2,12,1,296,296,82.3,0,5,137,100.0,100.0,97.4,6,1,146,146
Mitch Morse,9482,C,JAX,8,0,15,65.5,0,7,281,100.0,100.0,98.0,0,9,2,295,295,60.7,0,6,136,100.0,100.0,97.1,7,1,142,142
Tyler Linderbaum,82291,C,BLT,8,0,3,70.5,2,3,270,100.0,100.0,99.1,2,5,0,294,294,58.7,2,2,127,100.0,100.0,98.4,4,0,136,136
Daniel Faalele,81734,G,BLT,8,1,3,66.3,1,14,270,100.0,100.0,96.9,2,16,1,294,294,55.8,1,11,127,100.0,100.0,94.5,13,1,136,136
Coleman Shelton,39316,C,CHI,7,0,6,62.5,2,9,263,100.0,100.0,97.5,0,12,1,293,293,52.7,1,6,119,100.0,100.0,96.2,8,1,138,138
Darnell Wright,98480,T,CHI,7,1,6,67.6,0,11,263,100.0,100.0,96.4,3,15,4,293,293,59.0,0,7,119,100.0,100.0,93.7,11,4,138,138
Aaron Banks,59983,G,SF,8,0,28,62.2,2,15,279,100.0,100.0,96.6,0,18,1,293,293,53.0,2,11,141,100.0,100.0,94.7,14,1,149,149
Ronnie Stanley,10640,T,BLT,8,1,3,84.8,1,13,268,100.0,100.0,97.4,4,14,0,292,292,82.1,1,8,127,100.0,100.0,96.5,9,0,136,136
Matthew Bergeron,99658,G,ATL,8,0,2,69.5,4,10,264,100.0,100.0,97.0,1,15,1,290,290,63.7,2,8,144,100.0,100.0,95.8,11,1,160,160
