team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
DEN,10,8,303,9,39,303,89.8,55,7
TB,30,8,326,3,50,326,89.7,60,7
MIA,17,7,263,11,28,263,89.5,47,8
CAR,5,8,294,9,40,294,88.9,57,8
NYJ,22,9,353,19,38,353,88.2,70,13
KC,16,7,258,13,36,258,88.2,55,6
GB,12,8,269,10,44,269,87.7,60,6
IND,14,8,272,7,41,272,87.5,58,10
ARZ,1,8,264,4,47,264,87.3,59,8
WAS,32,8,293,7,56,293,87.2,69,6
JAX,15,8,281,12,39,281,86.7,63,12
BUF,4,8,261,7,58,261,86.4,68,3
BLT,3,8,270,4,61,270,86.1,70,5
SF,28,8,290,13,62,290,86.0,78,3
LV,23,8,317,11,54,317,85.3,79,14
CIN,7,8,296,12,48,296,85.1,74,14
LAC,27,7,224,12,35,224,85.0,57,10
CHI,6,7,263,4,53,263,84.6,69,12
DAL,9,7,299,13,52,299,84.4,79,14
DET,11,7,221,11,36,221,84.4,58,11
PIT,25,8,259,11,48,259,83.6,72,13
ATL,2,8,287,24,53,287,83.1,87,10
HST,13,9,366,18,70,366,83.1,106,18
NO,20,8,294,12,68,294,83.0,90,10
NYG,21,8,326,26,65,326,82.1,104,13
MIN,18,7,224,5,52,224,81.9,69,12
LA,26,7,250,21,42,250,81.4,78,15
PHI,24,7,227,7,56,227,81.3,74,11
CLV,8,8,352,26,74,352,81.0,117,17
SEA,29,8,342,18,87,342,80.6,119,14
TEN,31,7,254,16,65,254,78.9,94,13
NE,19,8,291,25,75,291,76.3,119,19
