player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Calais Campbell,4364,DI,MIA,7,0,,,4.2,,,0,0,0,,17,61.4,86.4,85.3,77.4,78.7,39.2,0,,50.0,1,0,0,0.0,0,6,142,3,1,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,7,0,,,11.3,,,0,0,0,,24,74.4,83.6,51.0,70.4,82.6,78.7,0,,0.0,0,0,1,0.0,0,12,106,2,1,0,0,0,0,0.0,
Jerry Hughes,5556,ED,HST,4,0,,,10.0,,,0,0,0,,13,60.1,42.5,80.3,50.0,43.4,69.6,0,,,0,0,0,0.0,0,2,20,0,0,0,0,0,0,0.0,
Von Miller,6154,ED,BUF,4,0,,,4.1,,,0,0,0,,4,63.2,77.7,80.8,76.3,56.6,75.0,0,,0.0,0,0,0,0.0,0,3,74,3,1,0,0,0,0,0.0,
Cameron Jordan,6176,ED,NO,8,2,,,1.3,,,0,0,0,,20,64.5,47.8,85.9,49.8,44.7,45.3,1,,16.7,1,0,0,0.0,0,2,149,1,3,0,0,0,0,0.0,
Nick Bellore,6515,LB,WAS,2,0,-3.5,100.0,100.0,1.5,1.5,0,0,0,0.0,32,79.4,90.2,68.9,,63.2,73.2,0,2,0.0,0,0,0,79.2,2,3,3,1,1,2,0,-4,3,-1.3,-2.0
Stephon Gilmore,7016,CB,MIN,7,4,8.3,70.2,100.0,8.3,5.8,0,0,3,6.4,18,58.8,62.4,84.6,,77.6,68.6,1,27,6.9,2,3,2,96.0,33,287,287,9,23,47,2,339,139,1.2,10.3
Bobby Wagner,7050,LB,WAS,8,3,4.1,69.6,83.7,13.2,9.2,0,0,1,4.3,32,56.3,83.7,82.6,85.5,91.5,82.5,0,32,4.8,1,1,0,106.8,16,226,270,10,17,23,1,178,126,0.8,11.1
Lavonte David,7060,LB,TB,8,6,4.1,83.3,84.9,7.9,6.6,0,0,2,4.8,30,54.4,65.0,82.9,77.3,70.0,40.0,1,49,22.6,7,2,1,100.1,35,293,345,9,18,42,1,357,238,1.3,10.2
Demario Davis,7079,LB,NO,7,4,3.4,84.0,90.9,11.7,9.8,0,0,1,4.0,20,61.0,61.6,83.2,52.2,62.7,46.4,0,23,18.2,4,1,0,102.5,21,260,286,8,14,25,0,215,161,0.9,10.2
Rodney McLeod,7271,S,CLV,8,1,8.3,47.4,97.0,17.0,8.1,0,0,4,21.1,8,52.0,53.4,81.2,53.0,60.0,63.9,0,17,11.8,2,4,0,73.6,9,162,167,3,14,19,1,66,48,0.4,7.3
Harrison Smith,7641,S,MIN,7,8,12.6,69.6,91.8,17.3,12.0,0,0,2,8.7,18,59.2,62.5,87.1,61.7,67.9,67.6,1,42,9.1,3,2,0,121.7,16,290,316,3,22,23,3,222,85,0.8,13.9
