player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Malcolm Jenkins,4937,S,NO,6,239,0,20,0,7.9,37.5,87.5,25.3,9.5,0,1,12.5,56.0,1,31,16.7,1,1,19.8,3,84,35.1,96,1,5,8,0,50,27,0.7,16.7,0,1,5.1,80.0,90.7,10.6,8.5,0,0,0.0,63.9,0,26,0.0,0,0,116.1,12,136,56.9,150,7,15,15,1,98,44,0.8,8.2
Jason McCourty,5127,S,MIA,7,190,0,17,0,8.1,62.5,97.0,18.4,11.5,0,3,37.5,78.8,0,23,0.0,0,3,75.5,5,97,51.1,100,2,5,8,0,41,19,0.4,8.2,0,2,9.8,100.0,98.8,20.0,20.0,0,0,0.0,66.1,0,25,0.0,0,0,117.7,4,82,43.2,83,1,4,4,0,49,10,0.6,12.3
Ndamukong Suh,5527,DI,TB,7,5,0,30,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,46,0,0,0,0,0,0,,,0,0,,,1.5,,,1,0,,58.5,0,,0.0,0,0,0.0,0,2,40.0,130,2,1,0,0,0,0,0.0,
Joe Haden,5532,CB,PIT,5,204,0,25,2,12.4,87.5,100.0,6.4,5.6,0,1,12.5,41.9,0,37,14.3,1,1,118.8,7,49,24.0,49,0,4,8,0,111,36,2.5,15.9,0,1,10.8,58.3,100.0,17.3,10.1,0,1,8.3,61.7,0,14,25.0,2,1,101.4,7,127,62.3,127,2,5,12,1,66,23,0.5,9.4
Jason Pierre-Paul,5540,ED,TB,5,25,0,30,0,,,0.0,,,0,0,,60.0,0,,100.0,1,0,0.0,0,0,0.0,32,0,0,0,0,0,0,,,0,1,5.4,100.0,12.9,3.6,3.6,0,0,0.0,72.0,0,24,21.4,3,0,147.1,5,18,72.0,139,5,10,5,1,49,22,2.7,9.8
Kareem Jackson,5545,S,DEN,7,254,0,10,0,20.0,50.0,98.1,48.5,24.3,0,0,0.0,64.5,1,14,27.3,3,0,27.1,2,101,39.8,103,0,8,4,0,22,5,0.2,11.0,0,0,3.0,83.3,100.0,15.2,12.7,0,0,0.0,55.9,0,17,7.7,1,0,96.5,5,80,31.5,80,3,12,6,0,43,30,0.6,8.6
Devin McCourty,5552,S,NE,7,247,0,19,0,7.2,60.0,98.5,42.0,25.2,1,1,20.0,55.1,0,13,12.5,1,1,75.4,3,134,54.3,136,0,7,5,0,28,7,0.2,9.3,0,3,18.0,57.1,97.0,22.8,13.0,0,1,14.3,54.7,0,33,7.7,1,1,97.9,4,98,39.7,101,0,9,7,0,81,15,0.9,20.3
Jerry Hughes,5556,ED,BUF,6,6,0,4,0,,,4.7,,,0,0,,62.2,0,,0.0,0,0,0.0,0,2,33.3,43,1,1,0,0,0,0,0.0,,0,0,15.0,100.0,3.7,2.0,2.0,0,0,0.0,46.1,0,18,,0,0,118.8,1,3,50.0,82,0,0,1,0,18,3,9.0,18.0
Carlos Dunlap,5579,ED,SEA,7,18,0,29,1,,,2.6,,,0,0,,60.6,0,,0.0,0,0,0.0,0,1,5.6,39,1,1,0,0,0,0,,,0,0,4.0,100.0,13.9,13.0,13.0,0,0,0.0,56.3,0,4,,0,0,83.3,1,14,77.8,101,0,0,1,0,4,0,0.3,4.0
Corey Peters,5607,DI,ARZ,5,3,0,1,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,11,0,0,0,0,0,0,,,0,0,,,10.7,,,0,0,,57.2,0,,,0,0,0.0,0,3,100.0,28,0,0,0,0,0,0,0.0,
Everson Griffen,5624,ED,MIN,5,5,0,18,0,,,0.0,,,0,0,,,0,,100.0,2,0,0.0,0,0,0.0,46,1,0,0,0,0,0,,,0,0,3.0,100.0,6.4,4.0,4.0,0,0,0.0,64.1,0,5,0.0,0,0,87.5,1,5,100.0,78,2,1,1,0,5,2,1.3,5.0
Andrew Sendejo,6118,S,IND,4,109,0,14,0,12.5,0.0,100.0,,8.5,1,1,50.0,68.5,0,,,0,1,39.6,0,19,17.4,19,0,0,2,0,0,0,0.0,,0,2,0.4,60.0,97.2,22.0,13.2,0,0,0.0,63.9,0,18,25.0,2,0,69.6,3,70,64.2,72,2,4,5,0,21,28,0.3,7.0
