team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
TB,30,13,587,13,70,587,91.4,92,9
DAL,9,13,547,20,82,547,89.0,111,9
PIT,25,13,539,22,66,539,88.3,107,19
LA,26,13,503,15,66,503,88.2,100,19
LAC,27,14,600,27,88,600,87.7,131,16
NE,19,14,475,23,61,475,87.4,102,18
KC,16,14,632,23,105,632,87.2,145,17
ARZ,1,13,481,9,86,481,87.0,110,15
PHI,24,13,449,13,91,449,86.9,111,7
HST,13,13,479,14,81,479,86.7,111,16
CLV,8,13,451,11,80,451,86.6,106,15
JAX,15,13,517,26,89,517,86.2,129,14
GB,12,13,490,21,85,490,86.1,121,15
SF,28,13,440,22,73,440,86.0,109,14
BUF,4,13,566,27,102,566,86.0,144,15
BLT,3,13,566,19,107,566,85.5,145,19
WAS,32,13,502,20,91,502,85.4,129,18
MIN,18,13,511,30,103,511,85.2,142,9
NO,20,13,460,20,92,460,84.6,127,15
NYJ,22,13,554,24,124,554,84.3,161,13
NYG,21,13,521,26,98,521,84.3,144,20
ATL,2,13,496,42,81,496,84.2,140,17
CIN,7,13,471,24,84,471,84.1,129,21
DET,11,13,503,28,101,503,83.8,146,17
CHI,6,13,476,14,105,476,83.3,139,20
DEN,10,13,478,31,85,478,83.3,138,22
LV,23,13,541,38,115,541,82.5,171,18
CAR,5,13,497,30,108,497,82.3,157,19
IND,14,14,482,37,104,482,81.8,158,17
SEA,29,13,446,23,101,446,81.2,146,22
TEN,31,13,476,35,90,476,81.0,153,28
MIA,17,13,557,26,156,557,80.1,202,20
