player_id,team,opp,pos,name,fpts,proj_own,noto_rtg,ceil,floor,min_exposure,max_exposure,salary,custom,rg_id,partner_id
1210,,,G,Peter Malnati,46.88,0.7,53.39,70.5,22.5,0,0,6800,,34908,1210
907,,,G,Arjun Atwal,32.55,0.09,14.67,57.5,18.5,0,0,6300,,35074,907
766667,,,G,Mo Lim,24.08,0.03,11.23,38.52,13.24,0,0,6100,,3622271,766667
2145,,,G,Chesson Hadley,39.61,2.2,51.75,65.5,20.5,0,0,7300,,34879,2145
2046,,,G,Jason Dufner,42.18,0.25,35.76,67.5,21.5,0,0,6200,,34756,2046
2068,,,G,Derek Ernst,28.45,0.02,15.34,49.35,17,0,0,6100,,34966,2068
1760,,,G,Tom Hoge,55.17,5.8,72.68,76.5,24.5,0,0,7100,,34888,1760
1562,,,G,Curtis Thompson,39.42,0.08,37.49,65,20.5,0,0,6500,,2959180,1562
1112,,,G,Robert Streb,45.96,0.42,44.54,70,22,0,0,6700,,34814,1112
766668,,,G,Dylan Menante,24.22,0.03,11.23,38.75,13.32,0,0,6500,,3622270,766668
2135,,,G,John Merrick,31.75,0.01,11.95,57,18,0,0,6100,,34987,2135
2036,,,G,Duffy Waldorf,,0,10.33,,,0,0,6000,,3622276,2036
2168,,,G,Kevin Tway,39.7,0.32,39.65,65,20.5,0,0,6700,,35139,2168
690251,,,G,Daniel Gale,,0,,,,0,0,6300,,-690251,690251
2125,,,G,Tony Finau,76.89,29.2,96.32,94.5,60.5,0,0,10500,,34873,2125
1179,,,G,Brandon Hagy,39.57,0.54,39.04,65,20.5,0,0,6800,,36079,1179
2026,,,G,Bo Van Pelt,32.75,0.08,25.97,58.5,18.5,0,0,6400,,1303898,2026
2158,,,G,Lucas Glover,54.25,4,66.03,75.5,24.5,0,0,7400,,34876,2158
571331,,,G,Brandon Matthews,34.29,0.9,49.37,59.5,18.65,0,0,6900,,1708994,571331
700009,,,G,Joohyung Kim,55.7,17.9,73.56,76,24.5,0,0,7300,,2087790,700009
1883,,,G,Danny Lee,,0,55.33,,,0,0,7200,,34784,1883
1663,,,G,Chez Reavie,54.56,6.5,64.99,75.5,24,0,0,8700,,34927,1663
1455,,,G,Ryan Armour,53.2,0.7,60.39,75,23.5,0,0,6900,,36068,1455
1477,,,G,Sung Kang,30.58,0.32,27.17,54,18,0,0,6400,,34893,1477
1499,,,G,D.J. Trahan,35.71,0.03,17.56,61.5,19.5,0,0,6200,,35003,1499
404847,,,G,Sahith Theegala,62.69,22.2,76.86,82,26,0,0,9800,,37149,404847
2016,,,G,Scott Brown,40.99,0.19,37.06,66.5,21,0,0,6600,,34856,2016
701605,,,G,Andre Metzger,,0,,,,0,0,6100,,-701605,701605
670398,,,G,Greyson Sigg,52.98,4,63.34,74.85,24,0,0,7200,,37979,670398
1950,,,G,D.A. Points,27.61,0.04,13.92,46.5,16.5,0,0,6000,,34991,1950
1741,,,G,Dawie Van der Walt,35.04,0.02,32.27,61,19.5,0,0,6200,,34946,1741
1763,,,G,Andres Romero,,0,10.29,,,0,0,6200,,34998,1763
1411,,,G,Nick Hardy,57.62,16.7,75.98,77.5,25.5,0,0,8000,,35104,1411
1653,,,G,C.T. Pan,59,10.3,74.21,79,25.5,0,0,7500,,35389,1653
74908,,,G,Wesley Bryan,40.97,0.3,40.79,66,21,0,0,6200,,35076,74908
1698,,,G,Henrik Norlander,43.76,0.16,48.96,68,22,0,0,6700,,34917,1698
1115,,,G,Nick Watney,30.7,0.09,32.89,55.35,17.5,0,0,6200,,36095,1115
1005,,,G,Stewart Cink,52.8,3.4,71.25,75,24,0,0,7300,,34863,1005
299952,,,G,Brett Drewitt,33.68,0.02,31.18,58.5,19,0,0,6300,,36074,299952
2006,,,G,Brian Gay,30.53,0.06,29.71,54.5,17.5,0,0,6400,,34875,2006
288611,,,G,Paul Barjon,42.44,0.26,46.15,67.5,21.5,0,0,6300,,912552,288611
703905,,,G,Chris Gotterup,50.44,32.8,81.85,73,23.5,0,0,7900,,3549709,703905
1753,,,G,John Huston,30.27,0.01,10.67,53.5,17.5,0,0,6000,,3622275,1753
1643,,,G,Ted Potter Jr.,26.72,0.06,15.41,35,16,0,0,6000,,35324,1643
1786,,,G,K.J. Choi,32.22,0.1,18.61,57.5,18.5,0,0,6200,,34862,1786
1237,,,G,Rickie Fowler,49.49,10.4,61.49,72.5,23,0,0,7700,,34760,1237
510218,,,G,Cameron Champ,47.65,9.8,55.61,71.5,23,0,0,7800,,37122,510218
2128,,,G,Camilo Villegas,45.25,0.22,40.66,69.5,22,0,0,6600,,34948,2128
670620,,,G,Sungjae Im,75.02,17.7,92.26,93,57.65,0,0,10000,,382250,670620
692004,,,G,Hank Lebioda,50.35,2.1,62.82,73,23,0,0,6900,,565462,692004
1941,,,G,Matthew NeSmith,60.02,11.7,69.71,79.5,26,0,0,7500,,35080,1941
