player_name,sample_size,primary_tour,dg_rank,dg_change,owgr_rank,owgr_change,dg_index
"McIlroy, Rory",150,pga,1,0,3,-1,2.3780316944836204
"Schauffele, Xander",150,pga,2,1,6,-1,2.04930840220275
"Scheffler, Scottie",150,pga,3,-1,1,0,2.0480000341951903
"Cantlay, Patrick",150,pga,4,0,4,0,2.01464050455214
"Smith, Cameron",150,pga,5,3,2,4,1.95468704819888
"Fitzpatrick, Matthew",150,pga,6,-1,10,0,1.85810710646723
"Rahm, Jon",150,pga,7,0,5,-2,1.7965779456884599
"Thomas, Justin",150,pga,8,-2,7,0,1.7243478091114
"Lowry, Shane",150,pga,9,0,23,-1,1.7007152803758099
"Zalatoris, Will",150,pga,10,0,13,0,1.61608913681178
"Johnson, Dustin",150,pga,11,2,16,2,1.54553753962074
"Finau, Tony",150,pga,12,2,17,0,1.4484059592281397
"Burns, Sam",150,pga,13,-1,11,0,1.40630379962263
"Fleetwood, Tommy",150,pga,14,8,26,9,1.36989450484117
"Matsuyama, Hideki",150,pga,15,-4,14,0,1.36213976931419
"Hovland, Viktor",150,pga,16,5,9,0,1.3602544981947402
"Spieth, Jordan",150,pga,17,3,12,0,1.35691850773339
"Conners, Corey",150,pga,18,0,31,-2,1.31549151168791
"Homa, Max",150,pga,19,-3,21,-2,1.27591959479484
"Morikawa, Collin",150,pga,20,-3,8,0,1.25958012594322
"Horschel, Billy",150,pga,21,4,15,0,1.22649559213828
"Niemann, Joaquin",150,pga,22,-3,18,-2,1.17227907840538
"Berger, Daniel",150,pga,23,3,30,-4,1.15398001811802
"Gooch, Talor",150,pga,24,3,41,-1,1.14611274567905
"Wise, Aaron",150,pga,25,3,43,1,1.1370977633181698
"Oosthuizen, Louis",150,pga,26,-2,25,-1,1.1327558425461899
"Im, Sungjae",150,pga,27,-12,24,-1,1.1129208593975801
"Varner III, Harold",150,pga,28,4,37,1,1.11008289066106
"Casey, Paul",150,pga,29,9,32,-4,1.11005328947719
